N	2gram	Voloshinov_1	NovoeSre
137	по природе	2	1
138	с ним	3	1
139	нас и	2	1
140	можно сказать	5	1
141	о самом	1	1
142	на себя	1	1
143	в виду	5	1
144	зависимости от	4	1
145	не способен	2	1
146	с большим	1	1
147	и явления	1	1
148	на них	1	1
149	на их	1	1
150	в чем	2	1
151	и во	1	1
152	все в	1	1
153	не могут	1	1
154	к нему	4	1
155	то он	1	1
156	вопросу о	1	1
157	значение и	1	1
158	в его	2	1
159	в эти	1	1
160	менее всего	1	1
161	себе и	1	1
162	и только	1	1
163	той социальной	2	1
164	уже во	1	1
165	и она	1	1
166	в значительной	1	1
167	к которому	1	1
168	в своем	2	1
169	как например	1	1
170	в формах	2	1
171	видимого и	1	1
172	только в	6	1
173	по своей	1	1
174	в самом	4	1
175	не хочет	1	1
176	и вражды	2	1
177	то время	1	1
178	мы отлично	1	1
179	уже в	2	1
180	в большинстве	1	1
181	дальше и	1	1
182	она становится	1	1
183	и их	1	1
184	как часто	1	1
185	этого нельзя	1	1
186	всяком случае	1	1
187	нуждается в	3	1
188	к одному	1	1
189	жизнью и	2	1
190	сами по	1	1
191	друг друга	1	1
192	осознавать себя	1	1
193	бытия и	1	1
194	и рождается	1	1
195	от того	4	1
196	но все	2	1
197	значительной степени	1	1
198	от нее	1	1
199	не должна	3	1
200	выходит за	1	1
201	и из	1	1
202	с другими	2	1
203	который и	1	1
204	она создает	1	1
205	было бы	1	1
206	себя и	2	1
207	что не	4	1
208	социальной жизни	2	1
209	для них	1	1
210	они не	1	1
211	не на	1	1
212	отлично знаем	1	1
213	не всегда	1	1
214	что мы	5	1
215	и того	1	1
216	себя на	1	1
217	в этих	2	1
218	но если	1	1
219	и сейчас	1	1
220	в такой	3	1
221	на это	2	1
222	другая сторона	1	1
223	в котором	3	1
224	только для	1	1
225	политической жизни	1	1
226	мы в	2	1
227	одна сторона	1	1
228	и мир	1	1
229	не должно	1	1
230	у нас	1	1
231	в зависимости	2	1
232	сферы в	1	1
233	быть только	2	1
234	мы должны	1	1
235	и более	3	1
236	во времени	1	1
237	должен предшествовать	1	1
238	по себе	3	1
239	природе но	1	1
240	и вся	1	1
241	в атмосфере	2	1
242	сих пор	3	1
243	так как	9	1
244	природу и	1	1
245	она могла	1	1
246	должны быть	1	1
247	к вопросу	1	1
248	она должна	1	1
249	это уже	1	1
250	за его	2	1
251	протяжении всей	1	1
252	до сих	3	1
253	а к	2	1
254	особого рода	1	1
255	они являются	1	1
256	самом себе	1	1
257	и его	13	1
258	или не	3	1
259	есть уже	2	1
260	так называемый	1	1
261	и общего	1	1
262	все более	1	1
263	человеческого общества	2	1
264	быть понята	1	1
265	вступает в	1	1
266	и героя	6	1
267	гораздо больше	1	1
268	в области	1	1
269	только одна	1	1
270	нет ничего	2	1
271	в каком	3	1
272	в свою	1	1
273	и оно	1	1
274	от всех	2	1
275	но можно	1	1
276	характерны для	1	1
277	есть только	1	1
278	и вполне	2	1
279	ли он	1	1
280	т.е к	1	1
281	во всяком	1	1
282	оно не	2	1
283	как на	2	1
