N	2gram	Bakhtin_sl_1	Myshleni
185	переход к	1	3
186	и с	4	3
187	до сих	2	3
188	к нему	5	3
189	а потому	1	3
190	что и	1	3
191	в лучшем	2	3
192	одной из	3	3
193	между тем	2	3
194	с одной	4	3
195	речь в	2	3
196	его и	3	3
197	в известной	2	3
198	в одном	2	3
199	а в	6	3
200	от того	1	3
201	на которые	2	3
202	один и	1	3
203	прежде всего	8	3
204	не на	5	3
205	в частности	2	3
206	чем в	1	3
207	по существу	3	3
208	этом случае	2	3
209	но это	1	3
210	одной стороны	4	3
211	развитие и	1	3
212	включает в	1	3
213	как на	1	3
214	к этому	2	3
215	значение в	1	3
216	они не	1	3
217	к полному	1	2
218	ту же	4	2
219	не должны	2	2
220	одним из	4	2
221	к данному	1	2
222	не имеют	1	2
223	все дело	1	2
224	в зависимости	3	2
225	есть не	1	2
226	при анализе	1	2
227	приводят к	1	2
228	зависимости от	3	2
229	в ней	4	2
230	на их	1	2
231	столь же	2	2
232	в различных	1	2
233	во всех	17	2
234	с каким	1	2
235	не требует	3	2
236	не извне	1	2
237	отличие от	1	2
238	связи и	1	2
239	которые не	1	2
240	его на	1	2
241	стороны и	1	2
242	и к	5	2
243	в этот	1	2
244	только два	1	2
245	речи но	2	2
246	то и	1	2
247	нами в	2	2
248	только один	1	2
249	на его	8	2
250	что она	1	2
251	к одному	1	2
252	свое время	1	2
253	и единство	2	2
254	одному и	2	2
255	именно это	1	2
256	те же	2	2
257	на протяжении	2	2
258	в жизни	1	2
259	в них	6	2
260	в своей	7	2
261	в котором	2	2
262	к предмету	4	2
263	мы говорили	1	2
264	в отличие	1	2
265	его отношение	1	2
266	из области	1	2
267	друг другу	2	2
268	и эти	2	2
269	все это	5	2
270	на всю	3	2
271	же мы	1	2
272	он еще	1	2
273	но только	1	2
274	главное и	1	2
275	как два	1	2
276	совершенно иным	1	2
277	видим что	1	2
278	во всем	1	2
279	имеет два	1	2
280	и здесь	3	2
281	действуют в	1	2
282	лежит в	4	2
283	и другим	2	2
284	для его	1	2
285	и можем	1	2
286	в виду	1	2
287	точками зрения	3	2
288	в истории	3	2
289	речи то	1	2
290	и логической	1	2
291	не с	2	2
292	в плоскости	1	2
293	языковых форм	1	2
294	связанная с	1	2
295	находится в	1	2
296	именно потому	1	2
297	эта точка	1	2
298	язык и	10	2
299	исследования и	1	2
300	находятся в	1	2
301	образом в	3	2
302	как чисто	1	2
303	его в	3	2
304	слов и	2	2
305	может иметь	1	2
306	два смысла	1	2
307	сделать это	1	2
308	кроме самого	1	2
309	процесса языкового	1	2
310	со всеми	1	2
311	с которыми	2	2
312	только на	2	2
313	в неразрывной	1	2
314	же в	1	2
315	но с	1	2
316	не дает	1	2
317	из них	3	2
318	вовсе не	7	2
319	к ним	1	2
320	речи является	1	2
321	и даже	6	2
322	в ряде	1	2
323	а с	2	2
324	своего собственного	1	2
325	себя и	1	2
326	что для	1	2
327	у нас	2	2
328	системы в	1	2
329	языка не	1	2
330	о чем	1	2
331	на который	1	2
332	и потому	4	2
333	сознание и	1	2
334	которые являются	2	2
335	его язык	3	2
336	и от	4	2
337	в более	1	2
338	которых он	1	2
339	форм и	3	2
340	основе этой	1	2
341	и другими	1	2
342	которая в	1	2
343	чем он	2	2
344	предмета и	2	2
345	и другие	1	2
346	от всякого	2	2
347	образом с	1	2
348	и становятся	1	2
349	отношением к	1	2
350	другой стороны	4	2
351	совершенно не	2	2
352	из этого	3	2
353	в свое	3	2
354	жизни и	1	2
355	без всяких	2	2
356	во всяком	7	2
357	все что	1	2
358	а между	2	1
359	смысле слова	2	1
360	также и	3	1
361	например в	2	1
362	с конкретными	1	1
363	словом как	1	1
364	связана с	2	1
365	на самом	2	1
366	к другому	1	1
367	его же	3	1
368	из его	1	1
369	которыми он	1	1
370	мы уже	2	1
371	системы и	2	1
372	и образования	1	1
373	еще на	1	1
374	для своего	1	1
375	мы имеем	1	1
376	и ничего	1	1
377	есть наконец	1	1
378	и о	2	1
379	что уже	1	1
380	но она	1	1
381	как во	1	1
382	это отношение	2	1
383	почти исключительно	1	1
384	но уже	1	1
385	и ее	3	1
386	непосредственное отношение	1	1
387	осознать и	1	1
388	собой в	1	1
389	которые он	1	1
390	он был	1	1
391	а такое	1	1
392	бы то	1	1
393	которое он	1	1
394	с его	4	1
395	возможность иного	1	1
396	различия между	2	1
397	в ее	2	1
398	учителя и	1	1
399	речью является	1	1
400	в общем	1	1
401	для всякого	1	1
402	эти внешние	1	1
403	и дети	1	1
404	которой они	1	1
405	как к	2	1
406	перед нами	4	1
407	кроме того	4	1
408	целый ряд	1	1
409	нового не	2	1
410	и наконец	4	1
411	более или	3	1
412	которую оно	1	1
413	в себе	3	1
414	пределы его	1	1
415	именно эта	2	1
416	из самых	1	1
417	точку зрения	3	1
418	зрения не	2	1
419	сущности и	1	1
420	иным путем	1	1
421	совершенно новые	1	1
422	другом случае	2	1
423	имеем в	1	1
424	и те	2	1
425	на то	1	1
426	так сказать	5	1
427	направлено на	1	1
428	его но	3	1
429	оно было	2	1
430	к миру	1	1
431	от которого	1	1
432	и задачи	1	1
433	единство в	1	1
434	и использует	1	1
435	этого осознания	1	1
436	не как	4	1
437	понимания и	1	1
438	оно должно	1	1
439	по всем	1	1
440	ни были	3	1
441	сознание всегда	1	1
442	в плане	6	1
443	языком и	1	1
444	одной и	1	1
445	ни одному	2	1
446	или иных	1	1
447	одно и	2	1
448	и связанное	1	1
449	значительной степени	1	1
450	зрения является	1	1
451	в каждом	4	1
452	совпадают с	1	1
453	есть все	1	1
454	конечно в	1	1
455	связанных с	4	1
456	зрения на	7	1
457	всех областях	1	1
458	лишь в	4	1
459	входит в	4	1
460	те или	3	1
461	и других	3	1
462	и непосредственное	2	1
463	может стать	1	1
464	моменты в	1	1
465	в ином	1	1
466	и этим	3	1
467	оно как	2	1
468	ни в	1	1
469	о которых	1	1
470	рядом с	4	1
471	и определяет	1	1
472	в слове	7	1
473	его сознании	1	1
474	и уже	1	1
475	всегда и	1	1
476	несмотря на	1	1
477	смысле с	1	1
478	как сказано	3	1
479	как целое	1	1
480	мы до	1	1
481	как таковой	1	1
482	нисколько не	2	1
483	приближаются к	1	1
484	места в	1	1
485	в понимании	3	1
486	выработанные в	1	1
487	данного предмета	1	1
488	место в	1	1
489	не столько	1	1
490	он принимает	1	1
491	что говорит	1	1
492	основе не	1	1
493	осознания для	1	1
494	о языке	1	1
495	от его	3	1
496	в основном	3	1
497	которые в	3	1
498	на определенных	1	1
499	свет на	1	1
500	тем не	1	1
501	осуществляются в	1	1
502	языков и	9	1
503	однако в	1	1
504	том же	4	1
505	ним в	1	1
506	и общей	1	1
507	и самостоятельность	1	1
508	участвует в	1	1
509	ничего нового	2	1
510	она не	3	1
511	с теми	1	1
512	дело не	2	1
513	отличается от	1	1
514	и основным	1	1
515	речь или	1	1
516	как его	5	1
517	которого он	1	1
518	не могло	3	1
519	из него	2	1
520	на котором	1	1
521	в самой	1	1
522	этого общего	2	1
523	слова которая	2	1
524	есть вовсе	1	1
525	в другую	1	1
526	такая же	2	1
527	в сознании	2	1
528	входят в	1	1
529	которому мы	1	1
530	в каком	1	1
531	языка в	16	1
532	недоразумений и	1	1
533	в специальном	1	1
534	в духе	2	1
535	в направлении	1	1
536	есть только	1	1
537	реагирует на	1	1
538	как только	3	1
539	влияния в	1	1
540	самом предмете	3	1
541	столько в	1	1
542	и связанная	1	1
543	обращение к	1	1
544	и он	1	1
545	всю последующую	1	1
546	слово не	2	1
547	но по	2	1
548	с ее	4	1
549	это единство	1	1
550	следовательно в	3	1
551	без всякого	1	1
552	направлении к	1	1
553	они ни	1	1
554	языка так	3	1
555	не те	1	1
556	с языком	2	1
557	и совершенно	1	1
558	поэтому мы	1	1
559	по аналогии	1	1
560	и которые	1	1
561	предмете а	1	1
562	не нужно	1	1
563	часто в	1	1
564	для этого	1	1
565	тем чем	3	1
566	работы над	1	1
567	в контекст	2	1
568	связанное с	1	1
569	движения и	1	1
570	сводится к	1	1
571	и той	2	1
572	или только	1	1
573	одного из	2	1
574	или на	1	1
575	вообще эта	1	1
576	все его	4	1
577	может не	8	1
578	форм он	1	1
579	аналогии с	1	1
580	на данном	1	1
581	и во	3	1
582	на всех	1	1
583	во втором	1	1
584	нуждается в	1	1
585	и только	1	1
586	язык в	4	1
587	слова для	2	1
588	все время	3	1
589	его актуального	1	1
590	и известную	1	1
591	с внутренними	1	1
592	их основе	2	1
593	один из	4	1
594	в большей	3	1
595	с ними	3	1
596	или иные	3	1
597	языка на	3	1
598	с каждым	1	1
599	могло быть	1	1
600	каждый момент	2	1
601	эта общая	1	1
602	всяком случае	5	1
603	между этими	2	1
604	простое и	1	1
605	никаких новых	1	1
606	какой степени	1	1
607	одни и	1	1
608	где они	2	1
609	сколько в	1	1
610	есть в	1	1
611	себя в	9	1
612	и они	1	1
613	в виде	2	1
614	в начале	1	1
615	что не	1	1
616	чужого языка	1	1
617	письмо и	1	1
618	или даже	2	1
619	языка но	4	1
620	быть взята	1	1
621	только одно	1	1
622	с этими	2	1
623	отношении к	6	1
624	каждый из	1	1
625	сказать на	1	1
626	это было	1	1
627	как раз	2	1
628	в других	3	1
629	основного факта	1	1
630	ближайшим образом	1	1
631	в форме	1	1
632	можно прямо	1	1
633	эти явления	1	1
634	вне ее	1	1
635	почти с	1	1
636	со стороны	1	1
637	или иной	9	1
638	между которыми	1	1
639	этого основного	1	1
640	влияние на	1	1
641	или иначе	1	1
642	здесь в	4	1
643	и прежде	1	1
644	и признается	1	1
645	что совершенно	1	1
646	предполагает за	2	1
647	его из	1	1
648	только по	1	1
649	не было	3	1
650	поставить в	1	1
651	которых мы	1	1
652	этого не	1	1
653	а главное	1	1
654	и самый	1	1
655	более того	3	1
656	которое по	1	1
657	с которым	2	1
658	и ответ	1	1
659	долгое время	1	1
660	на эту	1	1
661	там где	4	1
662	и непосредственно	5	1
663	и свободно	1	1
664	к высшему	1	1
665	в изучении	1	1
666	которая лежит	1	1
667	знает только	2	1
668	эти особенности	1	1
669	бы оно	1	1
670	связь с	2	1
671	до этого	1	1
672	прямо сказать	1	1
673	ко всем	1	1
674	наталкивается на	1	1
675	в одной	1	1
676	относятся к	1	1
677	к единому	2	1
678	и иной	1	1
679	влияния на	3	1
680	в данном	3	1
681	и там	3	1
682	зрения и	2	1
683	есть как	3	1
684	или менее	3	1
685	даже с	1	1
686	направлено всегда	1	1
687	да и	1	1
688	возможность такого	1	1
689	более сложных	1	1
690	этого слова	1	1
691	каждое из	1	1
692	новые и	1	1
693	тех или	1	1
694	известной степени	4	1
695	синтаксических форм	1	1
696	и для	4	1
697	тем и	2	1
698	того о	1	1
699	имеет дело	2	1
700	в отдельных	1	1
701	для нас	2	1
702	от него	1	1
703	и все	4	1
704	иное чем	1	1
705	той или	9	1
706	отношении не	1	1
707	но чаще	1	1
708	совершенно по-иному	1	1
709	между ними	2	1
710	с ней	2	1
711	дело с	1	1
712	структуру слова	1	1
713	чужда идея	1	1
714	или иного	2	1
715	первом случае	2	1
716	оно может	2	1
717	оно не	6	1
718	не способны	1	1
719	ли он	4	1
720	сложных взаимоотношений	1	1
721	но эти	3	1
722	на ту	2	1
723	к действительности	1	1
724	и это	1	1
725	в еще	1	1
726	того или	2	1
727	по которому	1	1
728	вещам как	1	1
729	которая не	3	1
