N	2gram	Vygotskiy__2	Russkaja
602	дело так	1	1
603	один из	3	1
604	обе эти	1	1
605	с ними	1	1
606	и судьбу	1	1
607	может оказаться	2	1
608	же он	1	1
609	при внимательном	1	1
610	же и	1	1
611	к какому	2	1
612	и у	2	1
613	если мы	12	1
614	вопроса о	1	1
615	и теоретическая	1	1
616	основе его	1	1
617	а то	1	1
618	и других	3	1
619	за ним	1	1
620	мы знаем	7	1
621	и их	3	1
622	случай как	2	1
623	могло бы	2	1
624	даже к	1	1
625	двух противоположных	1	1
626	от тех	1	1
627	относится не	1	1
628	ее не	1	1
629	в такое	1	1
630	к ним	2	1
631	случае не	1	1
632	связано с	1	1
633	почему не	1	1
634	в любви	1	1
635	само собой	3	1
636	бы это	1	1
637	в очень	2	1
638	смотря по	1	1
639	нас слишком	1	1
640	с общим	1	1
641	из двух	1	1
642	окажутся в	1	1
643	каждый человек	1	1
644	ведь на	1	1
645	всякого другого	1	1
646	человека а	1	1
647	к которому	2	1
648	собой разумеется	1	1
649	и прежде	1	1
650	дело при	1	1
651	создания и	1	1
652	движения в	1	1
653	что не	3	1
654	а на	4	1
655	рассмотренные нами	1	1
656	на этот	2	1
657	здесь дело	2	1
658	которых мы	3	1
659	этого взгляда	1	1
660	на которых	2	1
661	до конца	3	1
662	ничем не	1	1
663	не на	2	1
664	человеческой жизни	1	1
665	с которым	1	1
666	в свете	2	1
667	те элементы	1	1
668	понятие о	1	1
669	для человека	1	1
670	именно так	1	1
671	ясное и	1	1
672	из области	1	1
673	не об	1	1
674	душевной жизни	2	1
675	в связи	1	1
676	к сознанию	1	1
677	в руках	2	1
678	если его	1	1
679	в самой	2	1
680	как это	4	1
681	согласии с	3	1
682	существенное изменение	1	1
683	а самый	1	1
684	по своему	3	1
685	и довольно	1	1
686	когда же	1	1
687	это его	1	1
688	эту мысль	1	1
689	психологии при	2	1
690	громадное количество	1	1
691	в состоянии	2	1
692	быть не	1	1
693	материал для	4	1
694	его творчество	1	1
695	с этой	4	1
696	есть много	1	1
697	сейчас же	5	1
698	себя ни	1	1
699	является для	1	1
700	был создан	1	1
701	и таким	2	1
702	поэтому что	1	1
703	ничего кроме	2	1
704	независимое от	2	1
705	сознании и	2	1
706	хочет отказаться	1	1
707	его лежит	1	1
708	на все	5	1
709	при таком	4	1
710	и постоянно	1	1
711	исключительно от	1	1
712	такой взгляд	1	1
713	что кроме	1	1
714	только кажется	1	1
715	можно согласиться	1	1
716	но когда	2	1
717	бы в	1	1
718	тем более	2	1
719	его жизнь	1	1
720	и все	4	1
721	хотя в	1	1
722	от всякого	1	1
723	может и	1	1
724	а о	1	1
725	в свою	3	1
726	понимать как	1	1
727	была бы	2	1
728	в иностранной	1	1
729	душевная жизнь	1	1
730	к блестящему	1	1
731	что ни	1	1
732	прямым путем	1	1
733	же может	1	1
734	себе но	1	1
735	человека является	1	1
736	ни на	3	1
737	кроме тех	1	1
738	этого и	1	1
739	они не	1	1
