N	2gram	Tiupa_Narr_1	slovoVRo
111	на фоне	1	4
112	в той	2	4
113	а в	13	4
114	отношении к	1	4
115	слова с	1	4
116	отношению к	3	4
117	в таком	2	4
118	как это	3	3
119	той же	1	3
120	язык как	2	3
121	в чем	2	3
122	перед нами	5	3
123	и как	3	3
124	не приходится	1	3
125	не с	1	3
126	лишь в	3	3
127	напряженное взаимодействие	1	3
128	говорящего как	1	3
129	еще раз	3	3
130	с точки	1	3
131	точку зрения	1	3
132	национального языка	2	3
133	его от	1	3
134	связи с	2	3
135	этом отношении	3	3
136	слове но	1	3
137	в ней	4	3
138	исторической жизни	1	3
139	в состав	3	3
140	а также	6	3
141	с установкой	2	3
142	к нему	4	3
143	между тем	3	3
144	что и	1	3
145	развернута в	1	3
146	быть и	2	3
147	иной степени	1	3
148	всех его	2	3
149	или даже	1	3
150	него нет	1	3
151	у него	7	3
152	в особенности	2	3
153	точек зрения	2	3
154	и создает	1	3
155	в свою	2	3
156	связано с	1	3
157	стремится к	1	3
158	если она	2	3
159	установкой на	2	3
160	в контексте	1	3
161	и от	2	3
162	голоса и	1	3
163	но это	1	3
164	как для	1	3
165	что в	3	3
166	хотя бы	2	3
167	языка может	1	3
168	сказать что	2	3
169	речи и	1	3
170	героя в	3	3
171	во всяком	2	3
172	человеческой речи	1	2
173	одним из	1	2
174	также и	3	2
175	в сфере	2	2
176	своего и	2	2
177	это и	1	2
178	мы уже	1	2
179	и само	1	2
180	мы не	3	2
181	с ее	2	2
182	и чужого	2	2
183	имеет дело	1	2
184	подчеркнуть что	1	2
185	в противовес	3	2
186	но как	3	2
187	точка зрения	5	2
188	не все	1	2
189	с этим	1	2
190	хотя и	4	2
191	более или	1	2
192	в нашем	3	2
193	диалог в	1	2
194	в себе	6	2
195	роль в	2	2
196	на территории	1	2
197	как он	1	2
198	с языком	2	2
199	т д	1	2
200	он не	3	2
201	людей и	1	2
202	в нее	1	2
203	значение в	1	2
204	или целиком	1	2
205	далеко не	1	2
206	мы видели	1	2
207	автора и	1	2
208	или менее	1	2
209	в их	1	2
210	однако в	3	2
211	даже в	1	2
212	дело в	2	2
213	того как	1	2
214	того чтобы	4	2
215	в одном	4	2
216	слова как	1	2
217	к ней	1	2
218	в области	2	2
219	в мировой	1	2
220	отличается от	1	2
221	слова о	1	2
222	должен быть	1	2
223	говорит и	1	2
224	свою очередь	2	2
225	почти каждого	1	2
226	так в	4	2
227	как с	1	2
228	в другом	1	2
229	особенно в	2	2
230	смысловых и	1	2
231	взаимодействие и	1	2
232	о нем	3	2
233	и здесь	1	2
234	о том	4	2
235	и т.п	8	2
236	в различных	1	2
237	этот второй	1	2
238	нуждается в	1	2
239	в форме	2	2
240	еще более	1	2
241	к различным	1	2
242	речь о	1	2
243	что он	3	2
244	мы увидим	1	2
245	правда и	1	2
246	всяком случае	2	2
247	на мир	1	2
248	со всеми	1	2
249	где они	2	2
250	уже в	1	2
251	на протяжении	7	2
252	его и	2	2
253	каждого высказывания	1	2
254	для того	3	2
255	то что	9	2
256	не было	3	2
257	до сих	2	2
258	именно в	3	2
259	а именно	1	2
260	действующих лиц	5	2
261	которых мы	1	2
262	его как	1	2
263	не всегда	3	2
264	и слово	1	2
265	в связи	2	2
266	вместе с	2	2
267	в данном	11	2
268	есть на	1	2
269	слов в	2	2
270	материал для	1	2
271	сих пор	2	2
272	в смысловом	1	2
273	в более	1	2
274	известной степени	1	2
275	этих случаях	1	2
276	не знаем	1	2
277	говорящего и	1	2
278	она может	2	2
279	или в	6	2
280	в результате	2	2
281	все они	1	2
282	жизни в	2	2
283	на роль	1	2
284	только с	1	2
285	есть от	1	2
286	не знает	1	2
287	к его	2	2
288	только о	1	2
289	все что	2	2
290	они не	1	2
291	еще слишком	1	2
292	и наиболее	1	1
293	как известно	3	1
294	речь идет	3	1
295	того же	1	1
296	не остается	1	1
297	и многообразно	1	1
298	идет о	3	1
299	высказывания происходит	1	1
300	и есть	1	1
301	между двумя	5	1
302	за собой	1	1
303	но главное	1	1
304	и до	1	1
305	разделяется на	1	1
306	речь здесь	1	1
307	синтаксической и	1	1
308	и точек	1	1
309	и о	3	1
310	мир не	1	1
311	героя но	2	1
312	высказывания в	2	1
313	он как	1	1
314	как не	1	1
315	слово не	1	1
316	момент в	1	1
317	между собой	2	1
318	он сам	3	1
319	быть в	1	1
320	обращении с	1	1
321	ответы на	1	1
322	бы она	1	1
323	и главное	1	1
324	различия между	1	1
325	социального охвата	1	1
326	чем это	2	1
327	которую она	1	1
328	к ним	2	1
329	с легкой	1	1
330	не просто	1	1
331	в едином	2	1
332	удачливыми с	1	1
333	его на	1	1
334	на иные	1	1
335	не два	1	1
336	диалогическое понимание	1	1
337	сознания в	2	1
338	целый ряд	1	1
339	а со	1	1
340	что слово	1	1
341	для которого	1	1
342	в самом	6	1
343	та же	2	1
344	ряде случаев	1	1
345	в целом	3	1
346	в этой	6	1
347	на то	2	1
348	человек не	1	1
349	именно этим	1	1
350	лишится своего	1	1
351	что она	1	1
352	но именно	3	1
353	и только	2	1
354	и еще	2	1
355	зрения здесь	1	1
356	в корне	1	1
357	одном высказывании	1	1
358	и сам	1	1
359	целом как	1	1
360	и по	1	1
361	разноречивое становление	1	1
362	с собой	1	1
363	одно и	2	1
364	в мире	4	1
365	об этом	6	1
366	них не	1	1
367	а его	2	1
368	однако такая	1	1
369	глубокий и	1	1
370	косвенной речи	1	1
371	говорить не	1	1
372	это было	2	1
373	не умеет	1	1
374	языками отмирающими	1	1
375	для нее	1	1
376	сознание может	1	1
377	языки более	1	1
378	что неизбежно	1	1
379	территории почти	1	1
380	и бывшими	1	1
381	и тем	4	1
382	в иные	1	1
383	это ее	1	1
384	мог бы	1	1
385	но уже	1	1
386	он является	1	1
387	все равно	2	1
388	кругозора и	3	1
389	на основании	1	1
390	если во	1	1
391	его напротив	1	1
392	ведет к	1	1
393	может идти	1	1
394	в один	1	1
395	одного и	1	1
396	борьба своего	1	1
397	здесь она	1	1
398	в окружающей	1	1
399	его нельзя	1	1
400	в своей	5	1
401	не подвергается	1	1
402	кишащее будущими	1	1
403	она в	2	1
404	часто не	1	1
405	для развития	1	1
406	себе а	1	1
407	не исчерпывается	1	1
408	они неразрывно	1	1
409	от его	1	1
410	должны были	1	1
411	он живет	1	1
412	но во	1	1
413	иных форм	1	1
414	через посредство	2	1
415	тем не	3	1
416	она или	1	1
417	окружающей действительности	1	1
418	освободиться от	1	1
419	и вся	1	1
420	в двух	1	1
421	как будет	1	1
422	главным объектом	1	1
423	до известной	1	1
424	не о	2	1
425	текста и	1	1
426	и притом	2	1
427	облекается в	1	1
428	чтобы стать	1	1
429	дело не	2	1
430	и автор	1	1
431	для всего	1	1
432	и уже	1	1
433	здесь может	1	1
434	к подлинному	1	1
435	ничего не	2	1
436	это то	1	1
437	а во	4	1
438	слова во	1	1
439	по своей	1	1
440	в сознании	4	1
441	из существенных	1	1
442	не столь	2	1
443	достаточно напомнить	1	1
444	не до	1	1
445	будущими и	1	1
446	становление кишащее	1	1
447	не слышит	2	1
448	бывшими языками	1	1
449	чужих высказываний	1	1
450	его внутренней	1	1
451	к себе	4	1
452	если же	1	1
453	указать на	1	1
454	числе и	1	1
455	протяжении всего	1	1
456	на самый	1	1
457	не предполагает	1	1
458	конца не	1	1
459	значение это	1	1
460	в виду	1	1
461	как один	1	1
462	как по	1	1
463	приводит к	1	1
464	языковыми парвеню	1	1
465	слова а	1	1
466	на том	1	1
467	исторически реален	1	1
468	на которую	1	1
469	речь как	1	1
470	еще в	3	1
471	во второй	1	1
472	поэтому в	1	1
473	но такая	1	1
474	не на	1	1
475	входит и	1	1
476	голос в	1	1
477	определенным образом	1	1
478	установки на	1	1
479	за пределами	2	1
480	обращается к	3	1
481	никак не	2	1
482	идеологической сферой	1	1
483	не поддается	1	1
484	можно сказать	5	1
485	самому себе	1	1
486	нас в	2	1
487	нем не	1	1
488	тем или	2	1
489	тем как	1	1
490	социальный человек	1	1
491	от этих	2	1
492	в художественной	1	1
493	и нельзя	1	1
494	здесь выступает	1	1
495	человека как	1	1
496	и отдельные	1	1
497	несколько иначе	1	1
498	того что	4	1
499	в формах	1	1
500	или ближе	1	1
501	широтою социального	1	1
502	героя до	1	1
503	одной из	1	1
504	композиционная форма	1	1
505	друг друга	2	1
506	иной идеологической	1	1
507	до нас	1	1
508	между этими	1	1
509	и ее	3	1
510	их не	1	1
511	человек при	1	1
512	значимость и	2	1
513	в качестве	14	1
514	слова героя	1	1
515	как разноречивое	1	1
516	неразрывно связано	1	1
517	на всем	1	1
518	ограниченного в	1	1
519	не можем	1	1
520	так можно	1	1
521	только на	2	1
522	сферой применения	1	1
523	значение и	1	1
524	оно в	1	1
525	к слову	1	1
526	его углубляется	1	1
527	мировую литературу	1	1
528	сказать мы	1	1
529	представить себе	1	1
530	сами по	2	1
531	в пространстве	3	1
532	и со	1	1
533	в конце	2	1
534	или социальной	1	1
535	может служить	3	1
536	мы можем	2	1
537	случае не	1	1
538	автор и	1	1
539	от языковой	1	1
540	как раз	6	1
541	тем что	1	1
542	чопорными языковыми	1	1
543	охвата с	1	1
544	которое может	1	1
545	на мировую	1	1
546	как у	2	1
547	не обязательно	1	1
548	говорить и	1	1
549	с той	1	1
550	или меньшей	1	1
551	нашем случае	1	1
552	случаев в	1	1
553	мы еще	1	1
554	что не	2	1
555	говорит о	1	1
556	а на	2	1
557	этого не	2	1
558	из слова	1	1
559	с большей	1	1
560	зависит от	2	1
561	не единственно	1	1
562	однако и	4	1
563	другой стороны	2	1
564	реален язык	1	1
565	все время	1	1
566	из участников	3	1
567	области поэтики	1	1
568	отнюдь не	2	1
569	когда она	1	1
570	могут служить	2	1
571	ведь для	1	1
572	как высказывания	1	1
573	мира в	4	1
574	ближе к	1	1
575	проникновения в	1	1
576	в частности	14	1
577	о себе	1	1
578	в языки	1	1
579	в рамках	1	1
580	даже не	1	1
581	смысловую глубину	1	1
582	претендентами в	1	1
583	в литературе	4	1
584	и всей	1	1
585	шире и	1	1
586	да и	2	1
587	ней не	1	1
588	большей или	2	1
589	рассказ в	1	1
590	происходит напряженное	1	1
591	чужой голос	1	1
592	приблизиться к	1	1
593	меньшей широтою	1	1
594	при условии	1	1
595	этом и	4	1
596	отмирающими чопорными	1	1
597	и собственно	1	1
598	аристократами языковыми	1	1
599	и борьба	1	1
600	не является	3	1
601	и грубых	1	1
602	но на	1	1
603	сознания и	1	1
604	или иным	2	1
605	в исторический	1	1
606	интерес к	1	1
607	но зато	2	1
608	на языке	1	1
609	бесчисленными претендентами	1	1
610	же в	2	1
611	действительного смысла	1	1
612	нисколько не	1	1
613	нами не	2	1
614	письма и	1	1
615	также в	1	1
616	языковыми аристократами	1	1
617	и прочно	1	1
618	на свет	1	1
619	или точнее	1	1
620	частности в	1	1
621	также не	2	1
622	парвеню бесчисленными	1	1
623	менее удачливыми	1	1
624	к этому	1	1
625	том числе	1	1
626	которая не	1	1
