N	2gram	Losev_Vlad_3	Dialekti
476	только мы	1	1
477	не простая	1	1
478	и чувства	1	1
479	как три	1	1
480	а несомненно	1	1
481	для своего	1	1
482	нечто иное	2	1
483	ко всему	1	1
484	даже не	3	1
485	отличается от	3	1
486	было у	1	1
487	было уже	1	1
488	а это	1	1
489	это дело	1	1
490	у обоих	1	1
491	как на	3	1
492	что пишет	1	1
493	не к	2	1
494	это слово	1	1
495	здесь не	3	1
496	смысле они	1	1
497	есть оно	2	1
498	остановиться на	2	1
499	в последнее	1	1
500	очень многие	1	1
501	во что	2	1
502	друг другу	1	1
503	могут и	1	1
504	и вместе	2	1
505	гораздо более	1	1
506	уже самое	1	1
507	и которые	1	1
508	в эти	1	1
509	особенное значение	1	1
510	но важно	1	1
511	как таковая	1	1
512	оба они	1	1
513	и самой	1	1
514	отличается тем	1	1
515	как эта	1	1
516	это просто	1	1
517	строго говоря	1	1
518	для выяснения	1	1
519	только это	1	1
520	этом смысле	3	1
521	при всей	1	1
522	вполне понятно	3	1
523	на земле	1	1
524	а скорее	2	1
525	и теперь	1	1
526	и во	1	1
527	к которому	1	1
528	у этого	1	1
529	если это	1	1
530	с термином	2	1
531	мы не	2	1
532	самых простых	1	1
533	каком смысле	1	1
534	и здесь	6	1
535	есть все	4	1
536	не содержит	2	1
537	всех своих	2	1
538	не хотел	1	1
539	только чисто	1	1
540	то и	2	1
541	невольно возникает	1	1
542	свою жизнь	1	1
543	влечение к	1	1
544	это последнее	2	1
545	просты и	1	1
546	первые три	1	1
547	здесь в	4	1
548	есть она	2	1
549	так сказать	1	1
550	мысли если	1	1
551	душа есть	1	1
552	во всякой	1	1
553	и он	1	1
554	не будем	1	1
555	только тот	1	1
556	как таковую	1	1
557	ли это	1	1
558	то в	6	1
559	имеет свое	1	1
560	те же	1	1
561	бытия и	2	1
562	по его	2	1
563	начиная с	1	1
564	к самому	1	1
565	смысле слова	6	1
566	не говорим	1	1
567	и независимые	1	1
568	она хочет	1	1
569	стороны и	2	1
570	этом что	1	1
571	она всегда	1	1
572	он сам	2	1
573	и другое	1	1
574	и всех	1	1
575	нашего сознания	1	1
576	есть живая	1	1
577	когда он	1	1
578	и духа	1	1
579	том и	1	1
580	просто к	1	1
581	она начинается	1	1
582	уже видели	1	1
583	и такие	1	1
584	оно не	3	1
585	или искусство	1	1
586	конкретно это	1	1
587	путь к	2	1
588	тем и	1	1
589	все то	3	1
590	духа и	1	1
591	с бытием	2	1
592	при всем	2	1
593	например о	1	1
594	для времени	1	1
595	резко отличается	1	1
596	к жизни	1	1
597	не знал	1	1
598	не считает	1	1
599	с этой	2	1
600	что касается	2	1
601	распадается в	1	1
602	ясным что	1	1
603	но зато	1	1
604	они представляются	1	1
605	есть ничто	2	1
606	во всей	1	1
607	знаем что	2	1
608	мифологические теории	1	1
609	к чему	1	1
610	это одно	1	1
611	что несмотря	2	1
612	здесь нет	2	1
613	жизни по	1	1
614	трактует о	1	1
615	и конечно	1	1
616	состоит из	1	1
617	с теми	1	1
618	делает ее	1	1
619	но если	5	1
620	однако тут	1	1
621	всякая вещь	2	1
622	не входя	1	1
623	абсолютного и	1	1
624	личность человека	1	1
625	нет и	1	1
626	здесь мыслится	1	1
627	в новом	1	1
628	религия и	1	1
629	а ведь	1	1
630	мы ее	1	1
631	интереснее всего	1	1
632	конечно всегда	1	1
633	уже одно	1	1
634	последнее время	1	1
635	что оба	2	1
636	вопрос почему	1	1
637	в боге	6	1
638	это будет	1	1
639	внимания на	2	1
640	все их	1	1
641	их не	1	1
642	в его	14	1
643	из которых	1	1
644	чем она	1	1
645	всей своей	2	1
646	говорить по	1	1
647	не происходит	1	1
648	есть личность	1	1
649	о всеобщем	1	1
650	ли она	1	1
651	то можно	2	1
652	без всяких	1	1
653	смысле но	3	1
654	слова а	1	1
655	и всегда	2	1
656	не имеет	4	1
657	и после	1	1
658	на всех	1	1
659	ведь если	4	1
660	смысле и	1	1
661	себе а	1	1
662	одного из	1	1
663	в дальнейшем	4	1
664	в инобытии	1	1
665	литературу которая	1	1
666	или вернее	1	1
667	мог бы	4	1
668	пор не	1	1
669	человеческая личность	1	1
670	но этот	1	1
671	есть прежде	2	1
672	больше всего	1	1
673	и никакая	1	1
674	потому и	2	1
675	не меньше	2	1
676	смысле как	1	1
677	с абсолютным	1	1
678	из этих	3	1
679	из этого	2	1
680	отличие от	3	1
681	вещей но	1	1
682	в целом	2	1
683	с которым	1	1
684	на почве	2	1
685	есть то	1	1
686	допустить что	1	1
687	общего с	2	1
688	сказать и	1	1
689	своей жизни	1	1
690	следовательно если	1	1
691	уже содержит	1	1
692	вообще все	1	1
693	хотя это	1	1
694	об этих	2	1
695	то ни	3	1
696	своего развития	1	1
697	я думаю	1	1
698	действительности в	1	1
699	и подобием	1	1
700	однако что	1	1
701	как нет	1	1
702	но уже	2	1
703	что весь	1	1
704	мира и	1	1
705	не все	3	1
706	на этих	1	1
707	зрения однако	1	1
708	находить в	2	1
709	человека от	2	1
710	и о	4	1
711	во всем	6	1
712	уже давно	1	1
713	но на	2	1
714	если есть	3	1
715	и поэтому	1	1
716	тому же	5	1
717	но эти	1	1
718	не зависит	1	1
719	в древней	1	1
720	совершенно неверно	1	1
721	тотчас же	1	1
722	очевидно не	1	1
723	подойти к	1	1
724	по причине	1	1
725	нечего и	2	1
726	но ничего	1	1
727	на то	4	1
728	даже прямо	1	1
729	он был	2	1
730	является как	2	1
731	к которой	1	1
732	это же	2	1
733	говорит в	3	1
734	это можно	1	1
735	личность не	1	1
736	вещи не	2	1
737	мире без	1	1
738	считает что	1	1
739	представить себе	1	1
740	у которого	1	1
741	философов то	1	1
742	в подлинном	1	1
743	мало того	1	1
744	об идеях	1	1
745	не о	2	1
746	в основе	1	1
747	что все	7	1
748	время у	1	1
749	сам же	2	1
750	тем чтобы	1	1
751	образом есть	1	1
752	с их	3	1
753	ничего специфически	1	1
754	и начинается	1	1
755	если нет	3	1
756	должны сказать	2	1
757	является не	3	1
758	все вещи	1	1
759	есть его	1	1
760	в них	1	1
761	не был	8	1
762	ни даже	1	1
763	друг друга	2	1
764	больше чем	2	1
765	и др	1	1
766	не всегда	1	1
767	одной стороны	3	1
768	на первый	2	1
769	одна из	1	1
770	и понимает	1	1
771	внимание на	1	1
772	невозможна без	1	1
773	в котором	4	1
774	спор и	1	1
775	у него	24	1
776	по преимуществу	2	1
777	а к	1	1
778	он в	1	1
779	говорим о	1	1
780	к его	2	1
781	и рационалистическая	1	1
782	ни стало	2	1
783	не существует	2	1
784	свою историю	1	1
785	это вполне	2	1
786	нам еще	1	1
787	нигде не	1	1
788	только для	1	1
789	ему и	1	1
790	самый термин	1	1
791	раз навсегда	3	1
792	этом отношении	2	1
793	слова и	1	1
794	элементов а	1	1
795	от другого	1	1
796	и на	6	1
797	не делать	1	1
798	же деле	2	1
799	себя и	1	1
800	никакому сомнению	1	1
801	именно его	1	1
802	просто в	1	1
803	даже и	12	1
804	наконец что	1	1
805	восприятие и	1	1
806	все дело	1	1
807	и всякое	1	1
808	надо сказать	1	1
809	мы будем	2	1
810	своего существа	1	1
811	почему же	6	1
812	тут как	1	1
813	что эта	2	1
814	еще раз	2	1
815	предполагать что	1	1
816	несомненно есть	1	1
817	есть синтез	2	1
818	далеко не	3	1
819	об отношении	2	1
820	нет ничего	2	1
821	истории и	1	1
822	приступил к	1	1
823	системе цельного	1	1
824	при помощи	4	1
825	бы мы	1	1
826	и бог	1	1
827	когда в	1	1
828	с научной	1	1
829	на одной	2	1
830	но она	1	1
831	еще и	18	1
832	от внешнего	1	1
833	еще в	5	1
834	во многом	2	1
835	ему не	1	1
836	которую мы	1	1
837	религии если	1	1
838	на эти	2	1
839	от всяких	1	1
840	по существу	4	1
841	года и	1	1
842	тогда и	1	1
843	вижу что	1	1
844	чистого и	1	1
845	чем в	4	1
846	рационалистическая метафизика	1	1
847	всю его	1	1
848	тут надо	1	1
849	говорить не	1	1
850	знает что	1	1
851	таком виде	1	1
852	я хочу	1	1
853	жизнь это	1	1
854	она в	1	1
855	точка зрения	1	1
856	но эта	1	1
857	и понятно	1	1
858	но даже	4	1
859	сколько угодно	2	1
860	мифологии а	1	1
861	нечто живое	1	1
862	точно так	4	1
863	бросается в	2	1
864	имеем не	1	1
865	в глаза	4	1
866	только на	5	1
867	представляет собою	1	1
868	сознания как	1	1
869	или иной	1	1
870	только еще	1	1
871	каждой из	1	1
872	на мифологию	2	1
873	совсем не	5	1
874	и просто	1	1
875	который не	1	1
876	еще с	1	1
877	и эта	3	1
878	ли так	1	1
879	она была	4	1
880	часто даже	1	1
881	все что	1	1
882	речь идет	1	1
883	мы знаем	3	1
884	категорию в	1	1
885	развития и	1	1
886	все существующее	1	1
887	ли эти	1	1
888	но для	3	1
889	а если	2	1
