N	2gram	Ircho_Kome_1	Hudozhes
123	и это	1	2
124	идет о	3	2
125	между двумя	1	2
126	и больше	1	2
127	в году	3	2
128	совпадает с	1	2
129	принадлежит к	2	2
130	и на	3	2
131	в чем	3	2
132	коем случае	1	2
133	не входит	1	2
134	не все	1	2
135	в комедии	22	2
136	за пределы	2	2
137	в своем	1	2
138	говорит что	1	2
139	в себя	2	2
140	бы не	1	2
141	право на	2	2
142	в этой	7	2
143	в силу	2	2
144	на этом	2	2
145	значительной степени	1	2
146	об этом	1	2
147	времени и	2	2
148	дома и	1	2
149	по себе	1	2
150	в них	3	2
151	несмотря на	4	2
152	жизни но	1	2
153	войне и	1	2
154	и более	1	2
155	вовсе не	2	2
156	даже в	3	2
157	тому что	1	2
158	одна из	2	2
159	и притом	2	2
160	для себя	2	2
161	и о	3	2
162	того чтобы	1	2
163	к жизни	1	2
164	роль в	1	2
165	и сам	3	2
166	или в	2	2
167	в коем	1	2
168	с человеком	1	2
169	в порядке	1	2
170	о том	8	2
171	в глаза	1	2
172	к действительности	1	2
173	в значительной	1	2
174	я думаю	1	2
175	как художественное	1	2
176	именно в	4	2
177	в литературе	1	2
178	с одной	3	2
179	и др	1	2
180	никто не	1	2
181	и прежде	1	2
182	в одном	8	2
183	у него	3	2
184	для того	1	2
185	в финале	2	2
186	или иначе	1	2
187	а с	1	2
188	нового времени	5	2
189	превращается в	1	2
190	одной стороны	3	2
191	существующее в	1	2
192	и эстетической	1	2
193	мира в	1	2
194	так же	3	2
195	и особенно	4	2
196	и потому	1	2
197	как в	5	2
198	из которых	2	2
199	к своему	1	2
200	так или	1	2
201	было и	1	2
202	и по	6	2
203	о его	1	2
204	во всех	1	2
205	речь идет	3	2
206	мира и	1	2
207	с ним	1	2
208	отношении к	1	2
209	к внутреннему	1	2
210	одной из	3	2
211	культуры в	1	2
212	том числе	1	2
213	ответственного за	1	1
214	также и	1	1
215	же как	3	1
216	чтобы не	1	1
217	переходит к	1	1
218	то в	1	1
219	здесь и	2	1
220	можно говорить	1	1
221	из его	4	1
222	едва ли	7	1
223	в зависимости	1	1
224	уже по	1	1
225	той же	1	1
226	придают им	1	1
227	как против	1	1
228	превратилась в	1	1
229	позиций и	1	1
230	из своих	1	1
231	время от	4	1
232	не была	1	1
233	от своих	1	1
234	в сущности	2	1
235	что иное	1	1
236	как впрочем	1	1
237	зависимости от	1	1
238	в каждой	1	1
239	не что	1	1
240	проявляется в	1	1
241	думаю что	1	1
242	собой в	1	1
243	зрения у	1	1
244	иное как	1	1
245	столь же	2	1
246	бы то	2	1
247	тем как	2	1
248	а всего	1	1
249	реального исторического	1	1
250	друг от	1	1
251	или к	1	1
252	что они	4	1
253	том чем	1	1
254	отнюдь не	1	1
255	в истории	5	1
256	от друга	1	1
257	что касается	2	1
258	перед нами	1	1
259	что по	2	1
260	тем же	1	1
261	самом начале	1	1
262	над собой	1	1
263	при чтении	1	1
264	его достижения	1	1
265	из жизни	1	1
266	что это	1	1
267	из этих	1	1
268	одном случае	1	1
269	этом что	2	1
270	определена как	1	1
271	но без	1	1
272	в известном	2	1
273	раз в	2	1
274	ее как	1	1
275	на то	3	1
276	не могла	1	1
277	что одна	1	1
278	на его	5	1
279	исходит из	1	1
280	что она	1	1
281	время и	2	1
282	к миру	1	1
283	одному из	2	1
284	все это	5	1
285	в первую	2	1
286	зрения в	1	1
287	к одному	1	1
288	введенное в	1	1
289	у читателя	1	1
290	чтобы в	1	1
291	подобно тому	1	1
292	по его	1	1
293	то ни	2	1
294	что все	1	1
295	в совершенно	1	1
296	речь в	1	1
297	а как	1	1
298	художественный образ	2	1
299	это было	1	1
300	первую очередь	3	1
301	платона и	1	1
302	было бы	2	1
303	о месте	1	1
304	войны и	5	1
305	в жизни	1	1
306	и комедия	1	1
307	нет в	1	1
308	соответствии с	1	1
309	комедиях аристофана	4	1
310	как об	1	1
311	как видно	2	1
312	собой ср	1	1
313	первые два	1	1
314	перед собой	1	1
315	являются наиболее	1	1
316	места в	1	1
317	и без	2	1
318	в котором	4	1
319	однако этот	1	1
320	в условиях	1	1
321	друг другу	1	1
322	не могли	1	1
323	в конце	6	1
324	с такими	1	1
325	том же	1	1
326	между несколькими	1	1
327	это особенно	1	1
328	между людьми	1	1
329	ее не	1	1
330	она могла	1	1
331	к этим	3	1
332	которого он	1	1
333	и внутренней	2	1
334	это еще	2	1
335	каждый из	3	1
336	нельзя не	2	1
337	казалось бы	3	1
338	предстает перед	1	1
339	не говорит	1	1
340	ему и	2	1
341	и теперь	2	1
342	из того	1	1
343	не по	1	1
344	как будто	2	1
345	в каком	1	1
346	ему не	1	1
347	и здесь	2	1
348	он еще	1	1
349	ли не	4	1
350	в поле	1	1
351	в каждом	1	1
352	на это	1	1
353	здесь мы	3	1
354	из всего	2	1
355	как мы	4	1
356	только при	2	1
357	на празднике	1	1
358	в особенности	1	1
359	действия и	1	1
360	или для	1	1
361	то время	5	1
362	художественного мышления	2	1
363	даже самых	2	1
364	те же	1	1
365	исторического лица	2	1
366	можно только	1	1
367	для этого	2	1
368	означает что	1	1
369	творческий путь	2	1
370	из других	2	1
371	о ней	1	1
372	именно потому	2	1
373	не означает	1	1
374	в драматическом	1	1
375	мира а	1	1
376	после того	3	1
377	это была	1	1
378	служит для	1	1
379	под именем	2	1
380	состоит не	1	1
381	путь к	2	1
382	нуждается в	1	1
383	ибо и	1	1
384	вслед за	2	1
385	иначе в	2	1
386	и мир	2	1
387	по содержанию	3	1
388	один из	5	1
389	тот же	3	1
390	дело с	1	1
391	природой и	1	1
392	действующих лиц	4	1
393	до нас	5	1
394	такое же	1	1
395	самые разнообразные	1	1
396	организации текста	1	1
397	мира как	1	1
398	бы ни	1	1
399	тот что	1	1
400	так что	1	1
401	для всех	2	1
402	времени когда	1	1
403	а напротив	1	1
404	оно в	1	1
405	то и	2	1
406	действующего лица	1	1
407	не дает	1	1
408	две другие	1	1
409	из них	10	1
410	за ним	1	1
411	себе в	1	1
412	представить себе	1	1
413	до того	1	1
414	и против	1	1
415	части и	1	1
416	так как	4	1
417	тому же	6	1
418	если никто	1	1
419	зависимо от	1	1
420	должен был	1	1
421	по тем	1	1
422	и даже	5	1
423	на уровне	1	1
424	точек зрения	2	1
425	как у	1	1
426	на ее	1	1
427	одновременно не	1	1
428	по своим	1	1
429	который впрочем	1	1
430	принято говорить	1	1
431	на чем	1	1
432	еще и	2	1
433	наконец в	1	1
434	нередко в	1	1
435	к более	1	1
436	она предстает	1	1
437	противоречие между	1	1
438	в соответствии	1	1
439	v в	13	1
440	автором в	1	1
441	всю жизнь	1	1
442	из наиболее	2	1
443	когда же	5	1
444	что из	1	1
445	этим и	2	1
446	мы встречаем	5	1
447	что основной	1	1
448	стороны в	1	1
449	его как	1	1
450	время для	1	1
451	нет никаких	1	1
452	вместе с	2	1
453	между участниками	1	1
454	к сфере	1	1
455	одну из	2	1
456	каждая из	1	1
457	не могут	1	1
458	из уст	1	1
459	этого слова	1	1
460	одновременно с	1	1
461	тому как	1	1
462	да и	3	1
463	в состоянии	2	1
464	него не	1	1
465	в это	1	1
466	с этой	1	1
467	и формы	2	1
468	решающая роль	1	1
469	в любом	3	1
470	и другим	1	1
471	к категории	1	1
472	в теорию	1	1
473	между прочим	2	1
474	изобразительного искусства	1	1
475	все же	3	1
476	ее содержание	1	1
477	при всем	2	1
478	в более	3	1
479	за его	1	1
480	может служить	1	1
481	общими для	1	1
482	еще одна	1	1
483	видно из	2	1
484	и право	2	1
485	в результате	4	1
486	от него	1	1
487	в третьем	1	1
488	бы в	1	1
489	лицом смерти	1	1
490	следит за	1	1
491	ни было	2	1
492	же в	4	1
493	но если	1	1
494	того времени	1	1
495	себе никакого	1	1
496	однако герой	1	1
497	может и	1	1
498	сообщения о	1	1
499	автора в	1	1
500	восприятие которое	1	1
501	который в	2	1
502	к числу	2	1
503	всего в	3	1
504	страшно и	1	1
505	которой я	1	1
506	жизни и	1	1
507	ее в	2	1
508	и другие	1	1
509	в своих	2	1
510	по поводу	4	1
511	времени или	1	1
512	все что	2	1
513	этой точки	1	1
514	они не	1	1
515	случае его	1	1
516	событий в	1	1
