N	2gram	Tiupa_Anal_1	KFilosof
302	имеют место	1	2
303	ни был	1	2
304	смысла и	3	2
305	сознания как	1	2
306	или иной	6	2
307	имеем в	1	2
308	и значимость	1	2
309	в соответствии	1	2
310	а с	3	2
311	и как	5	2
312	которой я	1	2
313	он и	1	2
314	основе своей	2	2
315	жизни но	2	2
316	той или	6	2
317	в данном	2	2
318	моего я	1	1
319	известном смысле	1	1
320	если и	1	1
321	не становится	2	1
322	произведения не	1	1
323	в которой	2	1
324	который и	1	1
325	их ценностную	1	1
326	с целью	2	1
327	и иных	1	1
328	нуждается в	8	1
329	не способна	1	1
330	на его	2	1
331	и с	2	1
332	же не	1	1
333	ибо он	1	1
334	и наконец	1	1
335	путь от	1	1
336	во всяком	1	1
337	сведено к	2	1
338	как единую	1	1
339	случайна и	1	1
340	этом смысл	1	1
341	наличности в	1	1
342	первом случае	2	1
343	можно сказать	2	1
344	вместе с	4	1
345	я а	1	1
346	но он	1	1
347	или в	1	1
348	в литературе	4	1
349	того же	4	1
350	на том	1	1
351	или не	2	1
352	если оно	1	1
353	отличается от	2	1
354	его от	1	1
355	только тогда	1	1
356	может служить	2	1
357	себе в	2	1
358	другого как	1	1
359	к этим	1	1
360	не к	2	1
361	и ее	1	1
362	этом последнем	1	1
363	но при	1	1
364	как с	1	1
365	здесь как	1	1
366	просто не	1	1
367	одна и	1	1
368	а то	1	1
369	к другим	1	1
370	смысл бытия	1	1
371	к смыслу	1	1
372	а именно	3	1
373	исходить из	1	1
374	над ним	1	1
375	когда оно	1	1
376	связь с	1	1
377	что предполагает	1	1
378	была бы	2	1
379	одного и	2	1
380	человеческой жизни	1	1
381	но никто	1	1
382	всех участников	1	1
383	эстетический субъект	2	1
384	которых оказывается	1	1
385	содержание данного	1	1
386	как раз	1	1
387	ним в	1	1
388	в какой	2	1
389	бы ни	2	1
390	а скорее	1	1
391	и во	1	1
392	и социальные	1	1
393	но мы	1	1
394	нового времени	1	1
395	включает в	1	1
396	не более	4	1
397	то есть	11	1
398	включая и	1	1
399	который по	1	1
400	художественного творчества	2	1
401	в специальном	1	1
402	быть понято	1	1
403	как если	1	1
404	но сама	1	1
405	нем но	1	1
406	в мир	1	1
407	есть всегда	1	1
408	если он	1	1
409	субъекта и	4	1
410	в нашем	3	1
411	этот процесс	1	1
412	же в	1	1
413	более чем	4	1
414	единством а	2	1
415	не можем	1	1
416	его что	1	1
417	быть распространено	1	1
418	в отношении	1	1
419	по своей	6	1
420	в искусстве	2	1
421	первая часть	1	1
422	смысле этого	1	1
423	я во	2	1
424	что ее	1	1
425	смысла его	1	1
426	а тем	1	1
427	как не	1	1
428	что может	1	1
429	превращается в	1	1
430	к действительности	1	1
431	как содержание	1	1
432	объект моего	1	1
433	здесь в	1	1
434	между ними	1	1
435	и от	1	1
436	смерти и	1	1
437	имеет дело	1	1
438	культуры в	2	1
439	отношения к	2	1
440	уже с	1	1
441	его то	1	1
442	особенно в	2	1
443	а затем	1	1
444	субъекта в	2	1
445	может претендовать	1	1
446	представляется нам	1	1
447	акта в	1	1
448	себя но	1	1
449	по соображениям	1	1
450	целое как	1	1
451	из единого	1	1
452	к тому	7	1
453	не имеют	1	1
454	отношений между	1	1
455	его активность	1	1
456	при созерцании	1	1
457	как необходимый	1	1
458	и даже	1	1
459	хотя и	1	1
460	не с	4	1
461	событий при	1	1
462	человека но	1	1
463	это отнюдь	1	1
464	дан мне	1	1
465	в этих	1	1
466	из которых	4	1
467	оно становится	1	1
468	бытия при	1	1
469	к миру	1	1
470	на все	2	1
471	и продукт	1	1
472	ведь один	1	1
473	в чужой	1	1
474	мышление в	1	1
475	и к	3	1
476	в напряженном	1	1
477	ведь если	1	1
478	системное единство	1	1
479	они не	1	1
480	противном случае	1	1
481	факт не	1	1
482	требует чтобы	1	1
483	конечно может	1	1
484	внимание в	1	1
485	и всякого	1	1
486	не решает	2	1
487	действительно произнесенное	1	1
488	смысла который	1	1
489	следует что	2	1
490	утверждать что	1	1
491	ее в	1	1
492	в душе	1	1
493	только одно	1	1
494	человека и	1	1
495	котором протекает	1	1
496	включен в	1	1
497	к его	1	1
498	эстетической деятельности	4	1
499	она в	1	1
500	сторона этой	1	1
501	конечном счете	4	1
502	говоря о	2	1
503	смысле слова	1	1
504	и т.п	5	1
505	как архитектоническое	1	1
506	я есть	2	1
507	я в	3	1
508	свою очередь	1	1
509	в противном	1	1
510	иной культурной	1	1
511	остается в	1	1
512	мире и	2	1
513	или бессознательно	1	1
514	мы должны	1	1
515	я с	1	1
516	и о	2	1
517	но к	2	1
518	зависимости от	1	1
519	вообще как	1	1
520	бы я	1	1
521	к живому	1	1
522	а только	1	1
523	культуры с	1	1
524	как я	1	1
525	а я	1	1
526	лишь по	1	1
527	и вследствие	1	1
528	имеет место	5	1
529	один из	2	1
530	определяется не	1	1
531	все люди	1	1
532	героя для	1	1
533	только через	2	1
534	же я	1	1
535	при таком	1	1
536	от своего	2	1
537	просто с	1	1
538	всяком случае	1	1
539	целом с	1	1
540	в первом	2	1
541	и таким	1	1
542	но его	1	1
543	том случае	1	1
544	оно ни	1	1
545	творчества и	2	1
546	единство а	1	1
547	она сама	1	1
548	видеть в	1	1
549	не он	1	1
550	специфика эстетического	1	1
551	что все	1	1
552	по поводу	1	1
553	который не	1	1
554	собой и	1	1
555	мире все	1	1
556	человека как	1	1
557	но о	2	1
558	и др	1	1
559	только не	2	1
560	одна из	1	1
561	равно как	1	1
562	логическое и	1	1
563	дано только	1	1
564	мы уже	1	1
565	но прежде	1	1
566	на этом	2	1
567	целого или	1	1
568	свой смысл	1	1
569	том же	1	1
570	что именно	2	1
571	ему и	1	1
572	данности ни	1	1
573	предмета и	1	1
574	мы ни	1	1
575	в отношение	1	1
576	сознании поскольку	1	1
577	в самом	6	1
578	только для	2	1
579	не от	1	1
580	чтобы охватить	1	1
581	такой же	2	1
582	никто не	3	1
583	совпадает с	2	1
584	она и	1	1
585	не являются	2	1
586	также и	2	1
587	в данной	1	1
588	не просто	2	1
589	мы будем	1	1
590	я всегда	1	1
591	я как	1	1
592	что мы	3	1
593	несмотря на	2	1
594	в действительности	1	1
595	их в	1	1
596	ним как	1	1
597	но нельзя	1	1
598	нет ничего	2	1
599	помнить что	1	1
600	в различных	1	1
601	той же	2	1
602	меня я	1	1
603	друг друга	1	1
604	не дано	1	1
605	найти себя	2	1
606	к человеку	1	1
607	за этим	1	1
608	столь же	4	1
609	которую я	1	1
610	но отнюдь	1	1
611	все они	1	1
612	своей теоретической	1	1
613	же самое	2	1
614	в конечном	4	1
615	полноте и	1	1
616	все что	1	1
617	все равно	1	1
618	но эстетическое	1	1
619	и смысловое	1	1
620	нашей работы	1	1
621	и приводит	1	1
622	о его	1	1
623	безотносительно к	2	1
624	всего в	1	1
625	смерть и	1	1
626	не подлежит	1	1
627	она должна	1	1
628	не следует	4	1
629	и до	2	1
630	в понятии	1	1
631	в составе	2	1
632	значимости и	1	1
633	в известном	1	1
634	они имеют	1	1
635	образом в	1	1
636	оба эти	1	1
637	и должно	1	1
638	целому и	1	1
639	оно может	3	1
640	с другим	4	1
641	и уже	1	1
642	его никогда	1	1
643	поступка его	1	1
644	иной мир	1	1
645	и познания	1	1
646	так как	2	1
647	не является	2	1
648	только на	1	1
649	он как	1	1
650	все моменты	1	1
651	такая же	1	1
652	это понятие	1	1
653	не само	1	1
654	ни на	1	1
655	она может	3	1
656	мысль о	2	1
657	и объект	1	1
658	не отменяет	1	1
659	характерной чертой	1	1
660	между ним	1	1
661	связь между	1	1
662	отношения являются	1	1
663	и по	2	1
664	в точке	1	1
665	от бытия	1	1
666	в зависимости	1	1
667	к предмету	2	1
668	во втором	1	1
