N	2gram	Losev_Prob_5	Sovremen
153	еще в	5	1
154	когда в	1	1
155	это только	1	1
156	смысле то	1	1
157	он изображен	1	1
158	же мере	1	1
159	поэтому в	1	1
160	и вообще	9	1
161	что иное	3	1
162	нечего делать	2	1
163	и должно	1	1
164	разобраться в	1	1
165	того же	4	1
166	о том	12	1
167	в ней	3	1
168	утверждает что	1	1
169	аналогии с	1	1
170	он сам	3	1
171	иное как	3	1
172	же время	1	1
173	бы то	2	1
174	что его	3	1
175	его в	6	1
176	с его	1	1
177	науке и	1	1
178	этого вполне	1	1
179	те или	1	1
180	раз и	2	1
181	данном случае	2	1
182	совсем не	3	1
183	но не	7	1
184	к этому	2	1
185	мы будем	2	1
186	вся эта	1	1
187	друг на	1	1
188	если в	1	1
189	во втором	2	1
190	по отношению	2	1
191	эта схема	1	1
192	крайней мере	4	1
193	вообще и	2	1
194	в ту	1	1
195	все время	3	1
196	человека как	1	1
197	к нему	3	1
198	форму и	2	1
199	один из	2	1
200	кроме того	2	1
201	одной из	1	1
202	это просто	1	1
203	ли он	2	1
204	только в	9	1
205	в этот	1	1
206	на какой	1	1
207	то он	1	1
208	к другому	1	1
209	и принципиального	1	1
210	этот вопрос	1	1
211	конечно не	2	1
212	да еще	1	1
213	и у	5	1
214	и те	1	1
215	в большинстве	1	1
216	только на	1	1
217	в начале	3	1
218	и если	1	1
219	не принимает	1	1
220	он не	3	1
221	себе в	1	1
222	и их	5	1
223	необходимо сказать	4	1
224	по существу	2	1
225	вовсе не	8	1
226	для них	3	1
227	как его	1	1
228	прошлого века	1	1
229	же остается	1	1
230	к очень	1	1
231	поскольку она	1	1
232	это конечно	2	1
233	по его	2	1
234	в очень	1	1
235	науки в	1	1
236	о каком	1	1
237	и только	2	1
238	не будет	2	1
239	факт что	2	1
240	в другом	3	1
241	и сделал	1	1
242	одной стороны	3	1
243	и речи	2	1
244	чем в	1	1
245	имеет с	1	1
246	до сих	2	1
247	с другой	6	1
248	как у	1	1
249	дома и	1	1
250	образом если	1	1
251	не ищите	1	1
252	дальнейшем и	1	1
253	именно в	3	1
254	здесь в	2	1
255	но самый	1	1
256	будет ли	1	1
257	этом смысле	3	1
258	должен был	1	1
259	отличать от	1	1
260	весь мир	1	1
261	на которые	1	1
262	в природе	1	1
263	его с	1	1
264	в новое	3	1
265	только одно	1	1
266	ни в	4	1
267	но уже	2	1
268	не было	1	1
269	на друга	1	1
270	несмотря на	6	1
271	на эту	1	1
272	для их	1	1
273	и следовательно	1	1
274	их на	1	1
275	в связи	7	1
276	том что	17	1
277	но часто	1	1
278	нет никаких	1	1
279	том как	1	1
280	и при	1	1
281	таким же	1	1
282	так же	5	1
283	в такой	1	1
284	уже к	1	1
285	почти не	1	1
286	в предыдущей	1	1
287	тот факт	1	1
288	его мнению	1	1
289	но никогда	1	1
290	представление о	2	1
291	xix века	1	1
292	в данном	2	1
293	такую же	2	1
294	а потом	3	1
295	должны стремиться	1	1
296	быть только	3	1
297	силу и	1	1
298	по крайней	4	1
299	без всяких	1	1
300	и более	2	1
301	там где	1	1
302	мере в	2	1
303	жизни в	4	1
304	общего не	1	1
305	вообще на	1	1
306	по себе	2	1
307	xix в	4	1
308	в своем	11	1
309	в древней	1	1
310	только о	1	1
311	и нет	2	1
312	сих пор	2	1
313	с ним	3	1
314	xviii века	1	1
315	что эта	1	1
316	она не	1	1
317	и тогда	2	1
318	но для	2	1
319	которых он	1	1
320	мысли в	1	1
321	не имеет	1	1
322	дело в	2	1
323	является ли	1	1
324	это уже	2	1
325	но только	3	1
326	и от	1	1
327	он с	1	1
328	никогда не	7	1
329	или в	4	1
330	все свои	1	1
331	человек и	2	1
332	хотя и	8	1
333	только и	3	1
334	действия в	1	1
335	себя самого	2	1
336	или нет	1	1
337	эта для	1	1
338	жизни как	1	1
339	древней греции	1	1
340	и его	6	1
341	связи с	7	1
342	этом само	1	1
343	ни было	1	1
344	же в	3	1
345	но это	1	1
346	и из	1	1
347	а о	1	1
348	сказать что	9	1
349	определяет собою	1	1
350	его таким	1	1
351	ни о	1	1
352	и для	6	1
353	равно как	2	1
354	в духе	3	1
355	не что	3	1
356	свободы и	4	1
357	в то	4	1
358	что наш	1	1
359	в заключение	2	1
360	в какой	2	1
361	просто не	1	1
362	но еще	2	1
363	той или	1	1
364	зрения хотя	1	1
365	в своих	1	1
366	на это	1	1
367	которая не	1	1
368	все что	2	1
369	они не	2	1
370	ничего общего	1	1
