N	2gram	Medvedev_F_2	Komedia
246	которых не	1	1
247	то на	1	1
248	говоря о	1	1
249	и отчасти	3	1
250	самом деле	8	1
251	мере в	1	1
252	и этот	1	1
253	не происходит	2	1
254	обойтись без	1	1
255	которыми он	1	1
256	на первый	2	1
257	этого нет	1	1
258	до него	1	1
259	между его	1	1
260	та же	2	1
261	на эти	1	1
262	творчества с	1	1
263	в сущности	4	1
264	они были	2	1
265	и самой	1	1
266	же что	1	1
267	вывод что	1	1
268	первый план	2	1
269	все эти	6	1
270	время в	1	1
271	в различных	1	1
272	в чем	2	1
273	язык у	1	1
274	значение и	3	1
275	конкретным материалом	1	1
276	в общем	5	1
277	не просто	2	1
278	всю эту	1	1
279	чем же	3	1
280	если она	1	1
281	общего с	1	1
282	для создания	2	1
283	в художественном	2	1
284	как к	3	1
285	отказу от	1	1
286	поставлена в	1	1
287	и нет	1	1
288	однако не	3	1
289	в противопоставлении	1	1
290	тем же	3	1
291	более или	1	1
292	следующим образом	1	1
293	гораздо более	1	1
294	следует сказать	1	1
295	с нею	2	1
296	в чисто	1	1
297	не приходится	3	1
298	проблем в	1	1
299	действительности но	1	1
300	определяет все	1	1
301	если мы	5	1
302	многое в	1	1
303	в себе	1	1
304	не могла	1	1
305	замыкается в	1	1
306	мы их	1	1
307	и стало	1	1
308	вступить на	1	1
309	больше всего	1	1
310	главным образом	3	1
311	сказать в	1	1
312	время и	3	1
313	которой не	1	1
314	ими в	1	1
315	и более	2	1
316	евгения онегина	1	1
317	трудностей и	1	1
318	не могли	2	1
319	свою силу	1	1
320	его от	4	1
321	в характере	2	1
322	исключительно с	1	1
323	в основу	2	1
324	от нее	4	1
325	приходится говорить	1	1
326	в другом	1	1
327	его не	2	1
328	бы быть	1	1
329	самим собой	1	1
330	основы для	1	1
331	входит в	4	1
332	обстоятельством что	1	1
333	действительности в	1	1
334	и мы	1	1
335	цитатами из	1	1
336	по себе	7	1
337	схем и	1	1
338	из первых	1	1
339	поэтому когда	1	1
340	ни одной	1	1
341	в реальном	5	1
342	дать более	1	1
343	он и	3	1
344	мы видели	4	1
345	выражение в	1	1
346	автора и	1	1
347	как таковой	3	1
348	только тем	2	1
349	или менее	1	1
350	в эту	1	1
351	во второй	2	1
352	и при	1	1
353	поэтического творчества	1	1
354	нас не	1	1
355	и без	1	1
356	же это	2	1
357	между людьми	1	1
358	не столько	4	1
359	которые лежат	1	1
360	от его	2	1
361	приходится с	1	1
362	должны были	2	1
363	нельзя было	1	1
364	нам в	1	1
365	тем не	1	1
366	их в	2	1
367	как от	1	1
368	его до	1	1
369	для нее	2	1
370	любовь к	1	1
371	значительное место	1	1
372	с точки	7	1
373	случае в	1	1
374	значение слова	2	1
375	слов то	1	1
376	не раз	1	1
377	но они	1	1
378	тем самым	2	1
379	является чем-то	1	1
380	что эта	2	1
381	она могла	1	1
382	правда в	2	1
383	как о	4	1
384	в основе	5	1
385	родился в	1	1
386	пишет для	1	1
387	его участников	1	1
388	из их	1	1
389	иметь в	1	1
390	вытекает из	1	1
391	никогда не	2	1
392	ничего не	4	1
393	показывает нам	1	1
394	таким путем	1	1
395	преимущественно на	1	1
396	и является	1	1
397	и теперь	4	1
398	сводится к	5	1
399	здесь же	1	1
400	так называемый	1	1
401	из того	1	1
402	в области	3	1
403	в каком	1	1
404	отдельных его	1	1
405	и некоторые	1	1
406	представляется нам	1	1
407	и вполне	1	1
408	и другой	1	1
409	чтобы сделать	2	1
410	отличается от	1	1
411	стремлением к	1	1
412	его с	3	1
413	как для	1	1
414	той или	1	1
415	для его	1	1
416	они и	1	1
417	из себя	1	1
418	должен быть	1	1
419	для себя	1	1
420	вовсе без	1	1
421	это противопоставление	2	1
422	только при	1	1
423	в собственном	1	1
424	первой из	1	1
425	в пределах	12	1
426	приводит к	2	1
427	на свой	1	1
428	в рамки	2	1
429	обращаясь к	1	1
430	произведения и	3	1
431	в годы	3	1
432	чтобы дать	1	1
433	эти факты	1	1
434	времени и	2	1
435	том случае	2	1
436	было в	2	1
437	в контексте	1	1
438	каждого из	1	1
439	в последующих	1	1
440	которые он	1	1
441	речь как	1	1
442	при необходимости	1	1
443	является в	2	1
444	задний план	1	1
445	в эпоху	2	1
446	выводы о	1	1
447	занимают в	2	1
448	с ним	2	1
449	а их	1	1
450	является по	1	1
451	в порядке	1	1
452	пришли к	1	1
453	и та	1	1
454	как ее	3	1
455	одного из	3	1
456	этих двух	2	1
457	материал для	1	1
458	и были	1	1
459	от них	1	1
460	каждого его	1	1
461	для той	1	1
462	почти полное	1	1
463	искусства к	1	1
464	во всей	2	1
465	что же	5	1
466	этого периода	1	1
467	быть даже	2	1
468	и ни	1	1
469	и следовательно	1	1
470	если это	2	1
471	ничего этого	1	1
472	не зная	1	1
473	в литературе	1	1
474	без нее	3	1
475	к которому	1	1
476	как например	2	1
477	что даже	1	1
478	правда и	1	1
479	то он	1	1
480	по этому	2	1
481	конечно не	1	1
482	в большинстве	4	1
483	только на	3	1
484	то и	3	1
485	этого понятия	1	1
486	не принимает	1	1
487	от других	1	1
488	этому вопросу	1	1
489	речь в	1	1
490	мы достаточно	1	1
491	большинстве случаев	3	1
492	не так	2	1
493	для него	7	1
494	не находит	1	1
495	в известной	2	1
496	как их	2	1
497	них под	1	1
498	содержание и	1	1
499	слово как	2	1
500	не о	4	1
501	как его	2	1
502	идет в	1	1
503	с творчеством	1	1
504	говорят и	1	1
505	на твердую	1	1
506	как раз	6	1
507	общения и	2	1
508	нее не	2	1
509	к самому	1	1
510	и даже	4	1
511	их разрешения	1	1
512	тем обстоятельством	1	1
513	не обязательно	1	1
514	и создает	1	1
515	внешние факторы	1	1
516	что не	4	1
517	говорит о	1	1
518	им от	1	1
519	у нас	1	1
520	до конца	2	1
521	и самый	1	1
522	не на	1	1
523	а не	6	1
524	однако и	3	1
525	другой стороны	4	1
526	находились в	1	1
527	ни о	5	1
528	там где	4	1
529	самого начала	2	1
530	речи и	3	1
531	несмотря на	1	1
532	всего этого	5	1
533	с помощью	10	1
534	свою очередь	1	1
535	связь с	1	1
536	других случаях	1	1
537	к своему	1	1
538	до настоящего	1	1
539	взаимоотношения между	1	1
540	такого рода	1	1
541	ведет к	1	1
542	и там	1	1
543	именно в	5	1
544	поскольку он	2	1
545	образом на	1	1
546	по существу	7	1
547	в современной	1	1
548	л в	1	1
549	но даже	1	1
550	в использовании	1	1
551	судить о	1	1
552	в одних	1	1
553	ближе к	1	1
554	в более	1	1
555	сюжета и	3	1
556	не похож	1	1
557	сравнивая его	1	1
558	случае если	1	1
559	при таком	1	1
560	на задний	1	1
561	только теперь	1	1
562	в результате	6	1
563	отца с	2	1
564	или другой	1	1
565	как особая	1	1
566	времени хотя	1	1
567	ее и	2	1
568	с известной	1	1
569	к отказу	1	1
570	то о	1	1
571	и как	3	1
572	том чтобы	1	1
573	его помощью	2	1
574	вот этот	1	1
575	бы столь	1	1
576	хотя в	1	1
577	в искусстве	2	1
578	утверждал что	1	1
579	все более	2	1
580	сделать вывод	1	1
581	в системе	1	1
582	этой области	1	1
583	постановки вопроса	1	1
584	на фоне	4	1
585	иначе чем	1	1
586	нам не	1	1
587	принять всерьез	1	1
588	в общих	1	1
589	между ними	2	1
590	из тех	1	1
591	сказать что	2	1
592	только как	1	1
593	была бы	3	1
594	лишь тогда	1	1
595	равно как	2	1
596	в свою	1	1
597	того на	1	1
598	какой мере	2	1
599	в последнем	1	1
600	или иного	5	1
601	по которой	1	1
602	т е	26	1
603	выводить из	1	1
604	того или	4	1
605	и эта	1	1
606	думать что	1	1
607	так же	1	1
608	как на	1	1
