N	2gram	Losev_Vesc_1	Literetu
187	самим собою	2	2
188	ту же	2	2
189	имеется в	1	2
190	или иной	1	2
191	в другом	2	2
192	о том	6	2
193	с одной	3	2
194	во втором	2	2
195	и только	3	2
196	будь то	3	2
197	хотя бы	6	2
198	только на	3	2
199	то и	4	2
200	что не	5	2
201	нет я	1	2
202	ту или	2	2
203	для него	4	2
204	себе в	3	2
205	не случайно	2	2
206	тем что	2	2
207	с действительностью	1	2
208	одной стороны	3	2
209	превращается в	1	2
210	из наиболее	1	2
211	не на	1	2
212	а вы	2	2
213	если оно	4	2
214	тому как	4	2
215	можно было	2	2
216	это уже	1	2
217	не является	1	2
218	в сферу	1	2
219	взаимопонимания между	2	2
220	объекта и	1	2
221	которая в	1	2
222	своей собственной	1	2
223	своей внутренней	1	2
224	не есть	49	2
225	субъекта поскольку	1	2
226	и культуры	1	2
227	на это	4	2
228	по поводу	1	2
229	которая не	1	2
230	образом от	1	1
231	воображении и	1	1
232	же как	1	1
233	от самой	4	1
234	на самом	1	1
235	только потому	1	1
236	на ступени	1	1
237	между двумя	1	1
238	к другому	1	1
239	в реальности	1	1
240	когда это	1	1
241	есть такое	1	1
242	и этот	2	1
243	есть не	14	1
244	общение то	1	1
245	мы не	6	1
246	которую я	2	1
247	для осмысления	1	1
248	говоря и	1	1
249	вопрос о	1	1
250	и новые	1	1
251	есть нечто	6	1
252	в полной	1	1
253	но даже	3	1
254	ему в	1	1
255	и самой	1	1
256	зависимости от	1	1
257	и он	1	1
258	не иметь	1	1
259	ним и	1	1
260	глубине но	1	1
261	быть в	1	1
262	бы то	4	1
263	в различных	1	1
264	в чем	6	1
265	что предмет	1	1
266	сознания не	1	1
267	себе самой	3	1
268	отношение к	1	1
269	имя в	1	1
270	утверждает себя	1	1
271	и будет	1	1
272	тут же	2	1
273	не просто	19	1
274	ту сторону	1	1
275	я только	1	1
276	что они	6	1
277	в настоящем	2	1
278	из таких	1	1
279	всех ее	1	1
280	от груза	1	1
281	его на	1	1
282	для всех	1	1
283	внутри себя	3	1
284	как к	4	1
285	как нам	1	1
286	однако не	2	1
287	перед нами	2	1
288	мы можем	4	1
289	бы весьма	1	1
290	они предстают	1	1
291	могли бы	1	1
292	и как	8	1
293	на нас	2	1
294	и логически	1	1
295	неизмеримо более	1	1
296	есть ли	6	1
297	то в	4	1
298	себе как	2	1
299	в которой	1	1
300	как то	1	1
301	а во-вторых	1	1
302	в учебниках	1	1
303	состоит как	1	1
304	если мы	8	1
305	однако как	1	1
306	само оно	1	1
307	на то	4	1
308	самого момента	1	1
309	в понимании	1	1
310	свою собственную	1	1
311	едва ли	1	1
312	идеи и	3	1
313	к одному	3	1
314	прочим и	2	1
315	и вот	2	1
316	и более	1	1
317	в зависимости	1	1
318	и по	1	1
319	или иных	1	1
320	человека в	1	1
321	оно и	4	1
322	то ни	4	1
323	а затем	2	1
324	рождает в	1	1
325	и с	8	1
326	знает что	2	1
327	это было	1	1
328	может стать	1	1
329	которая как	1	1
330	и мы	1	1
331	к личностному	1	1
332	в природу	4	1
333	мне это	1	1
334	жизни человека	1	1
335	в ее	7	1
336	мы имеем	7	1
337	с тем	5	1
338	и уже	1	1
339	и индивидуальный	1	1
340	отождествляться с	1	1
341	должно быть	6	1
342	потому и	1	1
343	в один	1	1
344	со всей	2	1
345	одного и	1	1
346	однако будет	1	1
347	в этих	1	1
348	наиболее существенной	1	1
349	представить себе	1	1
350	в отношении	4	1
351	же без	1	1
352	собою а	1	1
353	тот кто	1	1
354	по крайней	4	1
355	если бы	5	1
356	ни было	4	1
357	как от	1	1
358	быть не	4	1
359	вовсе не	10	1
360	есть всегда	4	1
361	а вот	3	1
362	уже был	1	1
363	и тому	1	1
364	что есть	5	1
365	если и	1	1
366	чистом виде	1	1
367	она не	4	1
368	иной раз	1	1
369	тогда когда	5	1
370	ее с	5	1
371	к новым	1	1
372	и духовного	1	1
373	у кого	1	1
374	и сама	3	1
375	субъект а	1	1
376	от жизни	1	1
377	говорить о	6	1
378	оно вообще	1	1
379	о них	1	1
380	что вы	3	1
381	но только	3	1
382	это еще	1	1
383	это мы	1	1
384	и всегда	1	1
385	к подлинному	1	1
386	имеем дело	3	1
387	в наше	1	1
388	это именно	3	1
389	меня и	1	1
390	другой стороны	2	1
391	тех или	5	1
392	для нас	2	1
393	о нем	1	1
394	только с	3	1
395	уже и	1	1
396	с другом	1	1
397	все то	1	1
398	отличается от	7	1
399	от реального	1	1
400	ничего общего	1	1
401	существует только	1	1
402	на вопрос	1	1
403	из их	1	1
404	можно и	2	1
405	как мы	4	1
406	свою очередь	4	1
407	себе у	1	1
408	их понимать	1	1
409	и от	3	1
410	так в	1	1
411	культуры и	1	1
412	в дальнейшем	1	1
413	как с	4	1
414	действительности это	1	1
415	или в	2	1
416	с самим	4	1
417	мог бы	5	1
418	таковы что	1	1
419	что подобное	1	1
420	и по-своему	1	1
421	от слияния	1	1
422	строго говоря	1	1
423	я думал	1	1
424	быть может	1	1
425	в третьем	1	1
426	но может	1	1
427	действительности по	1	1
428	и здесь	4	1
429	и внутреннее	1	1
430	голоса в	1	1
431	никак не	3	1
432	и что	15	1
433	очевидно что	1	1
434	можно сказать	6	1
435	и который	1	1
436	как наиболее	1	1
437	на основе	1	1
438	к истине	1	1
439	самому себе	1	1
440	который уже	1	1
441	к нему	1	1
442	во всех	2	1
443	том или	1	1
444	и во	3	1
445	и всякая	1	1
446	во всей	1	1
447	что же	8	1
448	крайней мере	4	1
449	реальность в	1	1
450	относится как	1	1
451	к личности	1	1
452	внутреннего и	4	1
453	который бы	1	1
454	не мешает	4	1
455	это приводит	1	1
456	тот же	3	1
457	как я	4	1
458	гораздо более	1	1
459	было и	2	1
460	бы ни	2	1
461	с самой	6	1
462	только при	1	1
463	тот или	1	1
464	на мой	1	1
465	со всеми	1	1
466	своего собственного	1	1
467	с какой	1	1
468	это ни	1	1
469	со своим	7	1
470	теперь уже	1	1
471	не можем	1	1
472	и у	3	1
473	мы получим	2	1
474	оно в	1	1
475	языка как	2	1
476	в виде	1	1
477	свидетельствует о	3	1
478	от других	1	1
479	раз с	1	1
480	к мысли	1	1
481	не так	1	1
482	слова в	2	1
483	в котором	3	1
484	в одном	2	1
485	никто не	1	1
486	себя от	2	1
487	так как	7	1
488	не о	1	1
489	общения и	2	1
490	бы это	1	1
491	нужно было	2	1
492	со всем	5	1
493	что и	3	1
494	другого и	1	1
495	до сих	1	1
496	может и	1	1
497	именно в	1	1
498	чем он	1	1
499	а с	3	1
500	собой а	1	1
501	себя и	4	1
502	резко отличается	1	1
503	и внешнее	1	1
504	однако и	1	1
505	легко и	1	1
506	личности в	1	1
507	он становится	1	1
508	только от	1	1
509	есть лишь	2	1
510	в бытии	1	1
511	мы знаем	1	1
512	если не	3	1
513	между собою	6	1
514	я говорю	1	1
515	и если	2	1
516	нами как	1	1
517	ни на	3	1
518	и ближе	1	1
519	смерть есть	1	1
520	в особенности	1	1
521	в той	3	1
522	и пусть	1	1
523	вокруг себя	1	1
524	в первой	2	1
525	по существу	2	1
526	ней не	1	1
527	тех пор	1	1
528	в это	1	1
529	с ее	6	1
530	действительности не	2	1
531	и о	3	1
532	сих пор	1	1
533	природу и	1	1
534	между прочим	3	1
535	но для	2	1
536	уже было	1	1
537	можно назвать	1	1
538	просто как	1	1
539	себя с	5	1
540	и внешнего	2	1
541	и ему	1	1
542	из которых	1	1
543	уже на	1	1
544	сознания и	1	1
545	себя самого	2	1
546	и все	5	1
547	собственно говоря	4	1
548	это может	2	1
549	у них	1	1
550	своей индивидуальной	1	1
551	от всего	12	1
552	только что	2	1
553	или не	2	1
554	в общем	1	1
555	жизни в	1	1
556	в свою	4	1
557	в моем	1	1
558	между ними	3	1
559	с ней	2	1
560	сказать что	17	1
561	только как	1	1
562	состоит из	1	1
563	была бы	2	1
564	от всех	4	1
565	совершенно не	5	1
566	я это	1	1
567	из этого	1	1
568	в работах	2	1
569	в действительности	7	1
570	понимания ее	1	1
571	а я	1	1
572	к действительности	2	1
573	вместе с	1	1
574	к этому	1	1
575	значение в	1	1
576	все что	1	1
577	от ее	6	1
