N	2gram	Tiupa_Narr_1	Vvedenie
451	относительно которых	1	1
452	или менее	2	1
453	в ходе	1	1
454	но поскольку	1	1
455	в следующем	1	1
456	как когда-то	1	1
457	к предмету	1	1
458	представляла собой	1	1
459	как произведение	1	1
460	не от	2	1
461	в отличие	5	1
462	от его	1	1
463	и другого	1	1
464	для изучения	1	1
465	точку зрения	4	1
466	но он	1	1
467	но во	1	1
468	в россии	1	1
469	что было	1	1
470	чего нельзя	1	1
471	что этот	1	1
472	этом и	1	1
473	так называемого	1	1
474	в историческом	1	1
475	второго рода	1	1
476	любви и	1	1
477	а от	1	1
478	как будет	3	1
479	могло не	1	1
480	она могла	1	1
481	в обоих	2	1
482	это дает	1	1
483	к этим	1	1
484	не по	1	1
485	было не	1	1
486	вытекает из	1	1
487	двоякого рода	1	1
488	которых и	2	1
489	не могло	2	1
490	далеком прошлом	1	1
491	почему в	1	1
492	что ни	1	1
493	это то	1	1
494	в самой	1	1
495	из четырех	1	1
496	имеем дело	2	1
497	обратим внимание	1	1
498	этих двух	1	1
499	к концу	1	1
500	связь и	1	1
501	и является	1	1
502	и после	2	1
503	из существенных	1	1
504	в некотором	1	1
505	что на	2	1
506	ли это	1	1
507	ему не	1	1
508	в действительности	1	1
509	в специальном	1	1
510	встречается в	2	1
511	будет по	2	1
512	человека в	2	1
513	отличается от	4	1
514	всего в	1	1
515	как своего	1	1
516	жить в	1	1
517	что существует	1	1
518	не предполагает	5	1
519	оно не	2	1
520	утверждать что	2	1
521	для себя	1	1
522	не ограничивается	1	1
523	могло оказаться	1	1
524	приходит к	2	1
525	ограничивается рамками	1	1
526	как не	1	1
527	свою очередь	3	1
528	для читателя	1	1
529	то или	3	1
530	только то	1	1
531	и соответствующую	1	1
532	с языком	1	1
533	что именно	2	1
534	на свой	2	1
535	что у	2	1
536	отличная от	1	1
537	в новейшее	1	1
538	осуществляется в	1	1
539	которое здесь	1	1
540	между собой	2	1
541	состоящий в	1	1
542	различного рода	3	1
543	о ней	3	1
544	составляет один	1	1
545	и соответственно	2	1
546	одного из	4	1
547	а до	3	1
548	бы то	3	1
549	может не	3	1
550	в вопросах	1	1
551	или меньшую	1	1
552	слов с	1	1
553	это было	1	1
554	по слову	1	1
555	нередко встречается	1	1
556	если например	1	1
557	том или	2	1
558	нем не	1	1
559	которых в	1	1
560	для второго	1	1
561	данного текста	1	1
562	во всей	2	1
563	бытии но	1	1
564	них в	1	1
565	наконец в	2	1
566	знания как	1	1
567	в литературе	2	1
568	отдельных ее	1	1
569	двух рядов	1	1
570	также ее	1	1
571	могло быть	1	1
572	не видеть	1	1
573	в дальнейшей	1	1
574	а лишь	1	1
575	героического эпоса	1	1
576	иной степени	1	1
577	всех его	2	1
578	т.д в	1	1
579	дело здесь	1	1
580	или же	1	1
581	имеет своим	1	1
582	не мешает	1	1
583	с которыми	1	1
584	не то	2	1
585	достаточно одного	1	1
586	себя в	5	1
587	есть в	2	1
588	на всем	1	1
589	поскольку мы	1	1
590	в текст	1	1
591	и у	1	1
592	ее а	1	1
593	исторического бытия	1	1
594	в значении	1	1
595	научной дисциплины	1	1
596	слова не	1	1
597	то только	1	1
598	или даже	2	1
599	это требует	1	1
600	собой лишь	1	1
601	ту или	2	1
602	обратиться к	1	1
603	его из	1	1
604	для него	2	1
605	текста это	1	1
606	слова в	1	1
607	при всей	4	1
608	в обстановке	1	1
609	бытия и	1	1
610	у него	4	1
611	следует понимать	1	1
612	или ином	2	1
613	случае с	1	1
614	и т.п	8	1
615	ростом и	1	1
616	и тех	1	1
617	здесь в	1	1
618	все равно	1	1
619	после смерти	2	1
620	к которому	2	1
621	и прежде	1	1
622	как же	1	1
623	была и	2	1
624	а с	3	1
625	в настоящем	1	1
626	не на	2	1
627	однако и	1	1
628	одну из	2	1
629	содержания это	1	1
630	мира в	5	1
631	если не	4	1
632	можно охарактеризовать	1	1
633	бы именовать	1	1
634	все то	2	1
635	признать вполне	1	1
636	исторического характера	1	1
637	автора с	1	1
638	и потому	2	1
639	однако для	1	1
640	и соответствующими	1	1
641	о возможности	1	1
642	к своему	1	1
643	общая идея	1	1
644	наряду с	2	1
645	нуждающиеся в	1	1
646	для первого	1	1
647	в тех	1	1
648	рассказа в	1	1
649	быть только	1	1
650	чтобы определить	1	1
651	чтобы сделать	1	1
652	что когда-то	1	1
653	новейшее время	1	1
654	понимаем и	1	1
655	быть не	1	1
656	изменение в	1	1
657	о жизни	1	1
658	всякий текст	1	1
659	позиции но	1	1
660	впрочем не	1	1
661	каким он	2	1
662	в культуре	2	1
663	истории но	1	1
664	и более	1	1
665	сказанное можно	1	1
666	искусства как	1	1
667	и от	1	1
668	она может	2	1
669	по поводу	1	1
670	что оно	1	1
671	которая в	2	1
672	нас нет	1	1
673	для нас	1	1
674	есть система	1	1
675	и все	2	1
676	для современной	1	1
677	было на	1	1
678	напомнить что	1	1
679	культуры он	1	1
680	которых первые	1	1
681	не должен	1	1
682	большую или	1	1
683	превратился в	1	1
684	ни было	3	1
685	же в	4	1
686	не дает	1	1
687	нельзя было	1	1
688	в системе	1	1
689	становления и	1	1
690	может и	1	1
691	в свою	3	1
692	понимать как	1	1
693	не быть	1	1
694	своего предмета	1	1
695	совершенно не	2	1
696	и составляют	1	1
697	себе самому	1	1
698	жизни а	2	1
699	что понятие	1	1
700	внутреннее единство	1	1
701	или иного	2	1
702	первом случае	2	1
703	только о	2	1
704	есть то	1	1
705	и основана	1	1
706	включает в	2	1
707	но еще	1	1
708	также не	1	1
709	и эта	1	1
710	можно назвать	1	1
711	в таком	2	1
712	этой точки	2	1
713	они не	2	1
714	которая не	1	1
