N	2gram	Propp_Russ_2	Analitik
338	оно не	1	1
339	говорит о	2	1
340	для обеспечения	1	1
341	в виду	2	1
342	и сами	1	1
343	в в	1	1
344	один род	1	1
345	иной мир	1	1
346	когда ее	1	1
347	по аналогии	1	1
348	оно как	2	1
349	к тем	1	1
350	том как	1	1
351	под общий	1	1
352	высокой ступени	1	1
353	его новое	1	1
354	собой и	1	1
355	образом в	2	1
356	объяснения и	1	1
357	лучше чем	1	1
358	более высокой	1	1
359	и что	5	1
360	может не	1	1
361	аналогии с	1	1
362	и во	1	1
363	под именем	3	1
364	связь между	2	1
365	состоит не	1	1
366	во всей	1	1
367	в ту	1	1
368	смыслу есть	1	1
369	все время	1	1
370	в него	2	1
371	своих сил	1	1
372	в современной	1	1
373	быть и	1	1
374	на которой	1	1
375	как воскресение	1	1
376	и дело	2	1
377	тот же	1	1
378	по возвращении	2	1
379	мы увидим	1	1
380	друг друга	3	1
381	в разные	2	1
382	входит в	1	1
383	но ее	1	1
384	так что	4	1
385	умирающего и	3	1
386	связи с	2	1
387	акт и	1	1
388	не можем	2	1
389	то и	4	1
390	от других	1	1
391	или даже	3	1
392	в данной	1	1
393	за ним	3	1
394	только одно	1	1
395	есть рассказ	1	1
396	не так	1	1
397	всяком случае	1	1
398	могло бы	1	1
399	в одном	1	1
400	в пространстве	1	1
401	ставит себе	1	1
402	как раз	1	1
403	это по	1	1
404	в науке	1	1
405	в целях	2	1
406	смерти и	2	1
407	само собой	1	1
408	только на	1	1
409	в особенности	1	1
410	в н	1	1
411	и даже	1	1
412	даже не	1	1
413	влияние на	2	1
414	здесь в	2	1
415	человека а	2	1
416	с той	1	1
417	и др	1	1
418	что для	3	1
419	превращается в	1	1
420	не было	2	1
421	целым рядом	1	1
422	о чем	4	1
423	когда же	1	1
424	связь с	3	1
425	и особенно	1	1
426	как это	4	1
427	не удается	1	1
428	по своему	1	1
429	в течение	2	1
430	личности во	1	1
431	смысле этого	1	1
432	которую следует	1	1
433	с этой	2	1
434	она состоит	1	1
435	самом же	2	1
436	внимания на	1	1
437	и действия	1	1
438	и таким	1	1
439	вокруг него	2	1
440	перед нами	1	1
441	при всем	1	1
442	и для	2	1
443	и от	3	1
444	все что	1	1
445	или в	7	1
446	вещь в	1	1
447	хотя и	1	1
448	он прав	1	1
449	и вызывает	1	1
450	на первый	3	1
451	ее и	2	1
452	для нас	6	1
453	от него	1	1
454	из себя	1	1
455	мы должны	1	1
456	только с	1	1
457	его уже	1	1
458	же в	6	1
459	есть уже	1	1
460	не я	1	1
461	на части	9	1
462	в своих	2	1
463	а н	3	1
464	жизни в	2	1
465	свою судьбу	1	1
466	все еще	1	1
467	в свою	1	1
468	совершенно не	2	1
469	не сами	1	1
470	из этого	2	1
471	таким же	1	1
472	приводит нас	2	1
473	время они	1	1
474	а может	1	1
475	также не	1	1
476	ее в	8	1
477	и эта	1	1
478	во всяком	1	1
479	встречаемся с	1	1
