N	2gram	Trubetskoy_1	Formalny
187	науки о	1	2
188	между двумя	5	2
189	в учении	1	2
190	в широком	1	2
191	столь же	5	2
192	совсем не	1	2
193	но не	2	2
194	но как	2	2
195	а только	1	2
196	очевидно что	3	2
197	отношение к	4	2
198	отличие от	3	2
199	ни одна	1	2
200	к сожалению	1	2
201	что именно	1	2
202	такое представление	1	2
203	все остальные	1	2
204	перед нами	1	2
205	кроме того	1	2
206	то в	2	2
207	со своей	1	2
208	та же	3	2
209	в которой	5	2
210	уже в	1	2
211	он в	1	2
212	различных народов	1	2
213	может лежать	2	2
214	борьбы с	2	2
215	своем развитии	3	2
216	состоит в	1	2
217	не к	1	2
218	широком смысле	2	2
219	и более	2	2
220	или вовсе	2	2
221	из него	2	2
222	и по	3	2
223	на этом	2	2
224	без исключения	1	2
225	то ни	3	2
226	они должны	3	2
227	том случае	4	2
228	но совершенно	1	2
229	и тем	1	2
230	само собою	1	2
231	от него	3	2
232	в развитии	1	2
233	должно быть	4	2
234	смысл и	1	2
235	лучше всего	1	2
236	том что	19	2
237	на первый	2	2
238	в этих	3	2
239	не так	4	2
240	представление о	3	2
241	и элементов	1	2
242	их в	2	2
243	произведения в	1	2
244	для этого	7	2
245	даже в	3	2
246	тому что	2	2
247	она не	2	2
248	тем самым	3	2
249	что эта	4	2
250	и другое	1	2
251	самого начала	1	2
252	не имеет	1	2
253	ее с	1	2
254	этими двумя	2	2
255	не по	1	2
256	все без	1	2
257	находится в	1	2
258	никогда не	4	2
259	на котором	1	2
260	этих двух	2	2
261	есть только	1	2
262	всего в	1	2
263	что на	1	2
264	если же	3	2
265	и это	3	2
266	на нем	1	2
267	в в	4	2
268	и от	5	2
269	с самого	1	2
270	приводит к	1	2
271	сам он	1	2
272	с ним	6	2
273	в виду	2	2
274	и нужно	1	2
275	между тем	12	2
276	во всей	1	2
277	это не	3	2
278	от этих	1	2
279	и всякое	1	2
280	если это	2	2
281	этих элементов	1	2
282	один из	1	2
283	с ними	2	2
284	этот вопрос	2	2
285	не происходит	1	2
286	по этому	2	2
287	не будет	5	2
288	потому что	9	2
289	в качестве	1	2
290	же и	1	2
291	с нею	1	2
292	вопроса о	1	2
293	при помощи	3	2
294	и других	2	2
295	в котором	2	2
296	в конце	4	2
297	от тех	3	2
298	со стороны	1	2
299	а именно	1	2
300	между ними	2	2
301	что для	4	2
302	до конца	1	2
303	ничем не	4	2
304	конце концов	4	2
305	и многие	1	2
306	все более	1	2
307	к его	1	2
308	в тех	3	2
309	из этого	6	2
310	языка то	1	2
311	художественное произведение	1	2
312	должна была	1	2
313	лишь о	2	2
314	а все	1	2
315	а к	2	2
316	совершенно иной	2	2
317	ее и	3	2
318	в целях	1	2
319	сказать что	1	2
320	от всех	1	2
321	ее в	1	2
322	и другие	1	2
323	отвлекается от	1	2
324	в таком	4	2
325	и наиболее	1	1
326	как известно	3	1
327	от этой	1	1
328	этого положения	1	1
329	те произведения	1	1
330	говоря о	1	1
331	социальных группах	1	1
332	и хотя	1	1
333	того же	9	1
334	и без	5	1
335	но тогда	3	1
336	на деле	1	1
337	из его	1	1
338	никаких положительных	1	1
339	ведь и	1	1
340	оно было	1	1
341	все те	1	1
342	и должен	1	1
343	входящих в	2	1
344	той же	1	1
345	совершенно в	1	1
346	есть не	1	1
347	самые разнообразные	1	1
348	надо было	1	1
349	что если	3	1
350	на место	1	1
351	из своих	1	1
352	этом не	1	1
353	на эти	1	1
354	что многие	2	1
355	более точного	1	1
356	так чтобы	2	1
357	не вполне	3	1
358	почти исключительно	1	1
359	из того	4	1
360	как эта	1	1
361	но даже	3	1
362	и со	1	1
363	как не	2	1
364	же что	2	1
365	в народных	1	1
366	при таких	1	1
367	без всякого	1	1
368	иное как	1	1
369	на их	1	1
370	время в	1	1
371	бы то	2	1
372	в различных	1	1
373	так если	1	1
374	общих чертах	1	1
375	различия между	3	1
376	особенно если	1	1
377	мы будем	3	1
378	сходства с	4	1
379	силы и	1	1
380	этих ценностей	1	1
381	только тогда	2	1
382	в эти	3	1
383	вступают в	2	1
384	является лишь	1	1
385	с лица	1	1
386	что во	1	1
387	если она	1	1
388	общего с	2	1
389	поставлена в	2	1
390	в своем	10	1
391	и где	2	1
392	более или	7	1
393	в этот	1	1
394	развития это	1	1
395	так или	5	1
396	в нашем	3	1
397	бы не	1	1
398	то я	1	1
399	отчасти и	1	1
400	прямо может	1	1
401	на то	9	1
402	если он	2	1
403	но на	2	1
404	не могла	1	1
405	роли в	1	1
406	больше всего	1	1
407	развиваться в	3	1
408	задний план	1	1
409	тем не	4	1
410	и еще	1	1
411	нее и	1	1
412	он должен	2	1
413	в узком	1	1
414	в принципе	1	1
415	вот к	1	1
416	к одному	1	1
417	том чтобы	2	1
418	конечно такое	1	1
419	сделать и	1	1
420	свою силу	1	1
421	ко всякой	1	1
422	всех своих	1	1
423	с сожалением	1	1
424	и заключается	1	1
425	тут не	1	1
426	этом последнем	1	1
427	же не	3	1
428	тем в	1	1
429	же касается	2	1
430	в другом	2	1
431	в каком-нибудь	1	1
432	в виде	4	1
433	самом широком	1	1
434	который и	1	1
435	в последующем	1	1
436	он есть	1	1
437	и единственным	1	1
438	между отдельными	2	1
439	ведь в	1	1
440	то увидим	1	1
441	кажется что	1	1
442	в них	2	1
443	как общее	1	1
444	рядом с	1	1
445	эти вопросы	1	1
446	случае мы	1	1
447	в данном	3	1
448	свободны от	1	1
449	чем в	3	1
450	что восприятие	1	1
451	и некоторые	2	1
452	остается в	1	1
453	когда все	1	1
454	этой области	4	1
455	или менее	7	1
456	в эту	2	1
457	можно только	1	1
458	быть признана	2	1
459	но если	2	1
460	общее правило	1	1
461	и при	6	1
462	и тут	1	1
463	нас не	1	1
464	теперь мы	2	1
465	каким был	1	1
466	знаем что	8	1
467	все они	5	1
468	вопрос о	3	1
469	строго говоря	1	1
470	является только	1	1
471	эта не	1	1
472	друг другу	1	1
473	по крайней	1	1
474	борьбу с	1	1
475	не тем	1	1
476	как от	1	1
477	тех в	1	1
478	а от	1	1
479	вещи не	1	1
480	указаний на	1	1
481	не менее	7	1
482	а а	1	1
483	дело в	1	1
484	и притом	1	1
485	всех тех	2	1
486	к этим	1	1
487	на него	2	1
488	тогда и	1	1
489	о них	2	1
490	иметь в	1	1
491	к такому	2	1
492	вытекает из	1	1
493	нельзя не	1	1
494	не лучше	1	1
495	близкий к	1	1
496	два различных	1	1
497	таким путем	1	1
498	к ней	1	1
499	идей итак	1	1
500	той так	1	1
501	за исключением	1	1
502	их сходства	1	1
503	во всем	3	1
504	далеко не	5	1
505	мы бы	1	1
506	вопрос в	1	1
507	направлено в	1	1
508	техники и	1	1
509	только с	1	1
510	лица земли	1	1
511	как будто	5	1
512	социальных связей	1	1
513	чем объясняется	1	1
514	их от	1	1
515	многие из	5	1
516	одним из	4	1
517	у нас	3	1
518	и оно	1	1
519	уже о	1	1
520	в общую	1	1
521	становится как	1	1
522	весьма редких	1	1
523	и другой	1	1
524	отличается от	6	1
525	для развития	1	1
526	только еще	1	1
527	так называемого	5	1
528	является одним	1	1
529	они и	1	1
530	в каждом	1	1
531	к пониманию	1	1
532	ничего общего	3	1
533	должен быть	1	1
534	для себя	2	1
535	же совершенно	1	1
536	иной чем	2	1
537	свою очередь	2	1
538	но при	1	1
539	вывод что	1	1
540	говоря уже	1	1
541	некоторые другие	1	1
542	данном случае	3	1
543	только при	2	1
544	только то	2	1
545	своей материальной	2	1
546	касается только	1	1
547	ее совершенно	1	1
548	и сам	2	1
549	поэтому мы	1	1
550	можно было	1	1
551	те же	2	1
552	ясно что	8	1
553	каждого из	1	1
554	самого понятия	1	1
555	иногда в	1	1
556	именно этот	1	1
557	в общих	1	1
558	ней и	1	1
559	стремление к	1	1
560	не создает	1	1
561	образом в	3	1
562	при том	2	1
563	говорят что	1	1
564	на задний	1	1
565	лишь одно	1	1
566	о том	7	1
567	пришли к	1	1
568	в раннем	1	1
569	и поэтому	2	1
570	и та	1	1
571	настоящее время	2	1
572	ложном пути	1	1
573	более высокой	1	1
574	что каждый	1	1
575	до сих	8	1
576	с одной	3	1
577	определенные и	1	1
578	еще дальше	1	1
579	что его	4	1
580	всего можно	1	1
581	связанной с	1	1
582	образом мы	1	1
583	котором они	1	1
584	препятствия и	1	1
585	все в	2	1
586	это может	2	1
587	с каким-нибудь	1	1
588	том или	1	1
589	и всю	1	1
590	двумя крайними	2	1
591	вся эта	1	1
592	этому поводу	1	1
593	для той	1	1
594	крайней мере	1	1
595	из одних	1	1
596	ими из	1	1
597	и следовательно	1	1
598	совсем в	1	1
599	и следует	1	1
600	в современной	1	1
601	как из	1	1
602	в большей	1	1
603	борьбы за	2	1
604	тот же	3	1
605	в себе	5	1
606	к их	1	1
607	деле ведь	1	1
608	и так	2	1
609	поэтому и	1	1
610	то эти	1	1
611	от них	1	1
612	так что	5	1
613	для всех	1	1
614	конечно не	3	1
615	этому вопросу	1	1
616	речь в	1	1
617	или просто	1	1
618	отдельные элементы	2	1
619	тут только	1	1
620	элементов и	1	1
621	который как	1	1
622	для другой	1	1
623	никто не	2	1
624	в порядок	1	1
625	ее не	1	1
626	к ним	2	1
627	естественно что	1	1
628	идет в	1	1
629	по тем	2	1
630	вследствие этой	1	1
631	или ином	1	1
632	к социальной	1	1
633	это по	1	1
634	мы возьмем	1	1
635	нет в	2	1
636	но из	1	1
637	тех элементов	1	1
638	те черты	2	1
639	без того	4	1
640	и совершеннее	1	1
641	с другим	1	1
642	или иначе	5	1
643	тот который	1	1
644	отказываться от	1	1
645	к которому	1	1
646	в свою	2	1
647	как же	1	1
648	являются лишь	1	1
649	имеет место	2	1
650	исходит из	1	1
651	социальной жизни	4	1
652	а на	1	1
653	зависит от	1	1
654	такой постановки	1	1
655	здесь дело	1	1
656	ее элемент	1	1
657	а сам	1	1
658	в руках	1	1
659	на этих	1	1
660	являются ли	1	1
661	у всех	1	1
662	ведь с	1	1
663	на эту	1	1
664	медленно и	2	1
665	по происхождению	2	1
666	тем с	1	1
667	ближе к	3	1
668	так же	8	1
669	и создавать	1	1
670	в историю	1	1
671	а так	1	1
672	к своему	1	1
673	одной стороны	2	1
674	а если	1	1
675	слагается из	3	1
676	смысле этого	1	1
677	и там	1	1
678	да и	1	1
679	представляют из	3	1
680	сам не	1	1
681	других областях	1	1
682	что каждое	1	1
683	этого слова	2	1
684	этом случае	4	1
685	между людьми	2	1
686	сих пор	8	1
687	но для	2	1
688	должны быть	3	1
689	к исконным	1	1
690	особенностей в	1	1
691	в более	1	1
692	этих положений	1	1
693	при таком	2	1
694	а чем	1	1
695	в настоящее	2	1
696	в индивидуальном	2	1
697	как для	3	1
698	для нас	3	1
699	не имея	1	1
700	целый ряд	4	1
701	из себя	10	1
702	и применяют	1	1
703	его тем	1	1
704	мы должны	4	1
705	несмотря на	6	1
706	или не	1	1
707	не от	1	1
708	вступает в	1	1
709	его к	1	1
710	всюду где	1	1
711	это все	1	1
712	не говоря	1	1
713	возможно лишь	2	1
714	лишь тогда	2	1
715	нет но	1	1
716	не способны	1	1
717	то ведь	1	1
718	можно назвать	3	1
719	ли они	1	1
720	как на	4	1
721	увидим что	1	1
722	случае если	5	1
723	в своих	2	1
724	и эта	1	1
725	они вступают	1	1
726	и особенно	2	1
727	гораздо более	2	1
