N	2gram	Tiupa_Disk_1	FransuaR
368	где нет	1	1
369	необходимо чтобы	1	1
370	в историческом	2	1
371	и вся	1	1
372	и есть	2	1
373	если их	1	1
374	стоит в	1	1
375	романа на	1	1
376	до известной	1	1
377	как можно	1	1
378	дело в	1	1
379	своего существования	1	1
380	для всего	1	1
381	то чего	1	1
382	но исключительно	1	1
383	имеются и	1	1
384	как формы	2	1
385	текста и	2	1
386	по стилю	5	1
387	я не	1	1
388	к концу	1	1
389	потому что	4	1
390	и теперь	1	1
391	помимо воли	1	1
392	входят в	1	1
393	формы для	1	1
394	с тем	1	1
395	однако это	2	1
396	известных современников	1	1
397	к однозначности	1	1
398	точке зрения	1	1
399	не создает	1	1
400	есть к	1	1
401	такие же	1	1
402	значительную роль	1	1
403	к себе	2	1
404	не могут	1	1
405	и сам	1	1
406	и другим	1	1
407	к тому	5	1
408	но также	1	1
409	указывает на	2	1
410	они и	3	1
411	не есть	2	1
412	бы это	2	1
413	в строгом	3	1
414	оно не	2	1
415	в анекдотах	1	1
416	жанров и	1	1
417	и стали	1	1
418	не делает	1	1
419	значения и	1	1
420	то она	2	1
421	как не	3	1
422	он мог	3	1
423	в буквальном	1	1
424	языка и	2	1
425	человеческого сознания	3	1
426	речевых жанров	12	1
427	особый интерес	1	1
428	во второй	1	1
429	поэтому в	1	1
430	если бы	1	1
431	по мере	2	1
432	образом в	1	1
433	о нем	2	1
434	в лоне	1	1
435	она же	1	1
436	или на	3	1
437	на что	1	1
438	в различных	2	1
439	должно было	1	1
440	того или	2	1
441	нет у	1	1
442	что и	3	1
443	отметить что	1	1
444	или напротив	1	1
445	существенную роль	3	1
446	них в	2	1
447	представления о	2	1
448	в сферу	3	1
449	того что	3	1
450	что здесь	1	1
451	и одиссея	1	1
452	хотя бы	3	1
453	и одновременно	2	1
454	он стал	1	1
455	в какой	2	1
456	для себя	4	1
457	целом ряде	1	1
458	в народе	1	1
459	и действительно	1	1
460	и весьма	1	1
461	еще и	1	1
462	в разные	2	1
463	литературу но	1	1
464	наше время	2	1
465	в литературу	2	1
466	всех его	1	1
467	начало в	1	1
468	и ее	2	1
469	имеет своим	1	1
470	во введении	1	1
471	своего рода	8	1
472	в большинстве	1	1
473	себя и	1	1
474	что во	1	1
475	вернуться к	1	1
476	в виде	1	1
477	большинстве случаев	1	1
478	в данной	3	1
479	нового завета	1	1
480	за ним	1	1
481	до самых	1	1
482	и их	1	1
483	слова в	2	1
484	в прошлом	1	1
485	к ним	3	1
486	не о	1	1
487	как раз	1	1
488	с традицией	1	1
489	только на	1	1
490	выходит за	1	1
491	развития в	1	1
492	что человек	1	1
493	все сферы	1	1
494	а о	2	1
495	стороны он	1	1
496	по своим	4	1
497	к которому	2	1
498	что не	4	1
499	его из	1	1
500	говорит о	1	1
501	и литературной	1	1
502	это прежде	3	1
503	более того	2	1
504	не на	1	1
505	а не	22	1
506	понимать как	1	1
507	от мира	1	1
508	а по	2	1
509	когда она	1	1
510	ближе к	1	1
511	не существует	1	1
512	с помощью	1	1
513	ближе всего	1	1
514	в частности	9	1
515	более широкого	1	1
516	литературы для	1	1
517	по своему	3	1
518	романа в	1	1
519	одновременно и	2	1
520	утверждение в	1	1
521	культуры в	1	1
522	произошло и	1	1
523	на ранних	2	1
524	юридические тексты	1	1
525	этом случае	1	1
526	с историей	1	1
527	о его	1	1
528	неотделимо от	3	1
529	ранних стадиях	1	1
530	тому или	1	1
531	в наше	2	1
532	всего в	1	1
533	это уже	1	1
534	не является	4	1
535	известной степени	2	1
536	и часто	1	1
537	случаях когда	1	1
538	лицо и	1	1
539	и от	1	1
540	это как	1	1
541	которая в	1	1
542	пользоваться в	1	1
543	здесь по	1	1
544	не более	2	1
545	вообще в	1	1
546	и как	6	1
547	будто бы	2	1
548	частной жизни	2	1
549	исключительно в	1	1
550	не носят	1	1
551	но оно	1	1
552	с ними	1	1
553	цель и	1	1
554	с ней	1	1
555	на смену	3	1
556	функций и	1	1
557	в свою	3	1
558	имеет место	3	1
559	жанровых разновидностей	1	1
560	развития и	1	1
561	которую нельзя	1	1
562	или иного	1	1
563	отношению к	9	1
564	на своем	1	1
565	художественного творчества	1	1
566	к этому	2	1
567	ограничивается областью	1	1
