N	2gram	Vinokur_Ku_1	Literetu
138	для своего	1	2
139	как мы	1	2
140	вопрос о	2	2
141	так чтобы	1	2
142	на себя	3	2
143	я не	2	2
144	из того	1	2
145	мы и	1	2
146	то это	3	2
147	и на	4	2
148	время в	1	2
149	во всех	1	2
150	отношение к	1	2
151	еще один	2	2
152	и вовсе	5	2
153	все же	12	2
154	когда он	3	2
155	могли бы	2	2
156	не знает	1	2
157	так или	2	2
158	большей части	2	2
159	на то	4	2
160	в случае	1	2
161	в нем	4	2
162	и вот	1	2
163	том чтобы	8	2
164	то ни	1	2
165	в совершенно	1	2
166	и с	5	2
167	его в	1	2
168	было бы	15	2
169	и даже	3	2
170	лишь на	1	2
171	здесь это	1	2
172	той или	1	2
173	она и	1	2
174	далеко не	1	2
175	не всегда	2	2
176	несмотря на	3	2
177	мы с	1	2
178	и тогда	4	2
179	еще раз	1	2
180	со всей	1	2
181	одно дело	1	2
182	и при	2	2
183	от себя	2	2
184	всякий раз	1	2
185	в конце	1	2
186	по себе	2	2
187	не менее	7	2
188	мы были	1	2
189	можно быть	1	2
190	как о	2	2
191	того чтобы	17	2
192	природы а	1	2
193	как раз	8	2
194	другой стороны	6	2
195	а лишь	1	2
196	целом и	2	2
197	у нас	10	2
198	для себя	1	2
199	то она	1	2
200	и сам	1	2
201	что у	1	2
202	не с	3	2
203	здесь как	2	2
204	во второй	1	2
205	если бы	9	2
206	о нем	2	2
207	одного из	1	2
208	можно сказать	3	2
209	во втором	2	2
210	что и	4	2
211	и только	1	2
212	что ему	1	2
213	в лице	1	2
214	как например	2	2
215	но с	2	2
216	и одновременно	1	2
217	здесь не	3	2
218	с ними	4	2
219	субъекта в	1	2
220	связи с	7	2
221	которому он	1	2
222	для него	1	2
223	тем что	8	2
224	и вместе	1	2
225	для того	16	2
226	или иной	3	2
227	не надо	1	2
228	или иначе	2	2
229	по большей	2	2
230	себя и	1	2
231	что не	5	2
232	а на	2	2
233	него не	1	2
234	не знаю	2	2
235	если не	3	2
236	все более	1	2
237	я говорю	1	2
238	объекта и	1	2
239	так же	4	2
240	и потому	4	2
241	берет на	1	2
242	xix века	5	2
243	к жизни	2	2
244	быть только	1	2
245	если это	1	2
246	с этой	2	2
247	своей жизни	1	2
248	один из	4	2
249	по аналогии	1	2
250	что в	17	2
251	в каждой	1	2
252	внимание на	4	2
253	же в	4	2
254	найти себя	1	2
255	в свою	3	2
256	оно не	3	2
257	эти слова	1	2
258	но еще	3	2
259	еще и	5	2
260	ее в	2	2
261	в своих	1	2
262	к этому	1	2
263	была бы	3	1
264	и т	33	1
265	ему нужно	3	1
266	в потемках	1	1
267	и то	3	1
268	на самом	2	1
269	тех же	1	1
270	в стороне	2	1
271	это и	4	1
272	идет о	2	1
273	в среду	1	1
274	и есть	2	1
275	из самых	1	1
276	по преимуществу	2	1
277	из его	1	1
278	исходит из	1	1
279	все те	2	1
280	из дневника	1	1
281	с таким	1	1
282	который в	1	1
283	полагает что	1	1
284	бы уже	2	1
285	для самой	2	1
286	своего существования	1	1
287	из своих	1	1
288	приводят к	1	1
289	в последнем	2	1
290	говорить о	1	1
291	что иное	1	1
292	в деле	1	1
293	к началу	1	1
294	как я	2	1
295	и со	1	1
296	не знают	2	1
297	и он	3	1
298	в ней	6	1
299	начало и	1	1
300	в сочетании	1	1
301	иное как	2	1
302	ответа на	1	1
303	мысли и	1	1
304	быть в	2	1
305	в чем	1	1
306	сознания а	1	1
307	тем как	1	1
308	как правило	1	1
309	всякого искусства	1	1
310	как проблему	1	1
311	если в	2	1
312	очевидно что	3	1
313	охарактеризовать как	1	1
314	которое при	2	1
315	его личного	1	1
316	не просто	5	1
317	друг от	1	1
318	к сожалению	1	1
319	которые могли	1	1
320	в истории	3	1
321	поскольку они	1	1
322	данный момент	1	1
323	с этим	4	1
324	в своем	3	1
325	что касается	2	1
326	перед нами	1	1
327	ищет в	1	1
328	более или	3	1
329	в нашем	1	1
330	бы не	1	1
331	т п	18	1
332	за гранью	1	1
333	уже в	3	1
334	как он	1	1
335	после чего	2	1
336	будто на	1	1
337	за рамки	1	1
338	так сказать	5	1
339	духовной культуры	2	1
340	что эти	4	1
341	вообще не	1	1
342	по словам	1	1
343	больше всего	2	1
344	тем не	4	1
345	он не	2	1
346	момента в	1	1
347	и еще	2	1
348	в силу	10	1
349	в акте	1	1
350	герою или	1	1
351	существу это	1	1
352	века это	1	1
353	же остается	1	1
354	когда на	1	1
355	слово есть	1	1
356	прежде чем	1	1
357	о таком	1	1
358	слова и	4	1
359	а то	2	1
360	выражение и	1	1
361	втором случае	2	1
362	значение в	1	1
363	внутренней форме	1	1
364	его не	1	1
365	на все	1	1
366	традиции и	1	1
367	первую очередь	2	1
368	не хуже	1	1
369	матери и	1	1
370	они по	1	1
371	я хотел	1	1
372	который по	1	1
373	в них	7	1
374	нет в	1	1
375	все равно	2	1
376	этого не	2	1
377	и уже	1	1
378	жизни по	1	1
379	на этот	2	1
380	этом в	1	1
381	для своих	1	1
382	и того	2	1
383	был бы	2	1
384	истории русской	1	1
385	на первый	1	1
386	в первую	4	1
387	в ходе	1	1
388	что такое	6	1
389	сочетании с	1	1
390	предела за	1	1
391	на месте	2	1
392	в их	3	1
393	в мы	1	1
394	каким был	1	1
395	лишь тогда	1	1
396	не столько	2	1
397	но это	1	1
398	но он	1	1
399	в россии	1	1
400	друг другу	1	1
401	что было	2	1
402	и эти	3	1
403	и является	4	1
404	в таких	4	1
405	в устах	1	1
406	вовсе не	10	1
407	недоступную для	1	1
408	в историческом	1	1
409	сам он	1	1
410	например и	1	1
411	тому что	3	1
412	пять лет	1	1
413	мощный толчок	1	1
414	действительным и	1	1
415	а а	3	1
416	мысли в	1	1
417	например не	2	1
418	тогда когда	6	1
419	чтобы в	2	1
420	и притом	1	1
421	и остается	1	1
422	в процессе	1	1
423	в самых	1	1
424	своего существа	1	1
425	только не	1	1
426	не имеет	2	1
427	слова как	3	1
428	то именно	1	1
429	вл соловьева	1	1
430	рассказом о	1	1
431	на мой	2	1
432	и теперь	1	1
433	языка который	2	1
434	нужна была	1	1
435	прозе и	1	1
436	не столь	1	1
437	уже и	3	1
438	и делает	1	1
439	в действительности	1	1
440	к той	1	1
441	xx века	1	1
442	когда мы	2	1
443	ему все	1	1
444	как только	1	1
445	как некое	1	1
446	ничего общего	1	1
447	значение это	1	1
448	на наших	1	1
449	более не	1	1
450	от друга	1	1
451	в виду	5	1
452	свою очередь	3	1
453	свои силы	1	1
454	и от	1	1
455	языка и	8	1
456	исторической жизни	2	1
457	чтобы быть	2	1
458	речевых жанров	1	1
459	на том	3	1
460	противовес этому	1	1
461	нельзя не	1	1
462	историю литературы	1	1
463	было в	2	1
464	в борьбе	1	1
465	и прочих	2	1
466	чем свидетельствуют	1	1
467	в чужом	1	1
468	она была	1	1
469	который я	1	1
470	можно только	1	1
471	том как	3	1
472	имеется в	1	1
473	разного рода	1	1
474	этих последних	1	1
475	для этого	3	1
476	по мере	3	1
477	три в	1	1
478	власти в	1	1
479	тех кто	1	1
480	на этой	1	1
481	столь же	1	1
482	такова что	2	1
483	лишь при	1	1
484	аналогии с	1	1
485	времени в	1	1
486	нас в	1	1
487	в конечном	1	1
488	искусства для	1	1
489	собственно говоря	1	1
490	разрешение которой	1	1
491	однако с	1	1
492	когда оно	2	1
493	нуждается в	3	1
494	бы в	7	1
495	также в	1	1
496	по своим	2	1
497	и иных	1	1
498	которой в	1	1
499	в литературе	1	1
500	в искусстве	1	1
501	в двух	1	1
502	среди других	1	1
503	будь то	1	1
504	явления в	1	1
505	будто бы	1	1
506	к их	1	1
507	за себя	1	1
508	в эти	1	1
509	так что	4	1
510	которых оно	1	1
511	есть в	4	1
512	переходит в	1	1
513	и у	1	1
514	то и	2	1
515	в значении	2	1
516	историческом развитии	1	1
517	на протяжении	1	1
518	речь в	4	1
519	или даже	1	1
520	и других	1	1
521	одной своей	1	1
522	прямое и	1	1
523	и их	1	1
524	в прозе	1	1
525	в котором	3	1
526	так как	9	1
527	связано с	3	1
528	на долю	3	1
529	явно не	1	1
530	в каждом	2	1
531	превращается в	2	1
532	момент в	1	1
533	только на	1	1
534	с общим	1	1
535	нужно было	2	1
536	более молодым	1	1
537	даже не	1	1
538	влияние на	1	1
539	в обращении	1	1
540	есть не	1	1
541	сюда же	1	1
542	что они	4	1
543	и тех	1	1
544	в ряде	2	1
545	это все	1	1
546	а с	3	1
547	борьба за	3	1
548	социальной жизни	2	1
549	что для	1	1
550	к более	1	1
551	ничем не	1	1
552	не было	3	1
553	с тем	5	1
554	а сам	1	1
555	из наиболее	1	1
556	бы назвать	1	1
557	и далее	1	1
558	не на	4	1
559	что несмотря	1	1
560	далеко еще	1	1
561	в связи	3	1
562	народов и	1	1
563	которого не	1	1
564	почву для	1	1
565	именно поэтому	2	1
566	в москве	2	1
567	в историю	1	1
568	общего с	1	1
569	со словом	3	1
570	его пути	1	1
571	к своему	2	1
572	в моей	1	1
573	конечно не	2	1
574	в той	5	1
575	есть только	1	1
576	самого себя	1	1
577	содержат в	1	1
578	как средство	1	1
579	уже об	1	1
580	это значит	1	1
581	и было	2	1
582	и там	1	1
583	ли не	3	1
584	в контексте	2	1
585	что здесь	1	1
586	слово для	1	1
587	все это	6	1
588	этом и	1	1
589	точно и	1	1
590	к другим	1	1
591	слова с	1	1
592	и где	1	1
593	это уже	1	1
594	льва толстого	2	1
595	и более	2	1
596	мой взгляд	2	1
597	как система	1	1
598	и неизбежной	1	1
599	о котором	2	1
600	которая в	1	1
601	он за	1	1
602	свидетельствует о	2	1
603	себя самого	2	1
604	для нас	2	1
605	или менее	3	1
606	и все	2	1
607	лишь как	2	1
608	в этих	4	1
609	еще более	1	1
610	чтобы его	1	1
611	не будучи	1	1
612	хотя бы	10	1
613	тут мы	1	1
614	потребность в	3	1
615	но вот	2	1
616	отношении к	1	1
617	не есть	4	1
618	нисколько не	3	1
619	себе и	2	1
620	в общем	3	1
621	к ее	1	1
622	может и	1	1
623	нет ничего	1	1
624	всегда так	1	1
625	сказать что	1	1
626	для каждой	1	1
627	ведь он	1	1
628	к его	1	1
629	жизни каждая	1	1
630	не что	1	1
631	культуры в	1	1
632	есть и	1	1
633	не сказал	1	1
634	в таком	3	1
635	что за	1	1
636	и идеи	1	1
637	невозможна без	1	1
638	эти категории	2	1
639	этой точки	2	1
640	они не	3	1
