N	2gram	Propp_Russ_1	Problema
448	имеется в	1	1
449	сходно с	1	1
450	основана на	1	1
451	древней мифологии	1	1
452	других местах	3	1
453	образ этот	1	1
454	только потому	1	1
455	место с	1	1
456	и здесь	2	1
457	в риме	1	1
458	или на	3	1
459	даже у	1	1
460	весь этот	1	1
461	и цели	1	1
462	должно было	2	1
463	все на	1	1
464	же очень	1	1
465	которых они	1	1
466	и ф	1	1
467	нуждается в	1	1
468	хотел бы	1	1
469	что бы	1	1
470	и следовательно	1	1
471	судить по	2	1
472	же можно	1	1
473	как из	1	1
474	что очень	1	1
475	в двух	1	1
476	только у	2	1
477	этот вопрос	2	1
478	мы увидим	8	1
479	пишет не	1	1
480	в народе	1	1
481	даже если	1	1
482	очень много	1	1
483	и так	1	1
484	год с	1	1
485	самые разнообразные	1	1
486	что нам	1	1
487	какой степени	2	1
488	античности и	1	1
489	вызывает у	1	1
490	в большинстве	2	1
491	только на	3	1
492	в последний	2	1
493	каким образом	1	1
494	у греков	1	1
495	большинстве случаев	2	1
496	и других	7	1
497	но совершенно	1	1
498	основные мотивы	1	1
499	к своим	1	1
500	что для	1	1
501	здесь мы	1	1
502	него нет	1	1
503	одно из	5	1
504	что означает	1	1
505	с первым	1	1
506	стоит и	1	1
507	говорить об	1	1
508	тому же	1	1
509	к ним	3	1
510	не о	1	1
511	составных частей	1	1
512	заметить что	1	1
513	этом отношении	1	1
514	от того	1	1
515	в форме	1	1
516	видно из	1	1
517	не были	2	1
518	что пишет	1	1
519	не единственное	1	1
520	и из	3	1
521	как у	1	1
522	народного творчества	2	1
523	не знали	2	1
524	по всей	1	1
525	в год	1	1
526	и др	4	1
527	них же	1	1
528	другому и	1	1
529	только по	2	1
530	ничего общего	2	1
531	не было	2	1
532	света и	1	1
533	до конца	2	1
534	и самый	1	1
535	не на	2	1
536	однако и	1	1
537	ниже в	1	1
538	над землей	1	1
539	его по	1	1
540	как видно	1	1
541	в счастье	1	1
542	в одно	1	1
543	накануне нового	3	1
544	так называемых	1	1
545	на этой	2	1
546	нет никаких	1	1
547	но оно	1	1
548	солнца с	1	1
549	и а	4	1
550	и потому	2	1
551	как это	8	1
552	года не	1	1
553	или по	1	1
554	из которых	1	1
555	же значение	1	1
556	после получения	1	1
557	заключить что	1	1
558	который мы	1	1
559	могут быть	2	1
560	думается что	1	1
561	считал что	2	1
562	там где	2	1
563	н а	5	1
564	и всех	1	1
565	и смерти	1	1
566	это таким	1	1
567	но это	4	1
568	богам в	1	1
569	между прочим	2	1
570	однако не	1	1
571	под влиянием	1	1
572	в более	2	1
573	только одна	1	1
574	которого они	1	1
575	обе эти	1	1
576	от него	1	1
577	что некоторые	1	1
578	или нет	1	1
579	мы должны	2	1
580	зрения в	1	1
581	в г	4	1
582	и просят	1	1
583	к самым	1	1
584	прочим так	1	1
585	с ними	5	1
586	это все	1	1
587	с ней	2	1
588	только как	1	1
589	только о	1	1
590	и самих	1	1
591	таким же	3	1
592	и состоит	1	1
593	в своих	2	1
594	и этого	1	1
595	при изучении	5	1
596	и вновь	1	1
