N	2gram	Kanaev_Sov_1	Psycholo
169	к чему	2	2
170	мы получаем	3	2
171	в известном	1	2
172	остановиться на	1	2
173	и тот	1	2
174	как он	3	2
175	в нем	3	2
176	поскольку она	1	2
177	раз из	1	2
178	совпадают с	1	2
179	не дает	2	2
180	его в	1	2
181	форму и	1	2
182	этом смысле	1	2
183	такой же	2	2
184	и тогда	1	2
185	что такое	2	2
186	в такой	1	2
187	с точки	5	2
188	тем не	2	2
189	их в	4	2
190	этой области	1	2
191	не менее	2	2
192	в науке	2	2
193	без остатка	1	2
194	ничего не	6	2
195	видим что	1	2
196	ли это	1	2
197	в основу	1	2
198	же самое	2	2
199	на это	1	2
200	если же	2	2
201	приводит к	2	2
202	том случае	1	2
203	это только	1	2
204	с ним	1	2
205	в настоящее	2	2
206	настоящее время	2	2
207	утверждает что	1	2
208	случае не	1	2
209	этих двух	2	2
210	и во	2	2
211	что с	1	2
212	или как	1	2
213	отметить что	1	2
214	приводит и	1	2
215	и следовательно	1	2
216	и другую	1	2
217	к нему	1	2
218	как например	1	2
219	видели что	3	2
220	тот же	2	2
221	и потому	3	2
222	по мнению	2	2
223	уже не	2	2
224	что следовательно	1	2
225	из них	4	2
226	и их	1	2
227	в одном	3	2
228	но что	1	2
229	то и	2	2
230	и составляет	1	2
231	не быть	1	2
232	в связи	1	2
233	мы видели	4	2
234	что же	5	2
235	отличается от	3	2
236	и план	1	2
237	не знаем	2	2
238	и может	1	2
239	и от	1	2
240	в одинаковой	1	2
241	только о	1	2
242	вроде следующего	1	1
243	и наиболее	1	1
244	в объяснении	1	1
245	уже к	1	1
246	жизни мы	2	1
247	обходиться без	1	1
248	в первом	3	1
249	по преимуществу	1	1
250	все те	2	1
251	и могут	1	1
252	он уже	1	1
253	готовом виде	1	1
254	в первый	1	1
255	совершенно так	1	1
256	именно к	1	1
257	происходит это	1	1
258	равны между	1	1
259	что иное	1	1
260	для нашей	1	1
261	мы ее	1	1
262	в ней	1	1
263	свою очередь	2	1
264	развития с	1	1
265	на другом	2	1
266	еще не	3	1
267	же мере	1	1
268	поэтому совершенно	1	1
269	бы то	1	1
270	с его	1	1
271	во всех	1	1
272	то он	1	1
273	явлений и	1	1
274	при условии	1	1
275	это сравнение	1	1
276	нет и	4	1
277	один и	1	1
278	же вопрос	1	1
279	чем же	1	1
280	мере в	1	1
281	дело идет	1	1
282	и нет	1	1
283	против него	1	1
284	процессе развития	1	1
285	с понятием	1	1
286	и наконец	5	1
287	конечно не	1	1
288	и свою	1	1
289	мы очень	1	1
290	за собой	1	1
291	только один	2	1
292	и те	1	1
293	вследствие этого	1	1
294	самая форма	1	1
295	на его	2	1
296	в первых	1	1
297	и еще	1	1
298	он должен	2	1
299	же это	4	1
300	к одному	1	1
301	в корне	1	1
302	с последней	1	1
303	ни было	1	1
304	физика и	1	1
305	своим методом	1	1
306	одному и	1	1
307	заключает в	1	1
308	к очень	1	1
309	предполагается что	1	1
310	но все	2	1
311	человека в	1	1
312	а затем	1	1
313	в мире	1	1
314	конечно в	2	1
315	времени и	2	1
316	это не	4	1
317	и мы	3	1
318	и отчетливо	1	1
319	на этот	2	1
320	что сказать	1	1
321	эта система	1	1
322	она и	1	1
323	все равно	1	1
324	которой он	2	1
325	всегда и	1	1
326	чем в	1	1
327	обратимся к	1	1
328	понятия и	1	1
329	еще раз	1	1
330	путем и	1	1
331	и становится	1	1
332	но если	1	1
333	совершенно независимо	1	1
334	и при	1	1
335	что вся	1	1
336	мы называем	3	1
337	знаем что	2	1
338	представители этой	1	1
339	природы но	1	1
340	другую сторону	1	1
341	почти совершенно	1	1
342	такую же	1	1
343	и более	1	1
344	зрения и	1	1
345	же мы	2	1
346	самого начала	3	1
347	для каждого	1	1
348	дело в	1	1
349	не составляют	1	1
350	на котором	2	1
351	это совершенно	1	1
352	только и	1	1
353	с новой	1	1
354	связи с	1	1
355	чем объясняется	1	1
356	в духе	1	1
357	сравнительно с	1	1
358	следовательно нельзя	1	1
359	для его	2	1
360	явлений при	1	1
361	оно может	1	1
362	к процессам	1	1
363	речи мы	1	1
364	на другой	1	1
365	разложить ее	1	1
366	раз мы	1	1
367	чем отличается	1	1
368	с самого	3	1
369	с общим	2	1
370	из двух	3	1
371	раз он	1	1
372	здесь нет	1	1
373	необычайную сложность	1	1
374	при одном	1	1
375	том как	1	1
376	поэтому в	1	1
377	другое дело	1	1
378	и вообще	1	1
379	мы всегда	1	1
380	то они	1	1
381	и та	1	1
382	определенным образом	1	1
383	одного из	1	1
384	может не	3	1
385	аналогии с	1	1
386	от другой	1	1
387	как у	1	1
388	мы намерены	1	1
389	свести все	1	1
390	говорить об	2	1
391	при исследовании	1	1
392	во втором	1	1
393	во всей	1	1
394	вообще и	1	1
395	ясного и	2	1
396	человека как	1	1
397	в самый	1	1
398	известном смысле	1	1
399	в ту	1	1
400	науки если	1	1
401	нас есть	1	1
402	одной из	1	1
403	и действительно	1	1
404	должен быть	1	1
405	одна и	1	1
406	иное как	1	1
407	одни и	1	1
408	научного исследования	2	1
409	и химия	1	1
410	если в	1	1
411	а это	1	1
412	в данной	1	1
413	именно та	1	1
414	этот раз	1	1
415	оно приобретает	1	1
416	который как	2	1
417	центр тяжести	1	1
418	стать в	1	1
419	сами по	1	1
420	случае когда	1	1
421	этой системы	1	1
422	ее на	2	1
423	не хотим	1	1
424	совершенно невозможным	1	1
425	жизни в	1	1
426	ей не	1	1
427	и из	1	1
428	именно в	1	1
429	здесь в	1	1
430	в свою	2	1
431	такое же	1	1
432	из нескольких	1	1
433	и пр	2	1
434	на которых	1	1
435	системы в	4	1
436	но никогда	1	1
437	действия в	1	1
438	так называемых	3	1
439	и отчетливого	1	1
440	элементов и	1	1
441	мы говорим	1	1
442	без помощи	1	1
443	образом на	1	1
444	прошлого века	1	1
445	изучаемых явлений	1	1
446	найти то	1	1
447	на эту	1	1
448	а потом	1	1
449	быть только	1	1
450	в обратном	1	1
451	форма в	2	1
452	развития но	2	1
453	должно быть	1	1
454	в любом	1	1
455	в условиях	5	1
456	но для	1	1
457	между собой	3	1
458	при таком	3	1
459	и само	1	1
460	системы совершенно	1	1
461	или в	1	1
462	его с	1	1
463	место только	1	1
464	мы должны	4	1
465	на такой	1	1
466	же в	1	1
467	объяснить нам	1	1
468	между ними	1	1
469	функций и	1	1
470	в системе	3	1
471	роль играет	1	1
472	системы а	1	1
473	не что	1	1
474	в действительности	1	1
475	а может	1	1
476	зрения может	1	1
