N	2gram	Bakhtin_Fr_7	Narrotol
519	нельзя было	1	1
520	здесь также	1	1
521	как у	1	1
522	там были	1	1
523	их в	2	1
524	обратиться к	1	1
525	этот текст	1	1
526	на земле	4	1
527	них в	1	1
528	ней поэтому	1	1
529	нет ничего	1	1
530	к реальному	1	1
531	на них	3	1
532	в различных	1	1
533	же самое	1	1
534	жизненного процесса	1	1
535	нас в	3	1
536	также и	2	1
537	ведь ему	1	1
538	и к	5	1
539	в небе	1	1
540	убеждения в	1	1
541	признать что	1	1
542	не будем	1	1
543	большую или	1	1
544	ему не	1	1
545	вещами и	1	1
546	свою речь	1	1
547	и строго	1	1
548	начиная с	1	1
549	может показаться	1	1
550	и у	5	1
551	всего в	5	1
552	смерть и	1	1
553	в следующем	2	1
554	не подлежит	3	1
555	этой истории	1	1
556	и всю	1	1
557	и со	2	1
558	в области	2	1
559	которая не	1	1
560	и где	1	1
561	и есть	3	1
562	с такой	1	1
563	в которых	2	1
564	это было	2	1
565	ее содержание	1	1
566	силу своей	1	1
567	и то	2	1
568	своей природе	1	1
569	истории как	1	1
570	и может	2	1
571	и уже	1	1
572	все основные	1	1
573	новое и	1	1
574	уж и	1	1
575	существенную роль	1	1
576	благодаря этому	2	1
577	здесь как	2	1
578	затем следует	1	1
579	не могла	1	1
580	в совершенно	1	1
581	по аналогии	1	1
582	в виду	4	1
583	легенда о	1	1
584	но именно	3	1
585	характерно что	2	1
586	ценностей для	1	1
587	и эта	3	1
588	мысль о	1	1
589	от всего	1	1
590	как о	3	1
591	в мир	1	1
592	опираясь на	1	1
593	и по	3	1
594	том чтобы	1	1
595	он и	1	1
596	в другое	5	1
597	но это	3	1
598	человека есть	1	1
599	в речи	1	1
600	в ряд	1	1
601	с ними	3	1
