N	2gram	Berdyaev_N_1	Dialekti
157	все что	1	3
158	он и	1	3
159	в своем	1	3
160	в христианстве	1	3
161	в нем	5	3
162	в себе	2	2
163	когда мы	2	2
164	еще не	3	2
165	история в	3	2
166	мы говорим	2	2
167	людей и	1	2
168	как например	1	2
169	и для	4	2
170	думать что	2	2
171	по существу	2	2
172	зависит от	2	2
173	тогда не	1	2
174	же как	2	2
175	в смысле	2	2
176	могут быть	2	2
177	все еще	1	2
178	от бога	6	2
179	в ней	5	2
180	а в	2	2
181	жизнь не	1	2
182	я думаю	1	2
183	быть только	1	2
184	но не	2	2
185	этого не	1	2
186	верить в	3	2
187	и никакой	1	2
188	призыв к	2	2
189	сами эти	1	2
190	во всяком	1	2
191	и формы	2	2
192	как не	8	2
193	быть не	1	2
194	и во	1	2
195	в его	1	2
196	в природе	2	2
197	что этот	1	2
198	они не	1	2
199	более не	2	2
200	бытия в	2	2
201	из этих	1	2
202	тут мы	1	2
203	не имеют	2	2
204	нового времени	12	2
205	и у	1	2
206	к этой	1	2
207	это привело	1	2
208	и потому	4	2
209	всяком случае	1	2
210	перестает быть	4	2
211	или к	1	2
212	же и	1	2
213	который не	1	2
214	для этого	2	2
215	и она	1	2
216	другой стороны	2	2
217	только потому	1	2
218	в зависимости	1	2
219	их не	1	2
220	нет ни	1	2
221	у него	2	2
222	оно есть	1	2
223	она должна	1	2
224	в человечестве	1	2
225	себя и	1	2
226	для себя	1	2
227	истории не	3	2
228	и когда	1	2
229	их в	1	2
230	на них	1	2
231	с его	6	2
232	но в	2	2
233	себя в	2	2
234	бытия и	1	2
235	как я	1	2
236	того и	1	2
237	но для	2	2
238	и знание	1	2
239	вообще не	1	2
240	необходимость и	1	2
241	нас к	1	2
242	с ее	5	1
243	в которой	1	1
244	и этот	1	1
245	с своими	1	1
246	духа как	1	1
247	и дух	1	1
248	и совсем	1	1
249	еще до	2	1
250	в свои	2	1
251	мира так	1	1
252	и скоро	1	1
253	можно сказать	1	1
254	место в	2	1
255	но он	1	1
256	бы к	1	1
257	не всегда	1	1
258	есть по	1	1
259	характерны для	1	1
260	культуру и	1	1
261	а это	1	1
262	нет в	1	1
263	что вся	1	1
264	не к	2	1
265	в этот	1	1
266	этот мир	2	1
267	духа и	3	1
268	веры не	1	1
269	стремится к	3	1
270	фиктивным а	1	1
271	глубже чем	1	1
272	не хотите	1	1
273	все категории	2	1
274	ни за	1	1
275	то он	1	1
276	и которые	1	1
277	истории в	5	1
278	к ее	3	1
279	в обществе	2	1
280	пришли к	1	1
281	оба они	1	1
282	она становится	1	1
283	есть признак	1	1
284	фикция и	1	1
285	же мере	1	1
286	и небытия	1	1
287	сих пор	1	1
288	должна играть	1	1
289	не останется	1	1
290	это конечно	1	1
291	верят в	1	1
292	можно лишь	1	1
293	к которому	1	1
294	по преимуществу	1	1
295	средневековье не	1	1
296	с ним	1	1
297	и социализм	2	1
298	и личности	1	1
299	во всех	3	1
300	эпохи и	4	1
301	на нем	1	1
302	сами не	1	1
303	они являются	1	1
304	может уже	2	1
305	ли это	2	1
306	живое и	1	1
307	в это	1	1
308	из ее	2	1
309	но все	1	1
310	мира не	1	1
311	не хотят	2	1
312	по своей	1	1
313	пр в	1	1
314	этом я	1	1
315	знает что	1	1
316	что ничего	1	1
317	свободы и	2	1
318	вместе с	2	1
319	в ее	3	1
320	был ли	1	1
321	к чему	1	1
322	истории что	1	1
323	будет в	1	1
324	и более	1	1
325	и гуманизм	2	1
326	и очень	1	1
327	но я	2	1
328	на место	1	1
329	к ней	1	1
330	не ставится	1	1
331	в глубине	1	1
332	оснований думать	1	1
333	высшей степени	6	1
334	и имеет	1	1
335	не с	1	1
336	на материальный	1	1
337	такой же	2	1
338	но до	1	1
339	в этих	1	1
340	и мир	1	1
341	душа когда	1	1
342	нельзя уже	2	1
343	я хочу	1	1
344	жизни не	3	1
345	до сих	1	1
346	общества в	1	1
347	он может	1	1
348	природе но	1	1
349	в силах	1	1
350	которое хотело	1	1
351	как часто	1	1
352	я могу	1	1
353	понять что	1	1
354	считают себя	1	1
355	личности с	1	1
356	тут нет	1	1
357	средним векам	1	1
358	средних веков	1	1
359	и общество	2	1
360	действовать и	2	1
361	но тут	1	1
362	уже давно	1	1
363	в старых	1	1
364	когда она	1	1
365	идеями и	1	1
366	от нее	1	1
367	если есть	1	1
368	нем ничего	1	1
369	весь мир	1	1
370	от этого	1	1
371	тему и	1	1
372	мира но	1	1
373	совсем нельзя	1	1
374	если взять	1	1
375	сам себя	1	1
376	в каком-то	1	1
377	том смысле	1	1
378	есть соединение	1	1
379	идея личности	1	1
380	творчества и	1	1
381	только так	1	1
382	россии в	1	1
383	вера в	1	1
384	для другого	1	1
385	христианство и	1	1
386	новое время	4	1
387	думаю что	1	1
388	во время	1	1
389	и бытия	1	1
390	по своему	4	1
391	могли не	1	1
392	жизнь со	1	1
393	ли это?	1	1
394	не хочу	1	1
395	в котором	1	1
396	и истории	1	1
397	бытия а	1	1
398	конечно есть	1	1
399	эпохи в	1	1
400	менее чем	1	1
401	от этой	1	1
402	мира а	2	1
403	капиталистическая европа	1	1
404	личностей и	1	1
405	но оно	1	1
406	бога и	3	1
407	в мире	3	1
408	революцию не	1	1
409	чего оно	1	1
410	вот что	1	1
411	как результат	1	1
412	в основу	1	1
413	бог не	1	1
414	будет уже	2	1
415	ближе к	1	1
416	сознание должно	1	1
417	вот почему	2	1
418	обратиться к	1	1
419	возможно лишь	1	1
420	помнить что	2	1
421	но ведь	1	1
422	должен быть	5	1
423	которая в	1	1
424	основе их	1	1
425	нем нет	2	1
426	во многом	1	1
427	существует что	1	1
428	мы переходим	1	1
429	мы всегда	1	1
430	общества и	2	1
431	в такой	1	1
432	будущее и	1	1
433	ведь и	2	1
434	будет и	2	1
435	и привел	1	1
436	церковь как	1	1
437	знаем все	1	1
438	гуманизм как	1	1
439	вопроса о	1	1
440	говорим что	1	1
441	в каких	1	1
442	о природе	1	1
443	себе и	1	1
444	что сами	1	1
445	не уходит	1	1
446	социальные и	1	1
447	есть уже	1	1
448	не могу	1	1
449	все в	1	1
450	зависимость от	1	1
451	существу своему	1	1
452	дальше и	1	1
453	в миру	1	1
454	до которых	1	1
455	может идти	1	1
456	к ним	3	1
