N	2gram	Bakhtin_Pr_2	Tragedij
120	ни в	2	2
121	любви и	1	2
122	в отличие	1	2
123	одном из	1	2
124	не в	8	2
125	раз и	1	2
126	романа достоевского	1	2
127	одна из	3	2
128	не имеет	3	2
129	xix веке	2	2
130	достоевским в	2	2
131	не могут	1	2
132	его за	1	2
133	он и	4	2
134	к тому	1	2
135	в ее	3	2
136	данном случае	1	2
137	не за	3	2
138	раз он	1	2
139	еще в	1	2
140	как у	2	2
141	а что	2	2
142	ничего не	3	2
143	и здесь	2	2
144	о том	3	2
145	времени в	1	2
146	что и	5	2
147	в том	8	2
148	преступлении и	2	2
149	который в	1	2
150	и ее	7	2
151	уже не	6	2
152	в виде	1	2
153	в душе	1	2
154	не так	2	2
155	в одном	6	2
156	друг друга	7	2
157	тем что	2	2
158	человек идеи	2	2
159	как же	2	2
160	в самую	2	2
161	до конца	7	2
162	ничем не	2	2
163	в рассказе	3	2
164	но особенно	1	2
165	в данном	1	2
166	она должна	1	2
167	еще раз	3	2
168	это уже	1	2
169	для достоевского	4	2
170	потому что	8	2
171	и наказании	2	2
172	в частности	1	2
173	по поводу	1	2
174	в таком	3	2
175	эта новая	2	1
176	я и	3	1
177	только он	1	1
178	ту же	1	1
179	одним из	3	1
180	например в	2	1
181	в сфере	2	1
182	человека и	2	1
183	и др	4	1
184	самом деле	4	1
185	силы и	1	1
186	замысел его	2	1
187	это и	1	1
188	же по	1	1
189	и есть	1	1
190	смысл этого	1	1
191	поэтому он	1	1
192	на две	1	1
193	сам автор	4	1
194	должна быть	3	1
195	высшей степени	1	1
196	над которым	1	1
197	и могут	2	1
198	той же	1	1
199	не встречает	1	1
200	на пороге	4	1
201	идеи не	2	1
202	достоевский прямо	1	1
203	выродился в	1	1
204	в разговоре	1	1
205	самой природе	1	1
206	в виду	2	1
207	как свой	1	1
208	подчеркнуть что	3	1
209	в ней	7	1
210	в xix	2	1
211	литературы и	1	1
212	между собой	1	1
213	без которой	1	1
214	быть в	2	1
215	позицию по	1	1
216	в чем	2	1
217	во всех	4	1
218	романа не	2	1
219	письмах к	1	1
220	но не	6	1
221	отказ от	1	1
222	но как	2	1
223	в голове	2	1
224	всегда стремится	1	1
225	слова были	1	1
226	свою жизнь	2	1
227	друга и	1	1
228	за пределы	5	1
229	в настоящем	1	1
230	всю эту	1	1
231	но со	1	1
232	чем же	2	1
233	в истории	2	1
234	писателя в	1	1
235	материалом для	1	1
236	в центре	1	1
237	романов он	1	1
238	опирается на	2	1
239	на вид	1	1
240	достоевского не	8	1
241	так ли?	1	1
242	и наконец	1	1
243	напомним что	1	1
244	стиля и	1	1
245	них он	1	1
246	идеи но	3	1
247	этой идеи	1	1
248	лежит печать	1	1
249	то в	1	1
250	в которой	2	1
251	автор в	1	1
252	сливается с	4	1
253	достоевского само	1	1
254	он в	1	1
255	бы не	3	1
256	за себя	2	1
257	только один	1	1
258	говорит не	1	1
259	жизнь как	1	1
260	как он	4	1
261	в братьях	2	1
262	ответом на	1	1
263	человек не	1	1
264	и если	1	1
265	вообще не	1	1
266	идей и	1	1
267	так сказать	7	1
268	одному из	1	1
269	перестает быть	3	1
270	и еще	1	1
271	не значит	2	1
272	не как	6	1
273	что тут	1	1
274	еще сохраняется	1	1
275	этом мире	1	1
276	и по	2	1
277	на этом	1	1
278	дистанции между	1	1
279	что сам	1	1
280	таким образом	11	1
281	последнее слово	1	1
282	я вам	1	1
283	от нее	1	1
284	здесь мы	1	1
285	же не	1	1
286	этого бунта	1	1
287	в другом	1	1
288	конечно в	2	1
289	самого автора	1	1
290	лишь в	2	1
291	это было	2	1
292	заключается в	1	1
293	этом романе	1	1
294	быть не	1	1
295	а это	1	1
296	лишь на	2	1
297	с начала	2	1
298	этом мы	1	1
299	но уже	2	1
300	в них	4	1
301	идеи а	1	1
302	достоевский и	1	1
303	достоевского и	2	1
304	в высшей	1	1
305	бессмертие души	1	1
306	достоевского чтобы	1	1
307	из подполья	4	1
308	а за	2	1
309	всю жизнь	1	1
310	со своими	6	1
311	которой он	1	1
312	определению в	1	1
313	и вне	1	1
314	для чего	1	1
315	ведет к	2	1
316	в развитии	2	1
317	же мысль	1	1
318	отразились в	1	1
319	произведениях достоевского	4	1
320	же я	1	1
321	линии в	1	1
322	в романе-фельетоне	1	1
323	но если	1	1
324	в своей	6	1
325	почти не	1	1
326	в котором	7	1
327	у лермонтова	1	1
328	знает и	1	1
329	вступил в	1	1
330	представление о	2	1
331	по самой	2	1
332	понятно что	1	1
333	достоевский ставил	1	1
334	значение для	3	1
335	стало быть	3	1
336	и вот	2	1
337	не понимает	1	1
338	но он	1	1
339	тем не	1	1
340	не могли	1	1
341	с такими	2	1
342	на всю	1	1
343	того кто	1	1
344	по себе	8	1
345	тому что	1	1
346	достоевского так	1	1
347	первое условие	1	1
348	перед собою	1	1
349	не менее	2	1
350	не раз	2	1
351	и художественной	1	1
352	романа на	1	1
353	что эта	2	1
354	она не	5	1
355	на земле	1	1
356	самого начала	1	1
357	считает что	1	1
358	на котором	1	1
359	того как	3	1
360	он пуст	1	1
361	достоевский никогда	5	1
362	как его	2	1
363	он еще	2	1
364	от достоевского	1	1
365	художественное открытие	1	1
366	творчества достоевского	2	1
367	но только	2	1
368	ним она	1	1
369	и всегда	2	1
370	контакт с	1	1
371	в самой	3	1
372	бы сказали	1	1
373	или как	1	1
374	его собственность	1	1
375	говорит в	1	1
376	и притом	1	1
377	не правда	1	1
378	и теперь	1	1
379	особое значение	1	1
380	связи с	1	1
381	но теперь	2	1
382	был так	1	1
383	входят в	1	1
384	что на	1	1
385	в области	2	1
386	перед ним	2	1
387	в момент	3	1
388	своей книге	1	1
389	могут быть	4	1
390	появление второго	1	1
391	и ярко	1	1
392	что оно	1	1
393	его с	2	1
394	и т.д	3	1
395	всего что	1	1
396	идеи он	2	1
397	не есть	2	1
398	свое значение	1	1
399	где он	1	1
400	с образом	3	1
401	вы не	1	1
402	образы и	1	1
403	как мы	8	1
404	и о	2	1
405	того чтобы	1	1
406	не хочу	2	1
407	всего этого	3	1
408	своих идей	1	1
409	классического русского	1	1
410	своих романов	1	1
411	с самого	1	1
412	говорили что	1	1
413	человека с	2	1
414	даже отчасти	1	1
415	природе своей	2	1
416	к окончательному	1	1
417	можно было	2	1
418	на нее	1	1
419	по природе	3	1
420	начала и	2	1
421	в последующих	2	1
422	по сравнению	2	1
423	а там	1	1
424	в диалог	2	1
425	на них	2	1
426	в эпоху	1	1
427	только за	1	1
428	а по	1	1
429	здесь достоевский	1	1
430	и должно	1	1
431	вот почему	3	1
432	мире достоевского	6	1
433	это происходит	1	1
434	достоевского все	1	1
435	раскольникова и	3	1
436	кто он	1	1
437	над всем	1	1
438	мы понимаем	1	1
439	нет это	1	1
440	от него	3	1
441	все в	1	1
442	романа как	2	1
443	письмо матери	2	1
444	так нельзя	1	1
445	отметить что	2	1
446	говорит он	1	1
447	в форме	2	1
448	есть с	2	1
449	мысль он	1	1
450	романа в	5	1
451	все время	3	1
452	вдруг в	1	1
453	в жизнь	1	1
454	навсегда и	1	1
455	х годов	2	1
456	в литературе	6	1
457	того что	3	1
458	он есть	2	1
459	его собственная	1	1
460	имеют особое	1	1
461	мы видим	2	1
462	согласиться с	1	1
463	с ними	4	1
464	только сам	1	1
465	всю ее	1	1
466	только в	9	1
467	во всем	1	1
468	этот своеобразный	1	1
469	социального романа	1	1
470	в самое	1	1
471	героя против	1	1
472	с одной	1	1
473	есть в	8	1
474	мы бы	1	1
475	только на	1	1
476	героя с	2	1
477	в больших	1	1
478	за счет	2	1
479	может случиться	1	1
480	характерно что	2	1
481	него нет	3	1
482	одно из	1	1
483	и их	6	1
484	могло бы	1	1
485	слова в	4	1
486	чтобы она	1	1
487	с этими	1	1
488	к ним	3	1
489	ту сторону	1	1
490	братьях карамазовых	2	1
491	вещи с	1	1
492	русский язык	1	1
493	не понимал	1	1
494	жизни на	1	1
495	характерны для	1	1
496	и герои	1	1
497	рядом с	3	1
498	в особенности	2	1
499	до начала	1	1
500	на уровне	1	1
501	именно в	3	1
502	в каких	1	1
503	к роману	2	1
504	а жизнь	1	1
505	и знает	1	1
506	что не	5	1
507	не было	2	1
508	а на	2	1
509	на этот	1	1
510	позиции в	1	1
511	а не	10	1
512	с которым	1	1
513	его как	1	1
514	а вы	1	1
515	не я	1	1
516	единственный и	1	1
517	этом случае	1	1
518	себя на	2	1
519	иван карамазов	1	1
520	с помощью	1	1
521	о себе	3	1
522	вместе с	1	1
523	и особенно	2	1
524	до этого	1	1
525	ко всем	2	1
526	и потому	6	1
527	самой действительности	2	1
528	да я	1	1
529	она даже	1	1
530	в человеке	10	1
531	не из	1	1
532	xix века	1	1
533	видит в	1	1
534	сравнению с	2	1
535	в романах	8	1
536	наряду с	1	1
537	в той	3	1
538	смысле этого	2	1
539	и свидригайлова	1	1
540	не удалось	1	1
541	к образу	1	1
542	него есть	1	1
543	думать о	1	1
544	для понимания	2	1
545	который он	1	1
546	нам еще	1	1
547	этого слова	2	1
548	и беспокойство	1	1
549	и от	3	1
550	в условиях	2	1
551	нем по	1	1
552	в книге	1	1
553	не является	3	1
554	достоевского но	3	1
555	линии романа	1	1
556	в результате	3	1
557	именно такого	1	1
558	это как	2	1
559	о нем	6	1
560	же им	1	1
561	бы в	5	1
562	и совершенно	1	1
563	но у	3	1
564	конце концов	3	1
565	хотя бы	5	1
566	превратился в	1	1
567	только что	2	1
568	очень хорошо	1	1
569	жизни в	2	1
570	с сыном	1	1
571	героя и	7	1
572	из тех	1	1
573	совершенно не	1	1
574	в иной	1	1
575	самой своей	1	1
576	достоевский мог	1	1
577	эти же	2	1
578	идея в	4	1
579	свидригайлова в	1	1
580	и жизнь	1	1
581	есть и	3	1
582	с авантюрным	1	1
583	может ли	1	1
584	строится на	2	1
585	к этой	2	1
586	и эта	3	1
587	это в	1	1
588	во всяком	1	1
