N	2gram	Tiupa_Narr_1	Formalny
123	например в	2	3
124	же как	3	3
125	сам по	1	3
126	и до	2	3
127	а как	1	3
128	мы не	1	3
129	и на	3	3
130	бы она	1	3
131	не входит	1	3
132	если в	3	3
133	как к	2	3
134	хотя и	3	3
135	и как	5	3
136	от этого	1	3
137	что это	3	3
138	в целом	1	3
139	из этих	3	3
140	роль в	2	3
141	так сказать	1	3
142	но именно	1	3
143	значительной степени	2	3
144	и может	1	3
145	его в	2	3
146	это было	1	3
147	он и	1	3
148	как таковой	1	3
149	к предмету	1	3
150	место в	1	3
151	однако и	1	3
152	до известной	1	3
153	а лишь	1	3
154	следует отметить	2	3
155	не является	8	3
156	в области	2	3
157	но все	4	3
158	не есть	3	3
159	особенно в	3	3
160	произведения не	1	3
161	и здесь	1	3
162	одного из	4	3
163	в значительной	2	3
164	к нему	5	3
165	того что	1	3
166	в какой	2	3
167	то и	1	3
168	лишь постольку	1	3
169	слова в	1	3
170	каждый из	2	3
171	с другой	8	3
172	а о	1	3
173	и прежде	1	3
174	и др	2	3
175	не то	2	3
176	речи и	1	3
177	о возможности	1	3
178	быть и	1	3
179	на самом	1	3
180	или в	2	3
181	и все	2	3
182	жизни и	3	3
183	и то	1	2
184	идет о	2	2
185	между двумя	5	2
186	к другому	2	2
187	едва ли	1	2
188	было и	1	2
189	по аналогии	1	2
190	при анализе	1	2
191	совпадает с	1	2
192	столь же	3	2
193	совсем не	1	2
194	но не	5	2
195	но как	2	2
196	очевидно что	1	2
197	отношение к	2	2
198	отличие от	5	2
199	ни одна	1	2
200	речи именно	1	2
201	что именно	2	2
202	в художественном	1	2
203	перед нами	4	2
204	то в	6	2
205	та же	2	2
206	уже в	3	2
207	речи но	1	2
208	в понимании	1	2
209	состоит в	13	2
210	и более	1	2
211	в плане	1	2
212	и по	1	2
213	на этом	1	2
214	без исключения	2	2
215	то ни	3	2
216	от одного	2	2
217	и иных	1	2
218	должен был	1	2
219	и тем	4	2
220	ни в	3	2
221	от него	1	2
222	в развитии	1	2
223	том что	14	2
224	на первый	2	2
225	не так	1	2
226	во второй	2	2
227	себе а	1	2
228	в отличие	5	2
229	от его	1	2
230	их в	1	2
231	не могли	1	2
232	произведения в	1	2
233	тому чтобы	1	2
234	даже в	2	2
235	она не	2	2
236	тем самым	6	2
237	не имеет	2	2
238	не по	1	2
239	все без	1	2
240	для всего	1	2
241	никогда не	3	2
242	этих двух	1	2
243	постольку поскольку	2	2
244	точке зрения	1	2
245	чтобы сделать	1	2
246	всего в	1	2
247	что на	2	2
248	если же	1	2
249	в ее	3	2
250	и от	1	2
251	приводит к	2	2
252	и совершенно	1	2
253	времени и	7	2
254	было в	2	2
255	с ним	1	2
256	в виду	1	2
257	является в	1	2
258	его смысла	1	2
259	между тем	3	2
260	отметить что	1	2
261	во всей	2	2
262	это не	2	2
263	если это	1	2
264	этом смысле	1	2
265	один из	3	2
266	с ними	1	2
267	или же	1	2
268	не происходит	1	2
269	не будет	3	2
270	потому что	1	2
271	в качестве	21	2
272	с нею	1	2
273	или даже	2	2
274	характерно что	1	2
275	в котором	1	2
276	сами по	2	2
277	в конце	1	2
278	от тех	1	2
279	образом не	1	2
280	со стороны	9	2
281	даже не	3	2
282	а именно	3	2
283	всякое высказывание	1	2
284	между ними	2	2
285	его из	1	2
286	ничем не	1	2
287	его как	2	2
288	ни на	1	2
289	к его	1	2
290	как это	6	2
291	становится в	1	2
292	подхода к	1	2
293	в той	6	2
294	в тех	1	2
295	является для	1	2
296	но это	1	2
297	в чем	1	2
298	совершенно иной	2	2
299	сказать что	4	2
300	от всех	2	2
301	в характере	1	2
302	в работах	1	2
303	в таком	2	2
304	литературы а	1	1
305	как известно	2	1
306	наконец четвертая	1	1
307	таком случае	2	1
308	и через	1	1
309	того же	1	1
310	поэтической речи	1	1
311	слова эта	1	1
312	взаимодействия людей	1	1
313	из его	1	1
314	все те	4	1
315	и больше	1	1
316	он стоит	1	1
317	есть не	1	1
318	мы имеем	2	1
319	надо было	1	1
320	что если	1	1
321	гуманитарных наук	1	1
322	на сегодняшний	1	1
323	этом не	1	1
324	не имелось	1	1
325	высказывания в	6	1
326	но она	1	1
327	что иное	2	1
328	которое не	1	1
329	и со	1	1
330	своего исторического	1	1
331	которое в	1	1
332	как не	1	1
333	меньшей степени	1	1
334	это существо	1	1
335	столько же	1	1
336	иное как	2	1
337	со словами	2	1
338	время в	2	1
339	бы то	3	1
340	в различных	1	1
341	события в	2	1
342	не довлеет	1	1
343	быть художественно	1	1
344	мы будем	1	1
345	точка зрения	6	1
346	иногда и	1	1
347	или иное	2	1
348	исследований в	1	1
349	в самостоятельный	1	1
350	равно что	1	1
351	дает нам	1	1
352	поэтика и	1	1
353	в своем	2	1
354	и где	1	1
355	и есть	1	1
356	собственно и	1	1
357	его специфической	1	1
358	отбора и	1	1
359	а непосредственно	1	1
360	более или	2	1
361	в действительности	1	1
362	это определение	1	1
363	глава вторая	1	1
364	них как	1	1
365	за собой	4	1
366	знаменательно что	1	1
367	проблем в	1	1
368	так или	2	1
369	бы не	2	1
370	теперь начинает	1	1
371	и тот	2	1
372	особое место	1	1
373	но он	1	1
374	но на	1	1
375	всей его	2	1
376	не могла	1	1
377	больше всего	1	1
378	тем не	3	1
379	сегодняшний день	1	1
380	они в	2	1
381	в принципе	4	1
382	к одному	1	1
383	том чтобы	1	1
384	высказываний в	1	1
385	характерное для	1	1
386	свою силу	1	1
387	какой бы	1	1
388	встречаются в	1	1
389	дистанции между	1	1
390	именно это	2	1
391	от других	1	1
392	этом последнем	1	1
393	же не	4	1
394	в другом	1	1
395	не об	1	1
396	то только	1	1
397	сообщение о	1	1
398	который и	1	1
399	здесь это	1	1
400	в них	1	1
401	как формулирует	1	1
402	все равно	1	1
403	в самую	2	1
404	как об	1	1
405	полном объеме	1	1
406	дела и	1	1
407	понят и	1	1
408	первые два	2	1
409	в данном	5	1
410	оно имеет	1	1
411	как целого	1	1
412	обратимся к	3	1
413	или менее	2	1
414	выступлений и	1	1
415	быть признана	1	1
416	отрыве от	1	1
417	поставлены в	1	1
418	и при	1	1
419	теперь как	4	1
420	до последнего	1	1
421	строго говоря	1	1
422	нельзя было	1	1
423	есть его	1	1
424	в россии	1	1
425	по крайней	1	1
426	как от	1	1
427	бы быть	3	1
428	нем определенные	1	1
429	а от	1	1
430	как будет	3	1
431	не менее	3	1
432	она могла	1	1
433	только здесь	1	1
434	дело в	1	1
435	к этим	1	1
436	на него	3	1
437	к изучению	1	1
438	бытия и	1	1
439	иметь в	1	1
440	которых и	2	1
441	в структуре	2	1
442	это еще	1	1
443	не могло	2	1
444	вытекает из	1	1
445	ориентация на	1	1
446	к ней	1	1
447	и является	1	1
448	с читателем	1	1
449	из сюжета	1	1
450	далеко не	5	1
451	и сами	1	1
452	события общения	1	1
453	как будто	3	1
454	одним из	2	1
455	события но	2	1
456	у нас	1	1
457	настоящего времени	1	1
458	действительно является	1	1
459	и оно	1	1
460	представляется нам	1	1
461	литературы наиболее	1	1
462	которых он	1	1
463	взаимодействия с	1	1
464	в общую	1	1
465	мы узнаем	1	1
466	как только	1	1
467	отличается от	4	1
468	так называемого	1	1
469	той или	4	1
470	он оказывается	1	1
471	они и	1	1
472	любопытно что	1	1
473	для образования	1	1
474	для себя	1	1
475	свою очередь	3	1
476	данном случае	4	1
477	в собственном	2	1
478	то или	3	1
479	только то	1	1
480	в произведении	3	1
481	идет не	1	1
482	зрения не	1	1
483	на свой	2	1
484	читателя в	2	1
485	например о	1	1
486	и сам	1	1
487	можно было	2	1
488	те же	4	1
489	в последующих	1	1
490	событие как	1	1
491	когда в	1	1
492	на них	1	1
493	и пространстве	5	1
494	к языку	1	1
495	можно сказать	5	1
496	только потому	1	1
497	это то	1	1
498	о том	6	1
499	данного понятия	2	1
500	что каждый	1	1
501	до сих	1	1
502	с одной	7	1
503	аналогии с	1	1
504	на что	1	1
505	оно остается	1	1
506	научного высказывания	1	1
507	и во	1	1
508	почти полное	1	1
509	это может	1	1
510	том или	2	1
511	и всю	1	1
512	поэтики к	1	1
513	высказывания которые	1	1
514	в форме	5	1
515	крайней мере	1	1
516	реальность в	1	1
517	это лишь	1	1
518	слов и	1	1
519	может иметь	1	1
520	полагая что	1	1
521	в современной	1	1
522	в отрыве	1	1
523	фабула и	1	1
524	тот же	1	1
525	материала в	1	1
526	мы увидим	1	1
527	в себе	8	1
528	смысле является	1	1
529	к их	1	1
530	поэтому и	1	1
531	двух систем	1	1
532	можно определить	1	1
533	героя с	2	1
534	истории как	1	1
535	первые три	1	1
536	никто не	1	1
537	и должна	1	1
538	живет не	1	1
539	глава первая	1	1
540	и оценки	1	1
541	или ином	2	1
542	этого понятия	2	1
543	как художественные	1	1
544	точек зрения	2	1
545	или иначе	3	1
546	не обязательно	3	1
547	здесь в	1	1
548	отказываться от	1	1
549	речи а	1	1
550	к которому	2	1
551	в конкретной	1	1
552	в свою	3	1
553	характерно для	1	1
554	как же	1	1
555	один и	1	1
556	имеет место	4	1
557	ряда он	1	1
558	говорит о	2	1
559	положений и	1	1
560	он отличается	1	1
561	а на	1	1
562	зависит от	2	1
563	стремится к	1	1
564	не на	2	1
565	позиции в	1	1
566	обширную область	1	1
567	сдвиг в	1	1
568	у всех	1	1
569	совершенно очевидно	2	1
570	по происхождению	1	1
571	если не	4	1
572	в речи	1	1
573	почву для	1	1
574	по мысли	3	1
575	связь с	1	1
576	слова от	1	1
577	историю и	1	1
578	все основные	1	1
579	так же	2	1
580	он уже	2	1
581	от предмета	1	1
582	в историю	1	1
583	к своему	1	1
584	о чем	2	1
585	одной стороны	7	1
586	для обозначения	1	1
587	а если	2	1
588	такого рода	7	1
589	это за	1	1
590	и там	1	1
591	в литературе	2	1
592	не что	2	1
593	да и	4	1
594	образом на	1	1
595	формы высказывания	1	1
596	к определению	1	1
597	этого слова	2	1
598	между людьми	1	1
599	с историей	1	1
600	той мере	1	1
601	сих пор	1	1
602	по композиции	1	1
603	рассказа как	1	1
604	о его	1	1
605	в смысле	1	1
606	которая тем	1	1
607	в книге	1	1
608	высказывания а	1	1
609	бы между	1	1
610	процесса или	1	1
611	могло не	1	1
612	рассказываемого события	1	1
613	не существует	3	1
614	лишь изредка	1	1
615	о нем	4	1
616	как для	1	1
617	сознания в	1	1
618	который является	1	1
619	для нас	1	1
620	собственно говоря	1	1
621	с языком	1	1
622	было на	1	1
623	несмотря на	2	1
624	же в	4	1
625	хотя в	2	1
626	не дает	1	1
627	не от	2	1
628	в системе	1	1
629	не утрачивая	1	1
630	к самому	2	1
631	одной из	4	1
632	это все	2	1
633	возможно лишь	1	1
634	отношением к	1	1
635	высказывания как	1	1
636	этой формуле	1	1
637	жизни а	2	1
638	мере в	1	1
639	только о	2	1
640	героя в	8	1
641	можно назвать	1	1
642	и эта	1	1
643	не подвергается	1	1
644	вот этот	1	1
645	случае его	1	1
646	которая не	1	1
