1	и в	25	49
101	одной стороны	5	3
102	в собственном	6	3
103	превращается в	1	3
104	также и	1	3
105	человека и	5	3
106	во всем	3	3
107	людей с	2	3
108	место в	2	3
109	этих последних	2	3
110	их в	3	3
111	другими словами	1	3
112	связан с	2	3
113	но они	2	3
114	что он	6	3
115	в одном	2	3
116	даже в	1	3
117	менее всего	1	3
118	с одной	5	3
119	а затем	1	3
120	и особенно	2	3
121	и это	4	3
122	образов и	1	3
123	видит в	1	3
124	этого процесса	9	3
125	в том	23	3
126	и других	2	3
127	своего развития	3	3
128	для которого	1	3
129	можно было	6	3
130	с полной	1	3
131	в виду	1	3
132	в значительной	1	3
133	в самом	3	3
134	всех этих	2	3
135	и все	4	3
136	в течение	2	3
137	что для	1	3
138	из них	4	3
139	связь с	3	3
140	о том	5	3
141	другой стороны	3	3
142	ни в	9	3
143	с ее	5	3
144	например у	1	3
145	мы видели	6	3
146	в плане	2	3
147	связанные с	2	2
148	проникнуть в	1	2
149	и своего	1	2
150	мы можем	7	2
151	связи с	9	2
152	ступени своего	1	2
153	в условиях	1	2
154	на его	2	2
155	значительной степени	1	2
156	могут быть	5	2
157	хотя и	2	2
158	мы сказали	1	2
159	к ней	1	2
160	в тех	2	2
161	все что	2	2
162	целый ряд	1	2
163	речь и	4	2
164	одного из	2	2
165	того чтобы	8	2
166	на эту	1	2
167	со всеми	6	2
168	связаны с	3	2
169	по сравнению	4	2
170	такого рода	2	2
171	линии развития	1	2
172	во всяком	4	2
173	вследствие этого	1	2
174	ключ к	1	2
175	что только	1	2
176	та же	1	2
177	на этой	5	2
178	что в	17	2
179	в конце	1	2
180	в смысле	4	2
181	и становится	1	2
182	по поводу	1	2
183	как известно	3	2
184	в качестве	12	2
185	на то	4	2
186	что слово	4	2
187	от внешней	3	2
188	и т.д	5	2
189	в дальнейшем	1	2
190	в пределах	1	2
191	для них	1	2
192	тех же	1	2
193	лишь как	1	2
194	по существу	1	2
195	и эта	2	2
196	в него	3	2
197	в ней	1	2
198	без всякого	1	2
199	в новое	2	2
200	на основе	22	2
201	в связи	6	2
202	еще не	4	2
203	сомнению что	1	2
204	они являются	2	2
205	всяком случае	4	2
206	включает в	2	2
207	есть в	1	2
208	одним из	5	2
209	у него	1	2
210	связано с	1	2
211	так же	17	2
212	в мире	2	2
213	собственном смысле	6	2
214	и эти	2	2
215	за пределы	1	2
216	и даже	1	2
217	сравнению с	3	2
218	до конца	1	2
219	видеть в	1	2
220	мы наблюдаем	1	2
221	нуждается в	1	2
222	особенно в	1	2
223	зрения на	2	2
224	чем она	1	2
225	понятно что	1	2
226	мы должны	6	2
227	другом месте	1	2
228	но это	5	2
229	не подлежит	1	2
230	вместе с	14	2
231	в отношении	6	2
232	чем мы	1	2
233	еще в	2	2
234	основном и	1	2
235	тому как	2	2
236	в другом	1	2
237	и значение	1	2
238	метод в	2	2
239	связанная с	1	2
240	эти формы	2	2
241	связанное с	2	2
242	думать что	1	2
243	того как	3	2
244	этого момента	2	2
245	что они	10	2
246	подобно тому	1	2
247	без того	1	1
248	со всею	1	1
249	от этого	6	1
250	как если	1	1
251	есть не	1	1
252	превращаться в	1	1
253	в свете	2	1
254	над всеми	1	1
255	все они	2	1
256	говорит о	1	1
257	бы неправильно	2	1
258	в деле	4	1
259	не могут	4	1
260	все три	1	1
261	долгое время	1	1
262	бы это	1	1
263	если бы	5	1
264	целом но	1	1
265	понимание и	1	1
266	этого метода	3	1
267	силу и	1	1
268	известной степени	1	1
269	у животных	3	1
270	начало процесса	1	1
271	существенную роль	1	1
272	который можно	1	1
273	тела и	1	1
274	бы она	1	1
275	за этим	1	1
276	в основу	4	1
277	наблюдения над	1	1
278	с общим	1	1
279	одно из	1	1
280	к тому	4	1
281	в виде	3	1
282	ребенком но	1	1
283	мы остановимся	2	1
284	отметить что	1	1
285	в которой	1	1
286	начала в	1	1
287	на путь	1	1
288	он становится	1	1
289	и рядом	1	1
290	что наконец	1	1
291	по которому	1	1
292	так что	2	1
293	впервые и	1	1
294	с другом	5	1
295	в один	2	1
296	с помощью	42	1
297	к которому	3	1
298	на голову	1	1
299	и часто	1	1
300	и здесь	2	1
301	существенным моментом	1	1
302	именно благодаря	2	1
303	например в	1	1
304	с нею	2	1
305	для нас	2	1
306	вообще в	1	1
307	происходит в	1	1
308	в частности	4	1
309	как ее	1	1
310	перед нами	10	1
311	непосредственным влиянием	1	1
312	можно предполагать	1	1
313	и там	1	1
314	в развитии	24	1
315	смысле в	1	1
316	ставили в	1	1
317	но если	1	1
318	а по	2	1
319	на всех	1	1
320	с целым	2	1
321	силу того	2	1
322	этого образа	1	1
323	к этому	3	1
324	или на	1	1
325	и для	2	1
326	подлежит никакому	1	1
327	который как	1	1
328	в опытах	1	1
329	что к	1	1
330	они стали	2	1
331	это значит	4	1
332	образов которые	1	1
333	все остальные	2	1
334	известно что	1	1
335	что по	2	1
336	входят в	1	1
337	план они	1	1
338	это означает	1	1
339	отличной от	2	1
340	именно с	1	1
341	говорили что	2	1
342	мы будем	2	1
343	мы видим	3	1
344	в большинстве	1	1
345	оно не	2	1
346	образ в	1	1
347	для себя	1	1
348	общее значение	1	1
349	и по	5	1
350	могла бы	1	1
351	он не	4	1
352	действительности и	1	1
353	вступают в	2	1
354	этом случае	1	1
355	не о	1	1
356	того же	6	1
357	цель и	2	1
358	здесь мы	2	1
359	смысле мы	1	1
360	что эти	3	1
361	отношении он	1	1
362	ни на	2	1
363	взятая в	1	1
364	в картине	1	1
365	слова в	2	1
366	по своему	11	1
367	том чтобы	1	1
368	поэтому мы	1	1
369	из которого	1	1
370	или как	1	1
371	ряде других	1	1
372	в глубь	1	1
373	конце концов	1	1
374	по совершенно	1	1
375	для этого	2	1
376	и одновременно	2	1
377	и у	6	1
378	мы знаем	4	1
379	эти три	1	1
380	не есть	3	1
381	их с	3	1
382	и другим	1	1
383	так называемый	1	1
384	стадии своего	1	1
385	с ними	3	1
386	есть и	2	1
387	и он	1	1
388	относятся к	2	1
389	слово и	1	1
390	без учета	1	1
391	об этом	2	1
392	и элемента	1	1
393	именно он	1	1
394	начало и	1	1
395	говоря в	1	1
396	он в	1	1
397	и этот	1	1
398	и то	2	1
399	не является	8	1
400	самом его	1	1
401	поэтому было	1	1
402	них которые	1	1
403	в какой	4	1
404	этом мы	1	1
405	бы что	4	1
406	чем в	1	1
407	ко всем	1	1
408	всегда и	1	1
409	эти моменты	1	1
410	переход в	1	1
411	моментов и	1	1
412	указывает на	2	1
413	и создавать	1	1
414	характер его	1	1
415	в такой	1	1
416	одной и	2	1
417	по величине	1	1
418	его в	3	1
419	говорили выше	2	1
420	они могут	1	1
421	в котором	3	1
422	останавливаться на	1	1
423	внутреннее единство	1	1
424	ибо в	1	1
425	имеет место	3	1
426	это как	1	1
427	на которые	2	1
428	тому или	2	1
429	мы имеем	4	1
430	той же	4	1
431	подойти к	1	1
432	видели что	3	1
433	приобретает значение	1	1
434	во всей	1	1
435	что все	1	1
436	случае в	1	1
437	однако не	1	1
438	в совершенно	2	1
439	никак нельзя	1	1
440	входит в	5	1
441	почти не	1	1
442	этот метод	2	1
443	их имени	1	1
444	не будь	1	1
445	в очень	1	1
446	элемента в	1	1
447	тем же	4	1
448	новых и	2	1
449	самый характер	1	1
450	по форме	2	1
451	когда они	1	1
452	развития в	2	1
453	мы и	2	1
454	как раз	1	1
455	к объединению	1	1
456	что эта	1	1
457	несколько подробнее	1	1
458	время это	1	1
459	только потому	2	1
460	стороны он	2	1
461	ясно что	2	1
462	нами в	2	1
463	связи и	3	1
464	с ребенком	2	1
465	но ни	1	1
466	с этими	1	1
467	сливается с	1	1
468	мы говорили	4	1
469	таким же	2	1
470	на этом	3	1
471	или иного	2	1
472	фазу своего	1	1
473	себя оба	1	1
474	для всего	2	1
475	с этого	1	1
476	отдельными элементами	3	1
477	как ни	1	1
478	отдельных элементов	3	1
479	не в	6	1
480	была в	1	1
481	что и	10	1
482	нашего исследования	1	1
483	и менее	1	1
484	друг с	5	1
485	и той	2	1
486	потому что	6	1
487	это те	1	1
488	пор остается	1	1
489	ближе всего	3	1
490	которую мы	5	1
491	в животном	6	1
492	их на	1	1
493	о нем	1	1
494	из которых	5	1
495	и как	5	1
496	о которых	1	1
497	значение это	1	1
498	в основной	1	1
499	что не	1	1
500	которого можно	1	1
501	и совершенно	1	1
502	время совершенно	1	1
503	и дальше	1	1
504	никакому сомнению	1	1
505	не создает	3	1
506	представление о	1	1
507	на этот	2	1
508	бы не	1	1
509	как она	3	1
510	очень рано	2	1
511	именно этот	1	1
512	еще на	1	1
513	в ряде	4	1
514	поводом для	1	1
515	неотделимый от	1	1
516	отношению к	2	1
517	явление в	1	1
518	говоря о	1	1
519	с таким	1	1
520	он начинает	1	1
521	в силу	6	1
522	независимо от	4	1
523	более и	1	1
524	не менее	6	1
525	являются как	1	1
526	не мог	4	1
527	и связанное	1	1
528	слов и	5	1
529	что уже	1	1
530	главным образом	2	1
531	по окончании	1	1
532	позже и	1	1
533	них как	1	1
534	ребенок начинает	2	1
535	как в	9	1
536	и который	1	1
537	бы с	2	1
538	находит свое	2	1
539	не на	1	1
540	и речи	20	1
541	ничто не	1	1
542	вступает в	2	1
543	в целом	13	1
544	целым рядом	2	1
545	с ней	3	1
546	все более	2	1
547	и животных	1	1
548	значение для	1	1
549	только один	1	1
550	и сам	3	1
551	его развития	3	1
552	и конец	1	1
553	какой степени	4	1
554	и которые	3	1
555	он есть	1	1
556	со всей	2	1
557	понимания и	1	1
558	значения и	5	1
559	того что	10	1
560	с самого	6	1
561	и почти	1	1
562	уже у	1	1
563	является не	2	1
564	должен быть	1	1
565	на других	1	1
566	означает что	1	1
567	в чем	2	1
568	как например	1	1
569	представления о	2	1
570	самое существенное	1	1
571	здесь нам	1	1
572	и их	3	1
573	что вся	1	1
574	к абстрактному	1	1
575	он выступает	1	1
576	для того	7	1
577	бы в	2	1
578	если это	1	1
579	с этой	3	1
580	в корне	2	1
581	формы в	3	1
582	и от	2	1
583	развития и	1	1
584	в свою	3	1
585	животных форм	1	1
586	только не	1	1
587	с последующим	1	1
588	которые по	1	1
589	уже после	1	1
590	теми же	1	1
591	будем говорить	1	1
592	те формы	1	1
593	с установлением	1	1
594	для развития	3	1
595	связи со	2	1
596	в сложном	1	1
597	с тем	16	1
598	нам важно	1	1
599	здесь этот	1	1
600	хотя бы	1	1
601	всего как	1	1
602	животных и	2	1
603	лишь бы	1	1
604	этот образ	1	1
605	по отношению	3	1
606	а не	1	1
607	тогда когда	4	1
608	по мере	1	1
609	который был	1	1
610	поэтому в	2	1
611	за ним	1	1
612	и всякая	1	1
613	к каждому	1	1
614	с теми	2	1
615	выходит за	1	1
616	почти исключительно	1	1
617	это или	1	1
618	раньше чем	2	1
619	он связан	1	1
620	того или	2	1
621	к действительности	1	1
622	приведенное выше	1	1
623	лицо и	1	1
624	следовательно не	2	1
625	том же	1	1
