N	2gram	Voloshinov_1	Literetu
159	как например	1	2
160	сомневается в	1	2
161	здесь не	3	2
162	связи с	1	2
163	для него	3	2
164	и героя	6	2
165	себя и	2	2
166	что не	4	2
167	с ней	1	2
168	него не	1	2
169	все более	1	2
170	третьем лице	1	2
171	так же	3	2
172	и потому	2	2
173	берет на	1	2
174	быть только	2	2
175	с этой	2	2
176	автором и	2	2
177	художественное произведение	3	2
178	это последнее	1	2
179	по аналогии	1	2
180	за его	2	2
181	читателя и	1	2
182	что в	2	2
183	в свою	1	2
184	оно не	2	2
185	к этому	2	2
186	от этой	2	1
187	была бы	2	1
188	и то	2	1
189	задачи в	1	1
190	на самом	4	1
191	это и	1	1
192	в приведенном	1	1
193	по преимуществу	1	1
194	из его	1	1
195	исходит из	1	1
196	с таким	1	1
197	обойтись без	1	1
198	мы уже	1	1
199	обладающий собственной	1	1
200	к художественному	1	1
201	и подобные	2	1
202	вне художественного	1	1
203	само слово	1	1
204	существеннейшее влияние	1	1
205	в порыве	1	1
206	не знают	1	1
207	кто же	1	1
208	и он	1	1
209	в ней	6	1
210	восприятие художественного	1	1
211	именно этого	1	1
212	в чем	2	1
213	тем как	2	1
214	всякое действительно	1	1
215	очень важным	1	1
216	к которой	1	1
217	сознания не	1	1
218	конечном счете	1	1
219	берем не	1	1
220	за пределы	4	1
221	сама по	1	1
222	в истории	1	1
223	независимо от	2	1
224	поскольку они	2	1
225	в художественном	3	1
226	в своем	2	1
227	она как	1	1
228	перед нами	1	1
229	говорящего автора	1	1
230	более или	1	1
231	и автора	1	1
232	ситуации в	1	1
233	себе как	1	1
234	других творца	1	1
235	в нашем	11	1
236	бы не	2	1
237	социального взаимодействия	3	1
238	уже в	2	1
239	двух других	1	1
240	закрепленное в	1	1
241	взаимодействия трех	1	1
242	тем не	3	1
243	она становится	1	1
244	он не	2	1
245	творца и	7	1
246	события со	1	1
247	художественного высказывания	1	1
248	в корне	2	1
249	жизнью и	2	1
250	слушателя который	2	1
251	слово есть	1	1
252	не бывает	1	1
253	особая форма	1	1
254	бы они	1	1
255	здесь мы	1	1
256	слова и	6	1
257	выражение и	2	1
258	незаместимое место	1	1
259	взаимоотношением двоих	1	1
260	высказывания и	2	1
261	на все	2	1
262	творчества он	1	1
263	с другими	2	1
264	искусства в	1	1
265	который и	1	1
266	интимным взаимоотношением	1	1
267	в воспринимающем	1	1
268	кажется что	1	1
269	в них	3	1
270	соприкасается с	2	1
271	все равно	1	1
272	бы им	1	1
273	мы обычно	1	1
274	словесного творчества	1	1
275	и уже	3	1
276	и вне	1	1
277	все моменты	1	1
278	его носителя	1	1
279	оказывает существеннейшее	1	1
280	и того	1	1
281	слушателя или	1	1
282	о ком	2	1
283	я может	1	1
284	осмысленно написанное	1	1
285	трех говорящего	1	1
286	из общего	3	1
287	нас не	1	1
288	слушателя мы	1	1
289	не к	3	1
290	но это	2	1
291	и является	4	1
292	иной точки	1	1
293	вне этого	1	1
294	свое незаместимое	1	1
295	вовсе не	1	1
296	и герой	3	1
297	в отношении	2	1
298	произнесенное или	1	1
299	она не	2	1
300	в русской	1	1
301	говорят героя	1	1
302	тогда когда	2	1
303	и притом	2	1
304	и остается	1	1
305	в процессе	6	1
306	и искусство	1	1
307	мы все	4	1
308	в игру	1	1
309	для всего	1	1
310	слова как	1	1
311	поэтическое произведение	5	1
312	вне человеческого	1	1
313	к поэзии	1	1
314	поэт и	1	1
315	всей жизни	1	1
316	входят в	1	1
317	уже и	1	1
318	и делает	1	1
319	социальной структурой	1	1
320	поэта как	1	1
321	форма все	1	1
322	вмешивается третий	1	1
323	материала но	1	1
324	именно такой	1	1
325	когда мы	1	1
326	как только	2	1
327	в событии	2	1
328	значительной степени	1	1
329	того о	1	1
330	чем говорят	1	1
331	или осмысленно	1	1
332	как некая	1	1
333	ничего общего	1	1
334	именно эту	1	1
335	и о	1	1
336	который меняет	1	1
337	в виду	5	1
338	свою очередь	1	1
339	но при	1	1
340	общения между	1	1
341	остается в	1	1
342	который поэтому	1	1
343	меняет и	1	1
344	время вмешивается	1	1
345	слушатель который	1	1
346	участник слушатель	1	1
347	было в	1	1
348	продукт социального	2	1
349	можно только	1	1
350	жизнь и	1	1
351	и всякого	1	1
352	для этого	1	1
353	по мере	1	1
354	и внешней	1	1
355	столь же	1	1
356	определенным образом	1	1
357	но мы	2	1
358	и умирает	1	1
359	нас же	2	1
360	и который	1	1
361	аналогии с	1	1
362	в значительной	1	1
363	произведение является	1	1
364	в конечном	1	1
365	материал для	1	1
366	лишь поскольку	1	1
367	нуждается в	3	1
368	и оказывает	1	1
369	учитывает третьего	1	1
370	непосредственно в	1	1
371	них в	1	1
372	себя однако	1	1
373	действительно произнесенное	1	1
374	третьего слушателя	1	1
375	и иных	1	1
376	и слушателя	3	1
377	и она	1	1
378	и мир	1	1
379	в литературе	4	1
380	к нему	4	1
381	автора героя	1	1
382	в искусстве	1	1
383	в двух	1	1
384	явления в	1	1
385	в самое	2	1
386	по мнению	1	1
387	в обществе	1	1
388	в эти	1	1
389	есть в	1	1
390	бы по	1	1
391	нами и	1	1
392	и продукт	1	1
393	искусства как	1	1
394	на протяжении	1	1
395	не вне	1	1
396	или даже	1	1
397	и их	1	1
398	в котором	3	1
399	двоих форма	1	1
400	так как	9	1
401	друг друга	1	1
402	бытия и	1	1
403	у него	1	1
404	явно не	1	1
405	но из	1	1
406	со специфической	1	1
407	момент в	1	1
408	только на	3	1
409	из двух	1	1
410	без того	1	1
411	мы воспринимаем	1	1
412	влияние на	2	1
413	эстетическое общение	2	1
414	само нуждается	1	1
415	что они	1	1
416	и тех	1	1
417	а эти	1	1
418	ком или	1	1
419	совпадает с	2	1
420	а с	1	1
421	окружающей его	1	1
422	за окном	3	1
423	или о	1	1
424	социальной жизни	2	1
425	что для	1	1
426	же для	1	1
427	не было	1	1
428	они входят	1	1
429	не на	1	1
430	в руках	1	1
431	игру все	1	1
432	его эстетической	1	1
433	слушателя читателя	1	1
434	время берем	1	1
435	ко всем	2	1
436	из трех	1	1
437	общего с	2	1
438	со словом	2	1
439	автора слушателя	1	1
440	человек но	1	1
441	конечно не	3	1
442	не зная	1	1
443	есть только	1	1
444	третий участник	2	1
445	и было	1	1
446	предполагает в	1	1
447	моменты произведения	1	1
448	что здесь	1	1
449	события а	1	1
450	все это	3	1
451	точно и	1	1
452	есть выражение	1	1
453	к другим	1	1
454	себе с	1	1
455	искусством и	1	1
456	слова с	1	1
457	это уже	1	1
458	и более	3	1
459	потому не	1	1
460	подобные им	2	1
461	себя на	1	1
462	специфической социальной	1	1
463	героя никогда	1	1
464	человек и	1	1
465	но отнюдь	2	1
466	для нас	7	1
467	или менее	1	1
468	и все	2	1
469	художественного восприятия	1	1
470	время учитывает	1	1
471	в этих	2	1
472	еще более	1	1
473	не должен	1	1
474	хотя бы	5	1
475	все остальные	1	1
476	отношении к	3	1
477	не есть	2	1
478	себе и	1	1
479	в общем	1	1
480	самое восприятие	1	1
481	может и	1	1
482	нет ничего	2	1
483	какой степени	2	1
484	героя и	5	1
485	сказать что	7	1
486	на один	2	1
487	к его	2	1
488	всех других	1	1
489	культуры в	1	1
490	из этого	3	1
491	в таком	1	1
492	этой точки	3	1
493	они не	1	1
