N	2gram	Trubetskoy_1	slovoVRo
349	в значительной	1	1
350	в течение	4	1
351	что как	4	1
352	и где	2	1
353	целый ряд	4	1
354	что по	3	1
355	его к	1	1
356	и свою	1	1
357	в этот	1	1
358	в себя	2	1
359	себе как	1	1
360	так или	5	1
361	бы не	1	1
362	еще далеко	1	1
363	близости к	1	1
364	в этой	6	1
365	свет на	1	1
366	только один	2	1
367	на то	9	1
368	вследствие этого	2	1
369	и если	6	1
370	весь свой	1	1
371	что она	1	1
372	задний план	1	1
373	от которого	1	1
374	он должен	2	1
375	всеми этими	2	1
376	чем у	8	1
377	к одному	1	1
378	не к	1	1
379	одной и	2	1
380	сказать уже	1	1
381	эта же	1	1
382	с такими	1	1
383	то ни	3	1
384	а затем	2	1
385	народа с	2	1
386	в состоянии	4	1
387	поэтому мы	1	1
388	является конечно	1	1
389	заключается в	2	1
390	есть не	1	1
391	тех элементов	1	1
392	чаще всего	1	1
393	этой работы	1	1
394	в жизни	3	1
395	в ином	1	1
396	только одно	2	1
397	прочим в	1	1
398	предметами и	1	1
399	о которых	6	1
400	как общее	1	1
401	до сознания	1	1
402	этого не	1	1
403	его сознании	1	1
404	и уже	2	1
405	несмотря на	6	1
406	мы видели	2	1
407	и одному	1	1
408	чем в	3	1
409	и некоторые	2	1
410	в один	2	1
411	и того	3	1
412	смысл и	1	1
413	но если	2	1
414	таким же	3	1
415	котором идет	5	1
416	как все	1	1
417	и без	5	1
418	мы говорили	7	1
419	он принимает	1	1
420	в которых	2	1
421	он тоже	2	1
422	различием в	1	1
423	из области	1	1
424	простое и	1	1
425	тем не	4	1
426	по крайней	1	1
427	и более	2	1
428	только те	2	1
429	произведения в	1	1
430	однако в	1	1
431	и общей	2	1
432	то с	2	1
433	не менее	7	1
434	эти понятия	1	1
435	самого начала	1	1
436	ее с	1	1
437	прошлого века	1	1
438	знают лишь	1	1
439	к такому	2	1
440	того чтобы	8	1
441	может только	1	1
442	только не	2	1
443	на котором	1	1
444	дело в	1	1
445	в самой	2	1
446	одном языке	1	1
447	видим что	1	1
448	его можно	1	1
449	по своей	7	1
450	дальнейшего развития	2	1
451	людей и	1	1
452	на себе	2	1
453	создается в	1	1
454	во всем	3	1
455	его он	1	1
456	можно рассматривать	1	1
457	этот общий	2	1
458	за ними	3	1
459	без исключения	1	1
460	их от	1	1
461	к той	2	1
462	не от	1	1
463	областях жизни	1	1
464	все то	2	1
465	данного произведения	1	1
466	есть только	1	1
467	не знаем	1	1
468	отличается от	6	1
469	всего в	1	1
470	поколение в	1	1
471	должен быть	1	1
472	и это	3	1
473	в виду	2	1
474	некоторые другие	1	1
475	на задний	1	1
476	же не	3	1
477	свои силы	2	1
478	представим себе	1	1
479	на разных	1	1
480	с самого	1	1
481	культуры и	9	1
482	приводит к	1	1
483	по степеням	1	1
484	различие между	1	1
485	и профессиональные	1	1
486	и другими	1	1
487	каждого из	1	1
488	для всякого	1	1
489	и среди	1	1
490	еще дальше	1	1
491	часто в	1	1
492	и ничем	1	1
493	и языками	1	1
494	жизнь и	3	1
495	всех возможных	1	1
496	если бы	8	1
497	для этого	7	1
498	со стороны	1	1
499	находится в	1	1
500	все дело	1	1
501	сводится к	2	1
502	именно потому	2	1
503	и что	8	1
504	в различных	1	1
505	можно встретить	2	1
506	как у	3	1
507	это было	1	1
508	совершенно самостоятельно	1	1
509	это может	2	1
510	во втором	2	1
511	на одном	2	1
512	что и	7	1
513	только такие	1	1
514	и только	2	1
515	крайней мере	1	1
516	а его	1	1
517	мечтать об	1	1
518	его тем	1	1
519	например при	1	1
520	ибо в	4	1
521	время в	1	1
522	тот же	3	1
523	через которую	1	1
524	вступить в	1	1
525	которых они	1	1
526	с каждым	1	1
527	к чисто	1	1
528	те которые	1	1
529	и так	2	1
530	а лишь	2	1
531	принадлежит именно	1	1
532	в эти	3	1
533	между отдельными	2	1
534	ведь в	1	1
535	есть в	2	1
536	в начале	2	1
537	рано или	1	1
538	без оговорок	1	1
539	в борьбу	1	1
540	конечно нет	1	1
541	к своим	1	1
542	сам он	1	1
543	и их	5	1
544	к ним	2	1
545	только с	1	1
546	вперед в	1	1
547	случае не	1	1
548	каждый из	3	1
549	от того	3	1
550	гораздо сложнее	1	1
551	такие которые	1	1
552	а потому	5	1
553	нет и	1	1
554	с общим	2	1
555	или поздно	1	1
556	социальная жизнь	1	1
557	или иначе	5	1
558	эти две	1	1
559	в меньшей	1	1
560	себя и	2	1
561	социальной жизни	4	1
562	что для	4	1
563	только по	1	1
564	то и	2	1
565	которых мы	3	1
566	после этих	1	1
567	ничем не	4	1
568	между разными	1	1
569	долгое время	1	1
570	конечно на	1	1
571	на эту	1	1
572	когда она	1	1
573	что мы	4	1
574	мира в	1	1
575	ближе к	3	1
576	он и	1	1
577	в руках	1	1
578	вступает в	1	1
579	нет ничего	1	1
580	дорог и	1	1
581	вместе с	6	1
582	эта идея	1	1
583	ко всем	3	1
584	над другими	1	1
585	и определить	1	1
586	к действительности	1	1
587	в среде	2	1
588	да и	1	1
589	быть не	1	1
590	этого слова	2	1
591	как за	1	1
592	на пути	1	1
593	затем и	1	1
594	между прочим	2	1
595	с элементами	1	1
596	с большой	1	1
597	но с	2	1
598	в более	1	1
599	живет и	1	1
600	потому не	1	1
601	жизнью в	1	1
602	тем более	3	1
603	о котором	7	1
604	в отдельных	2	1
605	от них	1	1
606	от него	3	1
607	как две	2	1
608	бы в	3	1
609	пришлось бы	2	1
610	зрения в	1	1
611	разных социальных	1	1
612	лишь те	1	1
613	всякий смысл	1	1
614	не знает	2	1
615	состоит из	4	1
616	от всех	1	1
617	создают в	1	1
618	и возникает	1	1
619	переход из	1	1
620	не способны	1	1
621	для большинства	1	1
622	та же	3	1
623	эти элементы	2	1
624	жизни и	2	1
625	пути к	1	1
626	и другие	1	1
627	как на	4	1
628	в таком	4	1
629	все что	9	1
630	этой точки	1	1
631	они не	2	1
