N	2gram	Propp_Isto_1	EvropaiE
183	как оно	2	2
184	главным образом	1	2
185	экономическое развитие	1	2
186	он не	2	2
187	на одну	1	2
188	и еще	1	2
189	или иному	1	2
190	в силу	5	2
191	какой бы	1	2
192	таким образом	8	2
193	культуры но	1	2
194	и с	4	2
195	окажется что	1	2
196	дело идет	1	2
197	нас к	1	2
198	в эту	1	2
199	в этих	7	2
200	и сейчас	1	2
201	в котором	3	2
202	представление о	1	2
203	одном из	1	2
204	и более	1	2
205	тому чтобы	1	2
206	она не	1	2
207	тогда когда	2	2
208	вопрос не	1	2
209	по своей	2	2
210	сев америки	1	2
211	как будто	4	2
212	именно потому	1	2
213	течением времени	1	2
214	не могут	2	2
215	могут быть	4	2
216	всего в	2	2
217	утверждать что	3	2
218	но по	1	2
219	говоря уже	1	2
220	на основе	5	2
221	америки в	1	2
222	по сравнению	1	2
223	если бы	8	2
224	в известных	1	2
225	и та	1	2
226	и что	10	2
227	кажется что	1	2
228	в значительной	1	2
229	в его	5	2
230	подходит к	1	2
231	во всей	2	2
232	также в	1	2
233	ли здесь	1	2
234	мы должны	13	2
235	но с	1	2
236	же к	1	2
237	этот вопрос	7	2
238	в какой	3	2
239	не можем	3	2
240	в большинстве	4	2
241	народов не	1	2
242	при вступлении	1	2
243	при помощи	2	2
244	в одном	5	2
245	заметить что	1	2
246	а именно	4	2
247	производства в	2	2
248	в некоторых	2	2
249	на основании	1	2
250	на этот	2	2
251	а не	15	2
252	не означает	2	2
253	следовало бы	3	2
254	вместе с	6	2
255	за тем	1	2
256	не дают	1	2
257	наряду с	3	2
258	что же	3	2
259	в стране	1	2
260	экономического развития	1	2
261	с большой	1	2
262	более поздние	1	2
263	происходит в	1	2
264	или в	5	2
265	то не	1	2
266	и все	1	2
267	бы в	2	2
268	в другой	1	2
269	мы видим	11	2
270	а в	7	2
271	не есть	2	2
272	имеет в	1	2
273	между ними	2	2
274	не говоря	1	2
275	другой стороны	5	2
276	приводит нас	1	2
277	ту же	1	1
278	вопрос мы	2	1
279	также что	1	1
280	и т	25	1
281	например в	5	1
282	в русских	1	1
283	связана с	1	1
284	мы здесь	3	1
285	в тех	2	1
286	сомнения что	1	1
287	отметим что	1	1
288	добавить что	1	1
289	не делает	1	1
290	и это	1	1
291	тех же	1	1
292	но тем	1	1
293	с природой	2	1
294	которую они	1	1
295	речь идет	1	1
296	исходит из	3	1
297	противном случае	1	1
298	которая при	1	1
299	эту же	1	1
300	из всего	1	1
301	берегу моря	1	1
302	большую роль	2	1
303	ответить на	1	1
304	чтобы не	3	1
305	ее частей	1	1
306	есть нечто	1	1
307	время как	3	1
308	говорить о	1	1
309	историческое явление	1	1
310	достаточно чтобы	1	1
311	народы как	1	1
312	а для	2	1
313	мы получаем	1	1
314	то это	3	1
315	когда мы	2	1
316	чем то	1	1
317	изменение в	1	1
318	вступлении в	1	1
319	то мы	4	1
320	и всего	1	1
321	видели что	3	1
322	чем это	4	1
323	мы будем	5	1
324	это вопрос	1	1
325	древнего египта	1	1
326	к которой	1	1
327	значение и	2	1
328	по отношению	3	1
329	для всякого	1	1
330	более как	1	1
331	отличие от	2	1
332	и будет	1	1
333	к сожалению	3	1
334	явление которое	1	1
335	относится к	2	1
336	как по	1	1
337	отдельных стран	1	1
338	в рамках	2	1
339	дает нам	1	1
340	ней в	1	1
341	все же	10	1
342	однако не	2	1
343	в противном	1	1
344	кроме того	1	1
345	в полном	1	1
346	смысле этого	1	1
347	к тем	1	1
348	могли бы	3	1
349	более или	5	1
350	увидим что	5	1
351	в этот	1	1
352	и детей	1	1
353	та же	1	1
354	бы с	1	1
355	он в	2	1
356	в нашем	1	1
357	которые в	2	1
358	связанного с	1	1
359	один и	2	1
360	и тот	2	1
361	упирается в	1	1
362	но его	1	1
363	тому же	1	1
364	ли для	1	1
365	в свет	1	1
366	при этом	3	1
367	жизни вообще	1	1
368	своем развитии	1	1
369	т д	22	1
370	к некоторому	1	1
371	не значит	1	1
372	и когда	2	1
373	не как	3	1
374	ли не	1	1
375	на этом	3	1
376	это один	2	1
377	или иных	1	1
378	и наоборот	1	1
379	мы устанавливаем	1	1
380	но все	4	1
381	значительной степени	1	1
382	от нее	1	1
383	бы дать	3	1
384	а затем	2	1
385	в нем	2	1
386	оно всегда	1	1
387	в совершенно	1	1
388	же касается	1	1
389	том случае	1	1
390	в глубине	2	1
391	около этого	1	1
392	в жизни	1	1
393	о характере	1	1
394	ли за	1	1
395	соответствии с	1	1
396	фигурирует в	1	1
397	здесь можно	2	1
398	мы хотели	1	1
399	и всей	1	1
400	перед собой	1	1
401	стороне от	1	1
402	или менее	5	1
403	как некую	1	1
404	в изучении	1	1
405	в южной	1	1
406	в такой	2	1
407	в глубь	1	1
408	мы говорили	1	1
409	установить что	4	1
410	в отличие	2	1
411	от себя	1	1
412	об их	1	1
413	выше мы	3	1
414	друг другу	1	1
415	войти в	1	1
416	непосредственно от	1	1
417	с такими	1	1
418	для этого	3	1
419	условия и	1	1
420	прибавим от	1	1
421	тому что	1	1
422	долгий путь	1	1
423	все эти	4	1
424	не менее	6	1
425	вплоть до	1	1
426	но они	2	1
427	что эта	1	1
428	с теми	1	1
429	и другое	2	1
430	одна из	2	1
431	она никогда	1	1
432	можно судить	1	1
433	производства как	1	1
434	если ему	1	1
435	это мы	1	1
436	рассматривать как	2	1
437	и культурной	1	1
438	в самой	1	1
439	именно с	1	1
440	можно усмотреть	1	1
441	к концу	1	1
442	такая же	1	1
443	на себе	1	1
444	во всем	3	1
445	и его	3	1
446	каждой из	1	1
447	связи с	4	1
448	можно рассматривать	1	1
449	так то	1	1
450	в основе	4	1
451	и несколько	1	1
452	но все-таки	1	1
453	у нас	1	1
454	относиться к	1	1
455	должны быть	4	1
456	все еще	1	1
457	но из	1	1
458	иногда на	1	1
459	отказаться от	2	1
460	южной америке	1	1
461	мы привели	2	1
462	где этот	1	1
463	оно может	2	1
464	приходит к	1	1
465	эти не	1	1
466	к какой	1	1
467	последнее время	1	1
468	мысль о	2	1
469	то время	3	1
470	мнение что	1	1
471	как с	1	1
472	вышла из	1	1
473	с собой	1	1
474	был бы	2	1
475	находятся и	1	1
476	те же	1	1
477	и другими	1	1
478	об этом	4	1
479	еще в	2	1
480	имеется в	1	1
481	собой между	1	1
482	поэтому в	2	1
483	которая в	1	1
484	с ним	2	1
485	означает что	4	1
486	других более	1	1
487	сводится к	1	1
488	земель в	1	1
489	только бы	1	1
490	на вопрос	2	1
491	внимание на	1	1
492	продукты которые	1	1
493	или на	3	1
494	это потому	1	1
495	может не	1	1
496	более высокой	1	1
497	неизменно оказывается	1	1
498	нас в	2	1
499	развития не	1	1
500	не выходит	2	1
501	связь между	3	1
502	в которую	3	1
503	это может	1	1
504	а у	1	1
505	однако с	1	1
506	но нельзя	1	1
507	нем и	1	1
508	в ту	2	1
509	значит что	1	1
510	большей или	2	1
511	но так	2	1
512	один из	4	1
513	что наряду	1	1
514	что конечно	1	1
515	тот же	2	1
516	связь и	1	1
517	зрения есть	1	1
518	дело с	2	1
519	этого можно	1	1
520	будь то	1	1
521	именно о	1	1
522	всех этих	2	1
523	строем но	1	1
524	мы увидим	10	1
525	ли он	3	1
526	исследования по	1	1
527	страх перед	1	1
528	помощи которого	1	1
529	что как	1	1
530	который в	1	1
531	или же	1	1
532	и ее	1	1
533	случаи когда	3	1
534	по этому	2	1
535	играет роль	1	1
536	более точные	1	1
537	конечно не	2	1
538	уже не	3	1
539	если мы	3	1
540	то и	2	1
541	всем его	1	1
542	борьбы с	2	1
543	только тогда	1	1
544	в начале	3	1
545	что не	2	1
546	это значение	2	1
547	от других	1	1
548	связывается с	1	1
549	с живыми	1	1
550	культуры от	1	1
551	одно из	1	1
552	не будут	1	1
553	для него	2	1
554	и их	3	1
555	случае когда	1	1
556	как его	1	1
557	в более	1	1
558	другие более	1	1
559	или иное	1	1
560	и неизвестно	1	1
561	в исторической	6	1
562	даже не	2	1
563	на примере	1	1
564	не обязательно	1	1
565	которые можно	2	1
566	эти две	2	1
567	к которому	5	1
568	с той	2	1
569	или меньшей	2	1
570	пребывает в	1	1
571	и затем	1	1
572	что для	1	1
573	обратиться к	1	1
574	выступает в	1	1
575	в соответствии	1	1
576	не было	1	1
577	пока ты	4	1
578	в любой	1	1
579	которых мы	1	1
580	коротко ли	1	1
581	же обстоит	2	1
582	с большей	1	1
583	зависит от	2	1
584	так называемой	1	1
585	вопрос можно	1	1
586	него не	1	1
587	мы хотим	2	1
588	что из	1	1
589	что мы	7	1
590	мы знаем	4	1
591	в связи	4	1
592	связь с	4	1
593	уже о	1	1
594	нет ничего	1	1
595	что во	1	1
596	но кроме	1	1
597	как одно	1	1
598	многих случаях	1	1
599	этих случаях	2	1
600	к жизни	1	1
601	для всех	2	1
602	а если	1	1
603	есть только	3	1
604	некоторое время	2	1
605	стран и	1	1
606	крови и	1	1
607	должно быть	2	1
608	вспомним что	1	1
609	этого слова	1	1
610	с некоторым	1	1
611	из русской	1	1
612	на пути	1	1
613	в формах	1	1
614	к двум	1	1
615	тех или	1	1
616	вопрос в	2	1
617	многие из	1	1
618	при таком	1	1
619	она может	1	1
620	это можно	1	1
621	что оно	1	1
622	возникает вопрос	1	1
623	в большей	1	1
624	такое явление	1	1
625	пришлось бы	1	1
626	но это	4	1
627	в мировом	1	1
628	сев америка	1	1
629	на берегу	1	1
630	себе ничего	1	1
631	и другие	4	1
632	хотели бы	1	1
633	с ней	2	1
634	оно не	1	1
635	дальнейшее рассмотрение	1	1
636	к числу	1	1
637	различны и	1	1
638	к этой	1	1
639	на ту	1	1
640	только одна	1	1
641	можно назвать	2	1
642	гораздо более	1	1
