N	2gram	Propp_Isto_5	EvropaiC
125	из которых	2	4
126	что эта	1	4
127	связи с	8	4
128	и сейчас	1	4
129	в дальнейшем	4	4
130	никогда не	3	4
131	на вопрос	1	4
132	в народе	1	4
133	представление об	2	4
134	и у	1	4
135	в виде	9	4
136	не так	1	4
137	в конце	1	4
138	а с	1	4
139	социальной жизни	2	4
140	в течение	2	4
141	в состоянии	1	4
142	этом случае	7	4
143	мы должны	4	4
144	хотя бы	1	4
145	состоит из	3	4
146	совершенно не	2	4
147	в таком	1	4
148	же как	4	3
149	другие народы	1	3
150	слагается из	1	3
151	с более	1	3
152	вопрос о	2	3
153	не вполне	1	3
154	но даже	1	3
155	в данном	3	3
156	очевидно что	2	3
157	на вершине	1	3
158	в истории	4	3
159	культура народа	1	3
160	целый ряд	1	3
161	и наконец	1	3
162	которых идет	1	3
163	в тех	1	3
164	это представление	2	3
165	в нем	7	3
166	и по	2	3
167	они должны	1	3
168	на этой	4	3
169	это не	6	3
170	на почве	1	3
171	в жизни	1	3
172	с тем	8	3
173	в этих	6	3
174	таким же	2	3
175	представление о	17	3
176	даже в	2	3
177	образом в	2	3
178	для нас	5	3
179	во всем	2	3
180	уже и	2	3
181	должны быть	1	3
182	основаны на	1	3
183	что оно	1	3
184	как для	1	3
185	и это	4	3
186	данном случае	2	3
187	сказано выше	1	3
188	и вообще	3	3
189	с одной	7	3
190	тот же	1	3
191	сказали что	1	3
192	даже если	1	3
193	в эти	1	3
194	конечно не	1	3
195	при помощи	7	3
196	и других	2	3
197	отличие от	1	3
198	как у	2	3
199	прежде всего	6	3
200	в связи	4	3
201	и потому	2	3
202	сейчас же	1	3
203	ее и	3	3
204	не то	1	3
205	от него	1	3
206	бы в	1	3
207	только что	1	3
208	а в	3	3
209	своего народа	1	3
210	гораздо больше	1	3
211	что мы	2	3
212	указывают на	2	3
213	можно назвать	1	3
214	ту же	2	2
215	тех же	2	2
216	в котором	1	2
217	также и	1	2
218	общества и	1	2
219	теперь мы	1	2
220	и ее	1	2
221	мы и	2	2
222	же что	1	2
223	в ней	5	2
224	свою очередь	1	2
225	от себя	2	2
226	во всяком	1	2
227	но как	1	2
228	заметим что	1	2
229	только тогда	2	2
230	совершенно ясно	4	2
231	него с	1	2
232	что они	1	2
233	части в	1	2
234	то в	2	2
235	и там	1	2
236	если он	1	2
237	но на	1	2
238	что она	1	2
239	и социальной	1	2
240	он должен	1	2
241	том чтобы	2	2
242	из него	2	2
243	а это	1	2
244	а затем	7	2
245	ценности и	1	2
246	нет в	1	2
247	со своими	2	2
248	и уже	1	2
249	мы видели	7	2
250	такой же	2	2
251	которую он	1	2
252	но если	1	2
253	следует что	1	2
254	никто не	3	2
255	на месте	1	2
256	в которых	3	2
257	и более	1	2
258	она не	2	2
259	то с	1	2
260	тем самым	1	2
261	этими двумя	1	2
262	тогда когда	2	2
263	одна из	2	2
264	на него	8	2
265	в процессе	1	2
266	в основе	1	2
267	что представление	2	2
268	верно то	1	2
269	этих двух	1	2
270	на этом	3	2
271	что на	1	2
272	о них	1	2
273	должен быть	2	2
274	как мы	5	2
275	рассматривать как	1	2
276	чтобы быть	1	2
277	в себя	3	2
278	на том	3	2
279	и сам	2	2
280	что у	4	2
281	на нее	2	2
282	все его	2	2
283	в виду	1	2
284	тех народов	1	2
285	и начало	1	2
286	сводится к	1	2
287	другими словами	1	2
288	же время	1	2
289	к нему	3	2
290	во втором	1	2
291	в ту	1	2
292	было бы	1	2
293	показывают что	3	2
294	но так	2	2
295	но с	1	2
296	и так	1	2
297	они могут	1	2
298	жизни и	2	2
299	то и	1	2
300	борьбы с	1	2
301	понятным что	1	2
302	одно из	1	2
303	для него	1	2
304	всяком случае	1	2
305	вовсе не	2	2
306	из нее	2	2
307	и только	1	2
308	не было	1	2
309	и из	3	2
310	однако это	1	2
311	только один	3	2
312	что для	1	2
313	одной стороны	7	2
314	одну из	1	2
315	отнюдь не	1	2
316	при более	1	2
317	в одно	2	2
318	в частности	7	2
319	него в	1	2
320	но не	5	2
321	эти примеры	2	2
322	приобщиться к	1	2
323	с этой	2	2
324	и некоторые	1	2
325	но для	2	2
326	это может	1	2
327	не знает	1	2
328	в свою	3	2
329	что такие	1	2
330	что под	1	2
331	они не	3	2
332	себя как	1	1
333	например в	5	1
334	животных что	1	1
335	потом и	1	1
336	на куски	1	1
337	он может	2	1
338	силы и	1	1
339	многих отношениях	1	1
340	народов у	1	1
341	и должны	1	1
342	на ступени	2	1
343	славян и	1	1
344	что когда	1	1
345	по которым	2	1
346	из его	1	1
347	члена семьи	1	1
348	но те	1	1
349	в зависимости	1	1
350	той же	1	1
351	а как	2	1
352	есть не	1	1
353	на тех	2	1
354	три случая	1	1
355	мы не	5	1
356	на место	1	1
357	время как	1	1
358	на себя	3	1
359	первобытных народов	2	1
360	я не	1	1
361	зависимости от	1	1
362	к своему	1	1
363	происхождение этого	2	1
364	и этого	1	1
365	на них	2	1
366	он сам	1	1
367	в различных	2	1
368	только после	3	1
369	не требует	1	1
370	и другие	1	1
371	если в	3	1
372	некоторые черты	1	1
373	себе и	1	1
374	тому времени	1	1
375	со стороны	2	1
376	можно отнести	1	1
377	к сожалению	1	1
378	еще один	2	1
379	эта лестница	1	1
380	что во	2	1
381	как в	6	1
382	выйти из	1	1
383	понимать в	1	1
384	перед нами	2	1
385	у народов	9	1
386	и как	3	1
387	его к	3	1
388	тем же	1	1
389	ясно показывают	1	1
390	утверждают что	1	1
391	есть ли	1	1
392	и отчасти	1	1
393	говорит а	1	1
394	и хотя	4	1
395	развития это	1	1
396	живут в	1	1
397	мы получаем	1	1
398	а вследствие	1	1
399	возможно что	1	1
400	он в	1	1
401	то обстоятельство	1	1
402	народы о	1	1
403	лестницы и	2	1
404	и заставить	1	1
405	нами в	1	1
406	во многих	1	1
407	по происхождению	1	1
408	задний план	1	1
409	главным образом	1	1
410	после этого	2	1
411	одно целое	1	1
412	и еще	1	1
413	все части	1	1
414	и вот	1	1
415	исходит от	1	1
416	наших глазах	1	1
417	свою силу	1	1
418	но вместе	3	1
419	здесь мы	5	1
420	культуры но	1	1
421	друг в	1	1
422	затем уже	1	1
423	из самой	1	1
424	знает что	1	1
425	входит в	5	1
426	это было	2	1
427	при встрече	1	1
428	с другими	4	1
429	или просто	1	1
430	уже знаем	1	1
431	каждого из	1	1
432	чтобы узнать	1	1
433	и тем	4	1
434	чаще всего	1	1
435	стоит на	1	1
436	в ином	3	1
437	по всему	1	1
438	она и	1	1
439	этого не	1	1
440	а за	1	1
441	которой он	2	1
442	имеется но	1	1
443	в развитии	1	1
444	материал но	1	1
445	зато в	1	1
446	народа и	1	1
447	их на	2	1
448	лучше всего	1	1
449	народов мы	1	1
450	искать в	1	1
451	в своей	2	1
452	господствующее в	1	1
453	что такое	1	1
454	можно найти	2	1
455	две ступени	1	1
456	попасть в	2	1
457	свой смысл	1	1
458	совершенно различным	1	1
459	внешнего сходства	1	1
460	на ноги	1	1
461	лестницы по	1	1
462	но он	2	1
463	состоит в	1	1
464	и эти	1	1
465	на другую	1	1
466	борьбу с	1	1
467	их в	3	1
468	что этот	2	1
469	на всю	1	1
470	и детьми	1	1
471	случае мы	1	1
472	стоит в	1	1
473	и другое	1	1
474	самого начала	1	1
475	как о	1	1
476	не имеет	1	1
477	на котором	1	1
478	в науке	1	1
479	я буду	1	1
480	уже очень	1	1
481	не по	1	1
482	иметь в	1	1
483	и неизменно	1	1
484	судя по	1	1
485	же после	1	1
486	к ней	1	1
487	видим что	5	1
488	уже говорили	1	1
489	и его	9	1
490	же он	1	1
491	со своим	1	1
492	ли это	1	1
493	их от	1	1
494	не потому	2	1
495	не совсем	6	1
496	обстоятельство что	1	1
497	часто в	1	1
498	не знаем	3	1
499	числе и	1	1
500	как человек	3	1
501	они и	1	1
502	и черты	1	1
503	некоторой степени	1	1
504	приходит к	1	1
505	потому не	1	1
506	прошедших через	1	1
507	нельзя рассматривать	1	1
508	вывод что	1	1
509	на нем	1	1
510	здесь не	1	1
511	это единственный	1	1
512	без всякого	1	1
513	нами выше	1	1
514	а другая	1	1
515	на той	1	1
516	с самого	1	1
517	или для	1	1
518	то время	1	1
519	так в	2	1
520	приводит к	1	1
521	по степеням	1	1
522	роль в	2	1
523	не трудно	1	1
524	кончается победой	1	1
525	иногда в	1	1
526	можно только	1	1
527	к тем	1	1
528	не были	1	1
529	что от	2	1
530	основана на	1	1
531	составные части	1	1
532	ничего не	2	1
533	или иной	1	1
534	находится в	2	1
535	говорят что	1	1
536	быть в	1	1
537	в состав	1	1
538	время в	2	1
539	язык и	2	1
540	за пределами	1	1
541	но мы	3	1
542	никак не	1	1
543	всмотреться в	1	1
544	поездки в	1	1
545	над другим	1	1
546	образом мы	2	1
547	он умер	1	1
548	которых они	1	1
549	от них	2	1
550	мы указывали	1	1
551	раньше чем	4	1
552	примеры показывают	1	1
553	на одном	2	1
554	ним и	2	1
555	во всей	1	1
556	в другой	3	1
557	у одного	1	1
558	на наших	1	1
559	и следует	1	1
560	в современной	1	1
561	как из	1	1
562	на которой	2	1
563	один из	2	1
564	где имеется	1	1
565	гораздо меньше	1	1
566	видели что	2	1
567	идет по	1	1
568	совсем не	1	1
569	мы видим	8	1
570	вступить в	1	1
571	позднее время	1	1
572	самые разнообразные	1	1
573	то эти	1	1
574	по мнению	1	1
575	что так	1	1
576	выше то	1	1
577	в качестве	7	1
578	же и	1	1
579	уже не	11	1
580	уже в	2	1
581	вопроса о	1	1
582	только на	1	1
583	создаются такие	1	1
584	положение что	1	1
585	в нашей	1	1
586	свидетельствует о	1	1
587	лишь некоторые	1	1
588	а то	1	1
589	более позднее	1	1
590	за ним	4	1
591	ее они	1	1
592	здесь будет	1	1
593	к каким	1	1
594	и объяснения	1	1
595	центр тяжести	2	1
596	ее не	1	1
597	у этих	1	1
598	друг друга	3	1
599	до некоторой	1	1
600	тем что	10	1
601	ясно показывает	1	1
602	ее на	1	1
603	в других	2	1
604	само собой	1	1
605	были бы	1	1
606	как порча	1	1
607	из двух	2	1
608	к совершенно	1	1
609	ней и	1	1
610	и даже	1	1
611	и постепенно	1	1
612	тем мы	1	1
613	здесь дело	1	1
614	а именно	4	1
615	эти две	1	1
616	случаев в	1	1
617	животные в	1	1
618	как же	1	1
619	еще и	1	1
620	собой а	1	1
621	к его	2	1
622	или о	1	1
623	и затем	2	1
624	с ней	2	1
625	естественно что	1	1
626	и пр	3	1
627	только по	1	1
628	не без	1	1
629	на основании	1	1
630	а на	2	1
631	а сам	2	1
632	а не	2	1
633	вывода из	1	1
634	в руках	1	1
635	и выше	1	1
636	и оно	1	1
637	в риме	1	1
638	этой главы	1	1
639	нет ничего	1	1
640	это те	1	1
641	как за	1	1
642	что за	2	1
643	еще нет	1	1
644	а если	2	1
645	наряду с	4	1
646	могут быть	6	1
647	есть как	1	1
648	а потом	1	1
649	в тот	1	1
650	быть не	1	1
651	на пути	1	1
652	сильно что	1	1
653	весь ход	1	1
654	только для	1	1
655	и таким	2	1
656	в который	1	1
657	все остальные	1	1
658	пока еще	1	1
659	с большой	2	1
660	в более	3	1
661	становится понятным	2	1
662	и часто	1	1
663	на задний	1	1
664	а все	1	1
665	но когда	3	1
666	или нет	1	1
667	ноги и	1	1
668	ее или	1	1
669	в целях	3	1
670	две стороны	1	1
671	сказать что	2	1
672	подошел к	1	1
673	но знаем	1	1
674	нет но	1	1
675	всех других	1	1
676	проникнуть в	1	1
677	допустить что	1	1
678	стороны одного	1	1
679	увидим что	1	1
680	жизни народов	1	1
681	ее в	2	1
682	в своих	1	1
683	точно так	1	1
684	том числе	1	1
