N	2gram	Medvedev_F_3	Dialekti
241	бы и	3	2
242	не даны	1	2
243	так или	1	2
244	все эти	6	2
245	иначе и	1	2
246	сливаются в	3	2
247	но ведь	4	2
248	в определенном	1	2
249	время и	1	2
250	не как	2	2
251	на этом	2	2
252	но все	1	2
253	в каждом	5	2
254	не будет	1	2
255	в мире	1	2
256	на все	2	2
257	на сцене	1	2
258	в жизни	11	2
259	с тем	7	2
260	смысл и	4	2
261	и при	1	2
262	в их	1	2
263	жизни с	2	2
264	в зависимости	5	2
265	тем не	2	2
266	их в	3	2
267	необходимо чтобы	2	2
268	тому что	3	2
269	нет никакого	1	2
270	виду что	2	2
271	самого начала	1	2
272	дело не	2	2
273	того как	1	2
274	в сущности	2	2
275	на него	1	2
276	иметь в	1	2
277	только не	2	2
278	убедиться в	1	2
279	тут только	1	2
280	следует что	4	2
281	и делает	1	2
282	действительность есть	1	2
283	в области	2	2
284	однако это	1	2
285	во все	1	2
286	к тому	4	2
287	всегда есть	1	2
288	когда они	1	2
289	как таковым	1	2
290	в конце	3	2
291	с ее	2	2
292	та или	1	2
293	данном случае	4	2
294	с самого	1	2
295	и совершенно	1	2
296	только через	1	2
297	можно только	2	2
298	том как	2	2
299	совершенно невозможно	1	2
300	и должно	1	2
301	но мы	1	2
302	или на	2	2
303	поэтическое произведение	5	2
304	все в	1	2
305	между тем	7	2
306	или иначе	1	2
307	всяком случае	6	2
308	что бы	1	2
309	нем и	2	2
310	мы должны	2	2
311	в каких	2	2
312	мы видим	1	2
313	в какой	3	2
314	с одной	1	2
315	себя в	1	2
316	есть в	1	2
317	если мы	7	2
318	и показать	1	2
319	а потому	1	2
320	т п	5	2
321	тем что	5	2
322	смысла и	4	2
323	момент в	1	2
324	до сих	1	2
325	именно в	1	2
326	души и	3	2
327	только к	1	2
328	не на	3	2
329	зависит от	1	2
330	жизнь в	1	2
331	как ни	1	2
332	что мы	1	2
333	в частности	1	2
334	на который	1	2
335	нами как	1	2
336	вместе с	6	2
337	так же	9	2
338	своей отвлеченности	1	2
339	что же	5	2
340	быть только	2	2
341	сих пор	1	2
342	же самое	3	2
343	тех или	1	2
344	и часто	1	2
345	мы только	1	2
346	в результате	5	2
347	в другое	1	2
348	от всего	1	2
349	тела а	1	2
350	или не	1	2
351	же в	1	2
352	есть уже	1	2
353	может и	3	2
354	от души	2	2
355	ее в	3	2
356	того или	1	2
357	в искусстве	7	2
358	в своих	6	2
359	построение но	1	2
360	во всяком	6	2
361	но наоборот	1	1
362	который должен	1	1
363	смысле слова	2	1
364	от этой	1	1
365	того же	3	1
366	тех же	1	1
367	все искусство	1	1
368	между двумя	1	1
369	вещь не	1	1
370	и до	1	1
371	уже указывали	1	1
372	ведь и	1	1
373	оно было	1	1
374	в какой-то	1	1
375	все те	1	1
376	неотделима от	1	1
377	они вообще	1	1
378	быть действительно	1	1
379	обойтись без	2	1
380	бы уже	1	1
381	уже что	1	1
382	чистого и	1	1
383	нам в	1	1
384	не была	1	1
385	что под	1	1
386	на тему	2	1
387	выражение она	1	1
388	невольно возникает	1	1
389	ему в	1	1
390	мы и	3	1
391	этого термина	1	1
392	и самой	1	1
393	пространство и	1	1
394	всех сторон	2	1
395	проявляется в	2	1
396	не от	2	1
397	чем больше	1	1
398	вывод что	1	1
399	литературы и	3	1
400	он был	4	1
401	быть никакого	1	1
402	из литературы	1	1
403	определенный предмет	1	1
404	бы то	4	1
405	и понимает	1	1
406	от характера	1	1
407	его форм	1	1
408	нужно быть	1	1
409	вовсе нельзя	1	1
410	отличие от	2	1
411	нет и	3	1
412	они действительно	1	1
413	его на	1	1
414	что именно	5	1
415	стороны и	2	1
416	к новому	1	1
417	и понимания	6	1
418	вполне понятно	1	1
419	ведь оно	1	1
420	или иную	1	1
421	то в	2	1
422	только один	2	1
423	очень многие	1	1
424	и конечно	1	1
425	из жизни	1	1
426	вопрос почему	1	1
427	в целом	4	1
428	никакого существенного	1	1
429	жизни так	1	1
430	из этих	2	1
431	и устремления	1	1
432	от действительности	1	1
433	с их	1	1
434	остановиться на	1	1
435	если он	1	1
436	не могла	1	1
437	так сказать	5	1
438	вообще не	2	1
439	или быть	1	1
440	к искусству	1	1
441	образ и	1	1
442	три года	1	1
443	жизни наконец	1	1
444	сами эти	2	1
445	и эти	1	1
446	этого вопроса	1	1
447	не к	1	1
448	значение может	1	1
449	душу и	1	1
450	ни была	1	1
451	того можно	1	1
452	в степени	1	1
453	на земле	2	1
454	чем она	1	1
455	без исключения	5	1
456	именно это	2	1
457	в основу	2	1
458	главным образом	2	1
459	значение в	1	1
460	до бесконечности	1	1
461	своя органическая	1	1
462	входя в	2	1
463	или даже	1	1
464	все их	1	1
465	знает что	1	1
466	со всех	1	1
467	может стать	3	1
468	действительности в	3	1
469	на почве	2	1
470	известно что	1	1
471	форму и	1	1
472	этом смысле	2	1
473	и тем	3	1
474	вещи а	1	1
475	ведь если	2	1
476	истории она	1	1
477	и творчества	1	1
478	но уже	2	1
479	в них	3	1
480	таковым а	1	1
481	всегда и	1	1
482	и вне	2	1
483	была уже	1	1
484	чем в	1	1
485	выйти за	1	1
486	функции ни	1	1
487	одного и	1	1
488	именно этот	1	1
489	на первый	1	1
490	в эту	2	1
491	относительно и	1	1
492	нужно только	1	1
493	но если	2	1
494	построение и	1	1
495	и ее	6	1
496	именно и	1	1
497	в котором	2	1
498	в последнее	1	1
499	в принципе	1	1
500	она в	1	1
501	себе а	1	1
502	знаем что	2	1
503	от его	3	1
504	бы например	2	1
505	но эта	2	1
506	времени не	1	1
507	творчества и	3	1
508	друг другу	2	1
509	теми же	1	1
510	тому чтобы	1	1
511	если нет	1	1
512	можем сказать	1	1
513	и очень	2	1
514	и понимается	1	1
515	случае в	3	1
516	этого движения	1	1
517	категория в	1	1
518	что эта	1	1
519	извне и	1	1
520	как о	2	1
521	ведь под	1	1
522	оценка и	5	1
523	всею своею	1	1
524	это нисколько	1	1
525	в основе	3	1
526	же вообще	1	1
527	тогда и	1	1
528	в нас	2	1
529	из их	1	1
530	пространство в	1	1
531	слово и	1	1
532	подобно тому	4	1
533	больше чем	1	1
534	одна из	2	1
535	с религией	1	1
536	смысле как	1	1
537	все стороны	2	1
538	предполагать что	1	1
539	правда это	1	1
540	это искусство	1	1
541	и поэтическое	1	1
542	что душа	1	1
543	и теперь	6	1
544	нем должна	1	1
545	деле он	1	1
546	исторического процесса	3	1
547	этом отношении	3	1
548	но даже	1	1
549	ему не	1	1
550	с другом	1	1
551	другой ее	1	1
552	идею и	1	1
553	все то	1	1
554	действуют в	1	1
555	нуждается ни	2	1
556	отличается от	2	1
557	мере того	1	1
558	они и	3	1
559	пр все	2	1
560	оно не	3	1
561	быть конечно	1	1
562	и можем	1	1
563	должен быть	2	1
564	итак между	1	1
565	то ни	4	1
566	оно может	1	1
567	и самое	1	1
568	можно и	1	1
569	своего развития	1	1
570	и о	1	1
571	философии или	1	1
572	но при	2	1
573	стремящейся к	1	1
574	здесь не	2	1
575	теперь что	1	1
576	в собственном	1	1
577	последнее время	1	1
578	чтобы быть	1	1
579	и остался	1	1
580	в дальнейшем	5	1
581	котором мы	1	1
582	только тот	1	1
583	те же	3	1
584	одного из	1	1
585	раз он	1	1
586	его структуре	1	1
587	к его	3	1
588	еще в	3	1
589	не должны	1	1
590	и на	3	1
591	строго говоря	1	1
592	из одного	2	1
593	изображение в	1	1
594	по теории	1	1
595	по мере	1	1
596	е самое	1	1
597	к прошлому	1	1
598	все дело	1	1
599	содержание этого	1	1
600	познания и	2	1
601	и здесь	1	1
602	искусства и	1	1
603	не был	1	1
604	и возможно	1	1
605	нечто совсем	2	1
606	это действительно	1	1
607	таков например	1	1
608	это вполне	1	1
609	совершенно неверно	2	1
610	и просто	1	1
611	оно ни	1	1
612	по их	1	1
613	нас в	1	1
614	и во	2	1
615	и смыслом	1	1
616	путь к	1	1
617	являются в	1	1
618	от них	1	1
619	как таковая	3	1
620	только ему	1	1
621	как его	9	1
622	и содержания	2	1
623	факт не	1	1
624	и понятно	1	1
625	внешнее и	1	1
626	от обстоятельств	1	1
627	в художественной	2	1
628	и всякое	2	1
629	если это	1	1
630	говорит в	2	1
631	а другое	1	1
632	существует не	1	1
633	в литературе	6	1
634	эти последние	1	1
635	существенно и	1	1
636	жизнь на	1	1
637	но с	1	1
638	время в	3	1
639	совсем не	5	1
640	тот же	1	1
641	больше того	1	1
642	к внутреннему	1	1
643	данном месте	1	1
644	именно о	1	1
645	причем эта	1	1
646	жизнь с	1	1
647	не видеть	1	1
648	и действительно	2	1
649	поэтому и	2	1
650	всех его	1	1
651	в большом	1	1
652	не происходит	1	1
653	и видим	1	1
654	это же	1	1
655	именно на	2	1
656	в эти	1	1
657	человека с	1	1
658	моменты их	1	1
659	литература но	1	1
660	души есть	1	1
661	только на	4	1
662	то и	1	1
663	является не	2	1
664	на этих	1	1
665	его и	3	1
666	превращаются в	2	1
667	ту или	2	1
668	мы знаем	4	1
669	тогда он	2	1
670	допустим что	2	1
671	чтобы она	1	1
672	содержание и	2	1
673	для меня	1	1
674	не о	3	1
675	друг друга	5	1
676	мы можем	4	1
677	случае не	1	1
678	под жизнью	2	1
679	которые могут	1	1
680	почему не	1	1
681	к одной	2	1
682	и вместе	1	1
683	в других	1	1
684	даже и	1	1
685	и научное	1	1
686	же деле	2	1
687	из двух	1	1
688	новая форма	1	1
689	или иной	2	1
690	даже не	1	1
691	дают в	1	1
692	с другим	1	1
693	и начинается	1	1
694	как у	1	1
695	сюда же	1	1
696	и тех	2	1
697	здесь в	1	1
698	на то	1	1
699	а эти	1	1
700	или просто	1	1
701	не сводится	1	1
702	к которому	2	1
703	еще и	1	1
704	наконец в	1	1
705	мы еще	2	1
706	и др	2	1
707	оказалось в	1	1
708	одних и	1	1
709	на ней	1	1
710	говорит о	1	1
711	предмет на	1	1
712	связано с	2	1
713	превращается в	2	1
714	самом же	2	1
715	чтобы убедиться	1	1
716	одной стороны	1	1
717	овладения и	1	1
718	ничем не	1	1
719	действительности и	6	1
720	в руках	1	1
721	и условно	1	1
722	там где	7	1
723	время оно	1	1
724	факт что	1	1
725	нет никаких	2	1
726	все более	1	1
727	бы оно	1	1
728	особая и	1	1
729	нет ничего	1	1
730	выражение как	1	1
731	только его	1	1
732	стать только	1	1
733	виде очень	1	1
734	не дают	1	1
735	которые являются	1	1
736	литературе как	2	1
737	тому как	5	1
738	происходит в	1	1
739	отдельности и	1	1
740	по существу	1	1
741	друг с	1	1
742	форма в	2	1
743	пр и	1	1
744	ни одного	1	1
745	религии в	1	1
746	с этой	1	1
747	слова и	4	1
748	но почему	1	1
749	может привести	1	1
750	только для	1	1
751	остается и	1	1
752	в одних	1	1
753	не об	2	1
754	является как	1	1
755	но для	2	1
756	вообще все	1	1
757	при всем	1	1
758	есть она	1	1
759	каждой из	1	1
760	образом есть	1	1
761	отсюда следует	1	1
762	тем и	1	1
763	в его	7	1
764	это можно	2	1
765	есть одно	1	1
766	и назначения	1	1
767	мира и	1	1
768	из нее	2	1
769	а к	2	1
770	пр в	1	1
771	ее и	2	1
772	как эта	1	1
773	лишь как	3	1
774	у достоевского	1	1
775	все вообще	1	1
776	не должен	1	1
777	конце концов	2	1
778	мы не	4	1
779	все они	1	1
780	его формы	1	1
781	этих элементов	1	1
782	условий и	1	1
783	к самому	2	1
784	не знает	1	1
785	состоит из	1	1
786	а ведь	1	1
787	реальном времени	3	1
788	в живописи	1	1
789	равно как	3	1
790	но этот	1	1
791	или иного	1	1
792	в отдельности	1	1
793	из этого	4	1
794	эти элементы	2	1
795	всегда нечто	1	1
796	если же	5	1
797	никаких указаний	1	1
798	можно назвать	1	1
799	допустить что	1	1
800	особый тип	1	1
801	и эта	3	1
802	это в	1	1
803	как поэтические	1	1
