N	2gram	Bakhtin_sl_2	Hudozhes
141	в литературе	1	2
142	одной из	1	2
143	случае не	1	2
144	здесь не	4	2
145	чем это	1	2
146	определенным образом	1	2
147	вовсе не	10	2
148	ведет к	1	2
149	числе и	1	2
150	в этой	1	2
151	только о	2	2
152	с ним	7	2
153	даже в	2	2
154	на этом	3	2
155	дело не	1	2
156	с другими	4	2
157	того чтобы	2	2
158	при условии	1	2
159	во всех	12	2
160	по себе	5	2
161	тем или	1	2
162	в одном	2	2
163	слова не	4	2
164	в нашем	2	2
165	одно из	1	2
166	до известной	1	2
167	или даже	3	2
168	жизни в	2	2
169	оно не	8	2
170	а именно	2	2
171	соединении с	1	2
172	превращается в	1	2
173	и притом	1	2
174	в себя	2	2
175	но как	2	2
176	в общественном	1	2
177	к своему	9	2
178	значительной степени	6	2
179	и о	1	2
180	за пределы	2	2
181	сама по	3	2
182	между двумя	1	2
183	истории литературы	3	2
184	идет о	1	2
185	как в	13	2
186	с человеком	1	2
187	в художественной	1	2
188	это и	2	2
189	на почве	4	2
190	человека и	3	2
191	в чем	3	2
192	мира и	5	2
193	не все	2	2
194	не является	1	2
195	для того	2	2
196	но на	1	2
197	в романе	46	2
198	и потому	7	2
199	за пределами	1	2
200	в контексте	3	2
201	свою очередь	2	2
202	в пространстве	1	2
203	однако при	1	2
204	задолго до	1	2
205	об этом	1	2
206	отношении к	4	2
207	с их	3	2
208	в них	6	2
209	или иначе	1	2
210	одной стороны	5	2
211	одна из	4	2
212	слова в	13	2
213	у него	3	2
214	по преимуществу	1	2
215	именно в	2	2
216	с одной	5	2
217	о том	2	2
218	в сторону	1	2
219	и на	4	2
220	себя и	4	2
221	языка в	6	2
222	роль в	2	2
223	несмотря на	1	2
224	том числе	1	2
225	о себе	1	2
226	и сам	1	2
227	известной степени	2	2
228	из которого	1	2
229	слова как	2	2
230	для понимания	1	2
231	и по	1	2
232	с языком	2	2
233	и др	4	2
234	другим и	1	2
235	и особенно	2	2
236	способность к	1	2
237	высказывания и	1	2
238	и это	1	2
239	без остатка	1	2
240	мира в	1	2
241	ни к	2	2
242	совершенно иной	1	2
243	речь идет	1	2
244	и более	2	2
245	в своем	6	2
246	в евгении	1	1
247	кругозоров и	1	1
248	за его	1	1
249	фамильярный контакт	1	1
250	может не	2	1
251	точек зрения	3	1
252	говорят о	1	1
253	и общества	2	1
254	это возможно	2	1
255	синтаксических и	1	1
256	может и	2	1
257	для всех	4	1
258	и одной	1	1
259	его смысла	1	1
260	или иных	1	1
261	и здесь	2	1
262	на его	2	1
263	оно стремится	2	1
264	языка мы	1	1
265	бы быть	1	1
266	почву для	1	1
267	входят в	2	1
268	для нас	5	1
269	и свою	1	1
270	на котором	2	1
271	внешних и	1	1
272	на жизненное	1	1
273	передаваемого текста	1	1
274	в связи	2	1
275	в него	7	1
276	в собственном	3	1
277	в одно	2	1
278	слишком сильно	1	1
279	реальности жизни	1	1
280	образом с	1	1
281	с нею	1	1
282	индивидуальный характер	1	1
283	вместе с	2	1
284	его как	2	1
285	мифологического мышления	1	1
286	случаях обычно	1	1
287	жизни и	6	1
288	говорит о	1	1
289	образцов и	1	1
290	и глубже	1	1
291	момент в	1	1
292	языков или	1	1
293	не входят	2	1
294	не была	3	1
295	авторитетное слово	1	1
296	в более	2	1
297	мышления и	5	1
298	в поэзии	2	1
299	но два	1	1
300	и внутреннюю	1	1
301	определяющее значение	1	1
302	что неизбежно	1	1
303	связи с	3	1
304	и со	1	1
305	завершенность и	1	1
306	и литературные	1	1
307	как с	2	1
308	есть не	1	1
309	души и	1	1
310	себя самого	1	1
311	не было	2	1
312	смысла и	3	1
313	просто не	2	1
314	и политического	1	1
315	речь о	2	1
316	рядом с	3	1
317	зависит от	1	1
318	и иных	4	1
319	к языку	1	1
320	лежат в	1	1
321	одновременно и	3	1
322	всего что	1	1
323	на то	1	1
324	ту сторону	1	1
325	в отдельности	1	1
326	значений и	1	1
327	наконец в	4	1
328	это необходимо	1	1
329	здесь как	2	1
330	других языков	1	1
331	ивана карамазова	1	1
332	в какой	1	1
333	отнюдь не	1	1
334	действующих лиц	2	1
335	делает их	1	1
336	но мы	2	1
337	можно лишь	1	1
338	существенное значение	1	1
339	и иные	1	1
340	свою жизненную	1	1
341	вступает в	1	1
342	используются в	2	1
343	оценки и	1	1
344	в мировой	2	1
345	автором и	1	1
346	нами не	1	1
347	в условиях	1	1
348	роман и	2	1
349	и другие	2	1
350	в конце	1	1
351	никак нельзя	1	1
352	освобождения от	1	1
353	и без	1	1
354	в различные	2	1
355	от автора	1	1
356	в системе	1	1
357	от него	5	1
358	весьма различной	1	1
359	слова эта	1	1
360	все же	6	1
361	в составе	1	1
362	в окружающей	1	1
363	слова могут	4	1
364	их сознания	1	1
365	и речевой	1	1
366	но их	1	1
367	проявляется в	1	1
368	значение в	2	1
369	бы и	3	1
370	если он	1	1
371	более того	2	1
372	тем как	1	1
373	разделять с	1	1
374	которого он	2	1
375	чужой речи	16	1
376	и становится	1	1
377	те же	2	1
378	от языковой	1	1
379	к самому	1	1
380	со всеми	2	1
381	познаваемого объекта	1	1
382	стиля в	1	1
383	и достоевского	1	1
384	или индивидуального	1	1
385	мы находим	1	1
386	и способов	1	1
387	ее как	1	1
388	с некоторыми	1	1
389	нуждается в	2	1
390	шире и	1	1
391	с той	1	1
392	все то	1	1
393	речи от	1	1
394	между собой	1	1
395	людей в	1	1
396	вокруг него	2	1
397	не знают	1	1
398	и внутренне	2	1
399	к такому	1	1
400	этих моментов	1	1
401	если на	1	1
402	до нас	1	1
403	к явлениям	1	1
404	этого типа	1	1
405	и оценки	1	1
406	к различным	2	1
407	иметь в	1	1
408	дело с	4	1
409	в формах	1	1
410	в таких	1	1
411	к общему	1	1
412	он ни	1	1
413	есть от	2	1
414	время от	1	1
415	мира с	1	1
416	по ту	1	1
417	не с	3	1
418	этим и	1	1
419	этом и	1	1
420	в статике	1	1
421	материал из	2	1
422	тех или	1	1
423	и мир	4	1
424	оно в	1	1
425	произведения в	1	1
426	в узком	4	1
427	такими же	1	1
428	принадлежащих к	1	1
429	литературы но	1	1
430	к чужому	3	1
431	а как	1	1
432	гуманитарных науках	1	1
433	двуголосого слова	4	1
434	включает в	2	1
435	с чужим	11	1
436	они не	2	1
437	языка а	5	1
438	в жизненном	1	1
439	проникает в	2	1
440	и внутренняя	1	1
441	языка и	9	1
442	косвенной речи	1	1
443	являются такими	1	1
444	как мы	7	1
445	в герое	1	1
446	степени и	2	1
447	и слово	2	1
448	с которым	2	1
449	в сфере	2	1
450	можно говорить	2	1
451	требует от	2	1
452	зрения и	2	1
453	что его	1	1
454	и служит	1	1
455	что не	1	1
456	в прошлом	2	1
457	с легкой	1	1
458	определяет его	1	1
459	что такое	1	1
460	на языке	1	1
461	европейского романа	7	1
462	частности в	1	1
463	разрыв между	3	1
464	и от	3	1
465	в сущности	6	1
466	и ограничивают	1	1
467	зависимости от	4	1
468	да и	1	1
469	говорящего и	2	1
470	но всегда	1	1
471	и приобретает	1	1
472	в одной	1	1
473	речи могут	1	1
474	внутренней диалогичности	2	1
475	один из	5	1
476	в высказывании	1	1
477	в научном	1	1
478	в истории	11	1
479	никогда не	7	1
480	художественный образ	4	1
481	евгении онегине	1	1
482	все это	16	1
483	и даже	7	1
484	и возможности	1	1
485	на мир	2	1
486	сливается с	4	1
487	представить себе	1	1
488	же и	2	1
489	это требует	1	1
490	его сознание	1	1
491	это было	1	1
492	здесь выступает	1	1
493	здесь именно	1	1
494	только и	2	1
495	своему герою	1	1
496	вне произведения	1	1
497	возможно в	1	1
498	однако и	1	1
499	высказывания как	1	1
500	интересом к	1	1
501	в особенности	3	1
502	для своей	1	1
503	человека как	1	1
504	и другим	2	1
505	вырождается в	2	1
506	чтобы оно	1	1
507	не всегда	2	1
508	условность и	1	1
509	от нас	2	1
510	для этого	4	1
511	языков в	8	1
512	в зависимости	4	1
513	целом здесь	1	1
514	этого слова	1	1
515	людей как	1	1
516	человека внутренняя	1	1
517	как ни	1	1
518	и существенно	2	1
519	с этими	1	1
520	внешне не	1	1
521	авторского слова	1	1
522	зрения не	1	1
523	и внутренней	2	1
524	есть процесс	1	1
525	как у	1	1
526	это может	1	1
527	облекается в	1	1
528	в такой	1	1
529	этих случаях	2	1
530	к ним	1	1
531	тем и	1	1
532	особое отношение	1	1
533	в историческом	2	1
534	как сказано	1	1
535	языка происходит	1	1
536	могут служить	1	1
537	этом случае	6	1
538	не для	1	1
539	в иных	1	1
540	он говорит	1	1
541	не могут	5	1
542	может служить	1	1
543	говорящий здесь	1	1
544	процесс формирования	1	1
545	становящегося человека	1	1
546	героя в	3	1
547	синтаксической конструкции	1	1
548	сознание не	1	1
549	или иную	1	1
550	процесс их	1	1
551	в результате	2	1
552	также и	2	1
553	из своего	1	1
554	не просто	1	1
555	глубокий и	1	1
556	на каждом	2	1
557	и определяется	1	1
558	должен был	1	1
559	предмет речи	1	1
560	xviii века	1	1
561	форму в	1	1
562	чужому слову	2	1
563	высказывания но	1	1
564	на них	2	1
565	и роман	2	1
566	в различных	2	1
567	в своих	1	1
568	той же	3	1
569	быть и	3	1
570	должен быть	2	1
571	то она	1	1
572	или точнее	1	1
573	всех его	3	1
574	все они	2	1
575	подход к	1	1
576	себе еще	1	1
577	время и	1	1
578	между этими	1	1
579	за ним	1	1
580	с которой	1	1
581	пусть это	1	1
582	только для	1	1
583	же в	1	1
584	толстого в	1	1
585	от содержания	1	1
586	в систему	1	1
587	здесь только	1	1
588	которая не	1	1
589	границ и	1	1
590	и есть	1	1
591	становления мира	1	1
592	творческого процесса	1	1
593	человека но	1	1
594	иметь место	1	1
595	претендуют на	1	1
596	ее содержание	1	1
597	что она	1	1
598	введенное в	1	1
599	романного слова	2	1
600	всем его	2	1
601	от художественного	1	1
602	стремится к	3	1
603	в каждом	1	1
604	новый модус	3	1
605	перед нами	3	1
606	на фоне	4	1
607	себе а	1	1
608	своей внутренней	1	1
609	так как	4	1
610	но во	1	1
611	от его	1	1
612	она может	2	1
613	характерно что	1	1
614	но самое	1	1
615	как такового	1	1
616	его внешними	1	1
617	основе его	2	1
618	этого в	1	1
619	могли бы	1	1
620	все что	2	1
621	и ценностями	1	1
622	ним всегда	1	1
623	героев и	1	1
624	вырастающая из	1	1
625	так называемые	1	1
626	которого может	1	1
627	утратит свою	1	1
628	не обязательно	1	1
629	может иметь	3	1
