N	2gram	Voloshinov_2	RusskieA
440	в другой	1	1
441	в это	1	1
442	и даже	2	1
443	и чем	1	1
444	в ряде	1	1
445	и др	1	1
446	и затем	1	1
447	превращается в	1	1
448	смысла и	1	1
449	такое которое	1	1
450	и жены	1	1
451	на которых	1	1
452	не на	2	1
453	влияние и	1	1
454	него не	1	1
455	и следовательно	6	1
456	на которые	1	1
457	в исторической	1	1
458	через нее	1	1
459	в одной	2	1
460	и потому	2	1
461	к себе	1	1
462	на какую-то	1	1
463	на тот	1	1
464	смысле этого	4	1
465	здесь имеется	1	1
466	когда же	1	1
467	в тех	2	1
468	можно выразить	1	1
469	исходя из	1	1
470	в современной	1	1
471	и более	7	1
472	быть не	1	1
473	этого слова	5	1
474	и не	19	1
475	не касается	1	1
476	славяне и	1	1
477	то кто	1	1
478	но это	1	1
479	она будет	1	1
480	это выражение	1	1
481	и тогда	2	1
482	первую очередь	1	1
483	идеологии и	1	1
484	в двух	3	1
485	от него	2	1
486	а может	1	1
487	тем более	5	1
488	мы должны	1	1
489	только что	3	1
490	или не	1	1
491	этих элементов	1	1
492	к ее	1	1
493	его к	2	1
494	несмотря на	1	1
495	только с	2	1
496	в свою	6	1
497	сказать что	4	1
498	другой стороны	1	1
499	на который	1	1
500	когда в	1	1
501	не сами	1	1
502	него в	1	1
503	в заключение	1	1
504	что большинство	1	1
505	если следовательно	1	1
506	во всяком	3	1
507	также не	1	1
508	направление в	2	1
509	и эта	2	1
510	как на	2	1
511	и особенно	2	1
