N	2gram	Nazirov_Vr_1	Narrotol
101	которой он	1	3
102	о которой	2	3
103	что я	2	3
104	одна из	2	3
105	же время	5	3
106	по своей	1	3
107	этом отношении	1	3
108	как по	1	3
109	и сам	1	3
110	о котором	1	3
111	о нем	6	3
112	это не	4	3
113	известном смысле	1	3
114	один из	1	3
115	между тем	5	3
116	как раз	2	3
117	и даже	6	3
118	в соответствии	1	3
119	человек в	1	3
120	да и	1	3
121	в таком	1	3
122	по его	1	2
123	же как	2	2
124	в составе	1	2
125	ему в	1	2
126	в ней	4	2
127	еще не	2	2
128	он сам	2	2
129	столь же	2	2
130	в чем	3	2
131	не являются	1	2
132	за границей	2	2
133	в самом	1	2
134	раз в	3	2
135	роль в	1	2
136	как он	1	2
137	на то	3	2
138	не будет	1	2
139	той же	1	2
140	было бы	1	2
141	несмотря на	4	2
142	с точки	2	2
143	и что	8	2
144	в лицо	2	2
145	но он	3	2
146	однако в	1	2
147	в обоих	1	2
148	не имеет	1	2
149	в процессе	1	2
150	как о	1	2
151	говорить о	1	2
152	достоевского и	7	2
153	не могло	1	2
154	только не	1	2
155	потому что	1	2
156	для нас	4	2
157	но для	1	2
158	и он	2	2
159	что у	3	2
160	во второй	1	2
161	том как	1	2
162	быть может	1	2
163	героини и	1	2
164	но зато	1	2
165	себя в	1	2
166	с нею	2	2
167	в начале	6	2
168	не все	1	2
169	в душе	1	2
170	давно уже	3	2
171	именно в	1	2
172	а с	2	2
173	говорит о	1	2
174	только по	1	2
175	так же	4	2
176	в него	2	2
177	автора в	1	2
178	по своему	1	2
179	о чем	2	2
180	его жизни	1	2
181	но это	2	2
182	к которому	1	2
183	бы в	1	2
184	тем более	2	2
185	только что	1	2
186	во время	2	2
187	о своем	1	2
188	в свою	2	2
189	точно так	1	2
190	в своих	4	2
191	он лишь	1	2
192	во сне	1	2
193	как на	1	2
194	они не	1	2
195	а между	1	1
196	отношения к	2	1
197	одним из	3	1
198	также и	1	1
199	у гоголя	1	1
200	начинается с	1	1
201	котором уже	1	1
202	рассматривать в	1	1
203	не имел	1	1
204	ни тот	1	1
205	е годы	1	1
206	к своей	1	1
207	это и	1	1
208	каждый из	1	1
209	я напротив	1	1
210	случае о	1	1
211	он уже	1	1
212	на пороге	1	1
213	именно к	1	1
214	это время	1	1
215	собой в	1	1
216	а еще	1	1
217	руку к	1	1
218	во всех	1	1
219	совершенно прав	1	1
220	а тем	1	1
221	восходящая к	1	1
222	в сторону	1	1
223	общественное положение	1	1
224	отношение к	2	1
225	не просто	1	1
226	в е	1	1
227	рассказ о	1	1
228	как говорит	1	1
229	наряду с	3	1
230	первый взгляд	1	1
231	и как	3	1
232	и наконец	1	1
233	себе не	1	1
234	то в	1	1
235	центральному эпизоду	1	1
236	только два	1	1
237	по преимуществу	1	1
238	это такая	1	1
239	не могла	1	1
240	после этого	2	1
241	сказал что	1	1
242	нашего времени	2	1
243	в плане	1	1
244	из него	1	1
245	что ни	1	1
246	никому не	1	1
247	людей и	1	1
248	есть все	1	1
249	конечно в	1	1
250	в будущее	1	1
251	этого как	1	1
252	этом смысле	1	1
253	матери и	3	1
254	в это	2	1
255	но мы	1	1
256	всю жизнь	1	1
257	автору и	1	1
258	не всегда	1	1
259	в развитии	1	1
260	при виде	1	1
261	еще раз	1	1
262	не мог	2	1
263	ни другой	1	1
264	одного и	1	1
265	на первый	2	1
266	человек и	1	1
267	м м	2	1
268	человека как	1	1
269	в гостинице	1	1
270	всяком случае	1	1
271	жизнь его	1	1
272	вторая часть	1	1
273	его отношение	1	1
274	дама с	1	1
275	и уж	1	1
276	черты характера	1	1
277	и двусмысленный	1	1
278	второй раз	1	1
279	их в	2	1
280	не могли	1	1
281	связи с	3	1
282	раз и	1	1
283	что есть	3	1
284	всех их	1	1
285	вплоть до	1	1
286	но они	1	1
287	человека но	1	1
288	человечества и	1	1
289	было не	1	1
290	подавляющее большинство	1	1
291	а поскольку	1	1
292	и лишь	1	1
293	мыслей и	1	1
294	более что	1	1
295	такая же	1	1
296	сюжет в	1	1
297	в каком	1	1
298	во все	1	1
299	ли не	1	1
300	об одном	1	1
301	горе и	1	1
302	сходство с	1	1
303	не хотел	1	1
304	в полной	1	1
305	и о	3	1
306	эти не	1	1
307	с ее	1	1
308	в виду	4	1
309	и образ	1	1
310	меня в	1	1
311	то время	1	1
312	имела место	1	1
313	встреча с	1	1
314	на нее	1	1
315	эпизода из	1	1
316	не с	1	1
317	ясно что	1	1
318	было в	1	1
319	во многом	4	1
320	которого у	1	1
321	еще в	1	1
322	перед сном	1	1
323	как ему	1	1
324	жизнь и	1	1
325	о своей	1	1
326	внимание к	1	1
327	это была	1	1
328	это было	1	1
329	к нему	1	1
330	и во	3	1
331	этот момент	2	1
332	во всей	1	1
333	я вижу	1	1
334	в другой	1	1
335	также в	1	1
336	следует рассматривать	1	1
337	быть и	1	1
338	людей а	1	1
339	их характеры	1	1
340	но с	1	1
341	что только	1	1
342	которым он	1	1
343	ли он	1	1
344	по мнению	2	1
345	за которую	1	1
346	того же	1	1
347	и детей	4	1
348	указания на	1	1
349	самую суть	1	1
350	в нашей	2	1
351	которым не	1	1
352	литературе еще	1	1
353	искать в	1	1
354	и их	1	1
355	рядом деталей	1	1
356	в одном	1	1
357	конце жизни	1	1
358	никто не	1	1
359	за человек	1	1
360	согласия или	1	1
361	тем что	3	1
362	нужно было	1	1
363	до сих	1	1
364	ли это	1	1
365	как же	2	1
366	на этот	1	1
367	более того	1	1
368	у человека	1	1
369	к центральному	1	1
370	с которым	2	1
371	эпизоду в	1	1
372	и с	6	1
373	скептически и	1	1
374	с помощью	1	1
375	позволяет нам	1	1
376	уже давно	1	1
377	два человека	1	1
378	вместе с	2	1
379	с конца	1	1
380	же с	1	1
381	предположить что	1	1
382	это за	1	1
383	что же	1	1
384	и маргариты	1	1
385	в первой	1	1
386	и от	1	1
387	сих пор	1	1
388	все это	4	1
389	нем самом	1	1
390	мире а	1	1
391	которых он	1	1
392	и ушел	1	1
393	в связи	3	1
394	дети не	1	1
395	котором он	1	1
396	в этих	1	1
397	еще более	1	1
398	хотя в	1	1
399	сходятся в	1	1
400	год а	1	1
401	нам не	1	1
402	судьбы они	1	1
403	в романе	6	1
404	имя и	1	1
405	тот ни	1	1
406	по которой	1	1
407	бы его	1	1
408	из этого	1	1
409	который не	1	1
410	о себе	3	1
411	у людей	1	1
412	к этому	3	1
413	во всяком	1	1
