N	2gram	Bakhtin_KF_1	Narrotol
483	это только	2	1
484	жизнь и	2	1
485	собой и	1	1
486	приобщается к	2	1
487	гарантирует возможное	1	1
488	того мира	1	1
489	ничто в	1	1
490	и смерть	1	1
491	при такой	1	1
492	другими словами	1	1
493	основе своей	2	1
494	вследствие того	1	1
495	может не	2	1
496	мы делаем	1	1
497	это было	2	1
498	к нему	12	1
499	и смысловой	2	1
500	нем не	1	1
501	не со	2	1
502	событийности но	1	1
503	я а	1	1
504	и во	1	1
505	этот момент	6	1
506	который и	1	1
507	во всей	4	1
508	именно она	2	1
509	ее как	2	1
510	и единственном	8	1
511	и она	2	1
512	быть и	3	1
513	но с	1	1
514	что только	2	1
515	одной из	1	1
516	и кажется	1	1
517	субъекта в	1	1
518	и так	1	1
519	действительной жизни	3	1
520	мы будем	1	1
521	к смыслу	1	1
522	за которую	1	1
523	меня самого	1	1
524	именно на	2	1
525	было единственным	1	1
526	того же	1	1
527	события и	1	1
528	бы возникнуть	1	1
529	только себя	1	1
530	не можем	1	1
531	в большинстве	1	1
532	и чисто	1	1
533	еще одной	1	1
534	него и	1	1
535	от своей	5	1
536	большинстве случаев	1	1
537	в данной	1	1
538	растворяется в	1	1
539	быть определено	1	1
540	мир в	11	1
541	и их	6	1
542	в одном	4	1
543	как произойдет	1	1
544	никто не	1	1
545	не для	1	1
546	не о	2	1
547	к человеку	1	1
548	возвышается над	1	1
549	переживаемой жизни	1	1
550	которые могут	1	1
551	отдельного человека	1	1
552	тем что	3	1
553	жизни я	1	1
554	для того	3	1
555	мире где	1	1
556	именно как	1	1
557	в данный	3	1
558	человеком как	1	1
559	однако что	2	1
560	ли это	2	1
561	этого человека	1	1
562	только извне	1	1
563	а именно	1	1
564	себя со	1	1
565	по всей	1	1
566	но о	1	1
567	что не	3	1
568	мыслящего и	1	1
569	и своего	1	1
570	ничем не	1	1
571	человеческой жизни	1	1
572	другой в	1	1
573	с которым	1	1
574	его как	5	1
575	не я	3	1
576	и с	1	1
577	ни о	1	1
578	что мы	1	1
579	отвлечении от	6	1
580	здесь именно	1	1
581	может иметь	2	1
582	уже давно	1	1
583	в специальном	1	1
584	вместе с	1	1
585	и потому	2	1
586	всей его	2	1
587	же с	1	1
588	в историю	1	1
589	недостатках и	1	1
590	что именно	1	1
591	жизнь может	1	1
592	в человеке	1	1
593	объектов и	1	1
594	в мир	1	1
595	поскольку он	2	1
596	в первой	1	1
597	том смысле	1	1
598	дело здесь	2	1
599	время есть	1	1
600	слова и	1	1
601	события а	1	1
602	и от	1	1
603	о его	1	1
604	все это	10	1
605	которых он	1	1
606	я или	1	1
607	не существует	1	1
608	вследствие чего	1	1
609	определено как	1	1
610	не подлежит	1	1
611	котором он	3	1
612	или в	1	1
613	сознания и	3	1
614	а все	3	1
615	другое дело	2	1
616	когда он	1	1
617	но эти	1	1
618	оказались бы	1	1
619	в этих	1	1
620	еще более	2	1
621	и смысл	2	1
622	мы должны	1	1
623	все содержание	1	1
624	не непосредственно	1	1
625	выводит из	1	1
626	или не	1	1
627	но оно	1	1
628	требует чтобы	1	1
629	границу между	1	1
630	бытия не	2	1
631	не знает	5	1
632	было показано	1	1
633	жизни а	1	1
634	обрести единство	1	1
635	в последнем	1	1
636	одновременно и	1	1
637	по которой	1	1
638	не превращается	1	1
639	бы его	1	1
640	который не	1	1
641	в действительности	1	1
642	где он	3	1
643	просто не	1	1
644	к другим	1	1
645	а я	1	1
646	ее в	1	1
647	всем своим	1	1
648	событие не	1	1
649	к этому	2	1
650	во всяком	1	1
651	небо и	1	1
652	гораздо более	1	1
