N	2gram	Vygotskiy__1	NovoeSre
279	от того	3	1
280	вот что	2	1
281	и вместе	2	1
282	в основу	2	1
283	но все	1	1
284	вопрос для	1	1
285	формы к	1	1
286	этом он	1	1
287	не должна	1	1
288	том случае	2	1
289	выходит за	1	1
290	из всех	2	1
291	и из	1	1
292	знает что	1	1
293	общества в	1	1
294	искусство не	2	1
295	было бы	6	1
296	он есть	1	1
297	в социальной	1	1
298	а это	1	1
299	и правды	1	1
300	во внешней	1	1
301	себя и	2	1
302	в отличие	3	1
303	социальной жизни	1	1
304	обратиться к	2	1
305	процесс в	1	1
306	в этой	3	1
307	и техники	1	1
308	не всегда	2	1
309	и переживает	1	1
310	нельзя будет	1	1
311	не быть	2	1
312	как ни	1	1
313	отказаться от	2	1
314	ее на	1	1
315	когда она	2	1
316	огромную роль	1	1
317	что мы	8	1
318	и того	1	1
319	который я	1	1
320	одного и	2	1
321	тайны жизни	1	1
322	и еще	1	1
323	в этих	4	1
324	познания к	1	1
325	возможности в	1	1
326	но если	1	1
327	и сейчас	2	1
328	в такой	2	1
329	зачем же	1	1
330	на это	2	1
331	во времена	1	1
332	в котором	4	1
333	от формы	1	1
334	что вся	1	1
335	возможны только	1	1
336	одну из	1	1
337	и мир	1	1
338	у нас	4	1
339	жизни с	1	1
340	в зависимости	5	1
341	в силу	3	1
342	становится все	1	1
343	в другие	1	1
344	быть только	1	1
345	эту мысль	1	1
346	эти черты	1	1
347	мы должны	1	1
348	и более	1	1
349	их в	2	1
350	истину и	1	1
351	что этот	1	1
352	в состоянии	3	1
353	по себе	9	1
354	есть всегда	1	1
355	в это	1	1
356	в той	1	1
357	совершенно так	1	1
358	нас к	1	1
359	и очень	2	1
360	будто бы	2	1
361	оказывается совершенно	1	1
362	он создает	1	1
363	сих пор	3	1
364	так как	18	1
365	и развивается	1	1
366	оба они	1	1
367	природу и	1	1
368	быть признан	1	1
369	человека не	3	1
370	есть прежде	1	1
371	служить только	1	1
372	должны быть	3	1
373	она должна	2	1
374	в сущности	10	1
375	в более	1	1
376	нельзя указать	1	1
377	до сих	3	1
378	совершается в	1	1
379	того и	1	1
380	эпохе по	1	1
381	еще глубже	1	1
382	этой системы	1	1
383	чтобы понять	4	1
384	а к	1	1
385	или иная	1	1
386	явление в	1	1
387	мыслей и	2	1
388	к этой	2	1
389	своей природе	1	1
390	я хочу	1	1
391	не останется	1	1
392	и его	7	1
393	а также	1	1
394	или не	2	1
395	они будут	1	1
396	сам собой	1	1
397	понимают и	1	1
398	гораздо больше	1	1
399	или к	1	1
400	в области	11	1
401	в каком	2	1
402	та или	1	1
403	в свою	1	1
404	для решения	1	1
405	от всех	3	1
406	того же	2	1
407	вступить в	1	1
408	есть только	2	1
409	во все	1	1
410	есть признак	1	1
411	людей но	1	1
412	когда само	1	1
413	в которой	4	1
414	числе и	1	1
415	мысли но	2	1
416	жизни мы	1	1
417	звук уснул	3	1
418	всегда была	1	1
419	во всяком	8	1
420	то они	1	1
421	случае если	1	1
422	оно не	1	1
423	как на	3	1
424	все что	3	1
425	том числе	1	1
