N	2gram	Bakhtin_Fr_2	EvropaiC
117	хотя и	2	4
118	он не	1	4
119	всех этих	3	4
120	в одну	2	4
121	из них	3	4
122	и конец	1	4
123	в их	2	4
124	оказывается что	1	4
125	том же	1	4
126	из которых	1	4
127	что эта	1	4
128	связи с	2	4
129	в дальнейшем	2	4
130	никогда не	5	4
131	и т.д	2	4
132	в народе	1	4
133	и у	1	4
134	не есть	1	4
135	в виде	1	4
136	в конце	2	4
137	без того	1	4
138	в области	4	4
139	конце концов	1	4
140	как сказано	1	4
141	не могут	1	4
142	в течение	3	4
143	это есть	1	4
144	этом случае	1	4
145	мы должны	2	4
146	ибо в	1	4
147	хотя бы	1	4
148	состоит из	1	4
149	совершенно не	2	4
150	как известно	2	3
151	не вполне	1	3
152	но даже	2	3
153	культуру в	1	3
154	мы будем	1	3
155	в истории	6	3
156	еще больше	1	3
157	целый ряд	2	3
158	что по	1	3
159	и наконец	1	3
160	в нашем	2	3
161	в тех	2	3
162	этой культуры	2	3
163	развиваться в	1	3
164	в нем	9	3
165	на земле	3	3
166	и по	1	3
167	в совершенно	1	3
168	на этой	2	3
169	это не	1	3
170	в жизни	4	3
171	с тем	1	3
172	чем в	1	3
173	в этих	4	3
174	таким же	1	3
175	представление о	1	3
176	даже в	3	3
177	освободиться от	1	3
178	образом в	1	3
179	для нас	1	3
180	в разных	1	3
181	во всем	3	3
182	этой истории	1	3
183	и это	3	3
184	жизнь и	2	3
185	и вообще	3	3
186	с одной	3	3
187	настоящее время	1	3
188	подлежит сомнению	1	3
189	сомнению что	2	3
190	тот же	5	3
191	сказали что	1	3
192	очень много	2	3
193	в эти	1	3
194	конечно не	1	3
195	в начале	5	3
196	и других	3	3
197	прежде всего	19	3
198	в связи	2	3
199	ко всем	1	3
200	и потому	5	3
201	целом ряде	1	3
202	мы сказали	2	3
203	случаях когда	1	3
204	не подлежит	2	3
205	в настоящее	1	3
206	что только	2	3
207	бы в	1	3
208	а в	4	3
209	гораздо больше	1	3
210	тех же	2	2
211	в котором	1	2
212	и до	4	2
213	что эти	1	2
214	со своей	1	2
215	входящих в	1	2
216	также и	3	2
217	время от	1	2
218	почти все	3	2
219	в сущности	8	2
220	с ее	3	2
221	и ее	1	2
222	мы и	1	2
223	в ней	2	2
224	всю их	1	2
225	меньше чем	2	2
226	во всяком	2	2
227	только тогда	1	2
228	вступают в	1	2
229	что они	2	2
230	есть в	2	2
231	и где	1	2
232	и там	1	2
233	и те	1	2
234	вследствие этого	2	2
235	этот процесс	4	2
236	том чтобы	1	2
237	одной и	1	2
238	из него	1	2
239	а это	1	2
240	которые уже	1	2
241	а затем	3	2
242	то есть	32	2
243	в них	13	2
244	и особенно	3	2
245	мы видели	3	2
246	и традиции	2	2
247	в один	1	2
248	в эту	5	2
249	но если	1	2
250	никто не	2	2
251	от времени	1	2
252	точку зрения	2	2
253	образом и	1	2
254	над всеми	1	2
255	и более	4	2
256	она не	1	2
257	тогда когда	1	2
258	одна из	4	2
259	все без	1	2
260	только не	1	2
261	в самой	2	2
262	на этом	1	2
263	понять что	1	2
264	имеет место	1	2
265	должен быть	1	2
266	как мы	7	2
267	как не	1	2
268	в себя	6	2
269	и сам	1	2
270	в виду	3	2
271	и начало	1	2
272	в другом	2	2
273	другими словами	3	2
274	же время	6	2
275	можно встретить	1	2
276	к нему	3	2
277	них в	1	2
278	сил и	1	2
279	в ту	2	2
280	если это	1	2
281	было бы	3	2
282	и культуру	1	2
283	они могут	1	2
284	жизни и	7	2
285	этом что	1	2
286	борьбы с	1	2
287	одно из	1	2
288	для него	9	2
289	всяком случае	2	2
290	культура в	2	2
291	вовсе не	10	2
292	к ним	1	2
293	не было	4	2
294	с общим	1	2
295	которые по	1	2
296	однако это	1	2
297	только один	1	2
298	себя и	1	2
299	что для	3	2
300	одной стороны	3	2
301	одну из	2	2
302	ближе к	1	2
303	в частности	1	2
304	вопросов на	1	2
305	независимо от	1	2
306	но не	5	2
307	только то	2	2
308	с этой	1	2
309	которые будут	1	2
310	не более	1	2
311	с ними	1	2
312	в свою	1	2
313	что такие	1	2
314	ко всему	2	2
315	говоря о	1	1
316	например в	1	1
317	и весьма	1	1
318	он может	1	1
319	силы и	1	1
320	это и	2	1
321	между всеми	1	1
322	который можно	1	1
323	на историю	1	1
324	оно было	1	1
325	отдельных элементов	1	1
326	долгое время	1	1
327	той же	1	1
328	отношения к	4	1
329	есть не	1	1
330	которую мы	1	1
331	не во	2	1
332	единство и	1	1
333	роль во	1	1
334	этого века	2	1
335	я не	1	1
336	доступны только	1	1
337	воззрениях на	1	1
338	начала в	1	1
339	к своему	1	1
340	и самого	1	1
341	целом есть	1	1
342	произведение и	1	1
343	на них	1	1
344	всем этим	1	1
345	на их	1	1
346	это действительно	1	1
347	в различных	1	1
348	с его	5	1
349	бы не	1	1
350	в создании	1	1
351	и другие	2	1
352	себе и	2	1
353	по другим	1	1
354	для борьбы	1	1
355	него только	1	1
356	правильно и	1	1
357	в центре	1	1
358	что во	1	1
359	если она	1	1
360	как в	1	1
361	выйти из	1	1
362	продолжали существовать	1	1
363	однако не	1	1
364	перед нами	1	1
365	тех случаях	1	1
366	и как	1	1
367	тем же	1	1
368	бы с	1	1
369	он в	1	1
370	его следует	1	1
371	еще далеко	1	1
372	отчасти и	2	1
373	и заставить	1	1
374	нами в	1	1
375	не могла	1	1
376	их а	1	1
377	века к	1	1
378	на его	2	1
379	весь свой	1	1
380	главным образом	1	1
381	неизбежно должны	1	1
382	но именно	3	1
383	являются лишь	1	1
384	перестает быть	2	1
385	когда все	1	1
386	и еще	2	1
387	и вот	3	1
388	кажется нам	1	1
389	они нашли	1	1
390	свою силу	1	1
391	его можно	1	1
392	людей и	1	1
393	уже сказали	1	1
394	этом последнем	1	1
395	здесь мы	1	1
396	культуры но	2	1
397	распространяется на	1	1
398	несколько иной	1	1
399	и сумели	1	1
400	зрения на	2	1
401	знает что	1	1
402	входит в	1	1
403	на путь	1	1
404	он есть	1	1
405	кажется что	1	1
406	которому и	1	1
407	само собою	1	1
408	рядом с	6	1
409	она и	1	1
410	развития должен	1	1
411	ним общее	1	1
412	разобранные нами	1	1
413	но лишь	1	1
414	разнородных элементов	1	1
415	гораздо дальше	1	1
416	и традиция	1	1
417	понимает в	1	1
418	сторону его	1	1
419	ссылаться на	1	1
420	в развитии	1	1
421	ряде других	1	1
422	для своих	1	1
423	народа и	1	1
424	их на	1	1
425	не мог	1	1
426	лучше всего	1	1
427	искать в	1	1
428	в своей	5	1
429	затем и	2	1
430	можно найти	2	1
431	во времена	1	1
432	то для	1	1
433	свой смысл	1	1
434	и создавать	1	1
435	из области	1	1
436	и той	1	1
437	эта не	1	1
438	но он	6	1
439	и эти	2	1
440	их в	3	1
441	в корне	1	1
442	что этот	1	1
443	необходимо чтобы	1	1
444	если их	1	1
445	в отношении	2	1
446	стоит в	1	1
447	на современную	1	1
448	все три	1	1
449	первый из	1	1
450	как о	1	1
451	к этим	3	1
452	особый характер	1	1
453	дело в	1	1
454	больше чем	1	1
455	именно с	1	1
456	эта традиция	1	1
457	они являются	2	1
458	таким путем	1	1
459	к концу	1	1
460	к ней	2	1
461	всех своих	1	1
462	сущность его	1	1
463	ко всякой	1	1
464	уже говорили	5	1
465	и его	17	1
466	же он	1	1
467	шло по	1	1
468	только с	3	1
469	культура была	1	1
470	их от	1	1
471	с и	1	1
472	это по	1	1
473	есть только	1	1
474	да и	3	1
475	для развития	1	1
476	т.е к	1	1
477	всего что	2	1
478	частной жизни	1	1
479	половой жизни	2	1
480	они и	1	1
481	для себя	1	1
482	правда не	1	1
483	некоторой степени	1	1
484	нам то	1	1
485	всем миром	1	1
486	своего развития	3	1
487	всех сторон	1	1
488	здесь не	2	1
489	без всякого	2	1
490	из приведенных	1	1
491	нами выше	1	1
492	с самого	1	1
493	говорили что	1	1
494	так в	3	1
495	роль в	5	1
496	поэтому мы	1	1
497	в борьбе	1	1
498	и самому	1	1
499	именно этот	1	1
500	можно только	1	1
501	не были	2	1
502	ничего не	2	1
503	стремление к	1	1
504	имеются и	1	1
505	другом месте	2	1
506	люди с	1	1
507	всего человечества	1	1
508	и та	1	1
509	время в	1	1
510	еще дальше	1	1
511	же более	2	1
512	них еще	2	1
513	отрицательные стороны	1	1
514	в значительной	3	1
515	на точку	1	1
516	которых они	1	1
517	ее от	1	1
518	вся эта	1	1
519	раньше чем	1	1
520	борьбе с	1	1
521	во всей	1	1
522	тех из	1	1
523	у одного	1	1
524	как объяснить	1	1
525	и следовательно	2	1
526	в лучшем	1	1
527	но почти	1	1
528	наконец и	1	1
529	один из	7	1
530	гораздо меньше	1	1
531	его устами	1	1
532	видели что	1	1
533	мы видим	1	1
534	культура а	1	1
535	и кажется	1	1
536	в разные	1	1
537	поэтому и	1	1
538	чтобы после	1	1
539	в качестве	2	1
540	с нею	1	1
541	он усматривает	1	1
542	уже в	5	1
543	только на	1	1
544	этого нельзя	1	1
545	перечисленных нами	1	1
546	этой новой	2	1
547	за ним	1	1
548	объясняется это	1	1
549	который как	1	1
550	центр тяжести	1	1
551	мы находим	4	1
552	и со	3	1
553	в прошлом	1	1
554	быть на	1	1
555	до некоторой	1	1
556	тем что	4	1
557	половая жизнь	1	1
558	даже и	2	1
559	такие которые	1	1
560	но из	1	1
561	бы это	1	1
562	и даже	2	1
563	развития в	1	1
564	о своей	1	1
565	не раньше	1	1
566	свою историю	1	1
567	связаны с	2	1
568	к которому	1	1
569	как же	1	1
570	еще и	1	1
571	с ней	1	1
572	и люди	1	1
573	точке зрения	1	1
574	не создает	1	1
575	кто знает	1	1
576	до конца	2	1
577	а не	1	1
578	в руках	1	1
579	на эту	2	1
580	когда она	1	1
581	культуры мы	1	1
582	не похожим	1	1
583	на которые	1	1
584	наконец просто	1	1
585	он и	1	1
586	все более	1	1
587	вступает в	1	1
588	эти слова	1	1
589	это те	1	1
590	некоторые из	1	1
591	в человеке	1	1
592	что за	1	1
593	реальные исторические	1	1
594	и продолжают	1	1
595	могут быть	2	1
596	есть как	1	1
597	человек с	1	1
598	жизни во	1	1
599	их было	1	1
600	благодаря этому	4	1
601	над тем	1	1
602	целую систему	1	1
603	времени к	1	1
604	все остальные	1	1
605	с элементами	1	1
606	оружием в	1	1
607	народных массах	1	1
608	всего в	1	1
609	в более	1	1
610	на самой	1	1
611	и часто	1	1
612	пор еще	2	1
613	в самые	2	1
614	жизнью в	1	1
615	ограниченной и	1	1
616	на время	1	1
617	сильны и	1	1
618	а все	1	1
619	за каждым	1	1
620	и перед	3	1
621	развития и	1	1
622	всего можно	1	1
623	лишь как	2	1
624	еще более	1	1
625	в большей	3	1
626	времени все	1	1
627	будто бы	1	1
628	господствовать в	1	1
629	и непонятной	1	1
630	наконец третий	1	1
631	в целях	2	1
632	жизни в	3	1
633	сказать что	6	1
634	это сознание	1	1
635	у животных	1	1
636	всех других	2	1
637	на своем	1	1
638	проникнуть в	2	1
639	утратили свой	1	1
640	вполне понятно	2	1
641	ее в	2	1
642	в своих	4	1
643	и эта	2	1
644	в состояние	1	1
645	они вступают	1	1
