N	2gram	Propp_Isto_7	Analitik
244	как если	1	1
245	легко может	1	1
246	этого мотива	5	1
247	не все	3	1
248	с отцом	1	1
249	не путем	1	1
250	герой не	3	1
251	отношение к	5	1
252	должны были	3	1
253	говорилось выше	1	1
254	один и	1	1
255	является к	2	1
256	что во	2	1
257	независимо от	1	1
258	дочери а	2	1
259	встречи с	1	1
260	этой стороны	3	1
261	тех случаях	4	1
262	еще больше	1	1
263	этом же	2	1
264	самом начале	1	1
265	имеет в	1	1
266	и свою	1	1
267	от этого	1	1
268	и хотя	1	1
269	или иную	1	1
270	не можем	2	1
271	та же	2	1
272	и у	2	1
273	на могиле	1	1
274	в известном	1	1
275	прослеживается в	1	1
276	и тот	2	1
277	есть явление	1	1
278	во многих	2	1
279	на стадии	1	1
280	на смену	1	1
281	на то	3	1
282	частности и	1	1
283	в отдельности	2	1
284	сказкой и	1	1
285	в силу	2	1
286	том чтобы	3	1
287	характер в	1	1
288	поэтому оно	1	1
289	всех своих	1	1
290	но дело	1	1
291	в нее	1	1
292	к убийству	1	1
293	здесь мы	5	1
294	однако все	1	1
295	этим самым	1	1
296	и может	1	1
297	того кто	2	1
298	в другом	1	1
299	видит что	1	1
300	а по	1	1
301	это весьма	1	1
302	большинстве случаев	1	1
303	себя не	1	1
304	от одного	1	1
305	отца и	2	1
306	есть и	4	1
307	имеющихся в	2	1
308	чаще всего	3	1
309	еще одно	1	1
310	солнце и	1	1
311	рядом с	1	1
312	которой он	3	1
313	в чистом	1	1
314	должно быть	1	1
315	он обращается	1	1
316	обратимся к	1	1
317	в один	2	1
318	всех этих	6	1
319	и становится	3	1
320	с первых	1	1
321	в эту	1	1
322	в войне	1	1
323	бы на	1	1
324	этом случае	1	1
325	от своего	1	1
326	в своей	1	1
327	право на	5	1
328	ремесла однако	1	1
329	как все	1	1
330	это делает	1	1
331	еще нет	1	1
332	этому же	1	1
333	доме и	1	1
334	превратилась в	3	1
335	от себя	1	1
336	собой и	1	1
337	при рассмотрении	1	1
338	отцом и	1	1
339	для этого	1	1
340	здесь достаточно	1	1
341	для нее	2	1
342	же мы	1	1
343	нас к	2	1
344	это верно	1	1
345	то с	1	1
346	автора и	1	1
347	что мотив	1	1
348	исторического бытия	1	1
349	с ним	5	1
350	как можно	1	1
351	от нас	1	1
352	посредников между	1	1
353	передний план	1	1
354	на него	2	1
355	в основе	2	1
356	у него	10	1
357	после свадьбы	1	1
358	с некоторой	1	1
359	к тебе	1	1
360	под этим	1	1
361	в противоречие	1	1
362	можно усмотреть	1	1
363	ему и	1	1
364	отцу как	1	1
365	потому что	9	1
366	со своим	4	1
367	связи с	3	1
368	смысл этой	1	1
369	как я	1	1
370	как будто	1	1
371	они же	3	1
372	не нуждается	1	1
373	ему в	1	1
374	в бою	1	1
375	перед ним	1	1
376	жениха с	2	1
377	очень часто	1	1
378	к самому	1	1
379	не могут	2	1
380	заметил что	1	1
381	здесь пока	1	1
382	этот сын	1	1
383	что уже	1	1
384	в наши	1	1
385	все еще	1	1
386	красивой женщины	1	1
387	а ее	1	1
388	своего отца	4	1
389	что при	2	1
390	не единственный	1	1
391	для себя	1	1
392	в ситуации	1	1
393	как мы	3	1
394	и о	2	1
395	свою руку	1	1
396	формы и	1	1
397	для всего	1	1
398	это ведет	1	1
399	него самого	1	1
400	этим же	1	1
401	что у	4	1
402	из двух	1	1
403	в одну	2	1
404	жизни на	1	1
405	живет в	1	1
406	мог бы	1	1
407	с этого	1	1
408	если бы	1	1
409	он спрашивает	1	1
410	о ней	1	1
411	в состав	1	1
412	в самой	1	1
413	и герой	3	1
414	а герой	1	1
415	все его	2	1
416	мы понимаем	1	1
417	должно было	2	1
418	в центральной	1	1
419	связь между	1	1
420	от них	1	1
421	так возникает	1	1
422	во всей	1	1
423	и только	1	1
424	вслед за	1	1
425	тем более	2	1
426	выше в	3	1
427	он якобы	1	1
428	того что	6	1
429	герой в	2	1
430	д и	1	1
431	всякого рода	1	1
432	и дело	2	1
433	тот же	2	1
434	одной из	4	1
435	с ними	1	1
436	например так	1	1
437	которых в	1	1
438	сына и	1	1
439	и так	2	1
440	по этому	2	1
441	за ней	1	1
442	так что	3	1
443	оказывается в	1	1
444	и возвращение	1	1
445	как кажется	1	1
446	или даже	2	1
447	в мифе	2	1
448	ту или	1	1
449	ибо он	1	1
450	характерно что	2	1
451	мы знаем	2	1
452	нее в	1	1
453	себе в	1	1
454	и их	1	1
455	вовсе не	4	1
456	говорит ему	2	1
457	к ним	2	1
458	не о	1	1
459	ту сторону	1	1
460	она будет	2	1
461	в самый	1	1
462	играет в	1	1
463	не говорит	1	1
464	и делает	1	1
465	к той	1	1
466	для того	1	1
467	он же	1	1
468	аристофана где	1	1
469	до сих	2	1
470	может и	1	1
471	связаны с	2	1
472	ее в	3	1
473	и вступает	2	1
474	а именно	6	1
475	эти две	1	1
476	а с	1	1
477	и др	2	1
478	только по	1	1
479	что им	1	1
480	превращается в	3	1
481	за год	1	1
482	ей не	1	1
483	на этот	2	1
484	не знает	1	1
485	на передний	1	1
486	и милостиво	1	1
487	приобщение к	1	1
488	к представлениям	1	1
489	свое внимание	1	1
490	вероятно не	1	1
491	ни за	2	1
492	до этого	1	1
493	из трех	1	1
494	к себе	3	1
495	не удается	1	1
496	в предыдущей	1	1
497	незадолго до	1	1
498	требует от	1	1
499	из которых	1	1
500	а если	2	1
501	вступление в	2	1
502	в литературе	2	1
503	с тех	2	1
504	за рамки	1	1
505	могут служить	1	1
506	как испытание	1	1
507	был в	2	1
508	из многочисленных	1	1
509	стороны с	2	1
510	сына из	1	1
511	с этой	6	1
512	и формы	1	1
513	сих пор	3	1
514	но это	3	1
515	между прочим	3	1
516	противоречие с	1	1
517	сын мой	1	1
518	в книге	1	1
519	в мировой	1	1
520	отвечает на	1	1
521	случаях когда	4	1
522	в связи	2	1
523	как на	1	1
524	обращается к	3	1
525	от него	3	1
526	об исторических	1	1
527	мы должны	4	1
528	от всего	1	1
529	хотя бы	1	1
530	облика и	1	1
531	в связь	1	1
532	но если	1	1
533	утверждал что	1	1
534	однако герой	1	1
535	здесь только	1	1
536	куда не	1	1
537	от лица	1	1
538	а о	1	1
539	я стал	1	1
540	этот вопрос	2	1
541	только как	1	1
542	от всех	2	1
543	оно не	1	1
544	из этого	1	1
545	героя в	1	1
546	жизни и	1	1
547	к этой	1	1
548	и другие	9	1
549	все что	1	1
550	они не	2	1
