N	2gram	Bakhtin_fo_1	Problemy
231	из которых	1	2
232	в ней	4	2
233	искать для	1	2
234	то он	1	2
235	для других	4	2
236	отношение к	2	2
237	тоже не	1	2
238	так что	1	2
239	в истории	2	2
240	в той	4	2
241	его на	2	2
242	с этим	6	2
243	и нет	2	2
244	однако не	1	2
245	могли бы	1	2
246	его к	1	2
247	и к	2	2
248	тяготеет к	1	2
249	момент его	2	2
250	европейского романа	4	2
251	времени отсюда	1	2
252	нами в	1	2
253	мира но	1	2
254	всей его	2	2
255	вследствие этого	3	2
256	он ни	1	2
257	всех этих	5	2
258	ни был	1	2
259	здесь мы	1	2
260	построении романа	1	2
261	при этом	3	2
262	дело здесь	1	2
263	в жизни	6	2
264	и уже	3	2
265	чем в	2	2
266	в один	1	2
267	ибо не	1	2
268	в отношении	3	2
269	в котором	4	2
270	романа который	1	2
271	в которых	2	2
272	но он	2	2
273	друг другу	2	2
274	пределах отдельных	2	2
275	человека но	1	2
276	с которой	1	2
277	не становятся	1	2
278	но они	3	2
279	самого начала	2	2
280	на себе	1	2
281	нем в	2	2
282	следовательно и	1	2
283	жизни не	3	2
284	правда в	1	2
285	связи с	6	2
286	раскрытия и	3	2
287	входят в	1	2
288	не сливается	1	2
289	к себе	4	2
290	нашу точку	1	2
291	во все	2	2
292	что оно	1	2
293	для себя	7	2
294	точками зрения	1	2
295	данном случае	1	2
296	самим собою	3	2
297	не возникает	1	2
298	и сам	1	2
299	те же	2	2
300	отсюда и	2	2
301	находится в	1	2
302	вне его	2	2
303	то они	1	2
304	и во	7	2
305	образом все	1	2
306	от них	1	2
307	какие мы	1	2
308	во всей	3	2
309	наконец в	1	2
310	нового типа	2	2
311	один из	3	2
312	мы видим	3	2
313	тот же	1	2
314	хотя бы	2	2
315	и ее	3	2
316	же и	2	2
317	конечно не	4	2
318	в большинстве	1	2
319	то и	1	2
320	ни одного	1	2
321	является не	1	2
322	или даже	1	2
323	его и	2	2
324	него нет	1	2
325	одно из	3	2
326	его мире	2	2
327	ведь это	1	2
328	произведения и	1	2
329	с собою	1	2
330	не о	2	2
331	героя его	1	2
332	лишь один	2	2
333	но потому	1	2
334	и даже	2	2
335	до сих	3	2
336	себя и	3	2
337	действие романа	1	2
338	к более	1	2
339	месте и	1	2
340	самое слово	1	2
341	мы остановимся	1	2
342	что из	1	2
343	поэтому не	1	2
344	в данном	2	2
345	друг с	1	2
346	в условиях	7	2
347	сих пор	3	2
348	то перед	1	2
349	совершенно новое	1	2
350	которые были	1	2
351	здесь конечно	2	2
352	слова но	1	2
353	и от	1	2
354	и человек	1	2
355	человек и	2	2
356	и перед	1	2
357	и вызывает	1	2
358	себя самого	1	2
359	бы он	1	2
360	его жизнь	1	2
361	же в	3	2
362	слово в	1	2
363	этот вопрос	1	2
364	не способна	1	2
365	между ними	3	2
366	героя как	1	2
367	жизни и	8	2
368	но эти	1	2
369	и наиболее	1	1
370	смысле слова	2	1
371	сливаются воедино	1	1
372	разделения на	1	1
373	же как	2	1
374	до него	1	1
375	в движение	3	1
376	так резко	1	1
377	функции в	1	1
378	века но	1	1
379	подхода и	1	1
380	всего это	2	1
381	по этим	1	1
382	важное положение	1	1
383	далее и	1	1
384	его жизненного	1	1
385	нового не	1	1
386	тем же	1	1
387	из самых	1	1
388	собою в	1	1
389	построены как	1	1
390	и за	1	1
391	свой мир	1	1
392	их и	2	1
393	из всех	1	1
394	со всех	1	1
395	нами был	1	1
396	мы не	3	1
397	теперь мы	1	1
398	в первый	1	1
399	единство и	1	1
400	всяком романе	1	1
401	именно к	1	1
402	превращения в	5	1
403	время как	5	1
404	как во	1	1
405	раскрытие и	1	1
406	жизни как	1	1
407	автор поэтому	1	1
408	и он	1	1
409	основе этого	1	1
410	и философские	1	1
411	дороги и	3	1
412	и происходит	1	1
413	первый план	1	1
414	во всех	6	1
415	но конечно	2	1
416	а следовательно	1	1
417	как если	2	1
418	друг к	2	1
419	романа то	3	1
420	самому герою	1	1
421	ходит по	1	1
422	в окружающем	1	1
423	а только	2	1
424	явлений и	1	1
425	в противоречии	1	1
426	в качестве	3	1
427	вступают в	1	1
428	можно прямо	2	1
429	нет и	2	1
430	в свои	1	1
431	сама по	1	1
432	романе а	1	1
433	независимо от	1	1
434	стороны и	2	1
435	на минуту	2	1
436	что касается	1	1
437	для третьего	2	1
438	в событие	1	1
439	хотя и	3	1
440	может получить	1	1
441	романа от	1	1
442	слова он	1	1
443	а перед	1	1
444	и объединения	1	1
445	от этого	2	1
446	оно ориентировано	1	1
447	романе не	3	1
448	со своей	3	1
449	не приходится	1	1
450	та же	1	1
451	что это	1	1
452	всего романа	1	1
453	в нашем	2	1
454	не оставляет	6	1
455	типа построения	1	1
456	из этих	1	1
457	вопрос в	1	1
458	романа но	4	1
459	всего необходимо	3	1
460	видим и	1	1
461	имеем в	1	1
462	в философии	1	1
463	помимо своей	1	1
464	как он	2	1
465	но на	4	1
466	в европейском	1	1
467	потому они	1	1
468	а вовсе	1	1
469	вообще не	3	1
470	не следует	1	1
471	в первых	1	1
472	поэтому вовсе	1	1
473	вера в	2	1
474	время и	4	1
475	высшей степени	1	1
476	и еще	2	1
477	и совершенно	1	1
478	он должен	2	1
479	них нет	1	1
480	в начале	3	1
481	и вот	1	1
482	кризис и	2	1
483	и по	2	1
484	его можно	1	1
485	лишь с	1	1
486	многообразие в	1	1
487	в основу	3	1
488	могла бы	1	1
489	что все	2	1
490	в совершенно	1	1
491	определяющая все	1	1
492	мире не	1	1
493	об этом	2	1
494	из них	1	1
495	и неизбежно	1	1
496	к другу	2	1
497	особенности в	1	1
498	них не	1	1
499	неповторимое своеобразие	1	1
500	непосредственно переходит	1	1
501	лишь в	6	1
502	с самим	5	1
503	роль в	9	1
504	ориентировано на	1	1
505	это противоречие	1	1
506	и лишен	1	1
507	характер не	3	1
508	ведь в	1	1
509	этого нового	1	1
510	здесь нет	3	1
511	по всему	1	1
512	на свои	1	1
513	для них	3	1
514	но уже	1	1
515	скепсис и	1	1
516	быть только	3	1
517	она и	1	1
518	в высшей	1	1
519	нечто на	1	1
520	мы имеем	1	1
521	о последней	1	1
522	громадную роль	2	1
523	и вне	3	1
524	но значение	1	1
525	между собою	1	1
526	уже у	1	1
527	литературных произведений	1	1
528	не больше	1	1
529	себе все	1	1
530	час и	1	1
531	одного и	5	1
532	вошел в	1	1
533	на первый	1	1
534	места в	2	1
535	приобретают совершенно	1	1
536	смысле он	1	1
537	разные этапы	1	1
538	место в	2	1
539	не столько	1	1
540	нет становления	2	1
541	терпят крушение	1	1
542	своего рода	1	1
543	не путем	1	1
544	должны были	1	1
545	значение для	1	1
546	и другого	1	1
547	что имеет	2	1
548	дан в	2	1
549	мы проследим	1	1
550	является только	1	1
551	где она	1	1
552	образом и	1	1
553	остается вне	1	1
554	теми же	1	1
555	смертной казни	1	1
556	героев не	1	1
557	времени а	1	1
558	так называемого	1	1
559	героем и	1	1
560	быть лишь	1	1
561	до известной	1	1
562	xviii века	3	1
563	и функции	1	1
564	в оболочке	2	1
565	и художественной	1	1
566	аналогичные явления	1	1
567	не имеет	4	1
568	ними не	1	1
569	который был	1	1
570	дело в	2	1
571	и имеет	1	1
572	раскрыть и	1	1
573	внешние и	2	1
574	того чтобы	5	1
575	та или	1	1
576	не могло	5	1
577	того и	2	1
578	и образ	3	1
579	самой жизни	1	1
580	те какие	1	1
581	всего на	1	1
582	или иная	1	1
583	того в	1	1
584	становится почти	1	1
585	к концу	3	1
586	на те	1	1
587	уже говорили	3	1
588	это слово	1	1
589	нам важно	1	1
590	и сама	1	1
591	здесь же	1	1
592	эти три	1	1
593	даже самая	1	1
594	внутренне не	3	1
595	в каком	2	1
596	с другом	1	1
597	у нас	1	1
598	в трагедии	2	1
599	одно и	3	1
600	в момент	1	1
601	и чужого	1	1
602	очень важная	2	1
603	и определений	1	1
604	здесь совершенно	2	1
605	про себя	1	1
606	я сам	1	1
607	должны быть	1	1
608	всего в	1	1
609	одну и	1	1
610	к тому	3	1
611	подходом к	2	1
612	как человек	4	1
613	они и	1	1
614	свое значение	1	1
615	в твердый	1	1
616	него как	1	1
617	и был	1	1
618	должен быть	1	1
619	мы привели	1	1
620	весь роман	2	1
621	особый характер	1	1
622	не существует	1	1
623	свою очередь	1	1
624	и сами	1	1
625	здесь не	4	1
626	этого пути	1	1
627	в ее	6	1
628	личности и	2	1
629	характер и	7	1
630	жизненного пути	9	1
631	чтобы быть	1	1
632	с самого	2	1
633	то время	4	1
634	как с	1	1
635	человека он	1	1
636	в другом	1	1
637	совершенно различных	1	1
638	третьего в	1	1
639	времени и	10	1
640	здесь как	2	1
641	по природе	2	1
642	которая была	1	1
643	оно как	1	1
644	во многом	2	1
645	весь человек	1	1
646	что дело	1	1
647	по сравнению	2	1
648	понятно что	4	1
649	была сделана	2	1
650	своего образа	1	1
651	быть или	1	1
652	даже не	2	1
653	образом в	1	1
654	в виду	3	1
655	только и	5	1
656	другом месте	1	1
657	тех кто	1	1
658	видение и	1	1
659	о том	1	1
660	не перед	1	1
661	за пределами	1	1
662	и миром	1	1
663	которым она	1	1
664	мира а	1	1
665	по указанным	1	1
666	этих идей	1	1
667	последнее звено	2	1
668	времени в	7	1
669	роман и	1	1
670	наполнение этих	1	1
671	является здесь	1	1
672	твердый образ	1	1
673	быть тем	1	1
674	во втором	2	1
675	как его	1	1
676	и только	1	1
677	внешнее и	2	1
678	резко отличается	1	1
679	построении образов	1	1
680	каков бы	1	1
681	вся жизнь	1	1
682	проблемы особой	1	1
683	и последнее	2	1
684	она может	1	1
685	второй план	1	1
686	того что	2	1
687	довлеет себе	2	1
688	бы эти	1	1
689	быть и	2	1
690	и соответствующие	1	1
691	ведь эти	1	1
692	всякого рода	2	1
693	художественное единство	1	1
694	одной из	3	1
695	мы увидим	1	1
696	что даже	1	1
697	явления в	2	1
698	проникнуть в	1	1
699	целого и	1	1
700	на своей	2	1
701	это очень	1	1
702	замкнутость и	1	1
703	по этому	1	1
704	нас здесь	1	1
705	себя в	1	1
706	особенно у	1	1
707	было так	1	1
708	с нею	1	1
709	друг за	2	1
710	первое и	1	1
711	ним не	1	1
712	они могли	1	1
713	при изображении	1	1
714	почти полностью	1	1
715	и других	3	1
716	изображенного в	1	1
717	к содержанию	1	1
718	быть образ	1	1
719	каждом явлении	1	1
720	благодаря этой	2	1
721	и их	8	1
722	совершенно безразлично	2	1
723	могло бы	1	1
724	он становится	2	1
725	не для	2	1
726	привела к	1	1
727	к ним	2	1
728	при всей	1	1
729	содержание романа	1	1
730	противоречии с	1	1
731	бытия и	1	1
732	из нее	2	1
733	раньше или	4	1
734	как разные	1	1
735	это было	1	1
736	она имеет	1	1
737	и оценки	1	1
738	ее на	1	1
739	в других	9	1
740	нет в	2	1
741	для того	5	1
742	эти противоречия	1	1
743	и герои	1	1
744	у которого	1	1
745	в особенности	9	1
746	глубине и	1	1
747	тотчас же	1	1
748	или чисто	1	1
749	на ее	1	1
750	и вступает	1	1
751	здесь в	2	1
752	их объективного	1	1
753	если мы	2	1
754	что не	3	1
755	идей сохраняется	1	1
756	но есть	1	1
757	только к	3	1
758	и люди	1	1
759	особой постановки	1	1
760	притом не	1	1
761	не создает	1	1
762	преимуществу в	1	1
763	а на	1	1
764	от различных	2	1
765	и самый	1	1
766	такая она	1	1
767	хоть сколько-нибудь	1	1
768	жизнь в	2	1
769	и оно	1	1
770	нашел наиболее	1	1
771	что мы	2	1
772	в одно	3	1
773	если не	1	1
774	с помощью	2	1
775	но благодаря	1	1
776	постановка героя	2	1
777	вступает в	2	1
778	этой же	1	1
779	в частности	6	1
780	роман в	4	1
781	два человека	1	1
782	люди и	1	1
783	прямо сказать	2	1
784	своей социальной	1	1
785	подхода к	3	1
786	и приобретает	1	1
787	романного жанра	1	1
788	за другом	2	1
789	внутреннего человека	1	1
790	к своему	2	1
791	не знал	1	1
792	от других	1	1
793	раскрыться и	1	1
794	самосознания человека	2	1
795	сравнению с	2	1
796	чертами его	1	1
797	лежат в	2	1
798	героя поэтому	1	1
799	типа в	1	1
800	типа как	1	1
801	в тех	1	1
802	работы о	1	1
803	наконец и	2	1
804	бы его	1	1
805	в человеческом	1	1
806	нем как	1	1
807	существенных моментах	1	1
808	мы сказали	1	1
809	зрения которого	1	1
810	этого слова	1	1
811	слова и	2	1
812	время оно	2	1
813	этом случае	1	1
814	других сферах	1	1
815	в основном	5	1
816	таком мире	1	1
817	например у	3	1
818	роман но	1	1
819	человека о	2	1
820	в более	2	1
821	известной степени	1	1
822	и единого	1	1
823	как такая	1	1
824	и быт	1	1
825	романа непосредственно	1	1
826	в единый	1	1
827	и само	1	1
828	самим героем	1	1
829	это он	1	1
830	его с	1	1
831	прочной и	1	1
832	которой можно	1	1
833	собой это	1	1
834	в другое	1	1
835	совершенно иной	3	1
836	развертывается в	1	1
837	и все	6	1
838	у них	2	1
839	вполне понятно	4	1
840	романы достоевского	1	1
841	на одно	1	1
842	все они	1	1
843	и роста	1	1
844	ее в	2	1
845	в искусстве	1	1
846	самому и	1	1
847	к смертной	1	1
848	становления и	1	1
849	в свою	2	1
850	с ней	1	1
851	возможно лишь	1	1
852	от всех	1	1
853	этой проблемы	2	1
854	совершенно не	2	1
855	речей и	1	1
856	слагается из	2	1
857	же мы	1	1
858	на ней	1	1
859	он действует	1	1
860	себе не	1	1
861	где он	1	1
862	особый тип	1	1
863	характера но	2	1
864	к этой	1	1
865	и другие	5	1
866	он у	2	1
867	героев ни	1	1
868	и эта	2	1
869	значение они	1	1
870	к этому	3	1
871	в таком	3	1
