N	2gram	Bakhtin_sl_2	Russkaja
156	не можем	1	2
157	все эти	6	2
158	нельзя считать	1	2
159	другом случае	1	2
160	и те	1	2
161	по самому	1	2
162	говорили в	1	2
163	стремиться к	2	2
164	факт что	2	2
165	мы уже	2	2
166	на этой	1	2
167	того или	1	2
168	на почве	4	2
169	по себе	5	2
170	и тем	1	2
171	в единое	2	2
172	на основании	1	2
173	этого не	1	2
174	этой борьбы	1	2
175	нисколько не	1	2
176	в этих	7	2
177	что такое	1	2
178	место в	1	2
179	и более	2	2
180	для нее	1	2
181	она не	6	2
182	только для	1	2
183	в таких	1	2
184	для нас	5	2
185	у него	3	2
186	к такому	1	2
187	следовательно и	1	2
188	самому своему	1	2
189	людей и	2	2
190	в области	2	2
191	к себе	1	2
192	отличается от	2	2
193	если же	1	2
194	и о	1	2
195	людей или	1	2
196	культуры и	1	2
197	если они	1	2
198	даже не	1	2
199	и должно	1	2
200	и что	1	2
201	от него	5	2
202	к нему	3	2
203	отметить что	3	2
204	быть и	3	2
205	проявляется в	1	2
206	их не	1	2
207	уже не	5	2
208	только на	1	2
209	его и	2	2
210	представить себе	1	2
211	ни в	4	2
212	не о	1	2
213	мы можем	1	2
214	только с	2	2
215	в других	1	2
216	даже и	4	2
217	и даже	7	2
218	этой роли	1	2
219	в некоторых	3	2
220	зависит от	1	2
221	а не	14	2
222	большинстве случаев	5	2
223	в частности	1	2
224	тот факт	2	2
225	или иного	1	2
226	отношения к	4	2
227	но это	3	2
228	этом и	1	2
229	от нас	2	2
230	остается в	5	2
231	и от	3	2
232	всем этим	2	2
233	в результате	2	2
234	чтобы понять	1	2
235	с ним	7	2
236	отношении к	4	2
237	свою задачу	1	2
238	с новыми	1	1
239	не должны	1	1
240	в сфере	2	1
241	и действительно	1	1
242	должен быть	2	1
243	того же	1	1
244	он может	1	1
245	силы и	1	1
246	это и	2	1
247	идет о	1	1
248	ту же	3	1
249	но главное	1	1
250	можно лишь	1	1
251	от которых	1	1
252	с таким	2	1
253	в зависимости	4	1
254	и за	1	1
255	также и	2	1
256	лишь тогда	2	1
257	есть не	1	1
258	на тех	1	1
259	мы не	2	1
260	не была	3	1
261	он как	1	1
262	ввести в	1	1
263	всего о	1	1
264	в сущности	6	1
265	момент необходимый	1	1
266	они были	1	1
267	голос совести	1	1
268	без всякого	2	1
269	идеалов и	1	1
270	в создании	1	1
271	на них	2	1
272	не был	2	1
273	что его	1	1
274	друг к	1	1
275	к этому	1	1
276	но как	2	1
277	точка зрения	2	1
278	значение и	1	1
279	к известной	1	1
280	должны были	1	1
281	необходимый для	1	1
282	в истории	11	1
283	трудно сказать	1	1
284	в одной	1	1
285	этой власти	1	1
286	странах и	1	1
287	перед нами	3	1
288	исключает возможность	1	1
289	и национальные	1	1
290	этой цели	1	1
291	сущности и	1	1
292	что так	1	1
293	выражение в	1	1
294	данного национального	1	1
295	если он	1	1
296	но на	1	1
297	своим собственным	1	1
298	вообще не	1	1
299	на его	2	1
300	с существующими	1	1
301	этого мало	1	1
302	силу и	1	1
303	тем не	1	1
304	время и	1	1
305	иных основаниях	1	1
306	однако при	1	1
307	жизни перед	1	1
308	языком и	7	1
309	лишь с	1	1
310	поскольку она	1	1
311	но все	5	1
312	значительной степени	6	1
313	подход к	1	1
314	делать в	1	1
315	борьбы и	1	1
316	об этом	1	1
317	к другу	1	1
318	или целиком	2	1
319	то есть	26	1
320	себя не	1	1
321	говорить не	1	1
322	или даже	3	1
323	всех областях	4	1
324	гораздо труднее	1	1
325	от степени	1	1
326	входит в	4	1
327	те или	1	1
328	не умеет	1	1
329	с другими	4	1
330	это не	5	1
331	то все	1	1
332	чаще всего	1	1
333	может стремиться	1	1
334	этого слова	1	1
335	все равно	1	1
336	вылиться в	1	1
337	не всегда	2	1
338	всегда и	1	1
339	как сказано	1	1
340	такой же	1	1
341	в один	1	1
342	одного и	1	1
343	видами и	1	1
344	на первый	1	1
345	все элементы	1	1
346	нет для	1	1
347	другим и	1	1
348	что среди	1	1
349	в такой	1	1
350	данной формы	1	1
351	и без	1	1
352	от чисто	1	1
353	прийти к	1	1
354	не столько	3	1
355	он принимает	1	1
356	мы теперь	1	1
357	быта и	1	1
358	своему существу	1	1
359	что европейская	1	1
360	ко всему	1	1
361	от возможных	1	1
362	возможно только	1	1
363	который мы	1	1
364	вовсе не	10	1
365	даже в	2	1
366	а два	1	1
367	освободиться от	1	1
368	и вся	1	1
369	не менее	4	1
370	его целом	1	1
371	до известной	1	1
372	самого начала	1	1
373	и проч	2	1
374	дело в	2	1
375	ее с	1	1
376	к новым	1	1
377	на себе	1	1
378	исторической и	1	1
379	на него	2	1
380	и форм	2	1
381	в основе	4	1
382	нас именно	1	1
383	образом в	1	1
384	чтобы стать	1	1
385	иметь в	1	1
386	только не	1	1
387	от власти	1	1
388	возможно и	2	1
389	это то	1	1
390	возможностей и	1	1
391	культура утратит	1	1
392	с одним	2	1
393	таким путем	1	1
394	к ней	2	1
395	различными видами	1	1
396	этом отношении	3	1
397	или иных	1	1
398	областях жизни	3	1
399	являются уже	1	1
400	стороны и	3	1
401	в духе	1	1
402	нет ни	1	1
403	могут быть	7	1
404	человека в	5	1
405	как только	1	1
406	слова но	1	1
407	одну и	1	1
408	что при	1	1
409	в применении	1	1
410	и это	1	1
411	оно может	2	1
412	говорят на	1	1
413	как мы	7	1
414	с ее	2	1
415	как не	1	1
416	в идею	1	1
417	свою очередь	2	1
418	к общему	1	1
419	на нем	2	1
420	людей в	1	1
421	и говорить	1	1
422	всего этого	1	1
423	и единственный	2	1
424	языка и	9	1
425	в собственном	3	1
426	в себя	2	1
427	с самого	1	1
428	степени и	2	1
429	роль в	2	1
430	и важность	1	1
431	и себе	1	1
432	понимание и	1	1
433	и ту	1	1
434	так и	15	1
435	те же	2	1
436	мог бы	1	1
437	глубоко и	3	1
438	личности на	1	1
439	нас и	1	1
440	необходимо иметь	1	1
441	в состав	3	1
442	язык и	7	1
443	никак не	1	1
444	можно сказать	1	1
445	в различных	2	1
446	могут в	1	1
447	с другой	5	1
448	должно было	1	1
449	борьба с	4	1
450	а во	1	1
451	когда оно	1	1
452	свою новую	1	1
453	единственно возможной	1	1
454	от этих	1	1
455	и писать	1	1
456	представления о	1	1
457	в русском	1	1
458	может иметь	3	1
459	является результатом	1	1
460	индивидуальный характер	1	1
461	мышление и	1	1
462	по своей	1	1
463	один из	5	1
464	поэтому для	1	1
465	с ними	5	1
466	недостаточно одного	1	1
467	быть глубоко	1	1
468	в обществе	1	1
469	совершенно иные	1	1
470	никак нельзя	1	1
471	же он	1	1
472	же и	2	1
473	в сторону	1	1
474	и политической	2	1
475	борьбы с	3	1
476	вдуматься в	1	1
477	основе его	2	1
478	а это	1	1
479	и обратно	1	1
480	и других	4	1
481	за ним	1	1
482	и их	5	1
483	в известной	1	1
484	в прошлом	2	1
485	не для	1	1
486	к ним	1	1
487	это именно	1	1
488	случае не	1	1
489	связано с	3	1
490	превращается в	1	1
491	ближайшим образом	1	1
492	которые как	1	1
493	связан с	3	1
494	себе представить	1	1
495	влияние на	2	1
496	не поддается	1	1
497	говорить и	1	1
498	ведь на	1	1
499	души и	1	1
500	что не	1	1
501	с единым	1	1
502	а на	1	1
503	которых мы	2	1
504	а наоборот	1	1
505	не исключает	1	1
506	до конца	17	1
507	не на	1	1
508	однако и	1	1
509	с которым	2	1
510	в свете	3	1
511	не допускает	1	1
512	именно так	1	1
513	ближе к	1	1
514	в одно	2	1
515	в связи	2	1
516	о себе	1	1
517	эта идея	2	1
518	как это	3	1
519	этих случаях	2	1
520	применении к	1	1
521	материал для	2	1
522	собой только	1	1
523	зрения здесь	1	1
524	и таким	1	1
525	языках и	1	1
526	числе и	1	1
527	себе еще	1	1
528	невозможно без	1	1
529	тех или	1	1
530	не является	1	1
531	известной степени	2	1
532	его лежит	1	1
533	на все	1	1
534	не знаем	2	1
535	действовать не	1	1
536	человек или	1	1
537	это как	1	1
538	человек и	14	1
539	к высокому	1	1
540	и все	5	1
541	соединяется с	1	1
542	к самому	1	1
543	на роль	2	1
544	нами не	1	1
545	политического и	1	1
546	может и	2	1
547	в свою	3	1
548	стать на	1	1
549	и внутренне	2	1
550	к его	2	1
551	всех других	1	1
552	отношению к	4	1
553	этот последний	1	1
554	эти элементы	1	1
555	том числе	1	1
556	они не	2	1
