N	2gram	Bakhtin_Fr_6	Otkroven
248	в корне	2	1
249	в одном	5	1
250	вовсе не	7	1
251	и сам	3	1
252	у нее	1	1
253	из него	1	1
254	и вечно	2	1
255	людей и	3	1
256	этом отношении	3	1
257	вещей и	1	1
258	я бы	1	1
259	его целиком	1	1
260	существа эти	1	1
261	в каждом	1	1
262	презрение к	1	1
263	же не	1	1
264	границы и	1	1
265	и даже	4	1
266	к другу	1	1
267	самим собой	2	1
268	где оно	1	1
269	как у	3	1
270	заключается в	2	1
271	пути от	1	1
272	в глазах	1	1
273	а именно	2	1
274	лица в	1	1
275	не совпадает	1	1
276	и прежде	2	1
277	у многих	1	1
278	действующих лиц	1	1
279	было и	2	1
280	на людей	1	1
281	всякого человека	1	1
282	в жизни	1	1
283	кажется что	2	1
284	смерть и	1	1
285	говорит о	1	1
286	притом не	1	1
287	в них	7	1
288	этого слова	1	1
289	а с	1	1
290	был в	2	1
291	на этот	1	1
292	что природа	1	1
293	и самый	3	1
294	заключено в	1	1
295	о чем	1	1
296	строгом смысле	1	1
297	стороны с	2	1
298	и тогда	1	1
299	нисколько не	1	1
300	народа и	3	1
301	под влиянием	1	1
302	мира в	2	1
303	он и	1	1
304	связь с	1	1
305	начиная с	2	1
306	все основные	2	1
307	его как	1	1
308	как это	2	1
309	в котором	4	1
310	в строгом	1	1
311	остается и	1	1
312	он говорит	1	1
313	все внимание	1	1
314	этих словах	1	1
315	одном из	1	1
316	связывали с	1	1
317	смысле этого	1	1
318	в сферу	1	1
319	мир и	1	1
320	плоти и	1	1
321	это есть	1	1
322	страха и	1	1
323	образ и	1	1
324	в конце	2	1
325	как от	1	1
326	которым он	1	1
327	а потому	1	1
328	свободы в	1	1
329	в отношении	1	1
330	и здесь	1	1
331	но это	3	1
332	на своем	1	1
333	бессмертия и	1	1
334	всего его	1	1
335	дело в	1	1
336	того как	1	1
337	одна из	1	1
338	связанная с	1	1
339	ты хочешь	1	1
340	не существует	1	1
341	всякий страх	1	1
342	в пределе	2	1
343	еще страшнее	1	1
344	космическая жизнь	1	1
345	и весь	1	1
346	что их	2	1
347	строя жизни	1	1
348	бы в	2	1
349	говорит в	1	1
350	еще более	2	1
351	для его	2	1
352	во всем	5	1
353	ведь этот	2	1
354	нужно отметить	1	1
355	как будто	1	1
356	всех тех	2	1
357	иначе чем	1	1
358	ведь все	1	1
359	это все	2	1
360	у нас	4	1
361	состоит из	2	1
362	в космосе	1	1
363	от всех	2	1
364	природе и	1	1
365	к его	1	1
366	для нашего	1	1
367	жизни а	1	1
368	у которых	1	1
369	уже отмечали	2	1
370	но оно	3	1
371	это конечно	1	1
372	та же	4	1
373	особенно в	1	1
374	сила и	2	1
375	люди все	1	1
376	его с	1	1
377	жизни и	3	1
378	это так	1	1
379	они и	3	1
