N	2gram	Tiupa_Narr_1	VrazhdaK
354	а п	1	1
355	прежде всего	4	1
356	выше и	1	1
357	в соответствии	5	1
358	имя которого	1	1
359	на этот	1	1
360	до конца	2	1
361	в рассказе	8	1
362	к центральному	1	1
363	одну из	1	1
364	с помощью	1	1
365	в частности	14	1
366	он ее	1	1
367	из которых	1	1
368	что за	1	1
369	персонажа на	1	1
370	это за	1	1
371	в ответ	1	1
372	того что	4	1
373	автором на	1	1
374	указанием на	1	1
375	в свое	1	1
376	лет назад	1	1
377	еще раз	3	1
378	известном смысле	2	1
379	сих пор	2	1
380	свои позиции	1	1
381	об одном	1	1
382	но для	3	1
383	не любил	1	1
384	ближе к	1	1
385	которых он	1	1
386	дети не	1	1
387	и от	2	1
388	но на	1	1
389	о котором	1	1
390	человек и	1	1
391	тот кто	2	1
392	хотя и	4	1
393	ее и	1	1
394	еще более	1	1
395	у которого	1	1
396	но зато	2	1
397	позволяет нам	2	1
398	только что	2	1
399	можно признать	1	1
400	в обоих	2	1
401	канонический текст	1	1
402	отношении к	1	1
403	а о	2	1
404	быть и	2	1
405	другой стороны	2	1
406	только о	1	1
407	героя в	3	1
408	жизни и	6	1
409	к этой	1	1
410	который не	1	1
411	во сне	2	1
412	в таком	2	1
413	точно так	1	1
414	все что	2	1
415	они не	1	1
