N	2gram	Vinokur_St_1	VrazhdaK
124	к ним	1	2
125	как раз	4	2
126	о чем	1	2
127	начиная с	2	2
128	не может	8	2
129	вместе с	1	2
130	в это	1	2
131	но это	6	2
132	что я	1	2
133	а в	17	2
134	в период	1	2
135	это в	4	2
136	на днях	1	1
137	а между	1	1
138	как известно	1	1
139	вряд ли	5	1
140	можно говорить	1	1
141	этого в	1	1
142	также и	9	1
143	в рукописи	4	1
144	того же	3	1
145	не имел	1	1
146	это и	4	1
147	идет о	2	1
148	и есть	1	1
149	ему не	1	1
150	не хочет	2	1
151	своей эпохи	1	1
152	едва ли	1	1
153	как пушкин	1	1
154	по его	2	1
155	полагает что	1	1
156	той же	5	1
157	еще до	1	1
158	совпадает с	2	1
159	говорить о	2	1
160	один пример	1	1
161	в числе	2	1
162	это время	1	1
163	одном из	1	1
164	на них	1	1
165	как правило	2	1
166	совсем не	2	1
167	но не	3	1
168	в сторону	2	1
169	не все	3	1
170	если в	2	1
171	не хотел	1	1
172	что они	7	1
173	к сожалению	3	1
174	тридцать лет	1	1
175	и я	3	1
176	как по	1	1
177	как говорит	1	1
178	из которого	2	1
179	для русской	1	1
180	как в	13	1
181	с этим	3	1
182	как к	3	1
183	что как	2	1
184	не являются	3	1
185	их другими	1	1
186	то в	3	1
187	с просьбой	1	1
188	в самом	7	1
189	что это	4	1
190	в целом	5	1
191	момент его	1	1
192	за это	1	1
193	что же	6	1
194	и и	2	1
195	во многих	3	1
196	но ведь	8	1
197	как он	1	1
198	не могла	2	1
199	да и	3	1
200	от которого	1	1
201	в первой	12	1
202	всех этих	2	1
203	же это	3	1
204	чем у	2	1
205	сказал что	1	1
206	в плане	1	1
207	этой поэмы	1	1
208	что ни	2	1
209	никому не	1	1
210	и этот	1	1
211	однако в	1	1
212	было время	1	1
213	их и	1	1
214	этой традиции	1	1
215	это было	1	1
216	заключается в	4	1
217	было бы	17	1
218	действительно были	1	1
219	вопрос и	1	1
220	открытий в	1	1
221	как общее	1	1
222	приняты во	1	1
223	соответствии с	1	1
224	всю жизнь	1	1
225	не всегда	2	1
226	во внимание	1	1
227	которой он	1	1
228	эпохи во	1	1
229	быть иначе	2	1
230	в москве	2	1
231	в развитии	1	1
232	такой же	5	1
233	этого издания	8	1
234	но я	4	1
235	которую он	1	1
236	в этих	2	1
237	и их	2	1
238	можно найти	2	1
239	в №	1	1
240	что о	3	1
241	всяком случае	6	1
242	его современников	1	1
243	важнее всего	1	1
244	представление о	4	1
245	то было	1	1
246	далее в	2	1
247	своего рода	3	1
248	ряда других	1	1
249	тем не	2	1
250	доказывает что	1	1
251	по крайней	2	1
252	без всяких	2	1
253	с такими	1	1
254	что этот	2	1
255	равно не	1	1
256	всех их	1	1
257	вплоть до	5	1
258	но они	1	1
259	тем самым	2	1
260	что эта	2	1
261	не имеет	4	1
262	правда в	1	1
263	в процессе	1	1
264	было не	2	1
265	как о	2	1
266	автора к	1	1
267	ничего не	2	1
268	того как	1	1
269	это то	1	1
270	и лишь	1	1
271	иными словами	1	1
272	б в	1	1
273	того в	1	1
274	более что	2	1
275	по своей	2	1
276	ему и	1	1
277	это слово	4	1
278	потому что	6	1
279	существуют в	1	1
280	этом отношении	7	1
281	в каком	3	1
282	один раз	1	1
283	в духе	1	1
284	могут быть	5	1
285	ли не	2	1
286	знать кто	1	1
287	отличается от	1	1
288	же только	1	1
289	за что	4	1
290	действительно можно	1	1
291	ничего общего	3	1
292	правда не	1	1
293	но при	1	1
294	в ее	4	1
295	только при	1	1
296	не могло	1	1
297	оппозиции которую	1	1
298	на той	1	1
299	то время	2	1
300	и сам	2	1
301	в печати	5	1
302	так и	9	1
303	ясно что	10	1
304	было в	1	1
305	чем все	1	1
306	еще в	1	1
307	во второй	9	1
308	том как	4	1
309	но у	1	1
310	и вообще	3	1
311	на востоке	1	1
312	в рукописных	2	1
313	во всяком	6	1
314	критика и	1	1
315	быть приняты	1	1
316	себе очень	1	1
317	его жизни	3	1
318	до сих	7	1
319	это была	1	1
320	к нему	2	1
321	во всех	8	1
322	я думаю	11	1
323	во всей	1	1
324	в форме	1	1
325	крайней мере	2	1
326	в другой	1	1
327	николая i	1	1
328	новая форма	1	1
329	и можно	2	1
330	все в	2	1
331	также в	2	1
332	в свете	1	1
333	не знаю	2	1
334	если это	3	1
335	верил в	1	1
336	к которому	4	1
337	нас интересует	1	1
338	этом смысле	1	1
339	этих строк	1	1
340	но с	3	1
341	сразу же	1	1
342	что только	1	1
343	за исключением	1	1
344	которым он	1	1
345	в полтаве	1	1
346	не нужное	1	1
347	в качестве	4	1
348	себя в	1	1
349	указания на	1	1
350	целого ряда	2	1
351	хотя в	2	1
352	этот раз	2	1
353	что для	3	1
354	по первому	1	1
355	ни с	3	1
356	говорит о	3	1
357	никто не	4	1
358	мы находим	4	1
359	в одном	1	1
360	для правильного	1	1
361	считать что	1	1
362	но которая	1	1
363	каждый из	1	1
364	и никогда	1	1
365	не просто	1	1
366	от того	1	1
367	для публики	1	1
368	гораздо больше	2	1
369	никого не	1	1
370	из двух	3	1
371	нужно было	2	1
372	и речи	2	1
373	так не	1	1
374	и из	1	1
375	с другой	9	1
376	писал м	1	1
377	говорит я	1	1
378	именно в	6	1
379	что тот	1	1
380	такое же	1	1
381	прежде всего	7	1
382	в соответствии	1	1
383	на этот	3	1
384	до конца	1	1
385	для начала	1	1
386	с н	1	1
387	в подобных	1	1
388	себя на	1	1
389	в частности	4	1
390	была ему	1	1
391	него в	1	1
392	по праву	1	1
393	д в	1	1
394	и гораздо	1	1
395	из которых	1	1
396	п и	1	1
397	без труда	1	1
398	не дают	1	1
399	и довольно	1	1
400	это за	1	1
401	того что	9	1
402	я с	2	1
403	поцелуй в	3	1
404	в остальном	1	1
405	в свое	2	1
406	лет назад	2	1
407	и другом	1	1
408	над тем	2	1
409	сих пор	7	1
410	за п	1	1
411	между прочим	2	1
412	но для	2	1
413	к вопросу	1	1
414	ближе к	1	1
415	более того	1	1
416	дошла до	1	1
417	которых он	1	1
418	образ петра	1	1
419	и от	1	1
420	но на	2	1
421	котором он	1	1
422	это можно	3	1
423	о котором	2	1
424	тот кто	1	1
425	работы над	1	1
426	хотя и	1	1
427	и перед	2	1
428	у некоторых	1	1
429	бы в	1	1
430	в литературной	1	1
431	еще более	4	1
432	конце концов	1	1
433	но зато	1	1
434	на мое	1	1
435	уже давно	1	1
436	мнение было	1	1
437	в обоих	1	1
438	но вот	1	1
439	отношении к	1	1
440	и начинается	1	1
441	быть и	2	1
442	другой стороны	7	1
443	но наука	1	1
444	его произведений	1	1
445	из этого	1	1
446	сам в	2	1
447	жизни и	5	1
448	которому в	1	1
449	он лишь	1	1
450	девочке но	1	1
451	молодой человек	2	1
452	который не	2	1
453	как на	1	1
454	в таком	3	1
455	точно так	1	1
456	они не	1	1
