N	2gram	Medvedev_V_1	Psycholo
259	и та	1	2
260	аналогии с	1	2
261	и во	1	2
262	у них	2	2
263	говорит он	1	2
264	дело так	1	2
265	что даже	2	2
266	с каждым	1	2
267	сам собой	1	2
268	все они	2	2
269	в качестве	11	2
270	есть в	1	2
271	уже не	1	2
272	своих героев	2	2
273	в виде	1	2
274	по выражению	1	2
275	к каким	1	2
276	следует что	1	2
277	который как	1	2
278	для него	8	2
279	всяком случае	1	2
280	могло бы	2	2
281	в конце	3	2
282	но что	1	2
283	заметить что	1	2
284	следует понимать	5	2
285	и вместе	1	2
286	без всякой	1	2
287	как же	1	2
288	еще и	2	2
289	говорит о	7	2
290	на время	2	2
291	к его	2	2
292	хотя бы	19	2
293	если так	1	2
294	в данном	1	2
295	по существу	3	2
296	реакции на	1	2
297	том смысле	1	2
298	с этой	1	2
299	благодаря этому	1	2
300	этого противоречия	1	2
301	не должна	1	2
302	только что	4	2
303	конечно нельзя	1	2
304	же в	6	2
305	лежит в	1	2
306	так же	3	2
307	какой мере	1	2
308	к этой	1	2
309	видим в	1	2
310	и другие	1	2
311	они не	2	2
312	можно назвать	1	2
313	во всяком	1	2
314	а между	1	1
315	как известно	2	1
316	у гоголя	1	1
317	же как	2	1
318	в движение	1	1
319	чтобы не	2	1
320	художественного произведения	6	1
321	его основной	1	1
322	и потому	2	1
323	дело обстоит	1	1
324	силы и	1	1
325	же заключается	1	1
326	это и	6	1
327	относятся к	1	1
328	и есть	5	1
329	старика и	1	1
330	чувств в	1	1
331	только эти	1	1
332	из его	3	1
333	в действие	1	1
334	в зависимости	6	1
335	собою в	1	1
336	что мы	2	1
337	их и	4	1
338	в несколько	1	1
339	мы из	1	1
340	мы имеем	3	1
341	с более	2	1
342	это что	1	1
343	воздух и	1	1
344	из своих	2	1
345	что многие	2	1
346	и стиль	1	1
347	не столько	2	1
348	именно те	1	1
349	что характер	1	1
350	отдельных частей	1	1
351	на себя	1	1
352	всего сказанного	2	1
353	на свою	1	1
354	между этими	1	1
355	план как	3	1
356	и он	2	1
357	а другие	1	1
358	еще не	2	1
359	заключена в	1	1
360	в чем	2	1
361	с его	3	1
362	как правильно	1	1
363	но не	2	1
364	на основе	5	1
365	это видно	2	1
366	от характера	2	1
367	одном и	2	1
368	не все	1	1
369	отношение к	1	1
370	о картине	1	1
371	нет и	3	1
372	разница в	1	1
373	в свои	1	1
374	относится к	2	1
375	которые не	1	1
376	это самое	1	1
377	его это	1	1
378	как говорит	5	1
379	романа или	1	1
380	кроме того	1	1
381	еще больше	1	1
382	является тем	1	1
383	и слова	1	1
384	хотя и	2	1
385	на предыдущих	1	1
386	сказал бы	1	1
387	к музыке	1	1
388	более или	6	1
389	тон и	1	1
390	действительностью в	1	1
391	то в	1	1
392	картины в	2	1
393	под ним	1	1
394	очень много	1	1
395	ни один	7	1
396	таковы например	1	1
397	за это	1	1
398	в известном	1	1
399	рассказ о	1	1
400	общественного человека	1	1
401	зависимости от	5	1
402	творчество и	1	1
403	этого образа	1	1
404	имеем в	1	1
405	думается что	4	1
406	ее как	2	1
407	о каждой	1	1
408	разрозненные элементы	1	1
409	дальше и	1	1
410	к простым	1	1
411	на его	1	1
412	что без	2	1
413	не следует	8	1
414	в определенном	1	1
415	образом для	1	1
416	когда все	1	1
417	и еще	1	1
418	в понимании	1	1
419	не как	1	1
420	собой не	1	1
421	том чтобы	2	1
422	подобно тому	2	1
423	заключает в	1	1
424	с законами	1	1
425	других видов	2	1
426	однако все	1	1
427	а затем	2	1
428	чего он	1	1
429	том случае	1	1
430	только не	2	1
431	для своей	1	1
432	того или	2	1
433	в музыке	1	1
434	с другими	2	1
435	как особый	2	1
436	это не	7	1
437	деле в	1	1
438	такова природа	1	1
439	без нее	1	1
440	как говорил	2	1
441	и отчетливее	1	1
442	в сложном	1	1
443	в итоге	1	1
444	в жизни	2	1
445	кажется что	1	1
446	с которого	1	1
447	а вот	2	1
448	к области	1	1
449	для них	1	1
450	самые различные	1	1
451	роли и	1	1
452	на основании	8	1
453	в слове	3	1
454	этим и	1	1
455	он и	2	1
456	о чем	2	1
457	не заметить	1	1
458	должно быть	2	1
459	мере не	1	1
460	обратимся к	1	1
461	еще раз	1	1
462	или менее	6	1
463	первой части	1	1
464	и при	5	1
465	что такое	2	1
466	рассказа о	1	1
467	представить себе	2	1
468	это делает	3	1
469	с к	1	1
470	почти не	1	1
471	и благодаря	1	1
472	в их	5	1
473	что до	1	1
474	в частном	1	1
475	основании этих	1	1
476	нежели к	1	1
477	силу того	1	1
478	которых каждая	1	1
479	у тургенева	3	1
480	бы быть	1	1
481	не дело	1	1
482	даже в	5	1
483	не представляют	1	1
484	можно ли	2	1
485	в таких	1	1
486	а иногда	1	1
487	с которой	1	1
488	ясно из	1	1
489	как о	2	1
490	мысли в	1	1
491	и отсюда	1	1
492	писателя с	1	1
493	к этим	2	1
494	на него	1	1
495	не по	2	1
496	и имеет	1	1
497	в самых	2	1
498	не могло	1	1
499	а тот	1	1
500	это мы	3	1
501	только нет	1	1
502	что ни	2	1
503	это то	1	1
504	это явление	1	1
505	или как	1	1
506	в русском	1	1
507	в другую	2	1
508	он пытался	1	1
509	смешивать с	1	1
510	сопоставить эти	1	1
511	вот что	9	1
512	большом количестве	1	1
513	так то	1	1
514	этом отношении	13	1
515	что на	1	1
516	точном смысле	2	1
517	одним из	5	1
518	к таким	1	1
519	раскрывается в	1	1
520	он склонен	1	1
521	из элементов	2	1
522	и заключается	2	1
523	бы он	1	1
524	что при	2	1
525	ничего общего	1	1
526	в каждой	1	1
527	в применении	1	1
528	не ограничивается	1	1
529	предисловии к	1	1
530	значения и	1	1
531	но по	1	1
532	как один	1	1
533	совершенно противоположном	1	1
534	обобщения в	2	1
535	знаем что	2	1
536	мысль о	2	1
537	роль в	4	1
538	можно было	2	1
539	так и	5	1
540	же выводу	1	1
541	это вовсе	1	1
542	это настолько	1	1
543	шиллер в	1	1
544	напомним только	1	1
545	образа в	2	1
546	и каково	1	1
547	в результате	5	1
548	остается только	1	1
549	по сравнению	1	1
550	понятно что	1	1
551	по мере	1	1
552	на море	1	1
553	что часто	1	1
554	может не	2	1
555	на вопрос	2	1
556	сказанного выше	2	1
557	прав в	1	1
558	правило в	1	1
559	к действительности	1	1
560	еще дальше	1	1
561	и просто	2	1
562	можно сказать	4	1
563	в пользу	2	1
564	по их	1	1
565	знает что	1	1
566	это было	1	1
567	в конечном	7	1
568	нет это	1	1
569	доходит до	1	1
570	которой мы	1	1
571	воображению и	1	1
572	этому поводу	7	1
573	или иначе	1	1
574	в форме	3	1
575	под именем	1	1
576	еще более	1	1
577	вслед за	2	1
578	даже для	1	1
579	явствует из	1	1
580	для определенного	1	1
581	что искусство	1	1
582	указывает что	1	1
583	быть и	1	1
584	показывают что	3	1
585	порядка и	1	1
586	но с	2	1
587	моменты в	1	1
588	которых она	1	1
589	этот вопрос	3	1
590	дело с	1	1
591	будто бы	2	1
592	пор не	1	1
593	то все	1	1
594	эти отдельные	1	1
595	верно и	1	1
596	выводу приходит	1	1
597	в большом	1	1
598	среднего человека	1	1
599	по этому	9	1
600	плане и	1	1
601	это совсем	1	1
602	без этого	1	1
603	образов в	2	1
604	и у	2	1
605	и насколько	1	1
606	только на	1	1
607	ни одного	2	1
608	себя и	1	1
609	в поэзии	1	1
610	в нашей	4	1
611	в начале	1	1
612	целого ряда	2	1
613	от других	1	1
614	смысла в	1	1
615	всех видов	1	1
616	и других	1	1
617	роль и	1	1
618	и их	3	1
619	ведь это	1	1
620	в прозе	1	1
621	этом плане	1	1
622	тому же	1	1
623	не о	2	1
624	друг друга	1	1
625	лени и	1	1
626	дело и	1	1
627	каждый из	1	1
628	широко и	1	1
629	положению вещей	1	1
630	перейти к	1	1
631	не было	7	1
632	момент в	3	1
633	почти с	1	1
634	пошла в	1	1
635	со всем	1	1
636	только у	2	1
637	и точно	1	1
638	так не	1	1
639	как у	2	1
640	именно в	2	1
641	а именно	1	1
642	совершенно точно	1	1
643	он это	1	1
644	чем он	1	1
645	не прав	1	1
646	тому как	2	1
647	что для	3	1
648	образами и	2	1
649	быть названо	1	1
650	как простейший	1	1
651	он только	1	1
652	мир а	1	1
653	и составляет	1	1
654	их следует	1	1
655	целым рядом	1	1
656	с большей	1	1
657	и самый	1	1
658	зависит от	2	1
659	в теории	1	1
660	жизнь в	1	1
661	долго и	1	1
662	самый факт	2	1
663	по другому	1	1
664	благодаря чему	1	1
665	на эту	1	1
666	черт которые	1	1
667	что из	1	1
668	совершенно очевидно	1	1
669	мы знаем	3	1
670	если не	1	1
671	имеет свои	1	1
672	наконец что	1	1
673	равно как	4	1
674	в частности	11	1
675	и особенно	1	1
676	мы говорим	1	1
677	по одному	2	1
678	сравнению с	1	1
679	любой из	1	1
680	применении к	1	1
681	через сеть	1	1
682	это значит	1	1
683	бросается в	1	1
684	план который	2	1
685	этого факта	1	1
686	сейчас же	1	1
687	художественное произведение	5	1
688	действительность в	2	1
689	так пушкин	1	1
690	о его	2	1
691	отличается от	2	1
692	между прочим	2	1
693	на высоту	1	1
694	пока еще	2	1
695	случае он	1	1
696	он придает	1	1
697	каждой из	2	1
698	не является	5	1
699	поэта как	2	1
700	которых он	1	1
701	этого рода	2	1
702	так будто	1	1
703	в точном	2	1
704	человека это	1	1
705	как не	1	1
706	от него	1	1
707	собственно говоря	1	1
708	от всех	1	1
709	и ни	1	1
710	и смысл	1	1
711	верно отмечает	1	1
712	что конечно	1	1
713	осознается как	1	1
714	утверждал что	1	1
715	в романе	4	1
716	между ними	3	1
717	необходимое условие	1	1
718	это на	1	1
719	и так	1	1
720	всех других	3	1
721	в последнем	2	1
722	или иного	1	1
723	что действие	2	1
724	есть и	1	1
725	в заключение	1	1
726	говорил то	1	1
727	жизни и	3	1
728	случае если	1	1
729	это в	1	1
730	во сне	21	1
731	этой точки	2	1
732	смысле что	1	1
