N	2gram	Trubetskoy_1	Hudozhes
176	не по	1	2
177	только не	1	2
178	к ней	1	2
179	в основе	1	2
180	к той	2	2
181	приходит к	3	2
182	как мы	1	2
183	людей в	1	2
184	данном случае	3	2
185	мысль о	1	2
186	она может	3	2
187	приводит к	4	2
188	роль в	1	2
189	те же	1	2
190	с самим	2	2
191	до сих	5	2
192	и внешней	1	2
193	и т.д	4	2
194	в другом	3	2
195	и просто	1	2
196	любви к	2	2
197	того или	2	2
198	и только	5	2
199	один из	1	2
200	именно на	2	2
201	же и	1	2
202	и у	1	2
203	в виде	3	2
204	его и	2	2
205	из них	3	2
206	противоречие между	1	2
207	вовсе не	1	2
208	в любви	1	2
209	сих пор	5	2
210	или иной	5	2
211	именно в	3	2
212	как же	1	2
213	еще и	1	2
214	себя и	5	2
215	что не	1	2
216	мы знаем	1	2
217	а за	1	2
218	именно так	1	2
219	однако и	1	2
220	когда же	1	2
221	вместе с	4	2
222	в духе	1	2
223	в данном	7	2
224	он будет	4	2
225	или иного	2	2
226	что же	4	2
227	и от	2	2
228	только для	2	2
229	не является	1	2
230	и для	6	2
231	отнюдь не	7	2
232	внешней жизни	1	2
233	потому что	5	2
234	хотя бы	5	2
235	точки зрения	11	2
236	а о	1	2
237	личности и	1	2
238	и внутренне	1	2
239	себе но	1	2
240	с внешней	1	2
241	как на	8	2
242	тем самым	2	2
243	отношения к	2	1
244	в сфере	1	1
245	личности для	1	1
246	тех же	1	1
247	это и	1	1
248	бы для	2	1
249	на деле	1	1
250	не меняется	1	1
251	также и	1	1
252	не случайны	1	1
253	мы не	1	1
254	совершенно как	1	1
255	в противоречие	2	1
256	обречена на	1	1
257	не была	1	1
258	в сущности	1	1
259	в будущем	3	1
260	будущее он	1	1
261	а другие	1	1
262	разумеется не	1	1
263	он был	1	1
264	на них	1	1
265	между собой	5	1
266	именно этого	1	1
267	упускать из	1	1
268	бы то	4	1
269	взгляде на	2	1
270	в различных	1	1
271	во всех	5	1
272	и рядом	1	1
273	природы и	1	1
274	именно тем	1	1
275	картина меняется	1	1
276	нею в	1	1
277	точка зрения	1	1
278	к которой	6	1
279	в сторону	1	1
280	к богу	7	1
281	к самобытной	1	1
282	в общем	1	1
283	себе и	4	1
284	не просто	2	1
285	друг от	2	1
286	нет и	1	1
287	в свои	1	1
288	ни одна	3	1
289	во что	3	1
290	в течение	2	1
291	в одной	1	1
292	показать что	1	1
293	остановиться на	1	1
294	когда он	1	1
295	но для	2	1
296	имеет в	1	1
297	от этого	1	1
298	от своей	2	1
299	котором она	1	1
300	в которой	1	1
301	самобытности и	2	1
302	ни один	1	1
303	все эти	2	1
304	к человеческому	1	1
305	и тот	2	1
306	но ведь	1	1
307	в жертву	1	1
308	или нескольких	2	1
309	в общении	1	1
310	остальное время	1	1
311	которой на	1	1
312	же это	1	1
313	и когда	1	1
314	в силу	2	1
315	в корне	4	1
316	том чтобы	3	1
317	их в	2	1
318	на земле	4	1
319	так часто	2	1
320	общей для	1	1
321	постольку поскольку	1	1
322	людей и	2	1
323	лишь с	1	1
324	и заключается	1	1
325	но все	1	1
326	значительной степени	1	1
327	не следует	1	1
328	здесь мы	1	1
329	то ни	4	1
330	тем в	1	1
331	том случае	4	1
332	самим собой	12	1
333	то есть	1	1
334	в будущее	1	1
335	не умеет	1	1
336	и других	1	1
337	которая как	1	1
338	то все	1	1
339	всю свою	2	1
340	и тем	2	1
341	даже в	1	1
342	она и	1	1
343	силы в	1	1
344	ли может	1	1
345	этого не	2	1
346	не всегда	1	1
347	которой он	4	1
348	для чего	1	1
349	жизни но	1	1
350	других и	1	1
351	в один	1	1
352	жизнь а	1	1
353	нее все	1	1
354	во время	2	1
355	и при	6	1
356	никак не	1	1
357	таким же	3	1
358	люди всегда	1	1
359	человек и	1	1
360	где мы	1	1
361	означало бы	1	1
362	нельзя упускать	1	1
363	надежда на	1	1
364	на свою	1	1
365	знаем что	3	1
366	с уверенностью	2	1
367	признать что	6	1
368	и другого	1	1
369	стало быть	1	1
370	ней поэтому	1	1
371	другом и	2	1
372	теми же	1	1
373	это разумеется	2	1
374	и более	2	1
375	лежит не	2	1
376	в конце	3	1
377	том же	2	1
378	любовь к	2	1
379	же мы	1	1
380	освободиться от	1	1
381	стоит только	2	1
382	каждого отдельного	2	1
383	что с	2	1
384	и другое	1	1
385	самого начала	1	1
386	дело в	1	1
387	ее с	1	1
388	на себе	1	1
389	было не	1	1
390	приносится в	1	1
391	людей от	1	1
392	не вызывает	1	1
393	конкретные формы	1	1
394	та или	1	1
395	не могло	1	1
396	был в	1	1
397	найти в	1	1
398	и всегда	1	1
399	это то	1	1
400	в самой	1	1
401	это именно	1	1
402	а лишь	4	1
403	хочет быть	1	1
404	в области	2	1
405	однако это	1	1
406	по нашему	1	1
407	ведь даже	1	1
408	есть только	1	1
409	похож на	1	1
410	отличается от	2	1
411	числе и	1	1
412	всего в	1	1
413	той или	3	1
414	а ее	1	1
415	на это	2	1
416	у себя	1	1
417	но по	1	1
418	от друга	2	1
419	ни стало	3	1
420	дала бы	1	1
421	себе самом	1	1
422	жизни своего	2	1
423	отношениях к	1	1
424	в себя	1	1
425	с самого	1	1
426	самое себя	1	1
427	иначе говоря	1	1
428	однако если	1	1
429	должна не	1	1
430	глубоко и	1	1
431	это только	2	1
432	мы в	1	1
433	а там	1	1
434	собой и	3	1
435	в настоящее	2	1
436	по себе	2	1
437	в разных	1	1
438	образом в	1	1
439	она могла	1	1
440	настоящее время	2	1
441	и внутреннее	1	1
442	но мы	3	1
443	и что	2	1
444	жизнь каждого	1	1
445	сбросить с	1	1
446	в значительной	3	1
447	а во	1	1
448	заключается в	1	1
449	путь к	4	1
450	его личности	1	1
451	должно было	1	1
452	пор мы	1	1
453	борьбе с	3	1
454	одна не	1	1
455	внешним образом	1	1
456	чем и	1	1
457	и писать	1	1
458	случае и	1	1
459	мышление и	1	1
460	того что	3	1
461	на будущее	1	1
462	быть и	2	1
463	по своей	1	1
464	с себя	1	1
465	оно и	1	1
466	обе эти	1	1
467	а если	1	1
468	каждого человека	1	1
469	время когда	2	1
470	согласиться с	2	1
471	на другие	1	1
472	собой не	1	1
473	только сам	1	1
474	и потому	3	1
475	бы его	2	1
476	но как	1	1
477	узнаем что	1	1
478	и теперь	1	1
479	это же	1	1
480	тот или	1	1
481	так что	2	1
482	для всех	6	1
483	по воле	2	1
484	в начале	2	1
485	на свое	1	1
486	еще одну	1	1
487	участие в	2	1
488	за ним	1	1
489	к своим	1	1
490	будет не	2	1
491	или даже	1	1
492	церквей и	4	1
493	представить себе	2	1
494	могло бы	1	1
495	не для	1	1
496	так как	4	1
497	не о	2	1
498	отношении к	2	1
499	принципиально не	1	1
500	этом отношении	1	1
501	от того	4	1
502	на том	3	1
503	бы это	1	1
504	были бы	2	1
505	без того	1	1
506	и даже	2	1
507	о своей	1	1
508	по своим	1	1
509	человека а	1	1
510	этой роли	2	1
511	люди что	1	1
512	что бы	3	1
513	церкви и	9	1
514	бы друг	1	1
515	и стал	1	1
516	а на	1	1
517	которых мы	1	1
518	соединенного с	1	1
519	на которых	1	1
520	до конца	1	1
521	с которым	1	1
522	характеров и	1	1
523	выражением его	1	1
524	благодаря такому	1	1
525	ни на	1	1
526	человека к	1	1
527	однако для	1	1
528	всех людей	2	1
529	при переходе	1	1
530	ему по	2	1
531	его собственные	1	1
532	это его	1	1
533	какой-нибудь одной	1	1
534	в тот	1	1
535	по существу	5	1
536	человек с	1	1
537	с этой	1	1
538	этом случае	3	1
539	сольются с	1	1
540	но это	2	1
541	характера в	1	1
542	вытекающей из	1	1
543	и таким	1	1
544	от нас	2	1
545	это отнюдь	1	1
546	к которому	1	1
547	совершенству но	1	1
548	в полном	1	1
549	которых он	1	1
550	слова но	1	1
551	только тогда	1	1
552	заключается и	1	1
553	ее и	1	1
554	бы в	1	1
555	шла об	1	1
556	перед другой	1	1
557	и дело	1	1
558	от ее	1	1
559	страдает и	1	1
560	с ней	1	1
561	совершенно не	2	1
562	но когда	1	1
563	точно так	2	1
564	из этого	3	1
565	время она	1	1
566	в такое	1	1
567	к этой	4	1
568	случае если	3	1
569	в своих	6	1
570	том числе	1	1
571	от которой	1	1
572	это в	2	1
573	к этому	1	1
574	можно назвать	1	1
575	в таком	2	1
576	в остальное	1	1
