N	2gram	Bakhtin_sl_2	Poddanst
183	мысль и	1	1
184	все же	6	1
185	не два	1	1
186	в законченные	1	1
187	и слова	5	1
188	политического и	1	1
189	два основных	1	1
190	более или	2	1
191	в какой	1	1
192	должен быть	2	1
193	в самом	1	1
194	в условиях	1	1
195	но как	2	1
196	бы и	3	1
197	их не	1	1
198	могли бы	1	1
199	вопрос об	1	1
200	в окружающем	1	1
201	именно на	2	1
202	себя в	8	1
203	что его	1	1
204	уже в	2	1
205	говорить об	1	1
206	на территории	2	1
207	в большинстве	6	1
208	только на	1	1
209	на то	1	1
210	если он	1	1
211	но на	1	1
212	философской и	1	1
213	этого процесса	3	1
214	т д	2	1
215	мир в	1	1
216	одно из	1	1
217	пути который	1	1
218	к ним	1	1
219	друг друга	1	1
220	это значение	1	1
221	мы можем	1	1
222	и только	1	1
223	широты и	2	1
224	и по	1	1
225	дело идет	2	1
226	прежде чем	1	1
227	с собой	1	1
228	одно и	1	1
229	в каждом	1	1
230	связанные с	4	1
231	не были	1	1
232	или иной	5	1
233	к духу	1	1
234	на этой	1	1
235	большинстве случаев	5	1
236	его в	4	1
237	и иных	4	1
238	и творческое	1	1
239	что не	1	1
240	но есть	1	1
241	них и	2	1
242	далеко не	2	1
243	не исключает	1	1
244	в этой	1	1
245	на основании	1	1
246	в действии	1	1
247	как и	6	1
248	и уже	1	1
249	с которым	2	1
250	как ни	1	1
251	в свете	3	1
252	с современным	1	1
253	относящиеся к	1	1
254	ведет к	1	1
255	воля и	1	1
256	рождается и	2	1
257	нисколько не	1	1
258	в одно	2	1
259	и еще	1	1
260	или менее	2	1
261	и действенного	1	1
262	и при	2	1
263	работы в	1	1
264	и особенно	2	1
265	представить себе	1	1
266	всяком случае	2	1
267	ли они	1	1
268	прийти к	1	1
269	место в	1	1
270	на каждом	2	1
271	в идеологическом	2	1
272	в отличие	12	1
273	мысли и	1	1
274	в данном	2	1
275	можно говорить	2	1
276	исключительно на	1	1
277	он живет	1	1
278	в отдельности	1	1
279	как к	3	1
280	и более	2	1
281	в прошлом	2	1
282	там где	6	1
283	его другим	1	1
284	существенно и	2	1
285	может идти	1	1
286	как проблема	1	1
287	в историческом	2	1
288	и вся	1	1
289	и другим	2	1
290	предшествующего развития	1	1
291	быть именно	1	1
292	в формах	1	1
293	в основном	4	1
294	xviii века	1	1
295	лиц и	1	1
296	с которой	1	1
297	она не	6	1
298	входят в	2	1
299	которые были	1	1
300	тогда когда	2	1
301	чем шире	1	1
302	и глубины	1	1
303	исторической и	1	1
304	она вообще	1	1
305	того чтобы	2	1
306	нем в	3	1
307	она может	2	1
308	никогда не	7	1
309	в результате	2	1
310	и сущности	1	1
311	чтобы понять	1	1
312	или иным	1	1
313	что делать	1	1
314	и притом	1	1
315	где уже	1	1
316	разрыва между	1	1
317	другой стороны	1	1
318	имеет два	1	1
319	в этих	7	1
320	в исторические	1	1
321	на фоне	4	1
322	конечно и	2	1
323	гоголя и	1	1
324	только как	1	1
325	и внутренне	2	1
326	и национальные	1	1
327	к востоку	1	1
328	что проблема	1	1
329	одновременно и	3	1
330	живого и	1	1
331	в других	1	1
332	ни к	2	1
333	числе и	1	1
334	частности в	1	1
335	что оно	4	1
336	к сожалению	1	1
337	всего что	1	1
338	и другие	2	1
339	но два	1	1
340	вместе с	2	1
341	выработанные в	1	1
342	что при	1	1
343	во всяком	3	1
344	они не	2	1
345	гораздо более	1	1
