N	2gram	Vinokur_St_1	formyVre
544	города в	1	1
545	пример в	1	1
546	в тех	3	1
547	и традиций	1	1
548	да и	3	1
549	и большинство	2	1
550	и смерти	1	1
551	этого слова	2	1
552	видно что	3	1
553	в так	1	1
554	между прочим	2	1
555	специалистов по	1	1
556	и тогда	2	1
557	и новой	1	1
558	тех же	1	1
559	в обычных	1	1
560	что то	2	1
561	указать на	1	1
562	этого рода	1	1
563	пор еще	1	1
564	должны быть	3	1
565	основе этой	1	1
566	котором он	1	1
567	в результате	3	1
568	которая в	1	1
569	в отдельных	1	1
570	бы в	1	1
571	эти особенности	1	1
572	вообще в	1	1
573	конце концов	1	1
574	обращение к	1	1
575	истории литературы	2	1
576	зрения в	2	1
577	вполне достаточно	1	1
578	в настоящее	1	1
579	на более	1	1
580	речи об	1	1
581	хотя в	2	1
582	бы на	1	1
583	потребность в	1	1
584	посвящает свои	1	1
585	не являются	3	1
586	в целях	1	1
587	состоит из	1	1
588	бы ни	1	1
589	от всех	1	1
590	совершенно не	5	1
591	дело с	2	1
592	занимает в	2	1
593	чтобы найти	1	1
594	эпохи как	3	1
595	xiv в	1	1
596	по поводу	7	1
597	в таком	3	1
598	они не	1	1
