N	2gram	Bakhtin_Pr_1	VerxiiNi
105	к концу	1	3
106	и о	3	3
107	с самого	2	3
108	можно сказать	2	3
109	в значительной	1	3
110	того что	2	3
111	но с	1	3
112	хотя бы	2	3
113	в качестве	1	3
114	так что	1	3
115	уже не	8	3
116	для него	15	3
117	в одном	9	3
118	случае не	1	3
119	и даже	3	3
120	с ней	1	3
121	своей индивидуальности	1	3
122	в рамках	2	3
123	каждая из	1	3
124	с этой	1	3
125	в результате	4	3
126	у них	1	3
127	конце концов	4	3
128	отношению к	11	3
129	и другие	2	3
130	к этому	2	3
131	точно так	2	3
132	для этих	1	2
133	одним из	8	2
134	и это	5	2
135	и больше	1	2
136	его не	1	2
137	ни у	1	2
138	так чтобы	1	2
139	еще не	5	2
140	и на	10	2
141	бы то	3	2
142	с его	6	2
143	во всех	5	2
144	в создании	1	2
145	в новом	1	2
146	что именно	2	2
147	и наконец	5	2
148	ни один	2	2
149	он в	2	2
150	перестает быть	1	2
151	не к	1	2
152	не как	12	2
153	из него	1	2
154	людей и	1	2
155	то ни	3	2
156	те же	1	2
157	к другу	1	2
158	них не	1	2
159	в них	3	2
160	что о	1	2
161	с идеей	3	2
162	признать что	1	2
163	взгляд на	1	2
164	не в	6	2
165	в россии	1	2
166	самого начала	3	2
167	тогда когда	1	2
168	героев и	6	2
169	не могло	1	2
170	только не	1	2
171	в самой	7	2
172	же время	7	2
173	и является	1	2
174	этом отношении	5	2
175	не потому	2	2
176	и здесь	3	2
177	не могут	6	2
178	отличается от	2	2
179	но при	1	2
180	и сами	1	2
181	приводит к	3	2
182	по сравнению	1	2
183	не исчерпывается	2	2
184	для этого	1	2
185	к одной	1	2
186	между тем	5	2
187	вслед за	1	2
188	наконец в	2	2
189	быть и	1	2
190	по своей	1	2
191	один из	2	2
192	тот же	2	2
193	мира его	1	2
194	и действительно	1	2
195	от них	1	2
196	со всеми	1	2
197	конечно не	1	2
198	уже в	5	2
199	эти черты	1	2
200	в начале	1	2
201	одно из	1	2
202	и люди	1	2
203	именно в	6	2
204	по своим	2	2
205	к которому	1	2
206	прежде всего	7	2
207	превращается в	1	2
208	не было	3	2
209	его смерти	1	2
210	и все	3	2
211	среди них	1	2
212	в одно	1	2
213	должна была	4	2
214	сравнению с	1	2
215	по существу	4	2
216	на пути	2	2
217	благодаря этому	2	2
218	что мы	1	2
219	же самое	1	2
220	сознании и	1	2
221	от человека	1	2
222	этот период	1	2
223	и перед	2	2
224	в другое	1	2
225	совершенно иной	1	2
226	в эту	1	2
227	только что	1	2
228	ни было	4	2
229	в процессе	4	2
230	сказать что	5	2
231	к его	1	2
232	ко всему	1	2
233	из этого	1	2
234	жизни и	6	2
235	для эпохи	1	2
236	все что	3	2
237	этой точки	1	2
238	и произвола	1	1
239	сливаются воедино	1	1
240	эта новая	1	1
241	себя как	5	1
242	только он	1	1
243	от этой	1	1
244	это однако	1	1
245	можно говорить	2	1
246	этого в	1	1
247	в сфере	2	1
248	в этот	2	1
249	появляются новые	1	1
250	становится в	1	1
251	смысле слова	1	1
252	самом деле	5	1
253	он может	3	1
254	забывали что	1	1
255	или к	2	1
256	это и	9	1
257	и есть	5	1
258	индивидуальности и	1	1
259	этого мира	4	1
260	тем же	1	1
261	в первом	2	1
262	и до	1	1
263	и могут	1	1
264	мифы эти	1	1
265	мы уже	2	1
266	той же	6	1
267	их и	1	1
268	а как	6	1
269	мыслей он	1	1
270	он знает	3	1
271	мы не	2	1
272	именно к	1	1
273	бы и	4	1
274	этом не	1	1
275	он как	1	1
276	в сущности	5	1
277	время как	1	1
278	совпадает с	2	1
279	его о	2	1
280	оно есть	1	1
281	мировоззрения в	1	1
282	в традиционном	1	1
283	же что	2	1
284	в ней	1	1
285	двух или	1	1
286	в чем	1	1
287	события в	1	1
288	а следовательно	1	1
289	друг к	1	1
290	и всякий	1	1
291	эта особенность	4	1
292	в план	1	1
293	по отношению	11	1
294	а и	1	1
295	вступают в	1	1
296	отличие от	2	1
297	друга и	1	1
298	что они	1	1
299	себя в	3	1
300	как по	1	1
301	которые могли	1	1
302	идет о	3	1
303	русского и	1	1
304	в одной	4	1
305	как в	6	1
306	согласны с	1	1
307	как к	1	1
308	с их	5	1
309	что касается	1	1
310	однако не	2	1
311	могли бы	3	1
312	это тоже	1	1
313	и превращается	1	1
314	его к	4	1
315	от этого	1	1
316	и отчасти	1	1
317	то в	1	1
318	не сливаясь	1	1
319	не приходится	1	1
320	то время	2	1
321	в нашем	1	1
322	есть о	1	1
323	тоже не	1	1
324	элементов в	1	1
325	и друг	1	1
326	вследствие этого	1	1
327	так сказать	3	1
328	на его	2	1
329	вера в	1	1
330	которые представляли	1	1
331	время и	1	1
332	но именно	4	1
333	всех этих	3	1
334	он должен	1	1
335	к одному	1	1
336	и более	1	1
337	жизненные проблемы	1	1
338	эта способность	1	1
339	чтобы в	1	1
340	они могли	1	1
341	которые раньше	1	1
342	прежде чем	1	1
343	частей и	1	1
344	что она	2	1
345	человека в	5	1
346	не следует	1	1
347	задний план	1	1
348	что мир	1	1
349	бы быть	1	1
350	сознания если	1	1
351	его в	4	1
352	входит в	2	1
353	это было	1	1
354	в музыке	4	1
355	заключается в	2	1
356	есть не	2	1
357	это не	10	1
358	было бы	6	1
359	на почве	1	1
360	не совпадает	1	1
361	лишь на	2	1
362	мира с	1	1
363	весь мир	1	1
364	пути для	1	1
365	между отдельными	2	1
366	чистого сердца	1	1
367	в жизни	6	1
368	ни в	3	1
369	в минуту	1	1
370	нет в	1	1
371	мира должна	1	1
372	как и	8	1
373	чем в	2	1
374	даже там	1	1
375	на одну	1	1
376	должно быть	1	1
377	героем и	1	1
378	ибо не	2	1
379	их он	1	1
380	в своей	11	1
381	что такое	1	1
382	таким же	2	1
383	в их	3	1
384	то для	1	1
385	знает и	1	1
386	место в	1	1
387	в отличие	2	1
388	природы но	1	1
389	одном из	2	1
390	но эта	4	1
391	людьми а	1	1
392	борьбу с	1	1
393	героев не	1	1
394	их в	2	1
395	не могли	2	1
396	однако в	2	1
397	радости и	1	1
398	этот мир	3	1
399	по себе	7	1
400	даже в	2	1
401	заставляет его	2	1
402	сам он	3	1
403	этих трех	1	1
404	благодаря этой	1	1
405	были органически	1	1
406	но они	4	1
407	является лишь	4	1
408	и отсюда	1	1
409	на себе	2	1
410	радости на	1	1
411	иметь в	1	1
412	следовательно и	2	1
413	казалось бы	1	1
414	в высшее	1	1
415	ничего не	6	1
416	под этим	2	1
417	и весь	1	1
418	пути и	1	1
419	видим что	1	1
420	уже говорили	1	1
421	другой стороны	2	1
422	это слово	1	1
423	к этим	1	1
424	ничто не	1	1
425	одного или	1	1
426	в сознании	2	1
427	изображается как	1	1
428	находит себе	1	1
429	только с	2	1
430	и делает	1	1
431	но даже	1	1
432	в каком	1	1
433	и несколько	1	1
434	у нас	1	1
435	и далее	1	1
436	могут быть	1	1
437	лежит в	1	1
438	характерных и	1	1
439	как только	1	1
440	должны быть	1	1
441	всего что	1	1
442	а вместе	1	1
443	мысли о	1	1
444	не есть	1	1
445	на это	1	1
446	в каждой	2	1
447	для себя	2	1
448	особенности этого	1	1
449	с ее	2	1
450	как не	4	1
451	и образ	1	1
452	людей в	1	1
453	он постоянно	1	1
454	здесь не	1	1
455	в ее	1	1
456	данном случае	2	1
457	только то	3	1
458	в себя	3	1
459	роль в	2	1
460	великих художников	1	1
461	или нескольких	1	1
462	и взаимодействие	2	1
463	до самого	1	1
464	к окончательному	1	1
465	его мировоззрения	1	1
466	наконец на	1	1
467	найти в	1	1
468	он сам	3	1
469	из одного	4	1
470	с ним	6	1
471	была еще	1	1
472	это объясняется	1	1
473	именно потому	2	1
474	первом случае	1	1
475	и других	5	1
476	притом в	1	1
477	эти планы	1	1
478	не позволяет	2	1
479	времени в	1	1
480	должен прийти	1	1
481	до известной	1	1
482	и во	2	1
483	все в	6	1
484	тем или	1	1
485	творчества в	1	1
486	во втором	1	1
487	а потому	2	1
488	во всей	2	1
489	не надо	1	1
490	совершенно неправильно	1	1
491	них в	1	1
492	он создал	2	1
493	и следовательно	1	1
494	к сознанию	1	1
495	есть что	1	1
496	как она	1	1
497	прямо от	1	1
498	совсем не	1	1
499	мы видим	3	1
500	этот вопрос	2	1
501	что даже	1	1
502	друг друга	3	1
503	характер не	1	1
504	и открыто	1	1
505	целого и	1	1
506	всех его	1	1
507	или его	1	1
508	и его	13	1
509	прямо не	1	1
510	не можем	1	1
511	периода являются	1	1
512	на этих	1	1
513	при помощи	1	1
514	участие в	1	1
515	не так	1	1
516	себе в	1	1
517	и их	2	1
518	могло бы	1	1
519	всякую мысль	1	1
520	сами по	3	1
521	это предположение	1	1
522	не для	1	1
523	привела к	1	1
524	бытия и	1	1
525	у него	6	1
526	и никогда	1	1
527	заметить что	2	1
528	как раз	4	1
529	как этот	1	1
530	тем что	3	1
531	быть по	1	1
532	тогда как	1	1
533	перейти к	1	1
534	представляют собой	1	1
535	со всем	1	1
536	ней и	1	1
537	она господствует	1	1
538	чтобы добиться	1	1
539	нельзя сказать	1	1
540	а именно	1	1
541	бытия в	1	1
542	личной жизни	1	1
543	в самую	1	1
544	социальной жизни	2	1
545	быть тем	1	1
546	и пр	1	1
547	притом не	1	1
548	она является	1	1
549	и самый	1	1
550	черты в	1	1
551	других для	1	1
552	человеческой жизни	2	1
553	жизнь в	1	1
554	одну из	1	1
555	он становится	1	1
556	людьми и	1	1
557	совершенно иное	2	1
558	в момент	1	1
559	позволяет нам	1	1
560	является его	1	1
561	него в	2	1
562	эти слова	1	1
563	ни на	2	1
564	от характера	3	1
565	форме он	1	1
566	воли к	1	1
567	с этим	1	1
568	и глубоко	1	1
569	в данном	2	1
570	и за	1	1
571	в той	6	1
572	смысле этого	1	1
573	которая у	1	1
574	определили его	1	1
575	да и	2	1
576	отношения к	2	1
577	в нарушении	2	1
578	там где	6	1
579	многих других	1	1
580	этого слова	2	1
581	которых ни	1	1
582	является для	2	1
583	такой же	1	1
584	на которой	1	1
585	всякий человек	1	1
586	но это	5	1
587	ничего кроме	1	1
588	но для	2	1
589	кроме того	3	1
590	о мире	1	1
591	мира в	6	1
592	известной степени	1	1
593	которых он	1	1
594	и быт	1	1
595	не существует	1	1
596	на задний	1	1
597	его с	1	1
598	мира и	7	1
599	которой можно	1	1
600	или иным	1	1
601	это уже	1	1
602	души в	1	1
603	находит свое	1	1
604	бы в	3	1
605	тем более	1	1
606	ибо в	1	1
607	его жизнь	2	1
608	многие стороны	1	1
609	наоборот все	1	1
610	все они	1	1
611	же в	2	1
612	может и	1	1
613	появилась в	1	1
614	только как	1	1
615	впервые в	1	1
616	совершенно не	1	1
617	жизни а	2	1
618	мировоззрением и	1	1
619	людей но	1	1
620	есть то	3	1
621	с внешней	1	1
622	человека является	1	1
623	для создания	3	1
624	люди и	1	1
625	в своих	2	1
626	значение в	1	1
627	и вновь	1	1
628	они не	3	1
