N	2gram	Tiupa_Hudo_1	Vvedenie
451	и становится	1	1
452	или менее	5	1
453	имен и	1	1
454	в ходе	5	1
455	в такой	1	1
456	и без	1	1
457	приходится в	1	1
458	еще нет	1	1
459	к предмету	1	1
460	состоящего в	1	1
461	говорил о	1	1
462	в отличие	7	1
463	как музыка	1	1
464	от его	1	1
465	широком и	1	1
466	втором случае	2	1
467	но он	3	1
468	но во	2	1
469	искусства по	1	1
470	не должно	1	1
471	не была	1	1
472	это особенно	1	1
473	отношений здесь	1	1
474	так он	1	1
475	литературы как	3	1
476	в таких	1	1
477	текст отличается	1	1
478	она могла	1	1
479	представляющие собой	1	1
480	мышления и	1	1
481	возлагает на	1	1
482	в центр	1	1
483	не по	1	1
484	вытекает из	2	1
485	случае не	2	1
486	двоякого рода	2	1
487	та или	1	1
488	не могло	2	1
489	единого целого	1	1
490	на язык	1	1
491	в самой	2	1
492	имеем дело	2	1
493	слова как	5	1
494	обратим внимание	1	1
495	этих двух	2	1
496	или иная	1	1
497	иными словами	1	1
498	и является	1	1
499	чтобы этот	1	1
500	о чем-то	1	1
501	не принадлежит	2	1
502	документ но	1	1
503	входят в	1	1
504	труда а	1	1
505	ему не	1	1
506	в действительности	1	1
507	обращенной к	1	1
508	превращается в	2	1
509	ее познания	1	1
510	сравнении с	1	1
511	выступает по	1	1
512	отличается от	2	1
513	мы по	2	1
514	всего в	1	1
515	не предполагает	3	1
516	оно не	1	1
517	быть назван	1	1
518	для себя	2	1
519	вещей в	1	1
520	не ограничивается	1	1
521	из всего	1	1
522	именно эту	1	1
523	и о	3	1
524	значения и	2	1
525	подобных случаях	2	1
526	свою очередь	2	1
527	меня в	1	1
528	как один	1	1
529	создает и	1	1
530	только при	1	1
531	для читателя	2	1
532	то или	1	1
533	реальной действительности	1	1
534	все прочие	3	1
535	только то	1	1
536	вопрос что	1	1
537	и соответствующую	1	1
538	с языком	3	1
539	о полку	2	1
540	как с	1	1
541	видно из	1	1
542	можно только	1	1
543	интересом к	1	1
544	между собой	2	1
545	различного рода	1	1
546	именно потому	1	1
547	и соответственно	2	1
548	настоящее время	1	1
549	не содержит	1	1
550	всеми теми	1	1
551	бы то	1	1
552	после того	1	1
553	может не	1	1
554	собой всю	1	1
555	это было	1	1
556	каждом из	1	1
557	на отдельные	1	1
558	таков что	1	1
559	том или	1	1
560	путь к	1	1
561	смысле не	1	1
562	данного текста	3	1
563	во всей	3	1
564	наконец в	1	1
565	которую в	1	1
566	литературы или	1	1
567	также в	1	1
568	существует как	1	1
569	как ее	1	1
570	в литературе	1	1
571	логической точки	1	1
572	на которой	1	1
573	мы видим	1	1
574	могло быть	2	1
575	к нашему	2	1
576	дело здесь	1	1
577	сложности и	1	1
578	или же	1	1
579	с которыми	1	1
580	без этого	1	1
581	себя в	7	1
582	есть в	2	1
583	полку игореве	2	1
584	исторического бытия	1	1
585	текста по	2	1
586	научной дисциплины	1	1
587	слова не	1	1
588	как писал	1	1
589	или даже	3	1
590	дает ему	1	1
591	языка но	1	1
592	собой лишь	1	1
593	за ним	1	1
594	ту или	1	1
595	для него	4	1
596	ведь это	1	1
597	не означает	1	1
598	слова в	2	1
599	истории одного	1	1
600	мы находим	1	1
601	ее не	1	1
602	к ним	1	1
603	при всей	1	1
604	бытия и	1	1
605	у него	1	1
606	чтобы не	1	1
607	или ином	1	1
608	момент в	1	1
609	языка могут	2	1
610	но одно	1	1
611	говорим о	1	1
612	и т.п	4	1
613	смешным или	1	1
614	искусством в	1	1
615	к которому	4	1
616	с той	1	1
617	и прежде	1	1
618	а с	2	1
619	на которые	1	1
620	выступать как	2	1
621	бы никакого	1	1
622	не на	3	1
623	его исторического	1	1
624	и составляет	3	1
625	однако и	1	1
626	и объединяет	1	1
627	и внутренне	1	1
628	одну из	1	1
629	как видно	1	1
630	и том	1	1
631	на время	2	1
632	и способа	1	1
633	жизнь в	1	1
634	мира в	2	1
635	в одно	2	1
636	если не	1	1
637	здесь именно	1	1
638	в момент	2	1
639	можно охарактеризовать	2	1
640	имея в	1	1
641	все то	1	1
642	и особенно	2	1
643	и соответствующих	1	1
644	и потому	2	1
645	во множестве	1	1
646	к сфере	1	1
647	рода и	1	1
648	к своему	1	1
649	общая идея	1	1
650	в практике	1	1
651	эта система	1	1
652	в европейской	1	1
653	деятельность не	1	1
654	выделяются из	1	1
655	в малом	1	1
656	быть не	1	1
657	о жизни	1	1
658	слова и	2	1
659	художественности в	5	1
660	что из	1	1
661	в культуре	3	1
662	но для	1	1
663	самое существенное	1	1
664	двумя важнейшими	1	1
665	к вопросу	1	1
666	и более	2	1
667	искусства как	3	1
668	не прямо	1	1
669	и от	1	1
670	по поводу	1	1
671	и иного	1	1
672	в настоящее	1	1
673	всего что	1	1
674	как явление	1	1
675	на языке	2	1
676	ни было	1	1
677	же в	1	1
678	не дает	1	1
679	на части	1	1
680	отношении к	2	1
681	в системе	2	1
682	ценностей и	1	1
683	становления и	1	1
684	чем с	1	1
685	в свою	3	1
686	и каждая	1	1
687	от своего	2	1
688	не быть	1	1
689	впервые в	1	1
690	менее не	1	1
691	жизни а	1	1
692	внутреннее единство	1	1
693	автора в	1	1
694	типа и	1	1
695	или иного	3	1
696	одновременно и	1	1
697	в сравнении	1	1
698	начале этой	1	1
699	только о	2	1
700	явление культуры	1	1
701	и основана	1	1
702	частности в	1	1
703	просто не	1	1
704	ее в	2	1
705	того времени	1	1
706	в своих	1	1
707	можно назвать	1	1
708	в таком	1	1
709	все что	1	1
710	этой точки	1	1
711	они не	1	1
712	которая не	1	1
