N	2gram	Medvedev_U_1	Dialekti
129	отлична от	1	2
130	что под	1	2
131	для этого	3	2
132	тех кто	1	2
133	того что	1	2
134	и быть	1	2
135	и так	1	2
136	с одной	1	2
137	в качестве	1	2
138	уже не	1	2
139	и у	2	2
140	то и	1	2
141	для него	3	2
142	именно как	2	2
143	только как	1	2
144	о чем	2	2
145	он и	1	2
146	стороны в	1	2
147	в частности	3	2
148	объекта и	1	2
149	или по	1	2
150	одной стороны	1	2
151	ни от	2	2
152	сих пор	2	2
153	она должна	1	2
154	и для	2	2
155	много но	1	2
156	тем более	1	2
157	а о	2	2
158	в отдельности	1	2
159	невозможна без	1	2
160	к этому	1	2
161	а между	2	1
162	таковы в	1	1
163	без них	1	1
164	из самых	1	1
165	мировоззрения и	1	1
166	научного анализа	1	1
167	той же	1	1
168	так он	1	1
169	а как	2	1
170	и интересно	1	1
171	мы не	2	1
172	и как-то	1	1
173	но даже	2	1
174	столько же	1	1
175	и этого	1	1
176	что по	1	1
177	в различных	1	1
178	своими собственными	1	1
179	в сторону	2	1
180	него она	1	1
181	нет и	1	1
182	принцип построения	1	1
183	которые могли	1	1
184	первый взгляд	1	1
185	в той	1	1
186	концов не	1	1
187	его на	1	1
188	могли бы	2	1
189	есть ли	1	1
190	не приходится	2	1
191	в которой	1	1
192	формы в	3	1
193	так или	1	1
194	теории и	1	1
195	исторических фактов	1	1
196	или иных	2	1
197	таким образом	2	1
198	по его	1	1
199	что все	2	1
200	же не	2	1
201	тем в	1	1
202	то есть	1	1
203	первую очередь	1	1
204	а это	1	1
205	еще одно	1	1
206	далеко не	1	1
207	в этой	4	1
208	в храме	1	1
209	этого не	1	1
210	место и	1	1
211	со своими	1	1
212	слишком часто	1	1
213	именно такую	1	1
214	не самый	1	1
215	но он	1	1
216	еще раз	1	1
217	общего и	1	1
218	формы как	1	1
219	и вся	1	1
220	нас самих	1	1
221	того как	1	1
222	сколько и	1	1
223	было у	1	1
224	больше чем	1	1
225	этого общего	1	1
226	пушкина но	1	1
227	вот почему	7	1
228	так то	1	1
229	с другом	1	1
230	не могут	2	1
231	почему все	1	1
232	же самое	2	1
233	этого и	1	1
234	всего что	1	1
235	и свое	1	1
236	правда не	1	1
237	но по	1	1
238	бы равносильно	1	1
239	почему и	1	1
240	бывает что	1	1
241	осталось бы	1	1
242	ничего подобного	1	1
243	связаны и	1	1
244	еще ничего	2	1
245	конечно это	1	1
246	все его	1	1
247	все в	1	1
248	между тем	2	1
249	переходит в	1	1
250	и только	5	1
251	но тут	1	1
252	сам только	1	1
253	интереса к	2	1
254	ее к	1	1
255	так всегда	1	1
256	бы ни	1	1
257	все они	2	1
258	построения и	1	1
259	вопроса о	2	1
260	он может	1	1
261	превратилось бы	1	1
262	не для	1	1
263	содержание и	1	1
264	это верно	1	1
265	у него	1	1
266	как такового	3	1
267	бы это	1	1
268	никогда и	1	1
269	или иначе	1	1
270	сюда же	1	1
271	вообще мы	1	1
272	и др	1	1
273	превращается в	2	1
274	его как	1	1
275	при более	1	1
276	об ее	1	1
277	знает только	1	1
278	если не	2	1
279	тех и	1	1
280	где же	1	1
281	находятся в	1	1
282	по существу	2	1
283	друг с	1	1
284	ней не	1	1
285	думает о	1	1
286	что мы	2	1
287	но для	1	1
288	во мне	1	1
289	это уже	2	1
290	при таком	2	1
291	о котором	1	1
292	но также	1	1
293	на первый	2	1
294	но именно	1	1
295	тут мы	1	1
296	как отвлеченный	1	1
297	психики и	1	1
298	о сущности	1	1
299	что угодно	1	1
300	конечно как	1	1
301	в искусстве	6	1
302	в таком	1	1
303	все что	1	1
