N	2gram	Bakhtin_Pr_2	PoTuStor
422	любви к	1	1
423	нас в	1	1
424	я лишь	1	1
425	самую точку	1	1
426	это творчество	1	1
427	достаточно назвать	1	1
428	на одном	1	1
429	в другой	1	1
430	быть даже	1	1
431	нельзя сказать	2	1
432	он работает	2	1
433	деле в	1	1
434	наконец в	3	1
435	из одних	1	1
436	все время	1	1
437	каких бы	1	1
438	человека как	1	1
439	и мир	1	1
440	к нему	5	1
441	что здесь	1	1
442	но так	2	1
443	себя с	1	1
444	является обычным	1	1
445	ли будет	4	1
446	тот же	3	1
447	мы увидим	5	1
448	человека все	1	1
449	к их	1	1
450	сознания можно	1	1
451	бы ни	2	1
452	кроме этого	1	1
453	теперь в	3	1
454	делает его	1	1
455	с одной	1	1
456	в качестве	1	1
457	себя в	3	1
458	же и	4	1
459	уже в	2	1
460	и искусно	1	1
461	и они	2	1
462	то и	2	1
463	рано или	1	1
464	его и	2	1
465	главное для	1	1
466	ведь это	2	1
467	в известной	1	1
468	могут лежать	1	1
469	в конце	2	1
470	вовсе не	5	1
471	как его	4	1
472	не случайно	1	1
473	не говорит	1	1
474	как раз	4	1
475	они становятся	1	1
476	несколько иное	2	1
477	и старается	2	1
478	или поздно	1	1
479	или иной	3	1
480	и сознание	2	1
481	с другой	4	1
482	и тех	1	1
483	здесь в	3	1
484	эти две	1	1
485	как драматизованный	1	1
486	в каких	1	1
487	а с	2	1
488	на которые	1	1
489	что для	1	1
490	говорит о	1	1
491	своего прямого	3	1
492	связано с	1	1
493	у нас	2	1
494	основной вопрос	1	1
495	одной стороны	1	1
496	материал в	2	1
497	на этот	4	1
498	а не	7	1
499	жизнь в	1	1
500	в руках	2	1
501	человек есть	1	1
502	весь его	1	1
503	ведь именно	1	1
504	не всегда	1	1
505	в связи	1	1
506	бы оно	1	1
507	и особенно	2	1
508	в человеке	3	1
509	б я	1	1
510	влияния на	1	1
511	и оценок	1	1
512	и ведет	1	1
513	что же	7	1
514	остановимся прежде	1	1
515	даже с	1	1
516	только себя	1	1
517	из этой	1	1
518	друг с	4	1
519	человека который	1	1
520	о его	1	1
521	самостоятельными и	1	1
522	так ли	2	1
523	и враждебно	1	1
524	известной степени	1	1
525	в самые	1	1
526	и тенденции	1	1
527	она может	1	1
528	ли они	1	1
529	которая в	1	1
530	отношения только	1	1
531	отца с	1	1
532	совершенно аналогичны	1	1
533	это может	1	1
534	в эту	3	1
535	еще более	2	1
536	и ни	1	1
537	я в	1	1
538	же в	1	1
539	я у	1	1
540	входить в	1	1
541	всеми его	1	1
542	по поводу	1	1
543	проникнув в	1	1
544	он владеет	2	1
545	а ведь	1	1
546	а во	1	1
547	себе но	2	1
548	и слов	1	1
549	правда все	1	1
550	в своих	2	1
551	этой точки	1	1
552	и эта	2	1
553	это в	1	1
554	как на	1	1
555	творчество как	1	1
