N	2gram	Vygotskiy__3	Vvedenie
99	в которых	6	5
100	так например	2	5
101	как бы	14	5
102	не есть	1	5
103	в себе	4	4
104	сравнению с	1	4
105	еще не	1	4
106	во всяком	2	4
107	от этого	1	4
108	и для	4	4
109	по мере	1	4
110	еще и	2	4
111	и ее	2	4
112	как раз	8	4
113	быть названо	1	4
114	независимо от	1	4
115	в виде	2	4
116	как это	6	4
117	по сравнению	1	4
118	в своей	5	4
119	а в	7	4
120	одно из	2	4
121	с этой	2	4
122	что он	11	4
123	здесь нет	1	4
124	это только	3	4
125	только что	2	4
126	на вопрос	1	4
127	нельзя не	2	4
128	как она	1	4
129	не имеет	6	4
130	в первом	1	4
131	всяком случае	2	4
132	о чем	1	4
133	не просто	2	4
134	уже не	2	4
135	мы имеем	1	4
136	одной стороны	5	4
137	внимание на	2	4
138	в котором	6	4
139	с одной	6	4
140	этом отношении	1	4
141	и что	18	4
142	той же	2	4
143	при том	2	4
144	и то	8	4
145	должен был	2	4
146	и заключается	1	4
147	или иначе	1	4
148	как о	1	4
149	прямом смысле	2	3
150	все эти	4	3
151	но с	1	3
152	и вот	2	3
153	в собственном	1	3
154	можно сказать	1	3
155	говорит о	2	3
156	так же	2	3
157	при этом	4	3
158	может служить	7	3
159	том виде	1	3
160	и римлян	1	3
161	так чтобы	1	3
162	гораздо более	1	3
163	и вообще	1	3
164	раньше чем	1	3
165	если бы	14	3
166	в конце	2	3
167	дело не	2	3
168	нисколько не	1	3
169	что это	10	3
170	и есть	1	3
171	в одном	8	3
172	что уже	1	3
173	текст и	1	3
174	совсем не	3	3
175	но все	1	3
176	в начале	1	3
177	что же	2	3
178	всего того	2	3
179	отношение к	1	3
180	на этой	1	3
181	действительность в	1	3
182	здесь все	1	3
183	что даже	2	3
184	смысле как	1	3
185	к тому	6	3
186	мы видели	6	3
187	хотя и	1	3
188	и других	1	3
189	и к	3	3
190	разбираться в	1	3
191	есть еще	1	3
192	с историей	1	3
193	именно как	1	3
194	в чем	1	3
195	дело в	1	3
196	в сущности	10	3
197	себе что	1	3
198	на основании	1	3
199	в конечном	1	3
200	в этой	13	3
201	в этих	2	3
202	что и	4	3
203	и на	6	3
204	от себя	1	3
205	он мог	1	3
206	до конца	2	3
207	в результате	1	3
208	на этом	5	3
209	язык и	1	3
210	не как	1	3
211	времени в	1	3
212	при помощи	4	3
213	в известном	1	3
214	в прямом	2	3
215	должен быть	3	3
216	однако в	1	3
217	в частности	1	3
218	но что	2	3
219	то это	2	3
220	или как	1	3
221	в ней	15	3
222	к этому	3	3
223	что она	16	3
224	понятно что	1	3
225	со всей	3	3
226	и уже	2	3
227	заключается в	7	3
228	что с	4	3
229	как будто	4	3
230	каждой из	1	3
231	из них	6	3
232	в виду	4	3
233	от характера	1	3
234	так называемой	3	3
235	в своем	5	3
236	зависит от	1	3
237	к таким	1	2
238	о которых	9	2
239	каждый из	1	2
240	и совершенно	4	2
241	был в	1	2
242	смысл что	1	2
243	когда мы	2	2
244	все более	2	2
245	и здесь	6	2
246	что чем	2	2
247	что можно	1	2
248	и с	1	2
249	следует что	2	2
250	бы в	3	2
251	в другом	5	2
252	что несмотря	1	2
253	что следовательно	1	2
254	которой в	1	2
255	жизни и	1	2
256	того же	3	2
257	мы говорим	1	2
258	чем больше	1	2
259	своего материала	1	2
260	это есть	2	2
261	не к	3	2
262	тем именно	1	2
263	здесь не	3	2
264	на тему	3	2
265	для них	1	2
266	так и	1	2
267	не было	1	2
268	должна быть	5	2
269	этому поводу	1	2
270	при жизни	1	2
271	с ней	1	2
272	когда говорил	1	2
273	из двух	3	2
274	стоит в	1	2
275	не исчерпывается	1	2
276	и так	1	2
277	это еще	1	2
278	это в	1	2
279	мы не	5	2
280	и другие	2	2
281	второй половине	1	2
282	в известных	2	2
283	во всех	4	2
284	и те	1	2
285	в форме	1	2
286	казалось бы	5	2
287	бы ее	1	2
288	от действительности	1	2
289	до наших	1	2
290	по его	3	2
291	мы должны	1	2
292	его к	2	2
293	не мог	4	2
294	целом ряде	1	2
295	время в	5	2
296	есть не	1	2
297	в силу	2	2
298	к действительности	1	2
299	между ними	1	2
300	по этому	1	2
301	с теми	3	2
302	у них	2	2
303	виде в	1	2
304	две части	1	2
305	никогда не	4	2
306	не с	1	2
307	из его	1	2
308	из которых	4	2
309	и той	2	2
310	мысли и	1	2
311	с точки	9	2
312	к самой	2	2
313	мог бы	1	2
314	и при	1	2
315	все время	30	2
316	именно на	1	2
317	что если	4	2
318	у нас	2	2
319	понять что	1	2
320	идет речь	1	2
321	находятся в	2	2
322	для нее	1	2
323	и чем	2	2
324	но уже	1	2
325	природы и	1	2
326	с этим	8	2
327	только на	1	2
328	должно быть	1	2
329	ничего не	2	2
330	не столько	1	2
331	не иначе	2	2
332	могло бы	2	2
333	тому как	1	2
334	лежит в	2	2
335	не могли	4	2
336	как только	3	2
337	то она	1	2
338	для этого	2	2
339	одна из	4	2
340	мы уже	7	2
341	этого слова	2	2
342	обратить внимание	1	2
343	будто бы	1	2
344	же как	1	2
345	значение в	1	2
346	же самое	10	2
347	чтобы он	2	2
348	того как	3	2
349	или нет	1	2
350	с конца	1	2
351	тому что	6	2
352	дана нам	1	2
353	истории не	1	2
354	это делает	1	2
355	еще раз	1	2
356	с чисто	1	2
357	несмотря на	5	2
358	от других	1	2
359	быть и	1	2
360	в каждой	1	2
361	подобно тому	1	2
362	по их	1	2
363	само собой	1	2
364	мы можем	7	2
365	еще при	1	2
366	надо было	2	2
367	по существу	2	2
368	нам не	2	2
369	не следует	1	2
370	должна была	1	2
371	заявляет что	1	2
372	есть только	2	2
373	одной и	2	2
374	говорит он	2	2
375	по содержанию	1	2
376	состоит в	3	2
377	от которых	1	2
378	что мы	1	2
379	и тогда	1	2
380	ближе к	1	2
381	она была	4	2
382	он и	1	2
383	и до	1	2
384	деле как	1	2
385	но это	3	2
386	а если	1	2
387	своему значению	1	2
388	что по	3	1
389	свои собственные	1	1
390	все прочие	2	1
391	то мы	1	1
392	может не	1	1
393	обширном смысле	1	1
394	не могла	2	1
395	бы ему	1	1
396	носит он	1	1
397	заключенное в	1	1
398	одной общей	1	1
399	жизни а	1	1
400	нашего исследования	1	1
401	из чего	1	1
402	с самого	6	1
403	внутреннее противоречие	2	1
404	на его	1	1
405	отношении к	1	1
406	можем его	1	1
407	чтобы эта	1	1
408	не одно	1	1
409	для нас	8	1
410	какой угодно	1	1
411	одно и	3	1
412	на деле	4	1
413	бы оно	1	1
414	него следует	1	1
415	одновременно и	3	1
416	идет от	1	1
417	как язык	1	1
418	чем то	1	1
419	образом мы	4	1
420	но он	2	1
421	выражается в	1	1
422	в предисловии	1	1
423	в достаточной	1	1
424	это то	1	1
425	бы на	1	1
426	он только	1	1
427	это и	1	1
428	не вытекает	1	1
429	как надо	1	1
430	в древности	1	1
431	нашел в	1	1
432	до уровня	1	1
433	к концу	3	1
434	как именно	1	1
435	для нашей	1	1
436	так он	1	1
437	в область	1	1
438	словесного искусства	1	1
439	смысле на	1	1
440	к этим	1	1
441	не умели	1	1
442	действительно не	3	1
443	у меня	1	1
444	уже выше	1	1
445	смотреть как	1	1
446	чтобы этот	1	1
447	просто не	1	1
448	кроме того	1	1
449	она может	3	1
450	но еще	1	1
451	для читателя	2	1
452	нем то	1	1
453	и тот	1	1
454	своего времени	1	1
455	с них	1	1
456	только при	1	1
457	и все	10	1
458	есть в	2	1
459	на то	16	1
460	на эту	1	1
461	указание на	1	1
462	не по	1	1
463	тем о	1	1
464	оба они	1	1
465	когда под	1	1
466	помощи которого	2	1
467	свою особую	1	1
468	иначе как	2	1
469	с первого	1	1
470	и ничего	2	1
471	это конечно	1	1
472	быть только	1	1
473	к общим	1	1
474	к которому	1	1
475	что действительно	1	1
476	совершенно ясно	13	1
477	под этим	2	1
478	и всеми	1	1
479	случаев требует	1	1
480	и которая	2	1
481	этой точки	1	1
482	очень много	1	1
483	что таков	1	1
484	которые она	2	1
485	представляла собой	1	1
486	рассказа в	1	1
487	та же	3	1
488	быть понято	1	1
489	только то	2	1
490	что на	1	1
491	еще особый	1	1
492	того о	1	1
493	с каким	1	1
494	совсем другое	1	1
495	общий смысл	1	1
496	того или	1	1
497	говорил о	2	1
498	если он	4	1
499	собой не	1	1
500	необходимый для	1	1
501	не ограничивается	1	1
502	которые нам	1	1
503	а от	1	1
504	то в	1	1
505	тот факт	1	1
506	как воплощенная	1	1
507	и становится	1	1
508	заключены в	1	1
509	заключает в	1	1
510	если не	1	1
511	нет никакого	2	1
512	заключается вовсе	1	1
513	внимания с	1	1
514	и я	2	1
515	в эту	2	1
516	были бы	3	1
517	иначе говоря	5	1
518	без этого	1	1
519	он действительно	2	1
520	с которого	1	1
521	в итоге	1	1
522	одна сторона	1	1
523	из всего	2	1
524	с той	4	1
525	все то	7	1
526	мере не	1	1
527	между собой	2	1
528	или же	1	1
529	здесь в	2	1
530	только один	1	1
531	героического эпоса	1	1
532	превращается в	1	1
533	одна другой	1	1
534	в тех	4	1
535	например в	2	1
536	совершенно не	5	1
537	для него	2	1
538	из него	4	1
539	слова или	1	1
540	в заключение	1	1
541	отношения к	2	1
542	так а	1	1
543	раз в	4	1
544	имеет очень	1	1
545	как не	1	1
546	момент в	1	1
547	то как	2	1
548	быть не	2	1
549	а затем	1	1
550	что ни	1	1
551	было не	1	1
552	и очень	2	1
553	и которые	3	1
554	должны были	2	1
555	уже из	6	1
556	на самом	2	1
557	нет и	1	1
558	но как	2	1
559	если можно	1	1
560	и имеет	1	1
561	еще более	1	1
562	к своему	2	1
563	своим собственным	2	1
564	живопись и	1	1
565	другой не	1	1
566	и можно	1	1
567	чем сложнее	1	1
568	он представляет	1	1
569	этим и	1	1
570	заключается не	2	1
571	это ясно	1	1
572	одном и	1	1
573	эти отдельные	1	1
574	мысли в	1	1
575	автор как	1	1
576	как они	1	1
577	что этот	4	1
578	материалом для	2	1
579	и прежде	1	1
580	слова а	1	1
581	и всегда	2	1
582	такие же	1	1
583	законам развития	2	1
584	заключено в	2	1
585	они не	2	1
586	как в	4	1
587	чаще всего	1	1
588	одного из	2	1
589	деле то	1	1
590	утверждать что	2	1
591	отличие от	1	1
592	автора и	2	1
593	ее в	4	1
594	что при	1	1
595	котором они	1	1
596	бы назвать	2	1
597	что его	2	1
598	что у	7	1
599	но смысл	3	1
600	не представляют	1	1
601	нас и	1	1
602	что из	1	1
603	и составляет	1	1
604	его словам	2	1
605	как если	3	1
606	в самых	1	1
607	что оно	2	1
608	ведь это	1	1
609	своего предмета	1	1
610	в определенном	1	1
611	тот круг	1	1
612	не то	4	1
613	предисловии к	1	1
614	свою очередь	2	1
615	ней есть	1	1
616	следует только	1	1
617	и своим	1	1
618	можно назвать	2	1
619	остановиться на	2	1
620	и о	3	1
621	с которыми	1	1
622	если нельзя	2	1
623	зависимости от	1	1
624	бы сказать	1	1
625	у древних	2	1
626	а между	1	1
627	говорят на	1	1
628	них нет	1	1
629	тому же	1	1
630	которых и	1	1
631	и потому	1	1
632	что они	4	1
633	всеми теми	1	1
634	том как	2	1
635	очевидно что	2	1
636	а с	2	1
637	нам в	2	1
638	от своего	2	1
639	он был	3	1
640	к ним	3	1
641	том смысле	2	1
642	в слове	1	1
643	из их	1	1
644	и глубины	1	1
645	как один	1	1
646	которое он	1	1
647	в изображении	1	1
648	образом совершенно	1	1
649	не могло	1	1
650	наряду с	3	1
651	именно это	3	1
652	именно из	1	1
653	перед собой	2	1
654	или менее	1	1
655	ее с	1	1
656	кто из	1	1
657	то все	1	1
658	это было	1	1
659	что все	3	1
660	что так	2	1
661	сослаться на	2	1
662	ближайший смысл	1	1
663	из самого	1	1
664	однако и	2	1
665	более или	1	1
666	свою роль	1	1
667	ко всему	1	1
668	отличается от	1	1
669	стиля а	1	1
670	сам собой	2	1
671	основной цели	1	1
672	в зависимости	1	1
673	на те	2	1
674	к области	1	1
675	на время	2	1
676	для которого	1	1
677	у него	4	1
678	и та	2	1
679	как будет	1	1
680	он в	2	1
681	всех отношениях	1	1
682	можно с	1	1
683	что именно	2	1
684	может отличаться	1	1
685	и часто	2	1
686	это значит	1	1
687	не удалась	1	1
688	факт что	1	1
689	значения и	1	1
690	не потому	1	1
691	то для	1	1
692	конечной целью	1	1
693	чтобы не	1	1
694	в сторону	1	1
695	в таком	3	1
696	и начал	2	1
697	не от	1	1
698	в момент	1	1
699	бы никакого	1	1
700	в которой	5	1
701	который как	2	1
702	из анализа	2	1
703	прямо говорит	1	1
704	в отличие	1	1
705	к одной	1	1
706	которых в	1	1
707	мы видим	12	1
708	и практическая	1	1
709	понятным почему	1	1
710	гораздо большей	1	1
711	она и	1	1
712	прямо заявляет	1	1
713	лучшем случае	2	1
714	степени в	1	1
715	ли это	2	1
716	она действительно	1	1
717	как к	2	1
718	автора в	1	1
719	заставляет нас	2	1
720	следует понимать	2	1
721	образом для	1	1
722	сведения о	1	1
723	показывает что	2	1
724	возникает при	1	1
725	признает что	1	1
726	в лучшем	2	1
727	первой половине	3	1
728	с правилами	1	1
729	только тем	1	1
730	в действительности	1	1
731	на практике	1	1
732	не понимать	1	1
733	таковы например	1	1
734	есть непременно	1	1
735	именно он	1	1
736	по другому	1	1
737	жизнь в	1	1
738	в своих	4	1
739	которые не	1	1
740	представлять себе	1	1
741	в построении	1	1
742	рода и	1	1
743	и другой	1	1
744	на две	1	1
745	дело обстоит	1	1
746	достаточной мере	1	1
747	этих двух	1	1
748	самого начала	6	1
749	у этих	3	1
750	было на	1	1
751	к частным	1	1
752	не остается	1	1
753	почти не	1	1
754	исторической действительности	2	1
755	в такой	3	1
756	на той	1	1
757	за ним	1	1
758	говорит что	8	1
759	ее не	3	1
760	большей частью	2	1
761	случае и	1	1
762	на свой	1	1
763	же в	2	1
764	все равно	1	1
765	и эти	2	1
766	достаточно сослаться	1	1
767	одного а	1	1
768	и затем	2	1
769	этим объясняется	1	1
770	или иного	1	1
771	не принадлежит	1	1
772	в таких	1	1
773	и у	1	1
774	была с	1	1
775	всего в	1	1
776	в следующем	1	1
777	быть сказано	1	1
778	которыми он	1	1
779	за этой	1	1
780	увидеть что	7	1
781	ряде случаев	1	1
782	так много	1	1
783	но совершенно	1	1
784	из человеческих	1	1
785	самое и	1	1
786	народа то	1	1
787	всего сказанного	1	1
788	и особенно	1	1
789	никак не	7	1
790	в самой	4	1
791	что здесь	2	1
792	страсть к	3	1
793	относится и	1	1
794	мы помним	2	1
795	очень далеко	1	1
796	же заключается	1	1
797	из важнейших	1	1
798	от той	1	1
799	обратиться к	4	1
800	как же	2	1
801	спросить себя	1	1
802	уже у	1	1
803	деле даже	1	1
804	для этой	1	1
805	имеем в	1	1
806	не совпадает	2	1
807	имел в	1	1
808	для употребления	1	1
809	и нужно	1	1
810	письма и	1	1
811	чтобы увидеть	5	1
812	вытекает из	2	1
813	явно не	1	1
814	и эта	1	1
815	ответом на	3	1
816	участие в	1	1
817	его нельзя	1	1
818	в первой	2	1
819	все что	1	1
820	была уже	1	1
821	она могла	2	1
822	речь идет	4	1
823	которую можно	1	1
824	целого ряда	1	1
825	мы знаем	1	1
826	сказано о	1	1
827	искусства как	1	1
828	как эти	1	1
829	и более	2	1
830	потому его	1	1
831	от нашего	1	1
832	что эти	4	1
833	относиться к	1	1
834	в свою	4	1
835	роль и	1	1
