N	2gram	Medvedev_F_3	TeoriaLi
413	жизни между	1	1
414	она могла	1	1
415	принадлежат к	2	1
416	дело в	2	1
417	одна из	2	1
418	между жизнью	3	1
419	отклонения от	1	1
420	на себе	1	1
421	к этим	1	1
422	облекается в	1	1
423	двоякого рода	1	1
424	художественная реальность	2	1
425	в самой	2	1
426	поскольку оно	2	1
427	от него	2	1
428	этих случаях	1	1
429	и теперь	6	1
430	связи с	5	1
431	ничто не	3	1
432	ту или	2	1
433	жанры в	1	1
434	из того	1	1
435	в химическом	2	1
436	и делает	1	1
437	не является	5	1
438	в подобном	1	1
439	в каком	2	1
440	однако это	1	1
441	ему не	1	1
442	этот закон	2	1
443	у нас	3	1
444	настоящего времени	1	1
445	в коем	1	1
446	в момент	1	1
447	не могут	10	1
448	взятое в	1	1
449	и существенно	1	1
450	числе и	1	1
451	значительной степени	1	1
452	его с	1	1
453	как следствие	1	1
454	исчезает и	1	1
455	слова с	1	1
456	в каждом	5	1
457	в пьесе	1	1
458	оно не	3	1
459	она не	4	1
460	говорит о	1	1
461	в каждой	1	1
462	должен быть	2	1
463	своего развития	1	1
464	как мы	8	1
465	того чтобы	5	1
466	та или	1	1
467	людей в	1	1
468	на основе	1	1
469	общения между	1	1
470	только при	1	1
471	языка и	1	1
472	в собственном	1	1
473	то или	2	1
474	реальной действительности	3	1
475	чтобы быть	1	1
476	только то	3	1
477	значение в	1	1
478	является необходимой	1	1
479	и совершенно	1	1
480	можно было	1	1
481	ориентировано на	2	1
482	начала и	1	1
483	в плоскости	5	1
484	это событие	1	1
485	с внутренним	1	1
486	вошел в	2	1
487	в окружающей	2	1
488	и определяется	1	1
489	завершения целого	1	1
490	жизнь и	3	1
491	является в	2	1
492	жанра в	2	1
493	его роли	1	1
494	в словах	1	1
495	для этого	2	1
496	с ним	1	1
497	в разбираемом	1	1
498	именно потому	2	1
499	жеста и	1	1
500	произведения как	6	1
501	искусства и	1	1
502	настоящее время	1	1
503	определенным образом	1	1
504	никак не	3	1
505	как ее	4	1
506	одного из	1	1
507	и который	1	1
508	в сущности	2	1
509	в значительной	1	1
510	служит для	1	1
511	значимостью и	1	1
512	лишь путем	1	1
513	не уничтожается	1	1
514	нуждается в	3	1
515	от одного	2	1
516	или напротив	1	1
517	и только	2	1
518	наконец в	1	1
519	и писать	1	1
520	человека как	2	1
521	языка мы	1	1
522	всех сторон	2	1
523	эти последние	1	1
524	не совпадает	1	1
525	жизнь на	1	1
526	в формах	2	1
527	один из	1	1
528	но с	1	1
529	в двух	1	1
530	тот же	1	1
531	дело с	3	1
532	но этим	1	1
533	одного сознания	1	1
534	именно о	1	1
535	в какой	3	1
536	путь к	1	1
537	и является	4	1
538	целого и	1	1
539	может оказаться	1	1
540	литература как	1	1
541	который в	1	1
542	и жизни	1	1
543	так что	1	1
544	от одной	1	1
545	же и	4	1
546	для всех	1	1
547	есть в	1	1
548	значения слов	1	1
549	если мы	7	1
550	только на	4	1
551	его развитие	1	1
552	в единстве	5	1
553	в поэзии	3	1
554	завершения не	1	1
555	или даже	1	1
556	из них	2	1
557	за ним	1	1
558	чего бы	1	1
559	которыми располагается	2	1
560	к каким	1	1
561	одно из	1	1
562	и их	5	1
563	ведь это	1	1
564	и мир	2	1
565	в одном	1	1
566	так как	9	1
567	без этого	1	1
568	входят в	1	1
569	случае не	1	1
570	и несет	1	1
571	в первую	1	1
572	в жизненном	1	1
573	для того	4	1
574	им по	1	1
575	новая форма	1	1
576	как у	1	1
577	на ее	4	1
578	связаны с	2	1
579	всякое высказывание	3	1
580	завершенность и	1	1
581	с той	1	1
582	еще и	1	1
583	факторов в	1	1
584	души и	3	1
585	окружающей его	1	1
586	что для	1	1
587	к более	2	1
588	данного высказывания	3	1
589	и пр	15	1
590	превращается в	2	1
591	не было	1	1
592	литературное произведение	3	1
593	более того	6	1
594	зависит от	1	1
595	жизненной реальности	1	1
596	жизнь в	1	1
597	быть определен	1	1
598	в связи	4	1
599	как ни	1	1
600	с помощью	8	1
601	может иметь	2	1
602	нет никаких	2	1
603	в одной	5	1
604	требует от	1	1
605	к своему	1	1
606	для искусства	1	1
607	высказывания с	1	1
608	конструкции если	1	1
609	любое произведение	1	1
610	одновременно с	1	1
611	тому как	5	1
612	типа как	1	1
613	да и	4	1
614	для понимания	1	1
615	в это	1	1
616	в контексте	1	1
617	с этой	1	1
618	к понятию	1	1
619	и формы	5	1
620	этом случае	1	1
621	высказывания жанр	1	1
622	художественное произведение	11	1
623	быть и	1	1
624	искусства в	3	1
625	высказывания но	2	1
626	все это	7	1
627	если ее	1	1
628	ее содержание	1	1
629	при всем	1	1
630	является как	1	1
631	каждой из	1	1
632	высказывания а	1	1
633	к реальному	1	1
634	известной степени	2	1
635	форм хотя	1	1
636	такого высказывания	1	1
637	для индивидуального	1	1
638	и от	11	1
639	словарного слова	1	1
640	в результате	5	1
641	все они	1	1
642	о котором	1	1
643	в настоящее	1	1
644	своей значимости	1	1
645	ними могут	1	1
646	бы в	6	1
647	истории литературы	6	1
648	стороны в	1	1
649	с другими	1	1
650	за его	1	1
651	ни было	5	1
652	им с	1	1
653	же в	1	1
654	мы видим	1	1
655	не утрачивает	2	1
656	не есть	4	1
657	его лишь	1	1
658	в стихах	2	1
659	в готовом	1	1
660	однако герой	1	1
661	к самому	2	1
662	становления и	2	1
663	может и	3	1
664	в существовании	1	1
665	а о	1	1
666	как ряд	1	1
667	оценки и	6	1
668	от всех	4	1
669	совершенно не	7	1
670	о литературе	1	1
671	из этого	4	1
672	жизни и	4	1
673	ее в	3	1
674	в своих	6	1
675	автора с	2	1
676	можно назвать	1	1
677	в таком	2	1
678	этой точки	1	1
