N	2gram	Tiupa_Disk_2	Problemy
133	в одной	1	3
134	стороны и	2	3
135	когда он	1	3
136	только на	1	3
137	чем у	1	3
138	это не	3	3
139	в жизни	1	3
140	двуголосого слова	1	3
141	такой же	2	3
142	и их	1	3
143	даже в	1	3
144	в одно	1	3
145	она не	1	3
146	на него	1	3
147	себе самом	1	3
148	того и	2	3
149	ничего не	1	3
150	во всем	1	3
151	могут быть	3	3
152	той или	3	3
153	не менее	7	3
154	но при	2	3
155	в себя	2	3
156	чужой речи	1	3
157	так и	9	3
158	и даже	1	3
159	с ним	1	3
160	и здесь	1	3
161	между тем	2	3
162	что и	2	3
163	и только	1	3
164	другого в	2	3
165	здесь в	3	3
166	и следовательно	1	3
167	в формах	2	3
168	его в	3	3
169	и ее	3	3
170	устной речи	1	3
171	себя в	6	3
172	есть в	2	3
173	уже не	3	3
174	героя с	1	3
175	тем что	1	3
176	к самому	1	3
177	или иной	3	3
178	себя и	1	3
179	в рассказе	4	3
180	эпистолярная форма	1	3
181	рассказа в	2	3
182	но для	1	3
183	все же	6	3
184	и для	2	3
185	в романе	1	3
186	не знает	3	3
187	другой стороны	2	3
188	того же	2	3
189	героя в	5	3
190	я и	4	2
191	а между	1	2
192	чтобы не	1	2
193	на материале	1	2
194	себе как	1	2
195	вопрос о	1	2
196	героя но	1	2
197	от друга	1	2
198	не нужно	2	2
199	установку на	2	2
200	друг на	1	2
201	в сторону	1	2
202	отношение к	2	2
203	друг от	1	2
204	друга и	1	2
205	опирается на	1	2
206	как в	8	2
207	и как	3	2
208	в первом	1	2
209	в целом	2	2
210	бы не	1	2
211	из этих	3	2
212	с их	2	2
213	им в	1	2
214	но на	1	2
215	к миру	1	2
216	и еще	1	2
217	внутренней речи	3	2
218	одно и	2	2
219	но все	1	2
220	сознание и	1	2
221	об этом	1	2
222	из них	3	2
223	входит в	2	2
224	на почве	2	2
225	лишь на	1	2
226	например рассказ	1	2
227	ни в	7	2
228	на друга	1	2
229	том что	10	2
230	которую он	1	2
231	в такой	1	2
232	в рассказ	1	2
233	в которых	1	2
234	и другого	2	2
235	что этот	1	2
236	и то	4	2
237	в повести	1	2
238	а вот	1	2
239	и герой	1	2
240	дело в	2	2
241	того как	1	2
242	одна из	1	2
243	в процессе	1	2
244	и всегда	1	2
245	его речи	1	2
246	тем не	1	2
247	что на	2	2
248	перед ним	1	2
249	сюжета в	1	2
250	отличается от	1	2
251	указывает на	1	2
252	для себя	2	2
253	что может	1	2
254	в образе	1	2
255	времени и	2	2
256	для этого	1	2
257	как выражение	1	2
258	с человеком	1	2
259	произведения как	2	2
260	не был	1	2
261	от них	1	2
262	в форме	1	2
263	и всякое	2	2
264	что вот	1	2
265	того что	1	2
266	быть и	1	2
267	и так	1	2
268	двух точек	1	2
269	и они	1	2
270	в поэзии	1	2
271	авторского слова	1	2
272	может служить	1	2
273	каждый из	1	2
274	словами самого	1	2
275	а с	5	2
276	и др	1	2
277	превращается в	1	2
278	пожалуй и	2	2
279	в творчестве	3	2
280	по своему	1	2
281	человек с	1	2
282	например в	3	2
283	своей жизни	1	2
284	высказывания и	1	2
285	рассказа и	1	2
286	то будет	1	2
287	слова но	1	2
288	в литературной	1	2
289	еще более	1	2
290	ни было	1	2
291	не есть	1	2
292	с теми	1	2
293	образ человека	2	2
294	сказать что	1	2
295	их с	1	2
296	ее в	1	2
297	как слово	1	2
298	в своих	6	2
299	который не	2	2
300	во всяком	1	2
301	обращено к	1	1
302	художественного произведения	1	1
303	но лишенные	1	1
304	это и	1	1
305	в чужой	1	1
306	и сюжет	1	1
307	и есть	1	1
308	проникает в	1	1
309	к рассказу	1	1
310	слово рассказа	1	1
311	жизни здесь	1	1
312	и могут	1	1
313	одним из	1	1
314	есть не	1	1
315	в повестях	2	1
316	и само	1	1
317	же как	2	1
318	собой как	1	1
319	героя нашего	1	1
320	этом не	1	1
321	он как	1	1
322	но она	3	1
323	принадлежит к	3	1
324	этом так	1	1
325	и чужого	2	1
326	и иван	1	1
327	ему в	1	1
328	становится объектом	1	1
329	в некотором	1	1
330	героев в	1	1
331	а другие	1	1
332	это характеристика	1	1
333	его по-своему	1	1
334	к их	2	1
335	бы то	1	1
336	в сюжете	1	1
337	тем как	1	1
338	иного рода	1	1
339	автором как	1	1
340	с одной	4	1
341	точка зрения	1	1
342	самого сюжета	1	1
343	если в	1	1
344	человеческих отношений	1	1
345	в новом	1	1
346	уже как	2	1
347	этого типа	1	1
348	лица с	1	1
349	из важнейших	2	1
350	в собственном	1	1
351	идет о	2	1
352	речи именно	1	1
353	вследствие чего	1	1
354	в рамках	7	1
355	одном из	3	1
356	что как	2	1
357	пределах одной	1	1
358	слова эта	1	1
359	в слово	1	1
360	на какое-нибудь	1	1
361	ней в	1	1
362	в одних	1	1
363	однако не	1	1
364	просто как	1	1
365	я к	1	1
366	литературного жанра	4	1
367	себе не	1	1
368	к чему	1	1
369	другого как	1	1
370	в нашем	1	1
371	и пространства	1	1
372	рассказчика в	1	1
373	в этой	4	1
374	сознания с	1	1
375	человек не	1	1
376	но прежде	1	1
377	не слияние	1	1
378	одному из	1	1
379	читателя в	1	1
380	он должен	1	1
381	не изучены	1	1
382	не к	2	1
383	границами между	1	1
384	мир как	1	1
385	у пушкина	2	1
386	что ни	2	1
387	этом мире	2	1
388	на этом	1	1
389	не бывает	1	1
390	значительной степени	1	1
391	не следует	3	1
392	в нескольких	1	1
393	слова не	2	1
394	то ни	1	1
395	в мире	11	1
396	самого автора	1	1
397	устная интонация	1	1
398	по природе	2	1
399	и иных	1	1
400	форму и	1	1
401	оно достаточно	1	1
402	приходит в	1	1
403	ведет свою	1	1
404	и романа	1	1
405	в ее	1	1
406	несмотря на	1	1
407	о чем	2	1
408	речевой манере	1	1
409	несет в	2	1
410	какое место	1	1
411	во второй	1	1
412	это ощущение	1	1
413	как все	2	1
414	я его	1	1
415	о герое	1	1
416	в книге	1	1
417	целого но	1	1
418	от времени	1	1
419	оно живет	1	1
420	дальнейшее развитие	1	1
421	стало быть	1	1
422	всякий человек	1	1
423	другом и	1	1
424	теми же	1	1
425	обращение к	2	1
426	по крайней	1	1
427	же может	1	1
428	изнутри в	1	1
429	сознании в	1	1
430	высказывания в	1	1
431	при всех	1	1
432	но они	1	1
433	в таких	1	1
434	эти две	1	1
435	виду что	1	1
436	мысли в	1	1
437	друг друга	1	1
438	в основе	4	1
439	отрешиться от	1	1
440	и имеет	1	1
441	о них	1	1
442	это еще	2	1
443	мышления и	1	1
444	и самодостаточность	1	1
445	всего на	1	1
446	по своей	6	1
447	к читателю	1	1
448	ему не	1	1
449	настоящего времени	1	1
450	интонации и	2	1
451	все то	1	1
452	я бы	1	1
453	числе и	1	1
454	всего в	1	1
455	его с	1	1
456	в переходе	1	1
457	с ее	2	1
458	из главных	1	1
459	для читателя	1	1
460	между сознаниями	1	1
461	так в	1	1
462	не с	2	1
463	здесь как	1	1
464	живет в	2	1
465	отождествляется с	1	1
466	отсюда и	2	1
467	и каждый	1	1
468	еще в	3	1
469	поэтому в	1	1
470	жанра в	1	1
471	которая в	2	1
472	определяется его	1	1
473	все дело	1	1
474	часто и	1	1
475	не стоит	1	1
476	один голос	1	1
477	можно сказать	3	1
478	и воспроизводится	1	1
479	может не	1	1
480	в значительной	1	1
481	я как	2	1
482	нас в	1	1
483	он его	1	1
484	по двум	1	1
485	воздействия на	1	1
486	адресата к	4	1
487	и во	1	1
488	как жанр	1	1
489	во втором	1	1
490	на одном	1	1
491	в языке	2	1
492	крайней мере	1	1
493	может иметь	2	1
494	и мир	1	1
495	но тут	1	1
496	как объект	1	1
497	рассказом и	1	1
498	о рассказе	1	1
499	один из	1	1
500	себя с	2	1
501	утрачивает свое	1	1
502	в освещении	1	1
503	менее в	1	1
504	одной из	1	1
505	слово функционирует	1	1
506	в какой	1	1
507	его жизнь	1	1
508	то в	1	1
509	и весьма	1	1
510	еще и	1	1
511	всяком случае	1	1
512	с которыми	1	1
513	в качестве	16	1
514	человека с	1	1
515	раз в	1	1
516	менее очевидна	1	1
517	со своим	2	1
518	ориентированы на	1	1
519	мир в	1	1
520	в прозе	1	1
521	я в	5	1
522	и двусмысленный	1	1
523	при всей	7	1
524	не о	2	1
525	не случайно	1	1
526	вводит в	1	1
527	но уже	2	1
528	человек как	1	1
529	повесть о	1	1
530	не говорит	1	1
531	как будто	3	1
532	рассказ от	1	1
533	реплики в	1	1
534	в других	1	1
535	и строго	1	1
536	не было	3	1
537	были бы	1	1
538	из двух	3	1
539	одной стороны	4	1
540	и т.п	12	1
541	и тех	1	1
542	лица в	1	1
543	и между	1	1
544	внешнее и	1	1
545	этом слово	1	1
546	равной степени	1	1
547	не между	1	1
548	миром в	1	1
549	его как	1	1
550	как рассказ	2	1
551	из героев	1	1
552	не то	1	1
553	что из	1	1
554	но есть	1	1
555	и ты	1	1
556	и слово	1	1
557	повестях белкина	2	1
558	человек в	1	1
559	вместе с	2	1
560	направленность на	2	1
561	как это	1	1
562	а завтра	1	1
563	речь не	1	1
564	сообщение о	1	1
565	о возможности	1	1
566	из которых	1	1
567	к своему	2	1
568	и глубоко	1	1
569	собой в	1	1
570	в мир	1	1
571	в это	1	1
572	является для	1	1
573	занимает в	1	1
574	к другим	1	1
575	о мире	1	1
576	при всем	1	1
577	но с	1	1
578	рассказа но	1	1
579	известной степени	1	1
580	не знаем	1	1
581	и от	1	1
582	в пределе	3	1
583	героя никогда	1	1
584	своей собственной	1	1
585	а к	2	1
586	между рассказом	1	1
587	вот умер	1	1
588	совершенно иной	1	1
589	обращается к	1	1
590	себя самого	1	1
591	в третьем	1	1
592	и ни	1	1
593	же в	1	1
594	в равной	1	1
595	на их	1	1
596	всей ее	1	1
597	жизни а	3	1
598	из этого	1	1
599	слово там	1	1
600	и другой	1	1
601	строится на	1	1
602	можно назвать	4	1
603	жизни и	3	1
604	это в	2	1
605	прямой речи	1	1
606	к этому	4	1
607	как на	3	1
608	том числе	1	1
609	творчество как	1	1
