N	2gram	Vygotskiy__4	Russkaja
388	его личности	1	1
389	это не	5	1
390	другом не	1	1
391	то все	1	1
392	это противоречие	1	1
393	за другой	1	1
394	практически не	1	1
395	остановиться на	2	1
396	и рядом	1	1
397	этого слова	11	1
398	это положение	5	1
399	различных языках	1	1
400	все равно	1	1
401	ли может	1	1
402	не всегда	1	1
403	благодаря такому	1	1
404	друга в	1	1
405	обозначить как	1	1
406	сильнее чем	1	1
407	такой же	2	1
408	в один	3	1
409	и того	5	1
410	одного и	6	1
411	мысли что	1	1
412	на первый	4	1
413	другом как	1	1
414	выше что	3	1
415	другим и	1	1
416	нас не	1	1
417	в такой	1	1
418	бы к	1	1
419	просто в	1	1
420	что вся	1	1
421	никакому сомнению	2	1
422	не столько	1	1
423	представление о	1	1
424	должны мы	2	1
425	в которых	1	1
426	собой не	2	1
427	признание того	4	1
428	нельзя было	1	1
429	которых каждая	1	1
430	ни было	1	1
431	их самой	1	1
432	даже в	2	1
433	это особенно	1	1
434	и вся	1	1
435	задачи и	1	1
436	не менее	3	1
437	что эта	3	1
438	и другое	1	1
439	самого начала	1	1
440	и всегда	1	1
441	на него	1	1
442	не по	2	1
443	в основе	17	1
444	образом в	1	1
445	эти ошибки	1	1
446	только не	5	1
447	ними не	1	1
448	казалось бы	1	1
449	в разных	1	1
450	это то	1	1
451	именно с	1	1
452	и весь	1	1
453	случае одно	1	1
454	вмешательства в	1	1
455	бы все	1	1
456	свидетельствуют о	1	1
457	существуют в	1	1
458	доказать что	1	1
459	этом отношении	7	1
460	что на	2	1
461	или иных	1	1
462	однако это	1	1
463	с определенным	1	1
464	по нашему	2	1
465	стороны и	2	1
466	на целый	1	1
467	могут быть	7	1
468	как только	2	1
469	же самое	7	1
470	всего в	1	1
471	виде как	1	1
472	одну и	1	1
473	что при	2	1
474	для образования	3	1
475	и это	2	1
476	оно может	3	1
477	как мы	13	1
478	нас от	1	1
479	вступая в	1	1
480	но по	1	1
481	свою очередь	2	1
482	к общему	2	1
483	на нем	2	1
484	сравнению со	1	1
485	совершенно ясно	1	1
486	в собственном	7	1
487	только то	1	1
488	в себя	1	1
489	с самого	1	1
490	степени и	1	1
491	ряду с	1	1
492	роль в	4	1
493	до самого	1	1
494	и когда	3	1
495	котором мы	1	1
496	понятиям и	3	1
497	и ту	1	1
498	так и	5	1
499	совершенно различных	1	1
500	те же	6	1
501	собой в	1	1
502	том виде	2	1
503	мог бы	1	1
504	самых различных	2	1
505	по сравнению	4	1
506	мы в	2	1
507	в определенной	1	1
508	сомнению и	1	1
509	иное как	1	1
510	подлежит никакому	2	1
511	никак не	2	1
512	одного из	1	1
513	и ставит	1	1
514	можно сказать	1	1
515	в различных	1	1
516	с другой	12	1
517	подлежит сомнению	1	1
518	на отдельные	1	1
519	может принести	1	1
520	когда оно	2	1
521	от этих	1	1
522	в русском	1	1
523	может иметь	1	1
524	является результатом	1	1
525	происходит в	1	1
526	наконец и	1	1
527	по своей	6	1
528	один из	3	1
529	образом как	2	1
530	обе эти	5	1
531	а если	1	1
532	сомнению что	1	1
533	с ними	1	1
534	на другие	1	1
535	зрения в	1	1
536	положение в	1	1
537	не идет	1	1
538	совершенно иные	1	1
539	они могут	2	1
540	никак нельзя	1	1
541	узнаем что	1	1
542	же и	1	1
543	к какому	1	1
544	и у	2	1
545	если мы	10	1
546	вопроса о	2	1
547	при этих	1	1
548	здесь же	1	1
549	в житейских	1	1
550	этой новой	1	1
551	и обратно	1	1
552	и других	3	1
553	тем сильнее	1	1
554	он имеет	2	1
555	в действительном	2	1
556	мы знаем	1	1
557	это обстоятельство	1	1
558	и формам	1	1
559	к мысли	2	1
560	и их	1	1
561	которая может	1	1
562	от тех	3	1
563	случае не	2	1
564	связано с	1	1
565	которое является	2	1
566	другом в	1	1
567	неизбежно будет	1	1
568	этой задачи	1	1
569	из двух	1	1
570	на ее	1	1
571	связаны с	1	1
572	по своим	1	1
573	к которому	3	1
574	на чем	1	1
575	еще и	1	1
576	что не	1	1
577	похожие на	1	1
578	на этот	3	1
579	этого взгляда	1	1
580	не исключает	1	1
581	на которых	1	1
582	не на	1	1
583	черты в	1	1
584	однако и	1	1
585	будут иметь	1	1
586	с которым	2	1
587	понятие о	2	1
588	в связи	3	1
589	в преодолении	1	1
590	в самой	1	1
591	как это	9	1
592	этих случаях	1	1
593	по своему	4	1
594	которые являются	1	1
595	той и	1	1
596	смысле этого	7	1
597	также как	1	1
598	от частного	1	1
599	внешней стороны	1	1
600	в тот	1	1
601	с собственным	2	1
602	то к	1	1
603	в состоянии	1	1
604	быть не	1	1
605	с этой	4	1
606	сейчас же	2	1
607	она будучи	1	1
608	этом вопросе	2	1
609	и таким	1	1
610	ничего кроме	2	1
611	числе и	2	1
612	невозможно без	2	1
613	тех или	1	1
614	мышления сколько	1	1
615	не является	5	1
616	на все	3	1
617	этому и	1	1
618	которая в	2	1
619	своей собственной	1	1
620	соответствующих понятий	1	1
621	бы в	3	1
622	тем более	1	1
623	по совершенно	1	1
624	личности и	1	1
625	ибо они	1	1
626	к самому	1	1
627	в свою	2	1
628	виде и	3	1
629	говорили выше	3	1
630	всех других	1	1
631	отношению к	1	1
632	у которых	1	1
633	с внешней	1	1
634	только они	1	1
635	быть различны	1	1
636	ни на	1	1
637	том числе	2	1
638	они не	2	1
