N	2gram	Tiupa_Vved_1	Marksizm
152	или иной	3	3
153	не было	2	3
154	на этот	1	3
155	в бытии	1	3
156	все это	1	3
157	слова и	1	3
158	этом случае	1	3
159	и от	2	3
160	нет ничего	1	3
161	она может	1	3
162	не утрачивая	2	3
163	мы должны	1	3
164	первом случае	1	3
165	одним из	5	2
166	внутренний мир	1	2
167	той же	1	2
168	таком случае	1	2
169	это отношение	1	2
170	зависимости от	1	2
171	и он	1	2
172	свою очередь	4	2
173	но при	5	2
174	как если	1	2
175	не все	2	2
176	в одной	2	2
177	как к	1	2
178	к данному	1	2
179	в своем	5	2
180	однако не	1	2
181	мы тем	1	2
182	и иными	1	2
183	то в	1	2
184	бы и	4	2
185	в нашем	6	2
186	из этих	3	2
187	в себе	5	2
188	как он	2	2
189	как оно	2	2
190	тем не	3	2
191	должна быть	2	2
192	пределах одного	1	2
193	не как	2	2
194	из него	1	2
195	можно было	2	2
196	человека в	1	2
197	в работе	1	2
198	могла бы	3	2
199	что все	1	2
200	и с	2	2
201	бы в	3	2
202	оно становится	1	2
203	в данной	2	2
204	и иных	1	2
205	этом смысле	1	2
206	для них	3	2
207	жизни но	1	2
208	для одного	1	2
209	говорящего как	1	2
210	на первый	1	2
211	имеет место	4	2
212	это делает	1	2
213	и более	3	2
214	тому что	1	2
215	что такое	18	2
216	и сама	1	2
217	в основе	3	2
218	не могло	2	2
219	одна из	4	2
220	как она	1	2
221	в сознании	4	2
222	точке зрения	1	2
223	у нас	1	2
224	от их	1	2
225	ни о	1	2
226	могут быть	4	2
227	далеко за	1	2
228	числе и	1	2
229	к тому	6	2
230	с ее	1	2
231	в виду	1	2
232	и та	1	2
233	во внутренний	1	2
234	и иные	1	2
235	как с	1	2
236	никогда не	4	2
237	с первым	1	2
238	по аналогии	1	2
239	мог бы	1	2
240	между собой	2	2
241	если бы	7	2
242	и даже	1	2
243	по мере	1	2
244	ситуации и	3	2
245	и т.д	5	2
246	о том	5	2
247	за пределами	3	2
248	во втором	2	2
249	что и	2	2
250	и только	1	2
251	сознание может	1	2
252	в литературе	2	2
253	в двух	1	2
254	что он	1	2
255	между этими	1	2
256	в качестве	8	2
257	и др	1	2
258	глаза и	1	2
259	и их	1	2
260	всяком случае	1	2
261	мы можем	2	2
262	как раз	2	2
263	тем что	2	2
264	границу между	1	2
265	или иначе	2	2
266	и прежде	1	2
267	что не	1	2
268	нового времени	3	2
269	зависит от	2	2
270	мы пока	1	2
271	не об	1	2
272	в частности	13	2
273	из которых	1	2
274	к своему	1	2
275	установкой на	2	2
276	в тот	1	2
277	в первой	1	2
278	благодаря этому	1	2
279	материале и	1	2
280	говорящего и	1	2
281	слова но	2	2
282	или в	1	2
283	мира и	2	2
284	с установкой	2	2
285	в свою	4	2
286	но если	1	2
287	в романе	6	2
288	на смену	2	2
289	не знает	1	2
290	к его	3	2
291	отношению к	7	2
292	из этого	1	2
293	жизни и	7	2
294	к этой	1	2
295	в своих	2	2
296	в таком	1	2
297	том числе	1	2
298	также и	4	1
299	например в	2	1
300	отделен от	1	1
301	неизбежно должно	1	1
302	должен быть	1	1
303	получает в	1	1
304	место среди	1	1
305	не что	1	1
306	оказываются в	1	1
307	тем же	1	1
308	от своей	1	1
309	и до	1	1
310	о каждом	1	1
311	этом направлении	1	1
312	из всех	1	1
313	чего в	1	1
314	речевой деятельности	2	1
315	и само	1	1
316	мир не	1	1
317	только благодаря	1	1
318	высказывания в	1	1
319	в каждый	1	1
320	говорить о	2	1
321	принадлежит к	3	1
322	объективна и	1	1
323	вместо того	2	1
324	жизни как	1	1
325	в целом	3	1
326	в каждой	1	1
327	и самого	1	1
328	т.п но	1	1
329	он сам	1	1
330	здесь не	2	1
331	столь же	1	1
332	на основе	1	1
333	но как	1	1
334	а только	1	1
335	языка например	1	1
336	не входит	1	1
337	ответ на	1	1
338	должны были	2	1
339	отношение к	2	1
340	в едином	3	1
341	данной системы	1	1
342	общий знаменатель	1	1
343	относится к	1	1
344	этим оно	1	1
345	материалом для	1	1
346	его на	1	1
347	как образ	2	1
348	первого лица	1	1
349	хотя и	7	1
350	могли бы	1	1
351	и понимания	2	1
352	она так	1	1
353	оказывается в	1	1
354	и наконец	2	1
355	от речи	1	1
356	бы стать	1	1
357	более или	2	1
358	следует сказать	1	1
359	между историей	1	1
360	для которого	3	1
361	со своей	1	1
362	именно эта	1	1
363	совершается переход	1	1
364	та же	1	1
365	как то	1	1
366	что это	1	1
367	иначе и	1	1
368	тоже не	2	1
369	в этой	1	1
370	с их	1	1
371	данном контексте	1	1
372	сознания с	1	1
373	иных форм	1	1
374	вследствие этого	3	1
375	должна идти	1	1
376	и если	1	1
377	не следует	3	1
378	жизни является	1	1
379	большей или	1	1
380	перестает быть	1	1
381	именно то	1	1
382	всех этих	1	1
383	и вот	1	1
384	вообще не	1	1
385	их в	2	1
386	нашего времени	2	1
387	подобно тому	2	1
388	и по	3	1
389	так например	1	1
390	в нее	1	1
391	значительной степени	1	1
392	же не	1	1
393	в совершенно	1	1
394	значение в	1	1
395	речи или	1	1
396	в школе	1	1
397	фактов не	1	1
398	косвенной речи	1	1
399	нашем случае	2	1
400	в единую	1	1
401	это не	6	1
402	к анализу	1	1
403	и тем	2	1
404	с тем	1	1
405	результате чего	1	1
406	одна и	1	1
407	мы видели	2	1
408	что содержание	1	1
409	чтобы они	1	1
410	еще в	2	1
411	как таковой	1	1
412	или менее	2	1
413	во время	1	1
414	или точнее	1	1
415	не зависит	1	1
416	представить себе	2	1
417	самый момент	1	1
418	и языка	1	1
419	вторая часть	1	1
420	далее в	1	1
421	что я	1	1
422	от его	1	1
423	сведена к	1	1
424	втором случае	1	1
425	бы старается	1	1
426	бы быть	1	1
427	ситуация общения	1	1
428	что есть	1	1
429	лишь к	1	1
430	тем самым	5	1
431	и должен	1	1
432	того как	1	1
433	на него	2	1
434	не по	1	1
435	здесь например	1	1
436	чтобы стать	2	1
437	о них	3	1
438	не сводимая	1	1
439	из их	1	1
440	и проблемы	1	1
441	в разных	1	1
442	по своей	3	1
443	сознанием и	1	1
444	потому что	5	1
445	соотносится с	1	1
446	стороны и	1	1
447	в духе	1	1
448	как изменение	1	1
449	посредством которых	1	1
450	той или	3	1
451	если же	1	1
452	утрачивая своей	1	1
453	принять его	1	1
454	то она	1	1
455	от друга	1	1
456	своей индивидуальности	1	1
457	характер и	1	1
458	говорящий и	1	1
459	в особенности	1	1
460	действия и	1	1
461	приводит к	2	1
462	превратить в	1	1
463	котором мы	1	1
464	природе своей	1	1
465	времени и	7	1
466	это вовсе	1	1
467	особенно в	1	1
468	по природе	1	1
469	в новейшее	1	1
470	в непосредственном	1	1
471	осуществляется в	1	1
472	вошел в	1	1
473	строго говоря	2	1
474	них глаза	1	1
475	взаимодействие и	1	1
476	с человеком	2	1
477	как формы	1	1
478	достаточна чтобы	1	1
479	и что	1	1
480	находятся в	1	1
481	идет о	1	1
482	особой области	1	1
483	основе своей	1	1
484	аналогии с	1	1
485	в значительной	1	1
486	до известной	1	1
487	второй половины	1	1
488	в изложении	2	1
489	сознания к	1	1
490	к нему	1	1
491	во всей	1	1
492	не возникнет	1	1
493	в форме	1	1
494	в художественной	1	1
495	также в	1	1
496	а его	2	1
497	и борьбы	1	1
498	оно и	1	1
499	совершенно особое	1	1
500	мы видим	1	1
501	мы увидим	1	1
502	очень много	1	1
503	поэтому и	1	1
504	во времени	2	1
505	от них	1	1
506	сознания в	3	1
507	с одной	5	1
508	так что	1	1
509	уже не	5	1
510	и внутреннего	1	1
511	уже в	1	1
512	этой функции	1	1
513	время является	1	1
514	общения которая	1	1
515	или даже	1	1
516	или просто	1	1
517	первобытного человека	2	1
518	слова в	2	1
519	мы непрерывно	1	1
520	в одном	1	1
521	сами по	1	1
522	от сознания	1	1
523	не о	2	1
524	может служить	4	1
525	далек от	1	1
526	само по	1	1
527	процессов и	1	1
528	и направлений	1	1
529	своего привычного	1	1
530	и конкретном	1	1
531	лишь один	1	1
532	друг от	1	1
533	одной стороны	5	1
534	со стороны	5	1
535	не поддается	1	1
536	объемлющей их	1	1
537	все равно	2	1
538	или меньшей	1	1
539	еще и	1	1
540	тому как	2	1
541	определяется не	1	1
542	рефлексии над	1	1
543	нет как	1	1
544	что для	1	1
545	превращается в	1	1
546	принадлежит не	1	1
547	человек в	1	1
548	так называемой	1	1
549	о чем	2	1
550	ведь для	1	1
551	что мы	2	1
552	роль и	1	1
553	границы между	2	1
554	такое определение	1	1
555	как это	1	1
556	в рамках	4	1
557	но не	5	1
558	в моей	1	1
559	эта история	1	1
560	в той	4	1
561	его жизни	1	1
562	быть только	2	1
563	в мир	1	1
564	и принять	1	1
565	времени с	1	1
566	новейшее время	1	1
567	быть не	4	1
568	ли не	2	1
569	между прочим	1	1
570	к другим	1	1
571	в следующей	1	1
572	известной степени	1	1
573	при таком	1	1
574	историей и	1	1
575	такого рода	16	1
576	и слова	1	1
577	которой можно	1	1
578	человек и	1	1
579	к одной	1	1
580	взаимодействия и	1	1
581	у них	1	1
582	с языком	1	1
583	о самых	1	1
584	не должен	1	1
585	только с	1	1
586	зрения в	1	1
587	в потоке	1	1
588	обстоит дело	1	1
589	бы на	1	1
590	для современного	1	1
591	человека не	1	1
592	лишь функция	1	1
593	которого история	1	1
594	и так	1	1
595	себе самому	1	1
596	и слушающий	1	1
597	прямой речи	1	1
598	существует ни	1	1
599	историю как	1	1
600	можно назвать	1	1
601	и особенно	1	1
602	гораздо более	1	1
603	которая не	2	1
