N	2gram	Vygotskiy__5	RusskieA
222	совсем не	2	2
223	этот вопрос	4	2
224	и ее	1	2
225	по этому	5	2
226	живого человека	1	2
227	связано с	1	2
228	каждый из	1	2
229	что древние	1	2
230	заметить что	1	2
231	в руки	1	2
232	на две	1	2
233	ее на	1	2
234	смерти и	1	2
235	чем в	2	2
236	сюда же	1	2
237	здесь в	1	2
238	а с	5	2
239	прежде всего	4	2
240	одной стороны	12	2
241	там где	4	2
242	совершенно очевидно	5	2
243	совершенно не	6	2
244	время а	1	2
245	многих случаях	1	2
246	из которых	4	2
247	в течение	2	2
248	могут быть	8	2
249	с этой	2	2
250	пока еще	1	2
251	и для	6	2
252	решить вопрос	1	2
253	за этим	1	2
254	имеет целью	1	2
255	и при	2	2
256	не что	2	2
257	из этого	2	2
258	в своих	5	2
259	это в	3	2
260	ли мы	2	1
261	выражено в	1	1
262	ту же	2	1
263	отношение к	1	1
264	через которые	1	1
265	показать что	12	1
266	и есть	5	1
267	здесь и	1	1
268	этой теории	2	1
269	тех форм	1	1
270	из самых	2	1
271	смысл этого	3	1
272	и до	2	1
273	что эти	2	1
274	применении к	1	1
275	с таким	2	1
276	мы уже	6	1
277	например в	1	1
278	она в	1	1
279	что если	6	1
280	уверен что	1	1
281	нас важно	1	1
282	на место	1	1
283	совпадает с	1	1
284	из того	3	1
285	мы и	1	1
286	то это	4	1
287	так называемые	1	1
288	в ней	4	1
289	что каждый	1	1
290	что через	1	1
291	этим не	1	1
292	тем как	1	1
293	их так	1	1
294	еще далеко	1	1
295	если в	1	1
296	ответ на	5	1
297	на которого	1	1
298	может произойти	1	1
299	нет и	1	1
300	при первом	1	1
301	отличаются от	1	1
302	что они	5	1
303	что вызывает	1	1
304	к сожалению	1	1
305	относится к	1	1
306	что именно	5	1
307	место где	1	1
308	стороны и	4	1
309	в своем	6	1
310	перед нами	2	1
311	и где	1	1
312	хотя и	1	1
313	когда он	5	1
314	и наконец	3	1
315	от других	1	1
316	не являются	1	1
317	более или	1	1
318	увидим что	9	1
319	от этого	1	1
320	в особую	1	1
321	в самом	14	1
322	еще на	1	1
323	центральный момент	1	1
324	уже в	6	1
325	чем больше	3	1
326	он в	2	1
327	или во	1	1
328	что так	1	1
329	ни одна	1	1
330	не оправдывается	1	1
331	с традиционным	1	1
332	тому же	1	1
333	как он	2	1
334	на то	17	1
335	и если	6	1
336	то этим	1	1
337	в нем	7	1
338	ей в	1	1
339	так сказать	1	1
340	он должен	8	1
341	есть та	1	1
342	не представляет	1	1
343	мало того	1	1
344	что называется	1	1
345	свою силу	1	1
346	применение в	1	1
347	только в	5	1
348	в нее	2	1
349	эта же	1	1
350	именно это	4	1
351	но все	2	1
352	по его	3	1
353	от нее	1	1
354	в одну	1	1
355	могла бы	1	1
356	что все	6	1
357	а когда	1	1
358	значение в	1	1
359	в другом	3	1
360	а как	2	1
361	того или	1	1
362	те или	1	1
363	от одного	2	1
364	и наша	1	1
365	эту же	1	1
366	и отдельные	1	1
367	и дает	1	1
368	не соответствует	1	1
369	остановиться на	1	1
370	еще одно	1	1
371	только одно	1	1
372	на первую	1	1
373	нет в	2	1
374	о которой	1	1
375	для чего	2	1
376	говорится о	2	1
377	одна другую	1	1
378	и значения	1	1
379	здесь все	1	1
380	или менее	1	1
381	но где	1	1
382	что между	2	1
383	и одно	1	1
384	которая имеет	1	1
385	как все	2	1
386	в такой	1	1
387	это только	3	1
388	бы к	1	1
389	в которые	1	1
390	его мнению	2	1
391	человеком и	1	1
392	но эта	1	1
393	только для	1	1
394	но они	1	1
395	однако в	1	1
396	отсюда возникает	1	1
397	из разных	1	1
398	и таким	2	1
399	и форма	1	1
400	и очень	1	1
401	что чем	1	1
402	что есть	2	1
403	приходят с	1	1
404	при всех	1	1
405	что эта	4	1
406	с которой	2	1
407	которой идет	1	1
408	в русской	1	1
409	представляющие собой	1	1
410	дело в	2	1
411	ее с	1	1
412	на него	1	1
413	в основе	7	1
414	каждый день	1	1
415	с и	5	1
416	это еще	1	1
417	вытекает из	1	1
418	ничего не	2	1
419	них идет	1	1
420	учения о	3	1
421	в полной	2	1
422	детей и	1	1
423	нами когда	1	1
424	образа и	1	1
425	и его	6	1
426	так например	3	1
427	можно рассматривать	1	1
428	которое не	1	1
429	как будто	6	1
430	этом отношении	3	1
431	не является	2	1
432	и оно	1	1
433	и здесь	6	1
434	во все	1	1
435	чтобы сделать	1	1
436	и всех	1	1
437	как только	4	1
438	сходство с	1	1
439	и другим	1	1
440	и за	1	1
441	для его	1	1
442	ничего общего	1	1
443	в применении	1	1
444	обычно в	1	1
445	и это	8	1
446	иметь в	3	1
447	разные стороны	1	1
448	совпадают с	2	1
449	указывали на	1	1
450	свою очередь	1	1
451	здесь не	1	1
452	без всякого	1	1
453	и этим	1	1
454	приводит к	2	1
455	идет речь	3	1
456	основа и	1	1
457	и совершенно	4	1
458	и когда	9	1
459	то как	1	1
460	что у	3	1
461	поэтому мы	1	1
462	с собой	1	1
463	так и	3	1
464	же говорит	1	1
465	здесь нет	1	1
466	мог бы	2	1
467	под общий	1	1
468	он был	2	1
469	основана на	1	1
470	если бы	11	1
471	и вообще	1	1
472	означает что	1	1
473	находится в	2	1
474	сводится к	5	1
475	другом месте	1	1
476	ему нужно	1	1
477	на этой	1	1
478	которых нет	1	1
479	и поэтому	3	1
480	не имеем	2	1
481	утверждает что	2	1
482	можно сказать	2	1
483	это должно	1	1
484	и во	1	1
485	нас в	1	1
486	места и	2	1
487	свою теорию	1	1
488	в его	4	1
489	все время	20	1
490	и несмотря	1	1
491	это приводит	1	1
492	быть и	2	1
493	с той	2	1
494	показывают что	1	1
495	но так	1	1
496	на которой	1	1
497	сделать это	1	1
498	тот же	3	1
499	с ними	1	1
500	что он	17	1
501	мы увидим	9	1
502	в какой	1	1
503	и является	1	1
504	к их	1	1
505	и действительно	1	1
506	и так	2	1
507	верно и	1	1
508	который в	1	1
509	их не	2	1
510	указывает что	5	1
511	в эти	1	1
512	она одновременно	1	1
513	совершенно по	1	1
514	возможно для	1	1
515	вопроса о	2	1
516	только на	4	1
517	при помощи	1	1
518	в борьбу	1	1
519	предположения что	1	1
520	был бы	5	1
521	обратить внимание	2	1
522	не так	1	1
523	для него	3	1
524	могло бы	1	1
525	в одном	2	1
526	в конце	4	1
527	в состоянии	3	1
528	должны будем	2	1
529	как при	1	1
530	как раз	13	1
531	не просто	1	1
532	это по	2	1
533	встречаемся с	1	1
534	рядом с	5	1
535	которые как	1	1
536	из своих	1	1
537	время как	2	1
538	ней и	1	1
539	и даже	2	1
540	это составляет	1	1
541	имеет и	1	1
542	как у	1	1
543	и эту	1	1
544	игры и	1	1
545	смерти но	1	1
546	имеет место	3	1
547	и др	1	1
548	на поверхности	2	1
549	два случая	1	1
550	превращается в	1	1
551	такого мнения	1	1
552	целым рядом	1	1
553	на которых	2	1
554	на смерть	1	1
555	комедии с	1	1
556	и следовательно	2	1
557	на которые	1	1
558	под влиянием	3	1
559	в одно	1	1
560	взад и	1	1
561	которого она	1	1
562	и вперед	1	1
563	это на	1	1
564	свою судьбу	1	1
565	туда куда	1	1
566	в одной	2	1
567	и потому	5	1
568	к себе	1	1
569	или по	1	1
570	раз наоборот	1	1
571	верно что	3	1
572	наблюдение что	1	1
573	которая для	1	1
574	по своему	1	1
575	ненависть к	1	1
576	на тот	1	1
577	смысле этого	1	1
578	он может	1	1
579	другая теория	1	1
580	что весь	2	1
581	другой вопрос	1	1
582	есть одна	2	1
583	ко всему	1	1
584	говорит вот	1	1
585	те и	1	1
586	можно выразить	1	1
587	исходя из	2	1
588	который он	1	1
589	этого слова	1	1
590	и не	6	1
591	деле эти	1	1
592	но это	1	1
593	что касается	2	1
594	на улице	1	1
595	она может	1	1
596	и другими	2	1
597	в двух	5	1
598	нас совершенно	1	1
599	из различных	1	1
600	от него	4	1
601	тем более	1	1
602	мы должны	3	1
603	же к	1	1
604	его жизнь	1	1
605	только что	4	1
606	которые в	1	1
607	очень хорошо	2	1
608	этих элементов	1	1
609	теория верна	1	1
610	к ее	1	1
611	ее развития	1	1
612	несмотря на	5	1
613	только с	1	1
614	в свою	3	1
615	месте в	1	1
616	сказать что	9	1
617	другой стороны	5	1
618	они как	1	1
619	когда в	2	1
620	теорию и	2	1
621	им не	1	1
622	полезными и	1	1
623	во всяком	1	1
624	и эта	2	1
625	как на	11	1
626	все что	1	1
