N	2gram	Trubetskoy_1	DiskursI
495	это как	1	1
496	которая в	1	1
497	от того	4	1
498	тем более	1	1
499	к признанию	1	1
500	мы должны	7	1
501	но это	2	1
502	том случае	4	1
503	или не	1	1
504	личности и	1	1
505	отношении к	2	1
506	не являются	1	1
507	нами не	1	1
508	сведения о	1	1
509	дальше отстоит	1	1
510	всех других	1	1
511	или иного	2	1
512	культуры в	3	1
513	и состоит	2	1
514	случае если	3	1
515	свою задачу	2	1
516	в таком	2	1
517	многие из	1	1
