N	2gram	Bakhtin_Fr_2	Freidism
110	таким путем	1	4
111	потому что	1	4
112	и для	1	4
113	материнское лоно	1	4
114	к тому	1	4
115	того чтобы	2	4
116	характер и	4	4
117	с самого	1	4
118	другими словами	3	4
119	и образы	2	4
120	с ними	1	4
121	конечно не	1	4
122	не дает	3	4
123	в котором	1	4
124	мы находим	4	4
125	как раз	1	4
126	на которые	1	4
127	и др	9	4
128	себя и	1	4
129	и о	4	4
130	в более	1	4
131	сознания и	2	4
132	в этих	4	4
133	человека и	3	3
134	и есть	1	3
135	собственном смысле	2	3
136	он был	2	3
137	такие же	1	3
138	в материнское	1	3
139	в общем	1	3
140	один и	1	3
141	него только	1	3
142	как в	1	3
143	и той	1	3
144	и как	1	3
145	учение о	2	3
146	всего к	1	3
147	и тот	1	3
148	в себе	4	3
149	и те	1	3
150	этот процесс	4	3
151	главным образом	1	3
152	и вот	3	3
153	одной и	1	3
154	и по	1	3
155	всех своих	1	3
156	что все	1	3
157	зрения на	2	3
158	было бы	3	3
159	мы имеем	1	3
160	очень важный	1	3
161	именно и	1	3
162	он дает	2	3
163	можем сказать	1	3
164	одна из	4	3
165	он пытается	1	3
166	к себе	1	3
167	не могут	1	3
168	она не	1	3
169	с ее	3	3
170	всем этим	1	3
171	только то	2	3
172	что может	1	3
173	если бы	1	3
174	и внешней	1	3
175	и смерть	1	3
176	на всех	1	3
177	и она	1	3
178	со всеми	2	3
179	из которого	1	3
180	у него	2	3
181	в них	13	3
182	и т.п	11	3
183	на этот	1	3
184	вместе с	2	3
185	по своему	1	3
186	и от	1	3
187	но это	2	3
188	не является	1	3
189	это как	1	3
190	жизни и	7	3
191	ни на	1	3
192	ее в	2	3
193	по поводу	2	3
194	отношения к	4	2
195	в такой	1	2
196	и то	1	2
197	сил и	1	2
198	тех же	2	2
199	это и	2	2
200	тем же	1	2
201	и до	4	2
202	для своего	1	2
203	в первый	1	2
204	как не	1	2
205	того же	1	2
206	от всей	2	2
207	в ее	3	2
208	видели что	1	2
209	себе и	2	2
210	значение для	1	2
211	относится к	5	2
212	чем же	1	2
213	же с	2	2
214	дает нам	2	2
215	в своем	5	2
216	от этого	1	2
217	в нашем	2	2
218	или во	1	2
219	выражение в	5	2
220	врача и	1	2
221	их в	3	2
222	но все	4	2
223	в одну	2	2
224	в совершенно	1	2
225	сознание и	1	2
226	на этой	2	2
227	это не	1	2
228	и смерти	5	2
229	этом мы	1	2
230	так называемый	1	2
231	и становится	2	2
232	том что	4	2
233	в эту	5	2
234	но если	1	2
235	во второй	1	2
236	в их	2	2
237	этот страх	1	2
238	мы говорили	1	2
239	сих пор	4	2
240	страх и	1	2
241	теми же	1	2
242	силу и	1	2
243	освободиться от	1	2
244	в отношении	2	2
245	случае в	1	2
246	его целом	3	2
247	правда в	1	2
248	к этим	3	2
249	тому кто	1	2
250	не нуждается	1	2
251	для всего	1	2
252	только не	1	2
253	и теперь	1	2
254	только с	3	2
255	этом отношении	3	2
256	в области	4	2
257	и символы	1	2
258	для развития	1	2
259	половой жизни	2	2
260	они и	1	2
261	оно не	1	2
262	для себя	1	2
263	образы и	1	2
264	не делает	1	2
265	в виду	3	2
266	на основе	2	2
267	нами выше	1	2
268	роль в	5	2
269	продолжает жить	2	2
270	и вообще	3	2
271	стремление к	1	2
272	в прошлое	1	2
273	воли и	1	2
274	о нем	1	2
275	в другом	2	2
276	притом в	2	2
277	до сих	4	2
278	нуждается в	2	2
279	что и	1	2
280	во всей	1	2
281	вся жизнь	1	2
282	в него	2	2
283	как ее	1	2
284	мы видим	1	2
285	проникнуть в	2	2
286	в какой	1	2
287	своей силы	1	2
288	очень много	2	2
289	с одной	3	2
290	и у	1	2
291	уже в	5	2
292	только на	1	2
293	борьбы с	1	2
294	из них	3	2
295	точка зрения	3	2
296	в прошлом	1	2
297	в конце	2	2
298	с этими	1	2
299	свое выражение	1	2
300	рядом с	6	2
301	и даже	2	2
302	влияние на	1	2
303	с другой	4	2
304	здесь в	6	2
305	до конца	2	2
306	связано с	2	2
307	них и	1	2
308	одной стороны	3	2
309	это прежде	1	2
310	более того	1	2
311	а не	1	2
312	так же	2	2
313	мы остановимся	1	2
314	и всей	1	2
315	со всею	1	2
316	для понимания	2	2
317	в развитии	1	2
318	в основном	5	2
319	это уже	1	2
320	и часто	1	2
321	не существует	1	2
322	для нас	1	2
323	и ни	1	2
324	конце концов	1	2
325	все они	1	2
326	да и	3	2
327	всех других	2	2
328	шутки и	1	2
329	есть и	1	2
330	вполне понятно	2	2
331	и другие	2	2
332	в своих	4	2
333	к этому	1	2
334	как на	4	2
335	одним из	2	1
336	характерно именно	1	1
337	можем закончить	1	1
338	на наши	1	1
339	выражения в	1	1
340	между всеми	1	1
341	кажется что	1	1
342	оно было	1	1
343	с таким	1	1
344	и этот	1	1
345	о так	1	1
346	и завершенности	1	1
347	несколько иной	1	1
348	в несколько	1	1
349	которую мы	1	1
350	со смертью	2	1
351	яркой и	1	1
352	никак нельзя	1	1
353	но она	1	1
354	но даже	2	1
355	мы и	1	1
356	конечно и	1	1
357	в целом	1	1
358	жизни это	3	1
359	и страха	3	1
360	всех сторон	1	1
361	проявляется в	1	1
362	оказывается что	1	1
363	и самого	1	1
364	дать ему	1	1
365	науки которые	1	1
366	что по	1	1
367	не был	3	1
368	время в	1	1
369	без всякого	2	1
370	и всего	1	1
371	коем случае	1	1
372	жить и	4	1
373	только потому	1	1
374	силы и	1	1
375	же она	1	1
376	в качестве	2	1
377	иногда и	1	1
378	и речи	1	1
379	что они	2	1
380	его развития	1	1
381	его силами	1	1
382	ведь кроме	1	1
383	в истории	6	1
384	всего от	2	1
385	в центре	1	1
386	эти образы	3	1
387	что во	1	1
388	независимо от	1	1
389	пути в	1	1
390	чрезвычайно наивно	1	1
391	характер эти	1	1
392	это был	2	1
393	однако не	1	1
394	умели чувствовать	1	1
395	в противоположность	2	1
396	это вино	1	1
397	где все	1	1
398	еще на	1	1
399	та же	2	1
400	время это	1	1
401	образом и	1	1
402	говорили что	1	1
403	он в	1	1
404	можно не	1	1
405	жизни так	1	1
406	бы не	1	1
407	по преимуществу	2	1
408	так называемом	1	1
409	только один	1	1
410	имеем в	2	1
411	всех живых	1	1
412	где кончается	1	1
413	на то	2	1
414	должны еще	2	1
415	но прежде	3	1
416	придаток к	1	1
417	в переводе	1	1
418	глубже и	1	1
419	они служат	1	1
420	новое и	1	1
421	к каждому	1	1
422	на совершенно	2	1
423	не теряет	1	1
424	из него	1	1
425	его от	1	1
426	и вечно	1	1
427	его можно	1	1
428	в нее	1	1
429	основные черты	1	1
430	в основу	1	1
431	а затем	3	1
432	поэтому мы	1	1
433	со всем	1	1
434	сказать где	1	1
435	из всех	1	1
436	говорить не	1	1
437	входит в	1	1
438	и которые	1	1
439	говоря о	1	1
440	связанная с	2	1
441	должен был	2	1
442	и сознания	1	1
443	во многом	1	1
444	для них	2	1
445	о которых	1	1
446	далеко не	3	1
447	были в	2	1
448	место и	1	1
449	образы в	4	1
450	не всегда	1	1
451	он и	1	1
452	чем в	1	1
453	в один	1	1
454	не мог	1	1
455	с еще	1	1
456	сознание человека	2	1
457	имен и	1	1
458	этом случае	1	1
459	природных сил	1	1
460	таким же	1	1
461	художественного творчества	1	1
462	наших дней	2	1
463	и без	2	1
464	почти не	1	1
465	исключительным и	1	1
466	что вся	1	1
467	понятно что	2	1
468	далеки от	1	1
469	из области	1	1
470	в одном	3	1
471	этой же	1	1
472	страха и	4	1
473	творчества и	1	1
474	это относится	1	1
475	и эти	2	1
476	есть именно	1	1
477	так называемое	1	1
478	уже сказали	1	1
479	любовь к	1	1
480	исключительное господство	1	1
481	новых и	1	1
482	иной раз	1	1
483	этот комментарий	1	1
484	официальной идеологии	1	1
485	до известной	1	1
486	а иногда	1	1
487	отметить что	1	1
488	тогда когда	1	1
489	первая часть	1	1
490	и отдельных	1	1
491	образом в	1	1
492	все без	1	1
493	его болезни	1	1
494	в коем	1	1
495	дело в	1	1
496	в форму	1	1
497	а во	1	1
498	или как	1	1
499	они являются	2	1
500	явление в	1	1
501	этих последних	3	1
502	к ней	2	1
503	ровно ничего	1	1
504	сущность его	1	1
505	образом он	1	1
506	свидетельствуют о	1	1
507	от рождения	1	1
508	помимо воли	1	1
509	из той	1	1
510	тела и	1	1
511	и со	3	1
512	точке зрения	1	1
513	и далее	1	1
514	и здесь	1	1
515	его за	1	1
516	всего что	2	1
517	смерти и	4	1
518	она же	1	1
519	по сравнению	2	1
520	порочных и	1	1
521	помещает в	1	1
522	на это	1	1
523	о том	3	1
524	существует только	1	1
525	правда не	1	1
526	и это	3	1
527	своего развития	3	1
528	его выражение	1	1
529	метода но	1	1
530	то она	1	1
531	пытается вскрыть	1	1
532	истолкования образов	1	1
533	в дальнейшем	2	1
534	основе этой	1	1
535	материи и	1	1
536	в произведение	1	1
537	и когда	1	1
538	и сам	1	1
539	именно момент	1	1
540	от серьезности	1	1
541	художественное творчество	1	1
542	в мире	2	1
543	времени и	6	1
544	ясно что	1	1
545	рождения и	1	1
546	культуры на	1	1
547	врача с	1	1
548	теряет своей	1	1
549	можно только	1	1
550	жизнь и	2	1
551	и словесных	1	1
552	в эпоху	13	1
553	на язык	1	1
554	ничего не	2	1
555	означает что	1	1
556	связанное с	2	1
557	и начало	1	1
558	на все	3	1
559	то есть	32	1
560	и та	1	1
561	после того	1	1
562	только за	1	1
563	чем она	2	1
564	там же	2	1
565	часто вопреки	1	1
566	и во	4	1
567	с теми	1	1
568	цензуры но	1	1
569	человек был	1	1
570	может его	1	1
571	что человек	1	1
572	в форме	4	1
573	быть ничего	1	1
574	уже во	2	1
575	слов и	1	1
576	они приобретают	1	1
577	и следовательно	2	1
578	о своих	1	1
579	в лице	1	1
580	эту область	1	1
581	более глубокие	1	1
582	одному человеку	1	1
583	но вовсе	1	1
584	к которому	1	1
585	же самыми	1	1
586	выражение очень	1	1
587	лиц но	1	1
588	он еще	2	1
589	во всем	3	1
590	субъективного сознания	1	1
591	эти мотивы	1	1
592	страх перед	2	1
593	поэтому и	1	1
594	связанным с	1	1
595	всех его	1	1
596	особенно резко	1	1
597	они могут	1	1
598	это означает	1	1
599	которые так	1	1
600	какой степени	1	1
601	пользуется этой	1	1
602	образов в	3	1
603	есть в	2	1
604	судить о	1	1
605	с нею	1	1
606	идеологии и	1	1
607	также и	3	1
608	в виде	1	1
609	смысл этой	1	1
610	а это	1	1
611	все образы	1	1
612	и других	3	1
613	сказано в	1	1
614	одно из	1	1
615	нужно дать	1	1
616	в корне	1	1
617	пока не	1	1
618	всегда оказывается	1	1
619	слова в	1	1
620	само собою	1	1
621	бытия и	1	1
622	вводит в	1	1
623	отдельного человека	1	1
624	на так	1	1
625	тем что	4	1
626	него уже	1	1
627	своей обычной	2	1
628	даже и	2	1
629	же деле	1	1
630	без того	1	1
631	связан с	3	1
632	представление о	1	1
633	он связан	1	1
634	государство и	1	1
635	в лодке	1	1
636	на них	1	1
637	именно в	6	1
638	стороны он	1	1
639	и шире	1	1
640	громадное значение	2	1
641	превращается в	3	1
642	самом же	1	1
643	и своего	2	1
644	вот в	2	1
645	сознание отдельного	1	1
646	целым рядом	1	1
647	т.е не	1	1
648	как ни	1	1
649	в свете	1	1
650	человек в	2	1
651	долгое время	1	1
652	чем на	1	1
653	там где	4	1
654	культуры мы	1	1
655	за нею	1	1
656	эту эпоху	4	1
657	понимание и	1	1
658	если это	1	1
659	и вовсе	2	1
660	стадии своего	1	1
661	всей остальной	1	1
662	более широкого	1	1
663	в строгом	1	1
664	нем еще	1	1
665	становится на	2	1
666	из которых	1	1
667	к своему	1	1
668	целом ряде	1	1
669	сравнению с	2	1
670	возникло в	1	1
671	этих явлений	1	1
672	такого рода	2	1
673	связаны с	2	1
674	и там	1	1
675	ко всему	2	1
676	сохраняется в	1	1
677	мира с	1	1
678	материал для	1	1
679	реальности в	1	1
680	благодаря этому	4	1
681	не будем	1	1
682	ближе к	1	1
683	в смысле	2	1
684	под влиянием	2	1
685	ведь его	1	1
686	в книге	3	1
687	известной степени	1	1
688	основанная на	1	1
689	пределах одной	2	1
690	на время	1	1
691	ведь эти	1	1
692	которая в	1	1
693	на самой	1	1
694	и крайне	1	1
695	но эти	3	1
696	заповедями и	1	1
697	целый ряд	2	1
698	и события	1	1
699	находит свое	1	1
700	бы в	1	1
701	еще более	1	1
702	и смысл	2	1
703	сложились в	1	1
704	будто бы	1	1
705	в знаменитом	1	1
706	же в	3	1
707	в различных	1	1
708	же предмет	1	1
709	в том	3	1
710	утверждал что	1	1
711	природа человека	1	1
712	этим явлениям	1	1
713	и религиозных	1	1
714	на смену	1	1
715	равно как	1	1
716	их с	1	1
717	говорили выше	1	1
718	имеет место	1	1
719	же мы	1	1
720	существенное отличие	1	1
721	на своем	1	1
722	ряде других	1	1
723	значение в	4	1
