N	2gram	Propp_Isto_5	Tvorches
264	ответ на	1	1
265	нужно быть	1	1
266	него с	1	1
267	в жизни	1	1
268	отношение к	1	1
269	далее следует	1	1
270	это основная	1	1
271	чем же	1	1
272	в гости	1	1
273	другой день	1	1
274	с этим	5	1
275	не хватает	1	1
276	перед нами	2	1
277	встрече с	1	1
278	как уже	1	1
279	и как	3	1
280	говорит что	1	1
281	его к	3	1
282	и к	1	1
283	интересны но	1	1
284	в противоположность	1	1
285	более глубокую	1	1
286	можно в	1	1
287	он дал	1	1
288	сливается с	1	1
289	выше мы	2	1
290	что это	5	1
291	живет в	5	1
292	представляет собой	7	1
293	за это	1	1
294	его а	1	1
295	думать что	1	1
296	он начинает	1	1
297	частности с	1	1
298	нами в	1	1
299	в жертву	3	1
300	на то	2	1
301	его но	1	1
302	главным образом	1	1
303	уже тогда	1	1
304	сквозь нее	1	1
305	не говорит	1	1
306	он ни	1	1
307	начал выходить	1	1
308	после этого	2	1
309	еще раньше	1	1
310	у древних	1	1
311	и эти	1	1
312	в силу	1	1
313	и вот	1	1
314	уже говорилось	1	1
315	наших глазах	1	1
316	не теряет	1	1
317	что все	4	1
318	чего он	1	1
319	в глубине	1	1
320	их присутствие	1	1
321	ценности и	1	1
322	входит в	5	1
323	понял что	2	1
324	было бы	1	1
325	это одна	2	1
326	по себе	2	1
327	мог бы	1	1
328	в ином	3	1
329	из нее	2	1
330	нет в	1	1
331	к которым	2	1
332	др мы	1	1
333	за пределами	1	1
334	его все	1	1
335	как видно	1	1
336	несмотря на	2	1
337	мы видели	7	1
338	мы знаем	8	1
339	в развитии	1	1
340	их на	2	1
341	перед собой	1	1
342	в саду	1	1
343	вошел в	2	1
344	в этих	6	1
345	во время	7	1
346	в ходе	1	1
347	таким же	2	1
348	от боли	1	1
349	о герое	2	1
350	жизни или	1	1
351	знаем что	6	1
352	и о	1	1
353	должны были	1	1
354	в поэме	1	1
355	такую же	1	1
356	но он	2	1
357	и более	1	1
358	в таких	3	1
359	даже в	2	1
360	по мере	2	1
361	одновременно в	1	1
362	виду что	1	1
363	вариантов и	1	1
364	она не	2	1
365	что с	1	1
366	меня не	1	1
367	поднялась на	1	1
368	д все	1	1
369	герой его	1	1
370	точно так	1	1
371	он с	1	1
372	не имеет	1	1
373	через него	1	1
374	и соответственно	1	1
375	он пытается	1	1
376	с большой	2	1
377	у этого	1	1
378	эти традиции	1	1
379	в комнату	1	1
380	дает нам	1	1
381	но очень	1	1
382	эти связи	1	1
383	из древнейших	1	1
384	в русском	1	1
385	к ней	1	1
386	или его	1	1
387	за которой	1	1
388	уже говорили	1	1
389	мире и	1	1
390	же он	1	1
391	со своим	1	1
392	в сознании	1	1
393	должны иметь	1	1
394	как будто	1	1
395	тогда в	1	1
396	ли это	1	1
397	перед ним	1	1
398	в момент	1	1
399	стороны и	1	1
400	к себе	1	1
401	встречается в	3	1
402	истории не	1	1
403	как только	1	1
404	заметил что	2	1
405	числе и	1	1
406	к тому	1	1
407	что оно	1	1
408	указывает на	1	1
409	он видит	4	1
410	на это	1	1
411	соответственно этому	2	1
412	должен быть	2	1
413	на наших	1	1
414	представляют собой	3	1
415	как мы	5	1
416	меня в	2	1
417	на основе	1	1
418	смерти в	1	1
419	в себя	3	1
420	на той	1	1
421	с самого	1	1
422	то время	1	1
423	в пределах	4	1
424	здесь он	2	1
425	ясно что	5	1
426	связан с	2	1
427	каждого из	1	1
428	с собой	1	1
429	еще в	2	1
430	в изображении	1	1
431	том как	2	1
432	что от	2	1
433	отца или	1	1
434	с женщиной	1	1
435	означает что	2	1
436	с человеком	1	1
437	образом в	2	1
438	в виду	1	1
439	говорят что	1	1
440	очень важен	1	1
441	о нем	3	1
442	приближается к	2	1
443	же необходимо	1	1
444	и здесь	7	1
445	это происходит	2	1
446	характер этого	1	1
447	на вопрос	1	1
448	в память	1	1
449	одного из	1	1
450	с одной	7	1
451	утверждает что	1	1
452	происходит не	1	1
453	от него	1	1
454	важно не	1	1
455	и требует	3	1
456	этот момент	1	1
457	раньше чем	4	1
458	но нет	1	1
459	же после	1	1
460	то мы	1	1
461	с матерью	1	1
462	нем и	3	1
463	значит что	2	1
464	в современной	1	1
465	нас интересует	1	1
466	в формах	2	1
467	ли он	2	1
468	это тем	1	1
469	то в	2	1
470	даже если	1	1
471	то он	1	1
472	такое же	2	1
473	или же	3	1
474	том чтобы	2	1
475	не то	1	1
476	прямо не	1	1
477	связи с	8	1
478	очень рано	1	1
479	когда герой	4	1
480	положение что	1	1
481	чтобы спасти	1	1
482	и вновь	2	1
483	не знать	1	1
484	здесь же	1	1
485	не дает	1	1
486	предположение что	3	1
487	ином мире	2	1
488	руки и	1	1
489	у этих	1	1
490	д такое	1	1
491	дальше в	1	1
492	смерти и	1	1
493	это положение	1	1
494	играют большую	1	1
495	еще ничего	1	1
496	же роль	1	1
497	во власти	2	1
498	возможно что	1	1
499	что и	6	1
500	со стороны	2	1
501	или иной	1	1
502	даже не	1	1
503	он живет	3	1
504	его с	1	1
505	уходит в	1	1
506	что для	1	1
507	и приносит	1	1
508	связано с	5	1
509	мир а	1	1
510	а сам	2	1
511	человек в	1	1
512	одну из	1	1
513	и я	1	1
514	самого начала	1	1
515	в различных	2	1
516	под влиянием	2	1
517	в связи	4	1
518	уже давно	1	1
519	нет никаких	1	1
520	и она	3	1
521	нее как	1	1
522	не видно	1	1
523	глава vi	1	1
524	как это	1	1
525	из форм	1	1
526	к другой	1	1
527	эти примеры	2	1
528	власть над	1	1
529	что за	2	1
530	в течение	2	1
531	мифа не	1	1
532	такого рода	1	1
533	считал что	1	1
534	мы же	1	1
535	на свете	1	1
536	том смысле	1	1
537	случилось с	1	1
538	герой в	4	1
539	приведенные выше	1	1
540	перед своим	1	1
541	пока еще	1	1
542	это явление	1	1
543	в книге	3	1
544	и для	2	1
545	а все	1	1
546	ее и	3	1
547	для нас	5	1
548	но когда	3	1
549	или нет	1	1
550	в сердце	1	1
551	он следует	1	1
552	тот же	1	1
553	в целях	3	1
554	и начинается	1	1
555	в свою	3	1
556	с ней	2	1
557	не знает	1	1
558	сказать что	2	1
559	только как	1	1
560	совершенно не	2	1
561	к формам	2	1
562	у которых	2	1
563	внешнего облика	1	1
564	себе не	1	1
565	к другим	1	1
566	развития сюжета	1	1
567	и другие	1	1
568	или во	1	1
569	как на	1	1
570	том числе	1	1
