N	2gram	Tiupa_Anal_2	KulturaY
391	рассказа о	1	1
392	и ее	1	1
393	в следующем	1	1
394	в такой	1	1
395	равной мере	1	1
396	то его	1	1
397	что я	1	1
398	не удивительно	3	1
399	для данного	1	1
400	о его	4	1
401	по крайней	3	1
402	у читателя	1	1
403	здесь принадлежит	2	1
404	не должна	1	1
405	для нее	2	1
406	зрения и	1	1
407	даже в	2	1
408	знания для	1	1
409	случае в	3	1
410	что с	2	1
411	меня не	1	1
412	например не	1	1
413	первая половина	1	1
414	быть поставлены	1	1
415	в стилистическом	1	1
416	для всего	1	1
417	казалось бы	3	1
418	именно с	1	1
419	же время	2	1
420	по своей	1	1
421	за исключением	1	1
422	этой речи	1	1
423	это слово	1	1
424	убедиться в	1	1
425	и его	4	1
426	обращает на	3	1
427	как будто	3	1
428	всему этому	1	1
429	ни о	3	1
430	начиная с	1	1
431	слова легко	1	1
432	и другой	1	1
433	же самое	1	1
434	должны быть	1	1
435	всего в	2	1
436	в одну	2	1
437	отказаться от	1	1
438	на это	1	1
439	первой же	2	1
440	задана как	1	1
441	им для	1	1
442	но только	1	1
443	свою очередь	1	1
444	на основе	2	1
445	здесь также	1	1
446	характер и	1	1
447	неотъемлемое качество	1	1
448	об отношении	1	1
449	том-то и	1	1
450	приводит к	3	1
451	речи то	1	1
452	слова а	1	1
453	природе своей	2	1
454	никогда не	3	1
455	по природе	2	1
456	каждого из	1	1
457	смысла чем	1	1
458	она была	1	1
459	это только	2	1
460	имеется в	1	1
461	разговорного языка	1	1
462	в словах	3	1
463	нас и	1	1
464	сводится к	3	1
465	о нем	1	1
466	тому или	1	1
467	произведения как	2	1
468	в речи	3	1
469	на этой	2	1
470	вот и	1	1
471	одного из	3	1
472	может не	1	1
473	в конечном	3	1
474	как теперь	1	1
475	к нему	1	1
476	тем как	1	1
477	нуждается в	1	1
478	крайней мере	3	1
479	чем и	2	1
480	них в	1	1
481	вслед за	2	1
482	и писать	1	1
483	легко можно	1	1
484	не знаю	2	1
485	что здесь	1	1
486	можно отметить	2	1
487	мы видим	1	1
488	одной из	3	1
489	с ними	3	1
490	как такой	1	1
491	что даже	1	1
492	в себе	7	1
493	таких моментов	1	1
494	система знаков	1	1
495	и после	1	1
496	одних и	1	1
497	они могут	1	1
498	к смыслу	2	1
499	который в	1	1
500	от них	1	1
501	которых на	1	1
502	форма этого	1	1
503	не последнюю	1	1
504	же и	1	1
505	точно и	1	1
506	тех или	2	1
507	в начале	1	1
508	свидетельствует о	2	1
509	не обладают	1	1
510	целого ряда	1	1
511	или даже	2	1
512	конечном счете	2	1
513	за ним	1	1
514	для него	4	1
515	и их	2	1
516	представить себе	1	1
517	текста в	6	1
518	отношении к	1	1
519	дело и	1	1
520	только с	1	1
521	каждый из	1	1
522	не говорит	1	1
523	при активном	1	1
524	указание на	1	1
525	еще ничего	1	1
526	стилистическом отношении	1	1
527	со стороны	3	1
528	функцией в	1	1
529	на примере	1	1
530	тех старых	1	1
531	отличаются от	1	1
532	делает в	1	1
533	и тех	1	1
534	что тот	1	1
535	и несколько	1	1
536	во внешней	1	1
537	обратиться к	1	1
538	противном случае	1	1
539	превращается в	2	1
540	более того	1	1
541	зависит от	1	1
542	есть лишь	1	1
543	было сказано	1	1
544	возвращаясь к	1	1
545	весь его	1	1
546	а так	1	1
547	и слово	2	1
548	если не	1	1
549	такими словами	1	1
550	наше внимание	1	1
551	в том-то	1	1
552	до этого	1	1
553	и потому	1	1
554	к самому	1	1
555	как список	1	1
556	при переходе	2	1
557	случайно и	1	1
558	его личной	1	1
559	целом ряде	1	1
560	который мы	1	1
561	ведет к	1	1
562	роль принадлежит	1	1
563	таких условиях	1	1
564	в первой	3	1
565	в эту	3	1
566	как речь	1	1
567	исходя из	1	1
568	и богатство	1	1
569	рамках одного	1	1
570	том смысле	1	1
571	ли не	2	1
572	в контексте	5	1
573	намек на	1	1
574	высказывания и	2	1
575	слов которые	1	1
576	с этими	1	1
577	фигуры и	1	1
578	это явление	1	1
579	чем дело	1	1
580	и для	2	1
581	которых он	1	1
582	случаях когда	1	1
583	речи вообще	1	1
584	лицо и	1	1
585	в повествовании	2	1
586	жанр в	1	1
587	от него	1	1
588	собственно говоря	2	1
589	или нет	1	1
590	может ли	2	1
591	будто бы	1	1
592	себе ничего	1	1
593	же в	1	1
594	в равной	1	1
595	несмотря на	3	1
596	нам не	1	1
597	а о	1	1
598	в свою	1	1
599	состоит из	1	1
600	речи и	2	1
601	по одному	1	1
602	на дорогу	1	1
603	справедливо замечает	1	1
604	части речи	1	1
605	складывается и	1	1
606	самое что	1	1
607	к этому	2	1
608	но автор	1	1
609	отношении является	1	1
610	об этих	2	1
611	к этой	1	1
612	только не	4	1
613	именно здесь	1	1
614	который не	1	1
615	все что	2	1
616	этой точки	1	1
617	смысле что	1	1
618	значение слов	1	1
