N	2gram	Tiupa_Hudo_1	VrazhdaK
224	имело бы	1	1
225	высшей степени	1	1
226	в первой	6	1
227	ключ к	2	1
228	всех этих	1	1
229	же это	1	1
230	чем у	1	1
231	в силу	1	1
232	сердце и	1	1
233	сказал что	1	1
234	уже говорилось	2	1
235	в плане	1	1
236	через год	1	1
237	что ни	1	1
238	никому не	1	1
239	и этот	1	1
240	однако в	2	1
241	литературного анекдота	1	1
242	этом он	1	1
243	их и	1	1
244	а их	1	1
245	со своею	2	1
246	смеха и	1	1
247	было бы	6	1
248	на пороге	1	1
249	в итоге	1	1
250	в жизни	1	1
251	в высшей	1	1
252	соответствии с	1	1
253	для описания	1	1
254	писал о	1	1
255	это сама	1	1
256	этого не	1	1
257	а за	1	1
258	которой он	1	1
259	анекдот о	1	1
260	он и	1	1
261	в москве	1	1
262	не противоречат	1	1
263	такой же	3	1
264	в этих	5	1
265	вспоминает о	1	1
266	молодого человека	1	1
267	всяком случае	1	1
268	человеком и	1	1
269	каким был	1	1
270	встрече с	3	1
271	дама с	3	1
272	своего рода	7	1
273	и уж	1	1
274	не будем	1	1
275	черты характера	1	1
276	привлекает внимание	1	1
277	тем не	4	1
278	с такими	2	1
279	что этот	1	1
280	возвращается к	3	1
281	раз и	1	1
282	на три	1	1
283	вплоть до	1	1
284	но они	1	1
285	тем самым	1	1
286	что эта	1	1
287	человека но	1	1
288	человечества и	1	1
289	не имеет	2	1
290	как о	1	1
291	из их	1	1
292	только не	1	1
293	нельзя не	1	1
294	автора к	1	1
295	ничего не	8	1
296	и зададимся	1	1
297	по своей	4	1
298	такая же	1	1
299	потому что	5	1
300	никуда не	1	1
301	этом отношении	3	1
302	только от	1	1
303	была на	1	1
304	в духе	4	1
305	в речах	1	1
306	могут быть	1	1
307	за что	1	1
308	она же	1	1
309	уже на	1	1
310	ничего общего	1	1
311	эти не	1	1
312	у себя	2	1
313	с ее	2	1
314	свою очередь	1	1
315	но при	1	1
316	у чехова	13	1
317	в ее	3	1
318	не могло	1	1
319	м е	1	1
320	характера он	1	1
321	но мы	1	1
322	роль в	1	1
323	художником и	1	1
324	на страницах	1	1
325	так и	13	1
326	на нее	1	1
327	ясно что	2	1
328	живет в	2	1
329	этого как	1	1
330	еще в	3	1
331	во второй	5	1
332	том как	3	1
333	но у	1	1
334	жизнь и	1	1
335	быть может	7	1
336	внимание к	1	1
337	он вспоминает	1	1
338	во всяком	1	1
339	второй половине	2	1
340	м бахтин	2	1
341	его жизни	2	1
342	до сих	2	1
343	нас в	1	1
344	во всех	1	1
345	говорить об	2	1
346	себе знать	1	1
347	в форме	2	1
348	в другой	1	1
349	тотчас же	1	1
350	вслед за	1	1
351	все в	1	1
352	романа в	3	1
353	также в	2	1
354	и психологическое	1	1
355	в литературе	3	1
356	этом смысле	1	1
357	людей а	2	1
358	этих строк	1	1
359	один из	4	1
360	но с	2	1
361	сразу же	1	1
362	романа и	1	1
363	которым он	1	1
364	проникнуть в	2	1
365	н м	1	1
366	он уже	4	1
367	в качестве	9	1
368	же он	1	1
369	себя в	4	1
370	самую суть	1	1
371	больше не	2	1
372	хотя в	1	1
373	к своим	1	1
374	что для	1	1
375	ни с	1	1
376	говорит о	1	1
377	в одном	1	1
378	ее не	1	1
379	друг друга	5	1
380	каждый из	1	1
381	и никогда	1	1
382	ф м	3	1
383	в особенности	1	1
384	никого не	1	1
385	из двух	1	1
386	о своей	2	1
387	и из	1	1
388	с другой	1	1
389	писал м	3	1
390	именно в	7	1
391	все равно	2	1
392	а п	10	1
393	прежде всего	11	1
394	нашему мнению	1	1
395	до конца	2	1
396	в рассказе	11	1
397	человек в	2	1
398	себя на	1	1
399	нет ничего	2	1
400	в частности	5	1
401	него в	1	1
402	он ее	2	1
403	из которых	1	1
404	своей души	1	1
405	в ответ	2	1
406	того что	4	1
407	неожиданности и	1	1
408	с очень	1	1
409	в свое	1	1
410	еще раз	2	1
411	с любовью	1	1
412	сих пор	2	1
413	между прочим	1	1
414	об одном	2	1
415	но для	1	1
416	ближе к	2	1
417	общие черты	1	1
418	и ушел	2	1
419	с братом	1	1
420	героини и	1	1
421	и от	4	1
422	но на	1	1
423	о котором	2	1
424	хотя и	2	1
425	за рубежом	1	1
426	ее и	1	1
427	бы в	1	1
428	писателя не	1	1
429	у которого	1	1
430	конце концов	1	1
431	только что	4	1
432	чувствовал себя	1	1
433	но вот	1	1
434	о своем	1	1
435	а б	1	1
436	мы считаем	1	1
437	его произведений	1	1
438	из этого	1	1
439	только о	1	1
440	героя в	2	1
441	жизни и	5	1
442	эти рассказы	1	1
443	переводится как	1	1
444	к этой	3	1
445	пяти лет	1	1
446	у людей	1	1
447	молодой человек	1	1
448	который не	1	1
449	в таком	3	1
450	все что	1	1
451	они не	2	1
