N	2gram	Vinokur_St_2	Tragedij
439	а не	5	1
440	с которым	1	1
441	его как	2	1
442	одну из	1	1
443	для прочтения	1	1
444	точности соответствует	1	1
445	в и	13	1
446	этом случае	1	1
447	в связи	1	1
448	виде в	1	1
449	более чем	1	1
450	ненависть и	1	1
451	о себе	1	1
452	эти слова	2	1
453	время с	1	1
454	вместе с	7	1
455	и потому	2	1
456	в духе	2	1
457	над ним	1	1
458	xix века	3	1
459	сравнению с	1	1
460	в той	5	1
461	по плечу	1	1
462	к образу	1	1
463	для понимания	1	1
464	который он	1	1
465	нам еще	1	1
466	с этой	2	1
467	и от	1	1
468	в условиях	1	1
469	таково происхождение	1	1
470	и самозванец	1	1
471	на одной	1	1
472	в книге	1	1
473	не является	3	1
474	как своего	2	1
475	всегда будет	2	1
476	причем в	1	1
477	в результате	2	1
478	а к	2	1
479	в двух	1	1
480	характеры и	1	1
481	такие слова	1	1
482	бы в	1	1
483	и совершенно	1	1
484	у которого	1	1
485	случае и	1	1
486	конце концов	1	1
487	хотя бы	3	1
488	только что	2	1
489	очень хорошо	2	1
490	в стихах	1	1
491	этот счет	1	1
492	жизни в	1	1
493	к числу	1	1
494	в период	2	1
495	совершенно не	2	1
496	в точности	1	1
497	при его	1	1
498	но этот	1	1
499	т е	10	1
500	из романа	2	1
501	всегда была	1	1
502	в голову	1	1
503	к этой	1	1
504	во всяком	3	1
