N	2gram	Losev_Dial_1	Freidism
164	именно и	1	3
165	мысли и	3	3
166	случае не	3	3
167	можем сказать	2	3
168	тому что	3	3
169	самого начала	1	3
170	чем не	1	3
171	в сознании	3	3
172	ни о	5	3
173	не могут	1	3
174	она не	6	3
175	ничего общего	4	3
176	и этим	1	3
177	только то	4	3
178	если бы	12	3
179	и смерть	1	3
180	и что	12	3
181	со всеми	1	3
182	себя в	1	3
183	из которого	1	3
184	об его	2	3
185	у него	1	3
186	в них	3	3
187	со стороны	2	3
188	и оно	1	3
189	о себе	1	3
190	вместе с	1	3
191	сейчас же	1	3
192	и от	2	3
193	но это	8	3
194	не является	3	3
195	это как	1	3
196	в голову	1	3
197	когда он	1	3
198	психики и	1	3
199	не знает	2	3
200	жизни и	3	3
201	ни на	6	3
202	в искусстве	1	3
203	отношения к	3	2
204	чтобы не	2	2
205	в такой	1	2
206	не остается	1	2
207	и то	9	2
208	это и	4	2
209	тем же	1	2
210	и до	1	2
211	– к	1	2
212	для своего	2	2
213	что между	1	2
214	становится совершенно	1	2
215	как не	2	2
216	от всей	1	2
217	в ее	1	2
218	и религия	1	2
219	но как	2	2
220	себе и	2	2
221	ничуть не	2	2
222	или иное	3	2
223	относится к	2	2
224	чем же	1	2
225	же с	1	2
226	дает нам	1	2
227	что как	2	2
228	в своем	5	2
229	сознания в	1	2
230	от этого	3	2
231	не приходится	1	2
232	что это	11	2
233	выражение в	1	2
234	что она	7	2
235	из этой	1	2
236	– очень	2	2
237	но все	3	2
238	в одну	3	2
239	на всю	4	2
240	сознание и	1	2
241	же касается	1	2
242	них не	1	2
243	при помощи	1	2
244	это было	2	2
245	это не	9	2
246	– совершенно	2	2
247	на почве	1	2
248	чаще всего	2	2
249	и смерти	1	2
250	только о	1	2
251	этого не	1	2
252	всю жизнь	1	2
253	и уже	1	2
254	жизни но	1	2
255	и становится	1	2
256	том что	9	2
257	что значит	1	2
258	но если	5	2
259	и при	2	2
260	в их	3	2
261	явлений –	1	2
262	сих пор	2	2
263	миф и	4	2
264	общего не	1	2
265	как это	4	2
266	в отношении	5	2
267	случае в	1	2
268	но для	1	2
269	дело не	2	2
270	правда в	1	2
271	в науке	3	2
272	и притом	4	2
273	не нуждается	5	2
274	сознания как	1	2
275	в нас	1	2
276	не лучше	2	2
277	тем не	1	2
278	из того	2	2
279	только с	3	2
280	этом отношении	2	2
281	когда мы	1	2
282	же что	1	2
283	отличается от	2	2
284	должны быть	1	2
285	что оно	5	2
286	оно не	1	2
287	то или	3	2
288	в виду	5	2
289	вещи и	2	2
290	и вообще	4	2
291	я –	1	2
292	выводу что	1	2
293	воли и	1	2
294	сознание не	1	2
295	в другом	2	2
296	до сих	2	2
297	этих двух	1	2
298	нуждается в	3	2
299	что и	3	2
300	от этих	1	2
301	и об	4	2
302	в него	2	2
303	мир в	1	2
304	быть и	4	2
305	мы видим	4	2
306	в какой	1	2
307	даже если	3	2
308	может оказаться	2	2
309	очень много	3	2
310	для нее	2	2
311	с одной	2	2
312	не можем	1	2
313	и у	2	2
314	уже в	1	2
315	только на	3	2
316	и они	1	2
317	ни было	2	2
318	борьбы с	1	2
319	из них	2	2
320	в я	1	2
321	а потому	1	2
322	потому и	1	2
323	точка зрения	2	2
324	в конце	4	2
325	содержание и	1	2
326	с этими	1	2
327	в систему	1	2
328	заметить что	2	2
329	и даже	13	2
330	с другой	6	2
331	здесь в	2	2
332	чем он	2	2
333	а с	2	2
334	ничем не	3	2
335	связано с	1	2
336	них и	1	2
337	одной стороны	2	2
338	зависит от	1	2
339	а не	14	2
340	что мы	1	2
341	так же	4	2
342	быть как	1	2
343	для понимания	1	2
344	в развитии	1	2
345	представления но	1	2
346	– мы	3	2
347	же самое	1	2
348	к другим	1	2
349	это уже	1	2
350	и часто	1	2
351	не существует	7	2
352	для нас	1	2
353	ибо не	1	2
354	и ни	6	2
355	поэтому все	1	2
356	конце концов	3	2
357	он –	18	2
358	все они	1	2
359	да и	6	2
360	к его	1	2
361	есть и	5	2
362	и другие	1	2
363	к этому	2	2
364	они не	1	2
365	этом совершенно	1	1
366	и методы	1	1
367	темноту и	1	1
368	можно говорить	2	1
369	и т	21	1
370	же как	2	1
371	выражения в	1	1
372	бы для	1	1
373	жизни мы	1	1
374	показать что	1	1
375	мы имели	1	1
376	странное и	1	1
377	кажется что	1	1
378	в реальности	1	1
379	самого организма	2	1
380	и этот	1	1
381	а как	1	1
382	может даже	1	1
383	и образования	1	1
384	или наоборот	2	1
385	вопрос о	2	1
386	– одно	2	1
387	каком случае	4	1
388	но она	3	1
389	как то	1	1
390	оно есть	2	1
391	вместо этого	1	1
392	но даже	1	1
393	мы и	2	1
394	то это	4	1
395	в будущем	1	1
396	свое отношение	1	1
397	так а	1	1
398	но от	1	1
399	большей степени	1	1
400	учение об	3	1
401	проявляется в	1	1
402	оказывается что	1	1
403	и самого	1	1
404	вывод что	1	1
405	что по	1	1
406	не был	2	1
407	природу в	1	1
408	природы и	1	1
409	но конечно	2	1
410	другой пример	1	1
411	коем случае	1	1
412	заметим что	1	1
413	только потому	3	1
414	силы и	1	1
415	в качестве	2	1
416	мы сейчас	1	1
417	нет и	1	1
418	что они	3	1
419	конечно совершенно	1	1
420	что хотя	1	1
421	первый взгляд	1	1
422	общего с	5	1
423	это ни	1	1
424	результате получается	1	1
425	интересует не	1	1
426	вспомним что	1	1
427	кто не	1	1
428	его к	1	1
429	в противоположность	5	1
430	при чтении	1	1
431	но эта	3	1
432	– конечно	1	1
433	еще на	1	1
434	та же	3	1
435	бы и	2	1
436	образом и	2	1
437	тут и	2	1
438	бы не	1	1
439	по преимуществу	1	1
440	это тот	1	1
441	часто даже	1	1
442	только один	1	1
443	говорят о	2	1
444	мир –	1	1
445	как он	4	1
446	на то	5	1
447	если он	1	1
448	дальше и	2	1
449	в наших	1	1
450	– пафос	1	1
451	вообще не	1	1
452	теории и	1	1
453	т д	19	1
454	равно и	1	1
455	на одну	1	1
456	же это	3	1
457	идеи и	5	1
458	с самых	1	1
459	чувства в	1	1
460	и вечно	1	1
461	с католической	1	1
462	к выводу	1	1
463	это конечно	2	1
464	какое же	1	1
465	учением о	1	1
466	теми которые	1	1
467	на каком	1	1
468	не умеет	1	1
469	мы на	1	1
470	сказать я	1	1
471	форму и	2	1
472	этом смысле	3	1
473	говоря о	2	1
474	и тем	1	1
475	и находит	1	1
476	если вместо	1	1
477	для них	1	1
478	о которых	2	1
479	далеко не	1	1
480	место и	1	1
481	со своими	1	1
482	не всегда	1	1
483	он и	2	1
484	учения об	1	1
485	форма и	1	1
486	самых ранних	1	1
487	не больше	2	1
488	какие же	2	1
489	на первый	1	1
490	они говорят	1	1
491	и научно	1	1
492	из сферы	3	1
493	и культуры	1	1
494	и тут	3	1
495	никаких оснований	1	1
496	сознания но	1	1
497	нас не	2	1
498	не интересует	1	1
499	наконец даже	1	1
500	и без	1	1
501	почти не	2	1
502	не к	1	1
503	себе а	2	1
504	миф о	1	1
505	которые в	1	1
506	друг другу	3	1
507	по крайней	4	1
508	и эти	1	1
509	есть именно	1	1
510	вещей и	2	1
511	– увы	1	1
512	образ по	1	1
513	борется с	1	1
514	же такое	1	1
515	это является	1	1
516	раз и	2	1
517	иной раз	2	1
518	если и	2	1
519	можно ли	1	1
520	до известной	1	1
521	и должно	1	1
522	такова первая	1	1
523	она ни	2	1
524	формуле в	1	1
525	и свидетельствовать	1	1
526	– его	1	1
527	мы живем	2	1
528	о них	1	1
529	например между	1	1
530	сознания конечно	1	1
531	все наши	1	1
532	из других	1	1
533	вытекает из	1	1
534	это мы	4	1
535	человека от	1	1
536	– для	1	1
537	в коем	1	1
538	дело в	1	1
539	человек как	1	1
540	или как	1	1
541	и приводит	1	1
542	заложенные в	1	1
543	они являются	1	1
544	явление в	1	1
545	к ней	4	1
546	базируется на	1	1
547	ровно ничего	5	1
548	и является	2	1
549	смысле –	1	1
550	другой точки	1	1
551	ли это	3	1
552	которую не	2	1
553	нет ни	2	1
554	мы все	1	1
555	сходство с	1	1
556	его с	3	1
557	всего что	1	1
558	смерти и	1	1
559	той или	7	1
560	она же	1	1
561	по сравнению	2	1
562	уже на	1	1
563	на это	1	1
564	только одну	1	1
565	если же	1	1
566	о том	4	1
567	правда не	1	1
568	и это	2	1
569	и которая	1	1
570	своего развития	1	1
571	но при	1	1
572	на другой	1	1
573	которая характерна	2	1
574	это за	2	1
575	в душу	4	1
576	мысль о	1	1
577	нашем собственном	1	1
578	то время	1	1
579	в дальнейшем	5	1
580	материи и	1	1
581	как с	2	1
582	и когда	1	1
583	котором мы	1	1
584	и сам	1	1
585	в мире	2	1
586	на нее	1	1
587	времени и	1	1
588	не с	5	1
589	ясно что	8	1
590	отождествляется с	7	1
591	мог бы	2	1
592	в результате	1	1
593	можно только	2	1
594	этот объект	1	1
595	жизнь и	3	1
596	основана на	1	1
597	– ни	1	1
598	в эпоху	2	1
599	на язык	1	1
600	ничего не	17	1
601	все его	1	1
602	связанное с	1	1
603	никогда и	1	1
604	то есть	1	1
605	а также	1	1
606	это я	4	1
607	того он	1	1
608	и та	3	1
609	язык и	1	1
610	говорит об	1	1
611	чем она	1	1
612	любви к	1	1
613	власти этого	1	1
614	самую точку	1	1
615	с теми	1	1
616	– во	2	1
617	свой метод	1	1
618	чтобы получить	1	1
619	что человек	2	1
620	не характерно	1	1
621	крайней мере	4	1
622	тотчас же	1	1
623	на те	1	1
624	все время	1	1
625	и следовательно	2	1
626	о своих	2	1
627	или может	1	1
628	у которого	1	1
629	не зная	2	1
630	но так	2	1
631	борьбы за	1	1
632	– сам	1	1
633	вступить в	1	1
634	и быть	2	1
635	во всем	2	1
636	пор не	1	1
637	дана в	3	1
638	и так	2	1
639	поэтому и	2	1
640	особенно резко	1	1
641	бы ни	1	1
642	содержание его	1	1
643	этого мифа	1	1
644	об их	1	1
645	не соответствует	1	1
646	есть в	1	1
647	судить о	1	1
648	говорить об	1	1
649	то и	2	1
650	также и	7	1
651	в виде	2	1
652	а это	1	1
653	от других	1	1
654	следует за	2	1
655	все образы	1	1
656	и других	1	1
657	уже с	1	1
658	пр –	1	1
659	не так	1	1
660	в корне	2	1
661	пока не	1	1
662	миф –	9	1
663	прибавить что	1	1
664	научной точки	1	1
665	– так	1	1
666	никакого отношения	1	1
667	ни до	1	1
668	как будто	1	1
669	в случаях	1	1
670	мы берем	1	1
671	и достоверности	1	1
672	даже и	3	1
673	уже совершенно	1	1
674	и только	1	1
675	находит его	1	1
676	фактов то	1	1
677	же деле	1	1
678	она вполне	1	1
679	представление о	1	1
680	по смыслу	1	1
681	или иной	3	1
682	даже не	3	1
683	точек зрения	3	1
684	на примере	1	1
685	и чем	1	1
686	сознания все	1	1
687	именно в	2	1
688	эти две	1	1
689	в каких	1	1
690	с той	2	1
691	мы его	1	1
692	и между	1	1
693	такое же	1	1
694	вот –	4	1
695	от обычного	1	1
696	превращается в	1	1
697	самом же	1	1
698	а на	1	1
699	как ни	1	1
700	меньше всего	3	1
701	отнюдь не	9	1
702	там где	1	1
703	об ее	1	1
704	жизнь в	1	1
705	если это	2	1
706	и вовсе	1	1
707	в мифологии	4	1
708	мы говорим	4	1
709	или по	2	1
710	находим в	2	1
711	нужно отнести	1	1
712	становится на	1	1
713	к своему	1	1
714	так мы	1	1
715	сравнению с	2	1
716	что всякое	1	1
717	и там	1	1
718	во вне	1	1
719	ко всему	2	1
720	или хотя	2	1
721	нас интересует	1	1
722	реальности в	1	1
723	особенно к	1	1
724	болезнь и	1	1
725	является как	1	1
726	я мог	2	1
727	понимания этого	1	1
728	становится ясным	1	1
729	– или	2	1
730	и борьба	1	1
731	известной степени	1	1
732	не знаем	1	1
733	указать на	1	1
734	верно только	1	1
735	об отношении	5	1
736	чтобы понять	3	1
737	поэтому она	1	1
738	у них	3	1
739	бы в	3	1
740	и всецело	1	1
741	возникает вопрос	1	1
742	еще более	3	1
743	тем более	2	1
744	и смысл	3	1
745	с ужасом	1	1
746	существует ли	1	1
747	я в	2	1
748	или не	5	1
749	в различных	1	1
750	его высшей	1	1
751	в том	9	1
752	отношении к	3	1
753	к ее	1	1
754	может и	4	1
755	о своем	2	1
756	весь мир	1	1
757	имеет место	1	1
758	жизни а	1	1
759	религии и	3	1
760	им не	1	1
761	из этого	1	1
762	который не	1	1
763	учения о	2	1
764	– правда	1	1
765	это та	1	1
766	только одна	1	1
767	гораздо более	3	1
