N	2gram	Voloshinov_1	Freidism
109	же –	2	4
110	все же	8	4
111	не было	3	4
112	из этих	2	4
113	в пределах	6	4
114	с их	1	4
115	сознания с	1	4
116	в нем	10	4
117	всех этих	1	4
118	то ни	8	4
119	при этом	8	4
120	с другими	3	4
121	во время	1	4
122	– один	1	4
123	– только	1	4
124	не менее	4	4
125	в основе	2	4
126	же время	3	4
127	потому что	1	4
128	и для	11	4
129	– с	2	4
130	к тому	2	4
131	если мы	11	4
132	того чтобы	5	4
133	сводится к	3	4
134	характер и	1	4
135	с самого	4	4
136	– и	4	4
137	другими словами	2	4
138	внутреннего опыта	1	4
139	с ними	1	4
140	конечно не	5	4
141	уже не	1	4
142	не дает	3	4
143	в котором	3	4
144	как раз	2	4
145	от того	4	4
146	последнем счете	1	4
147	на которые	1	4
148	и др	2	4
149	себя и	1	4
150	в данном	4	4
151	в мир	1	4
152	в более	1	4
153	в следующей	1	4
154	сознания и	3	4
155	этот вопрос	5	4
156	между ними	4	4
157	в последнем	1	4
158	в таком	2	4
159	в объективном	1	3
160	таком случае	2	3
161	и есть	3	3
162	подхода к	1	3
163	при анализе	1	3
164	теперь мы	3	3
165	не найдем	2	3
166	а только	1	3
167	в общем	1	3
168	один и	3	3
169	него только	1	3
170	как в	4	3
171	– но	1	3
172	и той	2	3
173	и как	3	3
174	между двумя	3	3
175	следующей главе	1	3
176	и тот	4	3
177	в себе	2	3
178	и те	7	3
179	но ведь	1	3
180	этот процесс	3	3
181	главным образом	1	3
182	в узком	2	3
183	и вот	1	3
184	одной и	2	3
185	и по	1	3
186	что все	2	3
187	выражение и	2	3
188	и может	1	3
189	конечно в	2	3
190	не сможет	2	3
191	зрения на	1	3
192	может стать	5	3
193	было бы	4	3
194	уже знаем	1	3
195	сознания мы	1	3
196	собственного внутреннего	1	3
197	очень важный	1	3
198	нисколько не	1	3
199	мысли и	4	3
200	войти в	3	3
201	тому что	2	3
202	в психике	1	3
203	самого начала	4	3
204	одна из	2	3
205	на него	1	3
206	в сознании	2	3
207	ни о	2	3
208	не могут	3	3
209	она не	2	3
210	ничего общего	5	3
211	– продукт	2	3
212	с ее	2	3
213	свою очередь	2	3
214	всем этим	1	3
215	внутренняя речь	9	3
216	только то	1	3
217	приводит к	1	3
218	главе мы	1	3
219	если бы	2	3
220	и что	1	3
221	бы то	8	3
222	во втором	2	3
223	и желания	1	3
224	со всеми	1	3
225	со стороны	1	3
226	и т.п	10	3
227	на этот	3	3
228	психологии –	1	3
229	слова и	3	3
230	и от	3	3
231	не является	4	3
232	узком смысле	2	3
233	психики и	7	3
234	не знает	2	3
235	жизни и	2	3
236	ее в	1	3
237	не остается	2	2
238	и то	1	2
239	это и	3	2
240	тем же	1	2
241	в первом	3	2
242	и до	1	2
243	комплекс –	1	2
244	высшей степени	3	2
245	ее целом	3	2
246	– к	1	2
247	что между	1	2
248	социальной группы	1	2
249	того же	6	2
250	между собой	2	2
251	не без	1	2
252	в ее	7	2
253	ко всякому	2	2
254	но как	1	2
255	ответ на	1	2
256	себе и	2	2
257	отличие от	5	2
258	из важнейших	2	2
259	большое значение	1	2
260	относится к	1	2
261	чем же	4	2
262	в своем	2	2
263	сознания в	1	2
264	от этого	2	2
265	не приходится	2	2
266	что это	1	2
267	и современная	1	2
268	в нашем	2	2
269	или во	1	2
270	выражение в	4	2
271	есть та	1	2
272	внутренней речи	9	2
273	их в	1	2
274	наоборот мы	1	2
275	– очень	1	2
276	но все	3	2
277	физиологических и	1	2
278	в совершенно	1	2
279	же касается	1	2
280	переживанием и	1	2
281	на этой	2	2
282	всех областях	2	2
283	при помощи	1	2
284	это не	1	2
285	– совершенно	1	2
286	на почве	6	2
287	своей основе	1	2
288	жизни но	2	2
289	том что	3	2
290	так поступает	1	2
291	но если	2	2
292	и при	3	2
293	психики как	1	2
294	– в.в	1	2
295	психологии не	2	2
296	мы говорили	3	2
297	явлений –	3	2
298	в отличие	5	2
299	сих пор	8	2
300	иным как	1	2
301	возможно только	1	2
302	общего не	1	2
303	освободиться от	1	2
304	как это	1	2
305	в отношении	4	2
306	его целом	1	2
307	комплекс и	1	2
308	но для	2	2
309	объективной точки	5	2
310	в науке	6	2
311	к этим	3	2
312	в процессе	14	2
313	сознания как	3	2
314	для всего	3	2
315	только не	1	2
316	тем не	2	2
317	только с	1	2
318	этом отношении	3	2
319	является по	1	2
320	в области	3	2
321	слово –	4	2
322	и символы	1	2
323	отличается от	1	2
324	должны быть	3	2
325	это содержание	1	2
326	предыдущей главе	1	2
327	они и	2	2
328	и снова	1	2
329	оно может	4	2
330	из всего	1	2
331	речи мы	1	2
332	не делает	1	2
333	внешнего опыта	2	2
334	в виду	2	2
335	на основе	1	2
336	можно сделать	1	2
337	– говорит	4	2
338	продолжает жить	1	2
339	вещи и	1	2
340	это вовсе	1	2
341	и вообще	2	2
342	воли и	1	2
343	сознание не	1	2
344	высказывания –	2	2
345	о нем	1	2
346	в другом	2	2
347	до сих	8	2
348	социального общения	12	2
349	единства и	1	2
350	этих двух	1	2
351	нуждается в	3	2
352	что и	2	2
353	жизни –	1	2
354	во всей	1	2
355	которые он	1	2
356	во внутренней	1	2
357	также в	1	2
358	как ее	5	2
359	быть и	3	2
360	мы видим	1	2
361	и психики	1	2
362	в какой	3	2
363	очень много	1	2
364	с одной	1	2
365	для всех	2	2
366	уже в	1	2
367	только на	4	2
368	и они	1	2
369	ни было	10	2
370	из них	3	2
371	а потому	1	2
372	точка зрения	7	2
373	в конце	5	2
374	ничего что	1	2
375	в систему	3	2
376	свое выражение	2	2
377	рядом с	5	2
378	объективного опыта	1	2
379	и даже	2	2
380	в высшей	3	2
381	с объективной	3	2
382	с другой	5	2
383	человека в	2	2
384	здесь в	3	2
385	социальной жизни	3	2
386	до конца	5	2
387	одной стороны	1	2
388	более того	3	2
389	зависит от	2	2
390	а не	7	2
391	для сознания	1	2
392	что мы	1	2
393	речи и	3	2
394	так же	7	2
395	в предыдущей	1	2
396	мы остановимся	1	2
397	и всей	1	2
398	со всею	2	2
399	для понимания	1	2
400	действительно ли	2	2
401	внешнего мира	1	2
402	– мы	1	2
403	в основном	6	2
404	же самое	3	2
405	к другим	1	2
406	всего они	1	2
407	не существует	3	2
408	формы и	3	2
409	в силах	1	2
410	индивидуального организма	5	2
411	и ни	1	2
412	конце концов	3	2
413	он –	3	2
414	проникшее в	1	2
415	к его	2	2
416	всех других	3	2
417	есть и	1	2
418	вполне понятно	3	2
419	и другие	1	2
420	в своих	2	2
421	снова и	1	2
422	к этому	5	2
423	– они	1	2
424	ту же	2	1
425	вырастает из	1	1
426	одним из	2	1
427	же как	2	1
428	доступ в	1	1
429	не видим	1	1
430	атмосферы и	1	1
431	его школы	1	1
432	выражения в	1	1
433	психика не	1	1
434	науки о	4	1
435	органическое единство	1	1
436	ибо как	1	1
437	– внутренняя	1	1
438	конечно с	1	1
439	слова –	1	1
440	не имеют	3	1
441	ведь и	1	1
442	оно было	1	1
443	этого он	1	1
444	века в	1	1
445	и должен	1	1
446	и этот	2	1
447	а как	3	1
448	со всех	2	1
449	речевой деятельности	1	1
450	или наоборот	1	1
451	содержание психики	4	1
452	и словесный	1	1
453	слагается из	1	1
454	которую мы	1	1
455	вопрос о	4	1
456	ответить на	1	1
457	например –	2	1
458	идеологические системы	1	1
459	как то	1	1
460	объективная психология	4	1
461	сознания сознание	1	1
462	жизни как	1	1
463	в целом	1	1
464	жизни это	1	1
465	в каждой	1	1
466	всех сторон	2	1
467	и самого	1	1
468	оценок и	1	1
469	содержание индивидуальной	2	1
470	получить только	1	1
471	там и	2	1
472	но конечно	1	1
473	одним словом	2	1
474	 глава	1	1
475	и всего	2	1
476	так совершается	1	1
477	отказ от	1	1
478	социального события	1	1
479	в качестве	2	1
480	с собою	1	1
481	же силы	1	1
482	как со	1	1
483	нет и	4	1
484	и речи	2	1
485	конечно совершенно	2	1
486	в истории	3	1
487	как говорит	1	1
488	что во	2	1
489	независимо от	2	1
490	общего с	3	1
491	внешнего объективного	1	1
492	это был	1	1
493	однако не	2	1
494	всей этой	1	1
495	переживания и	2	1
496	формы –	2	1
497	был связан	1	1
498	его к	2	1
499	психологии и	7	1
500	– конечно	1	1
501	еще на	1	1
502	лежит на	1	1
503	та же	1	1
504	бы и	2	1
505	образом и	1	1
506	деле этот	1	1
507	по преимуществу	5	1
508	часто даже	1	1
509	в буржуазной	1	1
510	в интересах	1	1
511	господствующей идеологии	2	1
512	их чисто	1	1
513	мир –	1	1
514	как он	2	1
515	если он	2	1
516	вообще не	1	1
517	чем сильнее	1	1
518	что было	1	1
519	от его	1	1
520	он ни	2	1
521	все другие	1	1
522	природной и	1	1
523	и социальной	1	1
524	мы полагаем	1	1
525	к каждому	1	1
526	идеологии но	1	1
527	идеологического творчества	9	1
528	из него	2	1
529	его от	1	1
530	ни одному	1	1
531	ее должны	1	1
532	важный момент	1	1
533	но всегда	1	1
534	без исключения	8	1
535	в нее	1	1
536	не следует	1	1
537	как они	1	1
538	и социальных	1	1
539	может возникнуть	1	1
540	поэтому с	1	1
541	из всех	1	1
542	глубокий и	2	1
543	художественный образ	2	1
544	входит в	5	1
545	мы на	1	1
546	этом смысле	2	1
547	как внутренний	1	1
548	от остальной	1	1
549	и тем	1	1
550	– содержание	1	1
551	не чем	1	1
552	должен освободиться	1	1
553	для них	2	1
554	части нашей	1	1
555	субъективной психике	1	1
556	далеко не	4	1
557	со своими	1	1
558	среда в	2	1
559	переходим к	3	1
560	двух направлениях	1	1
561	друга в	2	1
562	рождается и	1	1
563	организмом и	1	1
564	мою мысль	1	1
565	в один	1	1
566	находят свое	1	1
567	момента в	1	1
568	на первый	2	1
569	сознание или	1	1
570	этом случае	3	1
571	и мышления	1	1
572	всеми членами	2	1
573	художественного творчества	1	1
574	сознания но	1	1
575	нас не	1	1
576	остальной мир	1	1
577	как наука	1	1
578	наших дней	1	1
579	момент идеологического	1	1
580	и без	1	1
581	почти не	1	1
582	что вся	1	1
583	формы так	1	1
584	как совокупность	1	1
585	степени не	1	1
586	слова мы	1	1
587	понятно что	3	1
588	пределах индивидуального	2	1
589	является только	1	1
590	сознание –	1	1
591	накопляются те	1	1
592	верна и	1	1
593	в одном	1	1
594	для данного	2	1
595	которые в	1	1
596	этой же	1	1
597	творчества и	1	1
598	друг другу	1	1
599	оно само	1	1
600	это является	2	1
601	и форма	1	1
602	если и	1	1
603	в идеологическом	4	1
604	до известной	1	1
605	и должно	1	1
606	внешнем опыте	1	1
607	отметить что	1	1
608	– является	2	1
609	друг друга	8	1
610	тогда когда	1	1
611	первая часть	1	1
612	– его	4	1
613	не по	1	1
614	и социальная	1	1
615	взглянуть на	1	1
616	образом в	1	1
617	о них	1	1
618	проникают в	1	1
619	силы создают	1	1
620	все без	3	1
621	это реальное	1	1
622	– для	1	1
623	или как	1	1
624	нее нет	1	1
625	явление в	1	1
626	того в	1	1
627	материале и	2	1
628	случае –	1	1
629	к ней	1	1
630	и является	2	1
631	организма с	2	1
632	самонаблюдения как	2	1
633	но теперь	1	1
634	для анализа	1	1
635	речевой группы	1	1
636	философия культуры	2	1
637	нужно искать	1	1
638	этого необходимо	1	1
639	и направлений	1	1
640	одною из	1	1
641	для самонаблюдения	1	1
642	только наиболее	1	1
643	точке зрения	2	1
644	от их	2	1
645	случае самонаблюдение	1	1
646	и здесь	6	1
647	в индивидуальной	1	1
648	разрыв между	1	1
649	и психическим	1	1
650	нет ни	2	1
651	в направлении	7	1
652	на границе	3	1
653	нет принципиальной	1	1
654	в телесном	1	1
655	независимой от	1	1
656	его за	1	1
657	является одним	2	1
658	психологических направлений	1	1
659	той или	1	1
660	общения в	3	1
661	психики так	2	1
662	весь остальной	1	1
663	отказаться от	1	1
664	если же	1	1
665	о том	2	1
666	существует только	1	1
667	в работе	2	1
668	и это	3	1
669	диалектического материализма	2	1
670	то она	1	1
671	но при	2	1
672	направлении к	5	1
673	далее к	1	1
674	действия и	1	1
675	прямо противоположных	1	1
676	в дальнейшем	3	1
677	дано в	2	1
678	как с	2	1
679	котором мы	1	1
680	по аналогии	2	1
681	на нее	1	1
682	на заре	1	1
683	времени и	1	1
684	ясно что	5	1
685	зрения –	1	1
686	мог бы	2	1
687	в социальном	1	1
688	мы пытаемся	1	1
689	в результате	9	1
690	в окружающей	1	1
691	можно только	1	1
692	общая почва	1	1
693	конституцией и	1	1
694	процесс созидания	1	1
695	не опирается	1	1
696	господствуют по	1	1
697	на язык	3	1
698	по теории	1	1
699	ничего не	6	1
700	самонаблюдения только	1	1
701	этого сознания	2	1
702	буржуазной философии	1	1
703	все его	1	1
704	из основных	3	1
705	познания и	1	1
706	психики не	1	1
707	на все	1	1
708	в широком	1	1
709	сознание становится	1	1
710	оно непосредственно	1	1
711	нашей работы	3	1
712	и та	2	1
713	язык и	2	1
714	близки к	1	1
715	мысль не	1	1
716	социальная среда	1	1
717	основе своей	1	1
718	психикой и	10	1
719	аналогии с	1	1
720	затем в	1	1
721	и во	2	1
722	нет это	1	1
723	него –	1	1
724	не выходит	1	1
725	с теми	1	1
726	в которую	1	1
727	идеологическим преломлением	1	1
728	функциональной психологии	10	1
729	индивида в	1	1
730	на ее	1	1
731	от них	1	1
732	для второго	4	1
733	понимания в	1	1
734	всякой возможности	1	1
735	но нет	1	1
736	позволит нам	1	1
737	– принять	1	1
738	в форме	1	1
739	этом как	1	1
740	быть ничего	1	1
741	организма в	2	1
742	а его	1	1
743	каких бы	3	1
744	и следовательно	3	1
745	том новом	1	1
746	и всякое	2	1
747	связанных как	1	1
748	мы ограничимся	2	1
749	ведь есть	1	1
750	слова являющейся	1	1
751	с себя	1	1
752	в каком-либо	1	1
753	в двух	2	1
754	и познание	1	1
755	два основных	2	1
756	и быть	1	1
757	пор не	1	1
758	каком бы	2	1
759	субъективного сознания	7	1
760	к нашему	1	1
761	деле ведь	2	1
762	быть сведены	2	1
763	ведь как	1	1
764	и так	1	1
765	процесс его	1	1
766	поэтому и	1	1
767	между организмом	1	1
768	в предшествующей	1	1
769	бы ни	1	1
770	социальной ситуации	5	1
771	предшествующей главе	1	1
772	какой степени	2	1
773	одни и	5	1
774	не соответствует	1	1
775	к какому	1	1
776	говорить об	1	1
777	для других	2	1
778	и идеологические	1	1
779	выделения и	2	1
780	идеологией нет	2	1
781	чтобы он	1	1
782	также и	1	1
783	за пределами	2	1
784	на определенной	2	1
785	и других	2	1
786	психологии в	4	1
787	уже с	1	1
788	методам самонаблюдения	1	1
789	идеологическое творчество	3	1
790	пр –	1	1
791	в корне	3	1
792	отражает в	1	1
793	пока не	2	1
794	слова в	1	1
795	содержания и	1	1
796	наука о	1	1
797	прибавить что	1	1
798	данного высказывания	1	1
799	от сознания	1	1
800	может служить	1	1
801	простейшего жизненного	1	1
802	тем что	2	1
803	примыкает к	1	1
804	и конкретном	1	1
805	о каком	1	1
806	лишь для	3	1
807	и только	2	1
808	момент в	3	1
809	общение в	1	1
810	же деле	2	1
811	без того	1	1
812	связан с	1	1
813	или иной	3	1
814	социальным явлением	1	1
815	согласно учению	1	1
816	на них	1	1
817	т.е о	1	1
818	именно в	5	1
819	эти две	1	1
820	в каких	1	1
821	мы его	1	1
822	и между	4	1
823	себе то	1	1
824	опереться на	1	1
825	принадлежит не	1	1
826	полагаем что	1	1
827	громадное значение	2	1
828	деле если	2	1
829	превращается в	1	1
830	самом же	2	1
831	вот в	2	1
832	субъективным переживанием	1	1
833	и нигде	1	1
834	как системы	5	1
835	т.е не	1	1
836	как ни	1	1
837	человек в	1	1
838	так называемой	1	1
839	отнюдь не	6	1
840	в слове	10	1
841	как физическое	1	1
842	там где	2	1
843	пр и	2	1
844	что существенно	1	1
845	на слово	1	1
846	психики в	3	1
847	и вовсе	1	1
848	материалом для	1	1
849	переживание не	2	1
850	все основные	1	1
851	всех областей	1	1
852	для самого	1	1
853	по роду	1	1
854	социальной среде	3	1
855	себе самому	1	1
856	выводится из	1	1
857	требует от	1	1
858	перейти в	1	1
859	из которых	2	1
860	к своему	2	1
861	влияния на	1	1
862	не идеология	1	1
863	психического и	1	1
864	целом ряде	2	1
865	принципиальной границы	1	1
866	на которое	1	1
867	такого рода	1	1
868	смысле этого	3	1
869	речи конечно	1	1
870	связаны с	2	1
871	и там	1	1
872	основных направления	1	1
873	в первой	2	1
874	ведь для	1	1
875	быть не	1	1
876	экономические и	1	1
877	или хотя	2	1
878	этого слова	2	1
879	идеологией в	2	1
880	объективной психологии	1	1
881	в контексте	8	1
882	– значение	1	1
883	и формы	3	1
884	в гораздо	1	1
885	благодаря этому	2	1
886	не будем	4	1
887	оставаясь на	1	1
888	является как	1	1
889	закономерностью и	1	1
890	в смысле	6	1
891	остается в	1	1
892	в недрах	1	1
893	и психическое	1	1
894	психику к	1	1
895	под влиянием	1	1
896	внешнего выражения	3	1
897	– или	1	1
898	известной степени	1	1
899	от психологии	1	1
900	или только	1	1
901	он определяется	1	1
902	взаимоотношения и	1	1
903	базису и	1	1
904	которой можно	1	1
905	чтобы понять	1	1
906	может войти	1	1
907	совершенно иной	1	1
908	ее и	1	1
909	целый ряд	3	1
910	у них	1	1
911	переживание в	3	1
912	находит свое	1	1
913	является чистым	1	1
914	бы в	2	1
915	и всецело	1	1
916	переживания а	1	1
917	мысль в	1	1
918	своего бытия	1	1
919	его формы	2	1
920	индивидуальному сознанию	2	1
921	отношению ко	1	1
922	в различных	1	1
923	значения для	2	1
924	в том	6	1
925	роду своего	1	1
926	отношении к	4	1
927	некоторых сторон	1	1
928	границу между	2	1
929	нет ничего	3	1
930	на смену	2	1
931	объективного внешнего	1	1
932	может ведь	1	1
933	равно как	1	1
934	их с	1	1
935	имеет место	2	1
936	же мы	1	1
937	чем иным	1	1
938	данной речевой	1	1
939	из этого	2	1
940	дает никаких	1	1
941	эти элементы	1	1
942	физиологический процесс	3	1
943	борьба и	2	1
944	это та	1	1
945	является выражением	1	1
946	это так	2	1
947	весь процесс	1	1
948	значение в	1	1
949	можно назвать	1	1
950	гораздо более	1	1
