N	2gram	Bakhtin_fo_2	NovoeSre
126	есть в	1	2
127	в себе	4	2
128	права и	1	2
129	уже не	3	2
130	вернуться к	1	2
131	не могла	2	2
132	у него	9	2
133	что все	2	2
134	нет и	3	2
135	и даже	3	2
136	и т.п	2	2
137	бытия в	1	2
138	в природе	1	2
139	и было	4	2
140	для чего	2	2
141	том что	4	2
142	вместе с	9	2
143	так же	2	2
144	место в	4	2
145	не знал	1	2
146	одной стороны	1	2
147	другой стороны	1	2
148	обращение к	1	2
149	по существу	5	2
150	не могли	3	2
151	и общества	1	2
152	этот мир	2	2
153	как это	2	2
154	призыв к	1	2
155	такой же	1	2
156	равно как	2	2
157	в смысле	5	2
158	в то	5	2
159	одна из	1	2
160	борьба и	1	2
161	того чтобы	8	2
162	формы и	1	2
163	средневековья и	1	2
164	и от	2	2
165	самой жизни	3	2
166	и весь	2	2
167	все они	3	2
168	а в	3	2
169	в будущем	1	2
170	исторический мир	1	2
171	когда мы	1	2
172	могут быть	2	2
173	сама жизнь	1	2
174	и гуманизм	1	2
175	для себя	1	1
176	характер и	1	1
177	в средневековой	2	1
178	этого мира	2	1
179	по преимуществу	1	1
180	и до	2	1
181	был и	1	1
182	времени он	2	1
183	в образе	4	1
184	с собой	1	1
185	значение они	1	1
186	мы уже	9	1
187	и которые	1	1
188	она совсем	1	1
189	еще в	1	1
190	страны в	1	1
191	жить только	1	1
192	на место	1	1
193	того исключительного	1	1
194	с ним	4	1
195	можно сказать	2	1
196	говорить о	2	1
197	и человека	1	1
198	под этим	1	1
199	не был	2	1
200	в виду	3	1
201	это время	1	1
202	и явления	1	1
203	вопрос об	1	1
204	в чем	1	1
205	и во	6	1
206	на всех	1	1
207	все в	2	1
208	не могут	1	1
209	вопросу о	4	1
210	значение и	4	1
211	в его	8	1
212	менее всего	1	1
213	себе и	1	1
214	отличие от	1	1
215	и только	2	1
216	для борьбы	1	1
217	значение для	2	1
218	и ложь	1	1
219	времени которое	1	1
220	в значительной	1	1
221	в своем	5	1
222	с раскрытием	1	1
223	в формах	1	1
224	новый мир	1	1
225	человека в	6	1
226	связанный с	1	1
227	к последнему	1	1
228	что он	3	1
229	жизнь со	1	1
230	особое место	2	1
231	только в	11	1
232	во всем	1	1
233	по своей	1	1
234	от этого	2	1
235	в этот	3	1
236	в самом	1	1
237	характерная для	1	1
238	обратная сторона	1	1
239	этот конец	1	1
240	он действует	1	1
241	то время	1	1
242	и жизни	1	1
243	из этих	4	1
244	для всех	1	1
245	и у	5	1
246	уже в	4	1
247	в большинстве	3	1
248	ко времени	1	1
249	дальше и	1	1
250	образа человека	1	1
251	человек не	2	1
252	свидетельствует о	1	1
253	вообще не	1	1
254	него и	2	1
255	идей и	1	1
256	большинстве случаев	3	1
257	из них	8	1
258	день был	1	1
259	в событиях	1	1
260	мир в	4	1
261	для того	8	1
262	и их	4	1
263	нуждается в	1	1
264	сами по	2	1
265	по всем	2	1
266	в конце	2	1
267	не для	2	1
268	они сами	2	1
269	бытия и	1	1
270	вот отчего	1	1
271	и рождается	1	1
272	всех своих	1	1
273	людей и	2	1
274	тем что	3	1
275	в глубину	1	1
276	и вместе	1	1
277	в основу	1	1
278	но все	1	1
279	и природа	1	1
280	от нее	1	1
281	это значит	3	1
282	форм к	1	1
283	все от	1	1
284	не были	2	1
285	факт в	1	1
286	выходит за	1	1
287	них не	1	1
288	в будущее	1	1
289	красота и	1	1
290	на ее	1	1
291	было бы	2	1
292	а это	1	1
293	лишь на	1	1
294	весь мир	3	1
295	себя и	3	1
296	в отличие	1	1
297	что не	1	1
298	что будет	1	1
299	их не	2	1
300	этого она	1	1
301	а на	2	1
302	попал в	1	1
303	они не	1	1
304	в этой	2	1
305	ничем не	1	1
306	не на	3	1
307	не быть	2	1
308	бороться за	1	1
309	человеческой жизни	4	1
310	ее на	1	1
311	и вечное	2	1
312	новые формы	1	1
313	и того	1	1
314	он и	1	1
315	одного и	1	1
316	во франции	2	1
317	и еще	1	1
318	вся энергия	1	1
319	в этих	3	1
320	во время	10	1
321	к себе	4	1
322	в котором	4	1
323	только для	2	1
324	одну из	1	1
325	а само	1	1
326	нужно отнести	1	1
327	мы в	1	1
328	не столько	1	1
329	в замкнутые	2	1
330	у нас	2	1
331	жизни с	2	1
332	в философском	1	1
333	как конец	2	1
334	времени не	1	1
335	но он	2	1
336	быть только	1	1
337	и более	2	1
338	их в	4	1
339	в человеческом	1	1
340	времени а	1	1
341	в состоянии	1	1
342	он видел	1	1
343	распадается на	1	1
344	во времени	3	1
345	значение все	1	1
346	мира с	1	1
347	по себе	2	1
348	в это	3	1
349	в той	2	1
350	нет никакого	1	1
351	и стремится	1	1
352	сих пор	2	1
353	так как	6	1
354	оба они	1	1
355	обращения к	1	1
356	есть прежде	1	1
357	должны быть	1	1
358	к вопросу	3	1
359	трудового дня	2	1
360	в сущности	2	1
361	не по	1	1
362	это уже	1	1
363	и имеет	2	1
364	до сих	2	1
365	черной магии	1	1
366	того и	1	1
367	так много	1	1
368	о природе	1	1
369	которая в	1	1
370	чтобы понять	1	1
371	общества от	1	1
372	особого рода	1	1
373	бы он	1	1
374	франции и	1	1
375	от веры	1	1
376	свобода человека	1	1
377	и его	12	1
378	а также	3	1
379	человека так	1	1
380	основе их	1	1
381	потребность в	1	1
382	в атмосферу	1	1
383	все более	1	1
384	человеческого общества	1	1
385	образ человека	2	1
386	разложения и	1	1
387	в свою	1	1
388	всего мира	1	1
389	от всех	1	1
390	того же	3	1
391	вступить в	1	1
392	жизни а	2	1
393	во все	2	1
394	есть и	4	1
395	и всех	2	1
396	ли он	1	1
397	и дух	2	1
398	типу в	1	1
399	в которой	1	1
400	числе и	2	1
401	во всяком	2	1
402	то они	1	1
403	еще по	1	1
404	оно не	1	1
405	как на	2	1
406	все что	2	1
407	том числе	3	1
408	он часто	1	1
