N	2gram	Tiupa_Anal_3	KFilosof
139	нет в	1	3
140	рядом с	1	3
141	не должно	3	3
142	не менее	4	3
143	ничего не	3	3
144	и делает	1	3
145	могут быть	2	3
146	здесь не	3	3
147	культуры и	1	3
148	отсюда и	1	3
149	о том	6	3
150	того или	1	3
151	того что	1	3
152	а лишь	1	3
153	тем что	2	3
154	что не	3	3
155	в момент	2	3
156	вступает в	3	3
157	своей значимости	1	3
158	по своему	2	3
159	поскольку он	3	3
160	а все	1	3
161	от него	1	3
162	не должен	2	3
163	в свою	5	3
164	или иного	1	3
165	в то	3	3
166	я и	3	2
167	это и	2	2
168	едва ли	3	2
169	есть на	1	2
170	на первом	1	2
171	ни у	1	2
172	вопрос о	1	2
173	а для	2	2
174	ему в	1	2
175	с его	8	2
176	в данном	4	2
177	ее до	1	2
178	свою жизнь	2	2
179	один и	1	2
180	как в	3	2
181	ценностный центр	1	2
182	как к	2	2
183	и как	4	2
184	от этого	1	2
185	та же	1	2
186	этих моментов	2	2
187	в этой	6	2
188	и тот	1	2
189	вследствие этого	1	2
190	в принципе	2	2
191	ни был	1	2
192	так и	14	2
193	не будет	3	2
194	и может	1	2
195	а по	1	2
196	переживание переживания	1	2
197	в жизни	2	2
198	в единое	1	2
199	из нее	1	2
200	с тем	2	2
201	место и	1	2
202	и само	1	2
203	жизни но	1	2
204	и того	3	2
205	но я	1	2
206	как предмет	1	2
207	тем не	2	2
208	войти в	1	2
209	по себе	4	2
210	случае мы	1	2
211	дело не	3	2
212	дело в	2	2
213	того чтобы	1	2
214	этом мире	1	2
215	же время	3	2
216	к себе	1	2
217	бы он	1	2
218	той или	3	2
219	оно не	1	2
220	не живет	1	2
221	всей своей	1	2
222	говорить о	3	2
223	жизнь и	3	2
224	с этого	1	2
225	другое дело	1	2
226	сводится к	2	2
227	основе своей	1	2
228	или как	1	2
229	однако что	4	2
230	может иметь	1	2
231	тот же	1	2
232	дело с	3	2
233	что он	4	2
234	вступить в	2	2
235	а с	1	2
236	со всеми	2	2
237	в качестве	12	2
238	его и	1	2
239	к содержанию	3	2
240	дело когда	1	2
241	нее в	1	2
242	слова в	1	2
243	не о	1	2
244	автора как	1	2
245	были бы	3	2
246	себе а	1	2
247	или иной	5	2
248	имманентный закон	1	2
249	для этого	1	2
250	было и	1	2
251	себя и	1	2
252	прежде всего	5	2
253	в соответствии	2	2
254	только по	1	2
255	он и	3	2
256	я уже	1	2
257	и потому	2	2
258	выход в	1	2
259	дело здесь	1	2
260	этого слова	2	2
261	которой он	1	2
262	это уже	1	2
263	или иным	2	2
264	потому что	1	2
265	но всегда	2	2
266	к этому	3	2
267	говоря о	1	1
268	человека и	1	1
269	утверждение что	1	1
270	момент свершения	1	1
271	в стороне	1	1
272	в чужой	1	1
273	ты и	1	1
274	тем же	1	1
275	здесь и	3	1
276	и до	1	1
277	не имеют	1	1
278	видеть в	2	1
279	в зависимости	1	1
280	отношения к	2	1
281	включая и	1	1
282	мы уже	1	1
283	той же	5	1
284	его не	3	1
285	со всех	1	1
286	ее действительного	1	1
287	они остаются	1	1
288	и себя	1	1
289	что между	1	1
290	что уже	1	1
291	единство и	1	1
292	время от	1	1
293	он как	1	1
294	совпадает с	1	1
295	бы ни	1	1
296	и ее	2	1
297	как я	1	1
298	в составе	2	1
299	и он	2	1
300	всех сторон	1	1
301	стороны его	1	1
302	освобождения от	2	1
303	мысли и	1	1
304	столь же	4	1
305	поэтому столь	1	1
306	как если	1	1
307	пути ее	1	1
308	мы будем	1	1
309	в истории	1	1
310	более чем	2	1
311	субъекта и	2	1
312	с этим	3	1
313	не это	1	1
314	хотя и	2	1
315	и к	4	1
316	и свою	1	1
317	в первом	2	1
318	или иную	1	1
319	в самом	5	1
320	не дано	1	1
321	в известном	1	1
322	данном контексте	1	1
323	на то	1	1
324	в соответствующей	1	1
325	самого по	1	1
326	на его	2	1
327	что она	2	1
328	имеем не	1	1
329	не следует	1	1
330	все другие	1	1
331	я с	2	1
332	и по	2	1
333	значительной степени	2	1
334	подход к	2	1
335	этим самым	1	1
336	а затем	1	1
337	целое как	1	1
338	об этом	2	1
339	связанных с	1	1
340	то есть	10	1
341	в единую	1	1
342	это было	1	1
343	жизненные ценности	1	1
344	который и	1	1
345	и иных	1	1
346	на почве	1	1
347	он есть	1	1
348	я для	1	1
349	к миру	1	1
350	между отдельными	1	1
351	отказа от	1	1
352	смерть и	1	1
353	а за	1	1
354	несмотря на	2	1
355	но само	1	1
356	в один	1	1
357	не мог	2	1
358	от своего	1	1
359	целого или	1	1
360	как все	1	1
361	не становится	1	1
362	всяком случае	2	1
363	цели и	1	1
364	не от	2	1
365	не путем	1	1
366	однако он	1	1
367	не будем	1	1
368	отнюдь еще	1	1
369	любви и	1	1
370	отчетливо и	1	1
371	как о	1	1
372	одна из	2	1
373	не могло	1	1
374	для всего	1	1
375	только не	3	1
376	через него	1	1
377	поскольку оно	1	1
378	автор и	1	1
379	в противоречие	1	1
380	эти стороны	1	1
381	между прочим	1	1
382	я во	1	1
383	более что	1	1
384	по своей	2	1
385	ему и	1	1
386	и теперь	1	1
387	не является	5	1
388	лирический герой	1	1
389	который своей	1	1
390	и смыслы	1	1
391	представляется нам	2	1
392	и должно	1	1
393	способу мышления	1	1
394	и всех	1	1
395	зависимости от	1	1
396	данности бытия	1	1
397	к тому	6	1
398	правда не	1	1
399	конфликтов с	1	1
400	и о	1	1
401	с ее	3	1
402	заданности и	1	1
403	свою очередь	4	1
404	всего этого	1	1
405	позицию по	1	1
406	и от	2	1
407	его культурной	1	1
408	бы действительно	1	1
409	мысль о	3	1
410	него самого	1	1
411	приводит к	4	1
412	а должен	1	1
413	не за	1	1
414	не с	2	1
415	именно вследствие	1	1
416	здесь как	1	1
417	особенно в	1	1
418	живет в	1	1
419	и религии	1	1
420	мог бы	1	1
421	и каждый	1	1
422	произведения не	1	1
423	осуществляется в	2	1
424	существенно не	1	1
425	поэтому в	2	1
426	и всякого	1	1
427	собой и	1	1
428	и даже	8	1
429	являются здесь	1	1
430	приобщается к	2	1
431	образом в	1	1
432	при такой	1	1
433	можно сказать	4	1
434	любви к	2	1
435	в значительной	2	1
436	не допуская	1	1
437	в конечном	2	1
438	и новое	1	1
439	связь между	1	1
440	и приводит	1	1
441	тем или	2	1
442	момента и	1	1
443	от них	1	1
444	во втором	4	1
445	нуждается в	2	1
446	не тот	1	1
447	человека как	1	1
448	систему ценностей	1	1
449	в литературе	1	1
450	известном смысле	1	1
451	один из	2	1
452	но с	2	1
453	я со	1	1
454	одной из	1	1
455	и так	1	1
456	только при	1	1
457	не можем	1	1
458	что обусловлено	1	1
459	в большинстве	2	1
460	мир и	1	1
461	большинстве случаев	1	1
462	конечном счете	2	1
463	только к	2	1
464	к единой	1	1
465	только одно	1	1
466	ту или	1	1
467	ибо он	1	1
468	местом в	1	1
469	одно из	1	1
470	себе в	1	1
471	ведь это	1	1
472	не для	2	1
473	полученный в	1	1
474	содержания а	1	1
475	мы можем	2	1
476	само по	1	1
477	она будет	1	1
478	и никогда	1	1
479	и моя	1	1
480	как раз	7	1
481	с действительностью	1	1
482	к той	1	1
483	не противоречит	1	1
484	границы и	1	1
485	и т.п	5	1
486	до этого	1	1
487	а именно	1	1
488	на чем	1	1
489	во второй	7	1
490	и др	1	1
491	но о	1	1
492	и затем	1	1
493	превращается в	1	1
494	уже давно	1	1
495	она является	1	1
496	зависит от	1	1
497	научной истины	1	1
498	он становится	1	1
499	что мы	2	1
500	его эстетической	1	1
501	стороны в	1	1
502	связь с	2	1
503	я стал	1	1
504	лишь однажды	1	1
505	вместе с	2	1
506	есть непосредственно	1	1
507	к его	1	1
508	противоречие с	1	1
509	картина мира	4	1
510	себе самому	2	1
511	бытия я	1	1
512	этого момента	1	1
513	из которых	1	1
514	можно быть	1	1
515	но сам	2	1
516	когда мы	2	1
517	он предполагает	1	1
518	в точке	2	1
519	в первой	8	1
520	выбора все	1	1
521	своей жизни	1	1
522	о его	2	1
523	и передачи	1	1
524	остается в	1	1
525	не носит	1	1
526	одного и	3	1
527	живет и	1	1
528	когда он	2	1
529	в эту	1	1
530	не более	2	1
531	мы должны	1	1
532	субъектом и	1	1
533	все они	2	1
534	чего нет	1	1
535	я в	5	1
536	здесь-то и	1	1
537	же в	2	1
538	между ними	1	1
539	вмещает в	1	1
540	в иной	2	1
541	того же	5	1
542	первом случае	1	1
543	две строфы	1	1
544	ее в	1	1
545	в искусстве	2	1
546	по поводу	3	1
547	иные моменты	1	1
548	который не	2	1
549	гораздо более	2	1
550	во всяком	2	1
551	все что	1	1
552	они не	1	1
