N	2gram	Tiupa_Anal_1	Myslijsy
328	произведения искусства	3	2
329	одно слово	1	2
330	ко всем	1	2
331	к своему	1	2
332	по своему	1	2
333	следует однако	1	2
334	что же	2	2
335	зрения и	1	2
336	что как	3	2
337	быть не	3	2
338	с этой	1	2
339	еще раз	1	2
340	в субъекте	2	2
341	и действия	1	2
342	перед нами	1	2
343	не подлежит	1	2
344	из себя	1	2
345	в большей	1	2
346	и наконец	1	2
347	же в	1	2
348	внутреннее единство	1	2
349	первом случае	2	2
350	в свое	2	2
351	жизни и	1	2
352	чтобы осмыслить	1	1
353	отношения к	2	1
354	одним из	3	1
355	предполагает что	1	1
356	не остается	2	1
357	на самом	2	1
358	значении этого	7	1
359	тех же	1	1
360	к понятию	1	1
361	и должны	1	1
362	отношения между	1	1
363	по преимуществу	1	1
364	противном случае	1	1
365	должна быть	1	1
366	едва ли	2	1
367	с прежним	1	1
368	по его	1	1
369	он уже	1	1
370	которую я	1	1
371	выше его	1	1
372	вопрос о	2	1
373	человека однако	1	1
374	в сущности	6	1
375	на каждом	2	1
376	не вполне	1	1
377	сложнее и	1	1
378	как я	1	1
379	время жизни	1	1
380	того же	4	1
381	значения в	1	1
382	же художественное	1	1
383	начало и	1	1
384	он был	1	1
385	он сам	1	1
386	с двумя	2	1
387	это возможно	1	1
388	говоря уже	1	1
389	здесь не	2	1
390	бы то	3	1
391	с его	3	1
392	субъекту и	1	1
393	данном случае	2	1
394	он может	2	1
395	если в	3	1
396	целого если	1	1
397	отличие от	6	1
398	нет и	2	1
399	и другого	4	1
400	один и	1	1
401	собою два	1	1
402	вследствие чего	1	1
403	первый взгляд	1	1
404	его на	1	1
405	поэтому всякое	1	1
406	что действительно	1	1
407	в художественном	3	1
408	о жизни	1	1
409	для науки	3	1
410	что ее	1	1
411	что касается	1	1
412	помнить что	1	1
413	в противном	1	1
414	хотя и	1	1
415	могли бы	2	1
416	но в	8	1
417	то в	2	1
418	явления и	1	1
419	всякое понимание	1	1
420	другого как	1	1
421	все эти	2	1
422	только способ	1	1
423	восприятия как	1	1
424	сознание оно	1	1
425	самым и	1	1
426	и отношения	1	1
427	отношение между	1	1
428	смысла но	4	1
429	тому же	4	1
430	как он	3	1
431	двух других	1	1
432	наш взгляд	6	1
433	бы с	1	1
434	начать со	1	1
435	к миру	1	1
436	нам только	1	1
437	свое время	2	1
438	языком и	1	1
439	на наш	6	1
440	конечная цель	1	1
441	ни был	1	1
442	а вместе	1	1
443	здесь мы	1	1
444	тем в	1	1
445	в мире	8	1
446	том случае	1	1
447	и внутренняя	1	1
448	дает новое	1	1
449	лишь в	5	1
450	заключается в	1	1
451	которого не	1	1
452	искусства в	4	1
453	это не	6	1
454	от объяснения	1	1
455	человека только	1	1
456	с вопросом	1	1
457	только одно	1	1
458	в тот	1	1
459	она и	1	1
460	оно действительно	1	1
461	например и	1	1
462	одна и	1	1
463	для чего	2	1
464	нам не	1	1
465	ни с	3	1
466	то самое	1	1
467	себе все	1	1
468	в этих	1	1
469	о ком	2	1
470	от своего	2	1
471	таким же	1	1
472	в такой	1	1
473	с точки	4	1
474	жизни с	1	1
475	всякий раз	3	1
476	в сказке	1	1
477	этой жизни	1	1
478	я есть	2	1
479	которые в	2	1
480	но он	1	1
481	речи в	1	1
482	и более	4	1
483	не заставит	1	1
484	однако в	3	1
485	не должно	1	1
486	она по	1	1
487	входящее в	1	1
488	нас самих	2	1
489	как может	1	1
490	человека есть	1	1
491	человека но	1	1
492	как зерно	1	1
493	в процессе	2	1
494	было не	1	1
495	личности к	2	1
496	а может	1	1
497	принадлежит к	1	1
498	однако если	1	1
499	того и	3	1
500	не всякий	1	1
501	ничего не	1	1
502	под этим	1	1
503	не принадлежат	1	1
504	своей природе	1	1
505	и другая	1	1
506	во всем	1	1
507	рождается в	1	1
508	не дано	1	1
509	быть в	1	1
510	область истории	1	1
511	подобно всякому	1	1
512	на известную	1	1
513	и внешнего	2	1
514	может показаться	1	1
515	с другом	1	1
516	представляется нам	1	1
517	уже о	1	1
518	начиная с	1	1
519	того о	1	1
520	отличается от	2	1
521	же самое	2	1
522	столько и	1	1
523	исходная форма	1	1
524	анализа в	2	1
525	говоря словами	1	1
526	должен быть	6	1
527	и художественное	1	1
528	в виду	1	1
529	ли возможно	1	1
530	как по	1	1
531	не отказываясь	1	1
532	с языком	1	1
533	произведение и	1	1
534	на том	1	1
535	только через	2	1
536	времени и	6	1
537	не с	4	1
538	особенно в	2	1
539	с самим	1	1
540	оно как	1	1
541	та и	1	1
542	в результате	1	1
543	для этого	2	1
544	и восприятия	2	1
545	своей субъективности	1	1
546	сводится к	5	1
547	и т.д	1	1
548	и т.п	5	1
549	и делается	1	1
550	говорить не	1	1
551	речь что	1	1
552	к знанию	1	1
553	одного из	2	1
554	теперь и	1	1
555	сила не	1	1
556	раз и	1	1
557	по слову	1	1
558	всего своего	1	1
559	в которую	1	1
560	во всех	1	1
561	однако с	1	1
562	с миром	1	1
563	творчества в	1	1
564	когда оно	1	1
565	эти два	1	1
566	другого в	3	1
567	столько сколько	1	1
568	но нельзя	1	1
569	деле в	2	1
570	каков бы	1	1
571	в ту	1	1
572	уже потому	1	1
573	внутреннего и	2	1
574	происходит в	1	1
575	тех пор	1	1
576	предмета и	1	1
577	в двух	2	1
578	тот же	1	1
579	и представляет	3	1
580	для понятия	1	1
581	понимание есть	1	1
582	не само	1	1
583	и науке	1	1
584	как нечто	1	1
585	который в	2	1
586	впечатления но	1	1
587	и ее	1	1
588	по этому	1	1
589	действительность но	1	1
590	в эстетическом	1	1
591	себя в	6	1
592	но эстетическое	1	1
593	других в	1	1
594	другим что	1	1
595	или даже	1	1
596	при помощи	2	1
597	языка но	1	1
598	его и	2	1
599	смерти и	1	1
600	не сам	2	1
601	а то	1	1
602	произведение действительно	1	1
603	могло бы	1	1
604	сами по	2	1
605	отношения личности	1	1
606	при всей	2	1
607	каждый из	2	1
608	трех моментов	1	1
609	не говорит	1	1
610	явлений в	1	1
611	другой а	1	1
612	к самому	1	1
613	не является	2	1
614	жизни в	1	1
615	даже не	1	1
616	как сам	1	1
617	предполагает в	1	1
618	или иначе	1	1
619	образа а	1	1
620	и быть	1	1
621	личной жизни	1	1
622	внешнее и	1	1
623	чтобы вместе	1	1
624	не входит	1	1
625	предмета но	1	1
626	от сознания	1	1
627	превращается в	1	1
628	одного только	1	1
629	одновременно представляет	1	1
630	не сама	1	1
631	произведений искусства	2	1
632	принадлежит не	1	1
633	непосредственно к	1	1
634	не означает	1	1
635	оно представляет	1	1
636	его как	1	1
637	научный анализ	2	1
638	и вещь	2	1
639	его собственной	1	1
640	составляющих его	1	1
641	мысли можно	1	1
642	не об	1	1
643	понимание и	1	1
644	бы оно	1	1
645	как представляется	1	1
646	человека к	4	1
647	или по	1	1
648	есть такое	1	1
649	научного анализа	2	1
650	оно само	1	1
651	искусства к	1	1
652	в данном	2	1
653	если оно	1	1
654	видя в	1	1
655	она есть	2	1
656	научной мысли	1	1
657	самим по	1	1
658	да и	1	1
659	ли эта	1	1
660	друг с	1	1
661	своего языка	1	1
662	ни одно	2	1
663	исходя из	4	1
664	в науках	1	1
665	три момента	1	1
666	с первой	2	1
667	как предмет	4	1
668	только для	2	1
669	в душевной	1	1
670	и таким	1	1
671	получает от	1	1
672	я с	1	1
673	слуха и	1	1
674	мышления в	1	1
675	ко второй	1	1
676	равно он	1	1
677	один в	2	1
678	или не	2	1
679	том виде	1	1
680	сознания и	1	1
681	о котором	1	1
682	которая в	3	1
683	человек и	1	1
684	как для	1	1
685	на первый	1	1
686	художественное творчество	2	1
687	смысла а	1	1
688	уже существует	1	1
689	же оно	1	1
690	как того	1	1
691	этом можно	1	1
692	я в	3	1
693	ни было	4	1
694	хотя в	1	1
695	читатель может	1	1
696	до тех	1	1
697	а можно	1	1
698	с людьми	1	1
699	может и	1	1
700	совершенно ошибочно	1	1
701	между ними	1	1
702	быть признано	1	1
703	равно как	1	1
704	друга а	1	1
705	что то	1	1
706	ее в	1	1
707	случае если	1	1
708	и эта	1	1
709	во всяком	1	1
710	говорит нам	1	1
